Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135,ROI136,ROI137,ROI138,ROI139,ROI140,ROI141,ROI142,ROI143,ROI144,ROI145,ROI146,ROI147,ROI148,ROI149,ROI150,ROI151,ROI152,ROI153,ROI154,ROI155,ROI156,ROI157,ROI158,ROI159,ROI160,ROI161,ROI162,ROI163,ROI164,ROI165,ROI166,ROI167,ROI168,ROI169,ROI170,ROI171,ROI172,ROI173,ROI174,ROI175,ROI176,ROI177,ROI178,ROI179,ROI180,ROI181,ROI182,ROI183,ROI184,ROI185,ROI186,ROI187,ROI188,ROI189,ROI190,ROI191,ROI192,ROI193,ROI194,ROI195,ROI196,ROI197,ROI198,ROI199,ROI200,ROI201,ROI202,ROI203,ROI204,ROI205,ROI206,ROI207,ROI208,ROI209,ROI210,ROI211,ROI212,ROI213,ROI214,ROI215,ROI216,ROI217,ROI218,ROI219,ROI220,ROI221,ROI222,ROI223,ROI224,ROI225,ROI226,ROI227,ROI228,ROI229,ROI230,ROI231,ROI232,ROI233,ROI234,ROI235,ROI236,ROI237,ROI238,ROI239,ROI240,ROI241,ROI242,ROI243,ROI244,ROI245,ROI246,ROI247,ROI248,ROI249,ROI250,ROI251,ROI252,ROI253,ROI254
90,13.78319,11.64875,10.59524,7,12,11.20482,9.913794,7.961538,16.78592,12.03333,7.363636,9.873418,7.126126,12.86905,9.5,14.28571,10.92157,7.806452,7.559633,9.513762,9.387755,5.8,13.61728,11.56977,7.18,11,10.26471,7.658536,16.82432,11.28571,6.714286,12.52841,11.4359,7.214286,10.89873,6.931818,8.73913,10.77863,6.714286,12.28571,8.126985,9.301887,7,9.25,20.14956,7.688889,19.43725,6.549296,7.697674,7.656863,10.2,6.605263,8,17.48643,6.851852,9,9.523179,7.899441,7.461538,7.53125,7.081081,12.38007,6.41579,5.888889,9.1,7.025,8.175439,6.840909,8.176229,7.388889,6.863248,6.73399,6.840425,7.363636,7,11.15044,15.31975,7.491803,15.76087,7.058824,9.611111,7.333333,7.197531,10.26829,6.8,9.845071,8,6.485714,8.089286,13.0173,10.60465,10.35565,10.34722,10.46939,13.3662,7.5,10.6962,9.175,11.19375,7.85274,6.727273,7.936842,10.75,10.43243,7.25,12.87306,7.25,7.142857,12.17293,8.117117,8.25,8.113636,6,10.54015,6.6,6.613636,8.171429,7.515152,9.979591,11,6.3125,13.81818,8.538462,8.066667,6.340425,7.6,6.75,6.380952,7.62963,6.964912,13.49721,9.083651,8,20.17355,8.291667,12.11905,6.684783,8.1,19.34375,7.321429,7,8.61745,7.272727,8.666667,11.15556,42.37482,17.41444,14.08571,11.40719,8.695364,11.52471,10.0346,6.736842,14.125,7.5,9.391304,11.91038,8.117647,9.043011,7.326087,8.216666,10.26667,10.225,8.214286,8.597826,10.56989,10.11382,9.625,9.795455,7.346939,8,9.742138,11.3073,10.92105,9.209302,10.32353,6.928571,7.046512,12.22727,10.35514,13.16667,9.748466,11,10.50549,7,16.10026,13.94984,8.744186,8.117647,11.97548,10.11818,7.582417,7.736842,7.076923,6.862069,13.19725,14.26546,10.2,11.09343,8.038462,7.091954,8.650602,9.482015,13.125,10.09544,11.33981,10.53333,7.603448,27.50771,7.355556,11.46569,6.336283,9.2,8.318182,6.821429,10.33333,7.434783,7.617021,7.142857,7.75,11.40385,10.23077,8,11.06757,6.695652,11.23684,7.837838,8.28,15.7875,8.522124,10,12.14458,7.0625,7.339622,14.11189,9.205882,8,9.954199,8.269231,9.185185,10.5463,8.664063,10.30345,8.751678,9.903509,6.727273,10.19333,9.911765,9.5,10.71069,10.47368,24.288,13.07692,12.01709,7
91,13.5885,12.54122,12.29762,9.7,11.75641,11.08434,12.46552,9.615385,17.21701,13.63333,10.42424,11.93671,11.84685,13.03571,9.166667,14.85714,11.76471,8.72043,8.788991,10.17431,10.18367,9.2,14.60802,11.40116,8.54,11.5,10.88235,9.878049,17.14865,12.04762,9.142858,12.78977,11.87179,10.07143,12.06329,10.34091,11.08696,11.82443,10.85714,11.85714,10.5,11.30189,8.4,9.137931,20.56114,8.177778,19.17004,9.704226,9.976745,9.254902,10.8,7.078948,8.142858,17.85386,9.851851,8,11.7947,9.837989,9.230769,9.1875,11.21622,12.01845,8.257895,7.111111,10.9,7.275,8,9.090909,11.23771,8.722222,9.726496,10.58128,9.776596,9.818182,8.45,10.88053,15.6348,8.639344,15.79348,11.52941,11.74074,8,11.1358,11.02439,10.9,9.633802,11.2,8.171429,10.19643,12.72664,10.48837,10.78661,11.80556,10.93878,12.62441,8,12.22785,10.05,11.1125,10.34589,8,10.85263,11.02174,10.57658,9.25,12.44272,9.5,9.523809,12.92481,10.08108,8.183333,9.204545,8.666667,10.31022,7.8,8.454545,9.828571,9.545455,10.5102,13.42857,9.5,13.36364,9.813187,9.266666,7.978724,9.9,7.90625,8.095238,8.314815,9.175439,13.57542,10.11787,11.26389,21.31818,9.291667,12.59524,8.467391,8.4,18.1875,7.821429,9.7,9.624161,10.18182,7.95,11.51111,43.12023,17.1978,14.05714,10.8982,9.569536,11.42966,10.0346,10.68421,11.5,9.75,9.478261,12.69811,10.41177,10.83871,8.347826,9.761111,10.01667,11.25,8.785714,8.206522,10.86022,10.82114,9.966666,9.613636,7.979592,7.333333,9.899371,11.49118,10.76316,10.06977,9.735294,6.964286,9.860465,12.68182,10.69159,13.875,10.53988,12.05263,11.04396,9,15.97943,14.52038,10.51163,8.823529,12.00817,11.67273,10.53846,7.789474,9.730769,10.27586,13.2867,14.65158,8.3,11.11419,8.769231,9.034483,9.180723,11.21583,12.5,11.94606,11.20388,10.86667,8.620689,28.22581,9.014814,12.09804,7.309734,10.16923,8.772727,8.357142,8,8.5,8.659575,7.952381,9,11.17308,11.02564,9,11.21622,8.913043,11.44737,8.810811,11.21333,15.59688,8.061947,11.33333,12.71988,9.9375,9.679245,14.38928,9.794118,6.5,10.07634,9.730769,9.604939,10.90741,8.664063,10.04138,9.630873,10.67544,10,10.24,9.411765,9.928572,11.3522,11.47368,24.852,12.9359,12.45299,8.333333
92,14.52212,13.41577,12.39286,10.4,11.07692,11.53012,15.94828,10.23077,17.739,11.86667,11.54545,13.49367,12.73874,13.50595,10.88889,13.42857,13.80392,11.92473,11.02752,10.57798,10.36735,12.6,17.19444,11.24419,10.16,12,10.41177,10.92683,18.96284,12.78571,10.42857,13.50568,11.79487,13.09286,12.87342,12.5,12.47826,12.87786,14.85714,14.85714,10.88889,13.66981,9.4,10,21.20087,10.51111,19.36842,11.23944,12.34884,11.06863,11.8,9.973684,12,18.69102,11.44444,10,13.35762,11.96648,13.53846,10.79688,13.45946,12.28413,10.48947,11.11111,13.01429,9.275,9.22807,10.31818,13.57787,11.88889,10.78632,13.22167,13.68085,11.09091,10.7,13.39381,16.05486,10.95082,15.90217,14.02941,13.53704,9.333333,13.92593,13.34959,12.55,10.07042,13,10.2,12.16071,13.53633,11.97674,11.05858,12.44444,13.2449,12.68075,13.75,13.6962,14.05,10.96875,14.08904,9.454545,12.97895,11.19565,11.24324,12.5,12.62848,12.25,14.69048,13.09023,10.93694,10.65,10.86364,10.22222,11.43431,12.7,10,13.47857,12.93939,10.83673,11.64286,13.40625,13.81818,11.34066,12.37778,9.702127,12.66667,9.0625,10.85714,10.16667,10.29825,13.35754,13.34221,15.48611,23.33058,10.39583,12.19048,11.6087,8.2,19.1875,9.625,9.6,10.48993,12.72727,8.533334,11.15111,43.97454,17.5416,15.99048,11.69461,11.93377,11.19011,9.951557,14.68421,11.875,10,9.521739,17.10849,14.94118,13.29032,10.15217,10.98889,10.11667,13.85,10.78571,8.315217,11.52688,10.76423,11.35833,9.806818,10.61224,8.666667,9.91195,11.52141,11.42105,9.093023,11.38235,7.035714,11.2093,13.15909,11.54206,13.25,13.56748,14.57895,11.45055,11,16.62211,14.31975,13.16279,8.823529,11.9455,11.57273,11.6044,11.1579,11.69231,12.31034,13.47477,16.1086,10.1,11.06228,8.576923,10.54023,9.409638,14.13669,13.875,14.85477,12.42718,11.66667,13.06897,28.69285,10.88148,11.69118,9.017699,11.32308,11.13636,10.32143,9.333333,11.09783,12.89362,11.80952,12.5,11.67308,12.26923,9.911111,13.25676,9.26087,13.28947,10.48649,16.34333,16.23125,8.867256,18,13.22892,10.9375,12.28302,14.27506,10.61765,9.5,11.74046,13.88461,10.00617,10.41667,9.726563,10.49655,10.94631,12.58772,14.13636,11.43667,11.29412,13.85714,14.98113,11.82456,27.124,13.38461,12.28205,8.333333
93,14.56195,13.00358,12.4881,10.93333,10.91026,11.3012,16.34483,10.84615,17.57771,12.33333,11.36364,14.62025,13.36937,13.21429,10.94444,16.85714,14.03922,11.29032,11.15596,10.70183,10.69388,13,17.12037,10.99419,10.24,12,10.23529,11.80488,19.38176,13.9881,10.71429,13.93182,11.37179,13.37857,14.08861,13.09091,13.30435,13.08397,13.71429,13.14286,11.57936,14.32076,10.2,10.27586,21.46616,10.93333,19.72065,10.94366,14.27907,10.43137,13,10.44737,11.42857,18.89979,13.62963,11,13.86755,12.53631,13.38461,9.8125,13.43243,12.76015,10.29474,10.55556,13.8381,9.575,9.824561,10.95455,13.5082,12.88889,11.2906,13.92611,13.73404,9.818182,11.85,13.9292,16.10972,10.60656,16.875,13.95588,14.64815,9.666667,14.39506,13.02439,12.7,9.507042,12,11.6,13.08929,13.3218,11.45349,11.159,12.84722,13.5102,13.76526,14.75,13.77215,15.425,11.25625,15.23288,9.454545,13.24211,11.3913,11.36937,11.5,12.72446,14.75,13.16667,13.40602,11.37838,10.48333,11.61364,10.66667,11.34307,10.1,11,13.95714,12.93939,10.81633,12.78571,14,14.22727,12.3956,13.08889,9.957447,12.46667,10.28125,10.42857,11.25926,10.85965,13.96089,13.71863,15.48611,23.80992,10.35417,11.71429,12.15217,9.1,20.53125,9.75,10,10.60403,11,8.983334,11.34667,44.32249,17.58242,16.51429,11.91617,12.6755,10.93536,10.11419,12.89474,14.125,10,9.195652,18.77358,15.14706,13.27419,9.630435,11.33333,10.25,15.25,10.69048,9.054348,11.35484,11.17073,10.96667,9.806818,10.46939,11,10.23899,11.68514,12.61842,9.16279,11.52941,7.321429,10.81395,13.09091,10.75701,13.66667,15.3773,14,12.06593,15,16.91774,14.75235,14.13953,9.352942,12.15531,11.55455,12,12.05263,11.76923,12.75862,13.33028,17,10.7,11.61246,8.673077,10.63218,10.15663,15.33094,10.875,16.21162,12.58252,10.73333,12.84483,28.5526,11.2,11.85784,11.15929,12.95385,10.11364,11.92857,10,11.04348,14.6383,13.38095,13.75,13.13461,12.33333,10.15556,13.14865,9.304348,14.55263,12.27027,16.47667,16.05938,9.504425,19,13.20482,11.375,12.79245,14.10023,11.02941,9,11.67939,13.88461,9.845679,11.47222,9.679688,11.24828,11.42953,12.9386,15.36364,11.42,11.85294,14.92857,16.00629,11.64912,26.696,13.58974,12.92308,10
94,14.59292,13.04301,13.05952,10.46667,12.10256,11.75904,17.25862,10.38461,16.8739,13.43333,12.09091,13.6962,12.93694,13.19643,10.94444,17.14286,14.94118,11.11828,11.81651,10.44954,10.83673,13.8,17.46914,11.5407,10.74,10,9.647058,11.07317,19.23311,14.47619,10.21429,13.5625,11.38461,13.93571,14.73418,13.77273,12.95652,12.65649,12.42857,14.33333,11.5873,13.91509,11.7,10.41379,21.33188,11.11111,19.56275,11.07042,13.02326,10.93137,14.2,10.55263,13,18.6952,11.77778,14.5,14.78808,12.67039,13.15385,9.515625,13.16216,12.54244,10.31579,10.77778,14.01429,9.9,10.07018,11.70455,13.86475,11.38889,11.69231,13.24138,14.23404,11.27273,9.05,15.30531,16.38088,11.54098,16.39674,12.94118,15.27778,12.33333,13.81481,13.31707,11.5,9.985915,13.4,11.6,12.28571,13.16955,12.83721,11.3682,12.65278,13.18367,13.07042,16,14.29114,16.125,11.8625,15.44863,8.818182,13.52632,11.61957,10.62162,10.5,12.50464,14.25,14.19048,13.85714,12.40541,10.55,11.88636,9.888889,10.63869,9.2,11.20455,14.47143,11.72727,10.7551,12.85714,14.60938,14.27273,12.47253,12.88889,9.829787,13.26667,11.3125,10.95238,10.62963,10.24561,13.60894,14.29658,15.86111,23.3843,9.979167,11.78571,12.93478,10.8,20.5,11.375,10.3,10.9396,11,9.1,11.46667,44.00849,17.60283,16.4,11.55689,12.86755,11.37262,9.782007,14.05263,9.875,10.5,9.826087,19.62264,14,13.88172,9.326087,11.96111,10.4,14.825,10.5,8.543478,11.68817,11.25203,11.85,8.977273,11.28571,9.333333,11.11321,11.84131,12.0921,9.906977,12.26471,6.964286,12.18605,12.98295,11.38318,13.375,16.21472,12.05263,11.50549,12,16.95887,14.5674,14.37209,10,11.94005,11.61818,13.10989,11.63158,10.73077,12.03448,13.90826,17.37406,13.8,11.391,9.423077,11.28736,10.3012,15.56835,11.25,16.361,12.59223,12.86667,12.7931,28.86536,11.78518,11.77451,11.48673,13.76923,11.04545,12.60714,11.33333,11.55435,13.29787,12.19048,11.5,12.63461,12.48718,9.888889,13.67568,9.956522,14.6579,11.13513,16.14,16.38125,9.168141,19,13.2741,10.875,12.45283,14.43124,11.44118,9,12.74809,13.96154,9.901235,11.44444,9.75,10.48276,11.48322,13.32456,13.59091,11.83,12.07353,14.5,16.00629,11.68421,26.968,13.35897,12.70085,8
95,14.43363,13.06452,14.30952,11.23333,12.11539,11.56627,16.72414,10.32692,16.48387,13.46667,12.51515,13.10127,13.06306,13.86905,12.94444,16.28572,14.03922,11.92473,11.86239,10.26147,10.81633,12.2,16.95062,11.75581,9.7,11,10.85294,11.36585,19.50338,14.5,11.30952,13.80114,11.5641,14.78571,13.59494,13.40909,14.30435,12.61069,15.57143,15.04762,12.44444,13.82076,11.8,10.32759,21.51419,10.46667,20.06073,11.97183,13.76744,10.58823,13.4,11.36842,11.85714,18.7286,13.14815,12,13.77483,12.81006,13.46154,9.828125,14.64865,12.43542,10.62632,10.44444,14.4,9.825,10.05263,10.54545,14.17213,11.83333,11.47009,12.80296,14.42553,11.36364,12.05,15.29646,16.53762,11.40984,16.375,13.13235,14.53704,8.666667,13.97531,12.49593,11.65,10.19718,14.8,11.82857,12.51786,13.6782,12.33721,10.97071,13.48611,13,13.4554,16.25,14.34177,17.975,11.3875,15.75,9,12.61053,11.04348,11.04504,13.75,12.68421,13.75,13.80952,14.09023,12.56757,11.08333,12.22727,9,11.32117,9.5,11.47727,14.85,12.78788,10.95918,14.85714,14.07813,13.27273,12.40659,12.86667,10.23404,12.2,11.59375,10.61905,10.64815,10.17544,13.94972,14.20913,14.51389,23.87603,9.9375,11.42857,13.51087,9.5,20.40625,11.07143,12.6,11.10067,12.54545,8.783334,11.65778,44.28854,17.72528,16.74286,11.37725,13.47682,11.44106,10.36332,12.52632,12.25,10.5,9.5,19.87736,14.29412,13.16129,10.36957,12.13889,11,14.99167,10.42857,8.75,12.05376,10.78862,11.25,10.63636,10.63265,10.66667,10.44654,12.2393,12.44737,9.16279,12.58823,7.714286,11.5814,12.99432,10.95327,14.83333,15.76994,12.36842,11.38461,14,17.25193,14.62696,14.04651,10.38235,12.04905,11.73636,12.26374,10.47368,11.96154,11.03448,13.82798,17.93062,12.2,11.3391,9.173077,11.08046,10.24096,15.94245,9.375,16.73029,12.97087,12.93333,12.5,28.73352,12.04444,12.15686,12.15929,14.10769,12.27273,11.46429,11,11.34783,13.14894,12.7619,15.75,12.51923,13.26923,10.48889,13.02703,9.956522,14.68421,12.86487,15.38333,16.46875,9.628319,15,13.73795,10.625,12.42453,14.51282,11.17647,9.5,13.22137,12.96154,9.709877,11.53704,10.60938,10.93103,12.48322,13.79825,13.63636,12.72667,11.57353,14.57143,15.91824,11.26316,26.76,14.10256,13.08547,7.333333
96,14.11504,12.57706,14,10.76667,11.11539,11.62651,16.56897,10.98077,16.16422,12.1,11.75758,13.03797,12.81982,13.60714,12.38889,17,14.21569,10.94624,12.06422,10.55046,10.59184,11.4,16.99383,11.26744,9.74,12,10.41177,11.58537,19.18243,14.70238,11.7381,14.11364,10.98718,14.7,13.56962,12.13636,13.95652,12.76336,11.14286,14.33333,12.35714,14.23585,10.1,10.19828,21.54367,10.33333,19.84211,12,13.93023,10.35294,13.8,9.763158,10.85714,18.7119,12.74074,10.5,14.17219,12.69274,13.84615,10.0625,13.48649,12.67897,9.826316,9.555555,14.93333,10.2,10.70175,10.77273,14.86475,11.44444,12.16239,12.23645,13.43617,10.90909,10.1,15.27876,16.5815,11.70492,16.22826,11.73529,14.90741,11.66667,13.62963,13.25203,12.25,10.07042,13.8,11.4,11.51786,14.00692,13.5814,11.49372,13.08333,14,13.88263,14.75,14.91139,18.25,12.51875,15.96575,8.818182,12.35789,11.93478,11.00901,12.5,12.39009,20,14.07143,13.52632,12.27928,10.05,12.68182,8.777778,11.56569,11.1,10.38636,14.81429,13.30303,10.40816,11.57143,13.85938,13.59091,12.2967,12.66667,9.702127,13.23333,11.09375,10.09524,10.16667,10.73684,14.2514,14.0038,14.09722,23.36364,9.770833,11.69048,13.25,10.8,21.71875,11.57143,11,11.52349,10.72727,8.916667,11.87556,43.93069,17.66562,17.16191,11.36527,13.11921,11.55894,10.22145,13.10526,13.25,10.5,9.478261,19.81132,13.94118,13.89785,9.804348,12.08889,11.03333,14.99167,10.7381,8.108696,11.67742,11.17073,11.33333,9.477273,9.653061,10.33333,10.90566,12.1864,12.75,10.25581,11.44118,7.5,10.88372,12.94886,11.1028,13.70833,15.68405,12.52632,12.2967,11,16.92031,14.47806,14,9.970589,12.11717,12.53636,13.15385,10.94737,10.38461,12.03448,13.61239,18.30769,14.1,11.60208,9.846154,11.4023,10.31325,15.30216,9.5,16.72199,13.1068,11,12.94828,28.50912,12.37778,11.65686,11.0531,13.76923,12.29545,12.60714,9.333333,11.45652,12.97872,11.85714,14.5,13.44231,12.74359,10.22222,13.47297,10.26087,13.28947,12,14.49333,17.0625,9.424779,19.66667,13.69277,11.125,12.78302,14.51748,11.20588,9,13.40458,15.30769,10.00617,11.12037,9.929688,10.82069,12.90604,14.08772,13.04545,13.12,10.88235,14.14286,15.85535,11.4386,26.936,13.91026,13.05983,8
97,14.08407,12.85305,13.29762,10.93333,11.35897,12.72289,16.15517,10.26923,16.38123,13.4,12.9697,13.31646,13.1982,13.69643,11.94444,17.14286,13.56863,10.45161,12.20183,10.24312,10.32653,11.2,16.59568,11.38953,9.6,11.5,11.05882,10.41463,18.98649,14.71429,12.35714,13.88636,11.90385,14.26429,14.12658,13.61364,14.6087,12.36641,12.28571,13.85714,12.2381,15.13208,12.3,10.65517,21.70415,10,19.88664,11.39437,13.06977,10.0098,14,10.86842,13,18.83925,13,14.5,13.80132,12.61452,14.53846,10.4375,13.40541,12.43542,10.99474,9.777778,14.69524,9.975,11.38597,11.84091,14.52869,11.33333,11.47863,11.79803,14.2766,10.72727,11.5,15.57522,16.26646,11.11475,16.43478,11.97059,14.44444,8.333333,13.98765,13.97561,11.95,10.21127,12.2,12.14286,12.44643,13.77509,13.24419,10.95816,13.19444,15.08163,12.86854,13.75,15.36709,17.975,11.7625,16.32534,9.727273,12.01053,11.3587,11.23423,11.75,12.70588,15.25,13,14.33083,13.42342,10.88333,13.34091,11,11.35036,11,11.5,15.28571,12.66667,10.42857,14.78571,13.23438,14.31818,12.45055,13.02222,9.914893,14.13333,12.125,9.571428,10.72222,10.92982,14.22346,14.18251,14.11111,23.53306,11.47917,12.33333,13.8587,10.2,21.4375,11.78571,12.5,11.71812,11.90909,8.516666,11.93778,43.97737,17.56672,17.13333,11.46707,12.98676,11.86692,10.50519,13.42105,11.125,10.75,9.347826,20.03302,13.17647,13.34946,9.934783,12.82778,10.7,15.14167,10.78571,8.836957,11.46237,10.78049,11.03333,9.75,10,8,10.54088,12.16121,12.21053,8.83721,12.29412,7.678571,12.32558,13.49432,10.26168,12.95833,15.66564,12.26316,11.94506,15,17.35733,14.59091,15.27907,9.676471,12.3624,11.92727,11.89011,11.05263,11.65385,12.7931,13.31651,18.28054,13,11.67128,9.423077,10.5977,10.36145,15.51799,7.125,16.78423,12.67961,13.6,12.93103,28.77419,11.68148,12.32353,11,14.86154,13.54545,12.14286,11,11.92391,12.61702,13.09524,13.25,13.51923,12.47436,10.66667,13.43243,10.6087,12.36842,12.94595,13.93,16.64375,9.601769,13.66667,14.08133,10.3125,12.73585,14.36597,11.79412,9.5,13.51908,13.61539,10.46296,11.60185,10.1875,11.0069,12.96644,13.35965,14.36364,13.39667,11.95588,14.78571,16.62893,11.80702,27.444,14.15385,12.82906,8
98,13.96018,13.13978,14.41667,11.16667,12.23077,11.28916,16.87931,11.21154,16.88856,13.26667,11.75758,12.81013,13.54955,13.85714,11.61111,14.14286,14.03922,10.96774,12.22936,10.36239,12.10204,15,17.4321,12.14535,9.54,12,9.882353,10.2439,18.72635,14.69048,13.40476,13.98295,11.82051,14.76429,13.87342,13.11364,13.73913,11.69466,12.42857,14.7619,12.36508,14.67924,11.3,10.63793,21.77402,11.75556,19.38866,12.23944,13.69767,10.30392,11.6,10.89474,10.14286,18.94363,12.14815,11.5,14.52318,12.8324,14.76923,10.92188,13,12.9262,10.7,9.333333,15.13809,10.95,10.52632,10.11364,15.13525,11.55556,12.20513,11.18719,14,11.36364,11.2,15.4469,16.62539,11.98361,16.55435,11.36765,14.35185,9,13.39506,13.18699,11,9.957747,13,11.65714,12.53571,13.44637,13.0814,11.26778,13.875,12.93878,13.69953,14.25,14.87342,19.5,12.23125,16.26027,9.272727,12.51579,11.76087,11.3964,12.5,12.42724,15,13.97619,14.2406,14.09009,11.36667,12.47727,10,11.59489,9.4,11.70455,15.48571,12.12121,10,15.21429,13.45313,14.63636,12.27472,13.24444,10.17021,13.43333,11.125,10.19048,11.2037,11.19298,13.84358,13.69582,13.26389,23.30578,11.04167,12,14.11957,9.9,19.71875,11.625,12.4,11.97315,11.63636,9.066667,12.03556,44.1471,18.06907,16.35238,11.24551,13.90066,11.4981,10.04844,12.21053,13.625,11.75,9.152174,20.14151,12.32353,13.45161,10.54348,12.41111,10.95,14.64167,11.92857,8.380435,11.74194,11.34959,11.45833,9.659091,9.897959,9.666667,10.43396,12.07809,12.14474,9.767442,12.61765,7.607143,11.69767,13.03977,10.7757,13.125,15.52147,12.05263,12.68132,10,17.24679,14.60658,15.18605,11.61765,12.10899,11.52727,11.79121,10.57895,11.73077,10.41379,13.68119,18.4902,11.5,11.9135,10.34615,10.66667,10.81928,15.59712,7.5,16.6307,12.81553,14.26667,12.51724,28.59327,11.34074,12.21569,10.61947,14.52308,12.31818,11.03571,10.66667,11.29348,13.74468,11.19048,14.5,13.23077,12.84615,9.422222,13.32432,9.869565,11.18421,12,13.86667,16.66562,9.849558,15.66667,14.37651,11,12.62264,14.72494,11.94118,8.5,13.90076,14.38461,9.691358,12.5,10.76563,10.65517,12.9396,13.62281,12.40909,13.94667,11.05882,15,16.03145,12.47368,27.036,13.74359,13.84615,8
99,14.22566,12.4767,13.19048,10.83333,11.71795,12.31325,16.2931,10.23077,16.47801,12.9,11.81818,13.32911,12.88288,13.45238,14.38889,15,14.01961,10.52688,12.44954,10.28899,11.63265,10.8,17.09877,11.81395,9.32,12,10.32353,9.560976,18.52703,14.88095,12.83333,14.20455,11.87821,14.60714,14.25316,12.79545,11.91304,11.96183,12.42857,15.7619,12.8254,15.30189,9.7,10.82759,21.39192,10.26667,19.88259,11.46479,12.27907,9.921569,13.6,10.18421,10,18.79332,11.62963,13.5,15.01987,12.26257,13.30769,9.703125,13.89189,12.2952,10.83684,9.444445,15.1619,11.025,11.01754,9.75,14.93443,11.66667,12.20513,10.69951,14.08511,10.36364,9.95,15.52655,16.46082,12,16.26087,10.77941,14.03704,9,13.93827,13.03252,12.5,10.11268,13,12.57143,12.53571,13.24914,12.76744,11.2887,13.31944,13.71429,13.1784,15.75,14.68354,19.05,12.3875,15.7637,9.727273,13.10526,12.20652,11.58559,12.5,12.44892,13.25,13.7381,14.69925,13.15315,10.65,12.79545,9.666667,11.68978,10.2,11.52273,15.26429,12.57576,11.08163,13,13.10938,12.59091,12.84615,13,10.02128,13.23333,11.125,11.52381,10.90741,11.08772,14.20112,13.6692,14.16667,22.90083,10.25,11.64286,13.65217,10.8,20.40625,12.21429,12.5,12.39597,11.09091,9.05,12.35111,43.98727,17.97802,16.21905,11.82036,13.98676,11.89734,10.2872,11.89474,10.625,14.5,9.717391,19.56604,14.64706,12.94086,11.43478,12.57778,12.06667,14.325,12.59524,8.380435,11.60215,11.5935,12.05,9.784091,9.612245,8.666667,10.87421,12.29723,12.6579,9.767442,11.32353,7.178571,11.4186,13.41477,10.37383,12.75,15.52761,13.05263,12.50549,14,17.17224,14.71944,14.16279,9.5,11.9564,11.53636,11.50549,9.684211,11.73077,10.72414,13.69495,18.82202,13.4,11.66436,9.519231,11.42529,9.903614,15.70504,7.75,16.38589,12.92233,13.06667,12.2931,28.06031,12.16296,12.65686,10.71681,14.44615,13,11.07143,10.66667,11.06522,13.53191,13.47619,14,11.90385,13.16667,10.55556,13.74324,10.78261,12.81579,11.59459,13.62,16.85938,9.716814,16.66667,14.49699,10.1875,12.79245,14.51748,12.02941,9,12.8626,12.34615,9.58642,12.68519,10.77344,10.84138,13.57718,13.80702,11.63636,13.96333,11.38235,14.21429,16.40881,12.05263,27,13.74359,13.23077,8.333333
