Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135
79,5.348837,8.816326,12.17226,8.010471,6,7.222222,4.35,5.5,6.694445,6.945313,4.441176,26.1377,19.18885,27.80392,6.031579,7.859375,8,6,4.05,4,4.679012,7.094118,4.279412,7.840909,6.709091,4.517857,5.15,5.25,6.296651,4.970588,7.675676,5.473684,4.368421,4.940741,6,5.333333,6.469388,4.654545,8.87963,4.905172,4.407407,6.628572,6.7,8.196428,10.31579,5.915385,6.231884,27.13907,6.015748,4.898734,4.273438,5.128572,23.46114,7.56,9.746268,5.153846,4.643678,6.227979,10.85075,5.068182,8.119658,9.156522,3.333333,7.929906,4.775862,6.103448,9.762712,7.577778,7.909091,4.8125,7.832669,5.83432,7.634146,5.777778,21.75306,7.470874,5.703704,9.614173,7.75,8.404255,5.12,4,6.625,4.384615,20.22927,6.054688,7.109091,6.045113,6.179688,5.781818,6.301724,7.860869,6.3,7.730159,7.614583,7.162679,7.075893,6.839286,7.302013,7.911765,9.033784,4.797297,10.67482,6.2,6.487805,7.475308,9.320755,11.2,6.5,7,6.047244,8.666667,5.446429,5.478261,7.846847,5.264706,6.514852,4.672414,5.027027,4.947369,5.424242,7.316667,5.306452,7.797048,4.284091,5.621622,5.694445,7.394231,8.941176,5.258065,4.914286,6.296296,6.52809,4,5.266667,4.4
80,4.860465,9.755102,11.75615,7.848167,5.715596,5.925926,4.875,5.166667,6.027778,7.273438,4.720588,25.89842,19.07121,27.8164,6.326316,8.21875,7,6.285714,4,4.518518,4.864198,7.105882,4.911765,6.75,6.218182,5.125,5.25,5.875,6.354067,4.588235,7.662162,5.052631,3.789474,5.111111,6,5.569445,6.535714,4.572727,9.944445,4.922414,5.074074,6.228571,6.7,8.625,10.57895,5.869231,6.855072,27.42715,6.031496,4.493671,4.28125,5.057143,23.42228,7.76,9.470149,5.923077,4.735632,6.119171,10.47761,5.590909,8.743589,9.213043,3.666667,7.845794,4.586207,6.172414,9.542373,7.755556,7.920455,5.083333,8.151395,5.319527,7.498891,6.888889,22.01222,7.165049,4.666667,9.055119,8.211538,8.289362,5.24,4.5,8.1875,4.153846,20.18049,5.882813,6.954545,6.421052,6.429688,6.090909,6.543103,7.773913,6.6,7.873016,7.59375,6.827751,7.272321,7.238095,7.959732,7.205883,8.864865,5.108108,10.66434,7.6,6.121951,7.796296,9.264151,11.4,5.75,6.333333,5.661417,9.405797,5.196429,5.695652,8.558558,4.823529,6.168317,4.931035,6.054054,5.421052,5.824243,7.544445,4.919355,7.98155,4.727273,5.324324,5.222222,7.169872,9.764706,4.193548,5.057143,5.962963,6.488764,4,5.266667,5.7
81,4.232558,8.857142,12.0604,7.900524,5.660551,6.777778,4.85,5.833333,6.041667,7.734375,4.661765,26.12302,18.98452,27.79323,6.273684,7.802083,8,6,4.1,4,4.790123,7.364706,4.985294,7.613636,7.181818,4.892857,5.45,5.875,6.406699,4.602941,8.202703,4.263158,4.552631,5.244444,7.25,5.236111,6.387755,4.327273,10.08333,4.698276,4.962963,6.528572,7.1,8.553572,9.710526,5.323077,6.717391,27.05298,6.015748,4.481013,4.265625,4.757143,23.21243,7.2,9.470149,6,4.850574,5.865285,11.55224,4.772727,9.307693,9.23913,3.333333,7.457944,4.62069,6.206897,9.271187,8.444445,8.056818,5.125,7.545817,5.597633,7.689579,6.888889,21.93888,7.398058,5.703704,8.889764,8.269231,8.446809,5.266667,4,7.25,4.461538,20.06585,5.796875,7.136364,6.285714,6.289063,6.181818,6.456897,7.434783,5.8,7.317461,7.625,6.794259,7.348214,6.809524,7.671141,7.352941,9.101352,4.986486,10.82867,5.8,6.487805,7.993827,9.273585,9.9,6.5,6.75,5.771654,9.188406,5.053571,4.956522,7.720721,5.647059,6.118812,4.793103,5.918919,3.578947,5.030303,7.411111,5.653226,7.715867,4.579545,4.891892,5.166667,7.5,9.941176,4.83871,4.857143,6.259259,6.58427,4,4.822222,5.4
82,5.325582,9.102041,11.95973,7.968586,6.155963,6.925926,4.675,5.833333,6.111111,7.65625,4.308824,26.32506,19.27245,27.45455,6.063158,7.739583,8,7,4.1,4.296296,4.641975,6.952941,4.911765,7.659091,7.309091,4.910714,5.7,5.25,6.157895,4.794117,8.27027,4.157895,4.421052,4.896297,7,5.055555,6.545918,4.227273,9.546296,4.525862,5.037037,6.128572,6.7,8.910714,10.42105,5.215384,6.413043,27.21192,5.72441,4.911392,4.28125,4.271429,23.11917,7.28,9.537313,5.538462,4.655172,6.367876,11.07463,5.181818,9.102564,9.204348,4.333333,7.728972,5.155172,5.62069,9.627119,7.933333,8.511364,5.145833,7.673307,5.568048,7.512195,6.444445,21.81663,7.106796,5.555555,8.708661,8.480769,8.510638,5.466667,5.5,7.9375,4.846154,19.68049,5.664063,6.927273,6.172932,5.882813,6.636364,6.663793,7.4,7.3,7.338624,7.78125,6.69378,7.361607,7.083333,7.805369,7.352941,8.925675,5.243243,10.68532,6.4,6.243902,7.746913,9.54717,11.3,5.5,6.666667,5.346457,8.710145,5.464286,5,8.180181,5.088235,5.821782,4.931035,5.027027,4.789474,5.157576,7.45,5.290323,7.892989,4.170455,5.594594,4.805555,7.371795,9.235294,4.806452,4.8,5.851852,6.432584,4,5.211111,4.7
83,4.883721,9.632653,11.92841,8.068063,6.321101,6.555555,5.425,5.333333,6.138889,7.210938,4.308824,26.3228,19.20124,27.8271,5.91579,8.276042,6,6.285714,4,4,4.271605,6.847059,5.014706,8.113636,7.109091,4.696429,5.8,5.625,6.267942,4.735294,8.297297,4.421052,3.473684,5.103703,6.75,5.013889,6.693878,4.672727,10.00926,4.637931,4.555555,6.185714,6.7,8.339286,10.97368,5.053846,6.753623,27.05298,5.984252,4.873418,4.335938,4.071429,23.20466,7.32,9.652985,5.923077,4.701149,5.984456,10.8806,5.522727,9.410256,9.2,4.333333,7.565421,4.913793,5.965517,9.661017,8.244445,8.125,5.375,7.239044,5.366864,7.567627,7.222222,21.60147,7.058252,4.814815,8.614173,7.942307,8.33617,4.8,4.5,6.8125,5.230769,20.27805,6.15625,6.927273,6.481203,5.875,6.163636,6.353448,7.182609,5.1,7.079365,7.697917,6.296651,7.245536,6.845238,7.85906,6.970588,8.763514,5.081081,10.50699,7,6.414634,7.62963,9.584906,10.4,4,6.166667,6.023622,9.449275,5.160714,4.73913,7.846847,4.294117,6.396039,3.87931,6,5,5.69697,7.205555,5.209677,7.841329,4.829545,5.486486,5.277778,7.36859,10.17647,4.919355,4.657143,6.62963,6.511236,4,5.133333,5
84,5.372093,9.877551,11.89485,7.764398,6.174312,6.407407,5.4,5,6.041667,7.554688,4.588235,26.30926,19.22291,27.48485,6,7.90625,7,6,4,4,4.814815,6.57647,5,8.295455,7.872727,4.928571,5.8,5.875,6.263158,4.985294,8.067568,4.368421,3.894737,5.333333,6.5,5.333333,6.42347,4.609091,10.39815,4.482759,5.037037,6.471428,6.7,8.785714,11.55263,5.369231,6.485507,26.68874,6.007874,4.810127,4.1875,4.942857,23.3886,7.72,9.619403,5.923077,4.597701,6.010363,11.0597,5.659091,9.794871,9.165217,3.666667,7.579439,4.37931,5.965517,9.847458,7.955555,8.897727,4.9375,7.247012,5.366864,7.416852,6.777778,21.94377,7.014563,5.333333,8.535433,7.615385,8.412766,5.6,4.5,7.0625,4.846154,20.16829,6.132813,6.736363,6.045113,5.835938,6.181818,6.137931,7.791304,6.55,7.396825,7.677083,6.933014,7.46875,6.898809,8.134228,7.558824,8.47973,4.851351,10.52797,6.2,7.219512,7.388889,9.509434,11.5,6.5,6.583333,5.362205,9.15942,5.357143,5.173913,8.621622,4.529412,5.683168,4.241379,4.972973,5,5.618182,7.555555,4.959677,7.815498,4.988636,5.594594,6.222222,7.516026,10.11765,4.548387,4.8,5.296296,6.741573,4,5.544445,4.7
85,4.162791,9.346939,11.90828,8.005236,6.330275,5.62963,4.7,6,6.055555,7.21875,4.191176,26.03386,18.84211,27.79857,5.610526,7.708333,7,6.857143,4,3.666667,4.555555,7.341177,4.102941,8.090909,7.345455,4.75,5.8,5.25,5.995215,5.014706,7.932433,4,3.894737,5.177778,7,5.111111,6.622449,4.554545,10.75926,4.155172,4.407407,6.328571,7.3,8.964286,10.94737,5.184616,6.702899,27.07616,6.204724,4.670886,4.398438,4.528572,23.06995,7.16,9.533582,5.384615,4.632184,6.145078,11.04478,5.590909,9.367521,9.391304,3.333333,7.556075,4.431035,6.241379,9.711864,7.266667,8.852273,5.083333,7.49004,5.739645,7.450111,7.222222,22.1467,7.082524,4.777778,8.511811,7.653846,8.510638,5.32,3,7,4.923077,19.84634,6.015625,6.590909,6.030075,6,6.272727,6.465517,7.556522,5.8,7.301587,7.583333,6.703349,7.339286,6.779762,8.543624,7.470588,8.716216,4.756757,10.47203,7,5.97561,7.259259,9.584906,9.7,6.5,6.25,5.401575,8.536232,5.125,4.347826,7.918919,5.088235,5.603961,4.810345,5.918919,5,5.612121,7.072222,5.33871,7.804428,4.443182,5,4.944445,7.544872,8.529411,4.693548,4.285714,5.851852,6.780899,4,4.733333,5.3
86,5.395349,9.918367,11.96421,7.743455,5.944954,5,4.95,6.5,6.048611,7.296875,4.735294,26.05079,18.9226,27.53832,5.957895,8.369792,6.5,6,4.1,3.851852,5,7.57647,4.838235,7.704545,8.036364,4.464286,5.55,5.875,6.263158,4.558824,7.648649,4.421052,3.921053,5.014815,6.5,4.972222,6.443878,4.654545,10.61111,4.508621,4.074074,6.5,7.3,8.910714,9.868421,5.338461,6.586957,26.75166,6.007874,4.696203,4.304688,4.214286,23.22798,6.08,9.671641,6,4.701149,5.906736,10.62687,4.818182,10.30769,9.082608,3.333333,7.635514,4.827586,5.793103,9.423729,7.511111,8.988636,5.208333,7.023904,5.656805,7.394679,7.777778,21.91687,6.76699,4.666667,8.547244,7.711538,8.314894,5.213333,4.5,6.5,4.769231,19.80244,6.117188,6.827273,5.977444,5.859375,6.327273,6.017241,7.434783,6.8,7.058201,7.802083,6.564593,6.959821,6.952381,7.932886,7.411765,8.459459,5.621622,10.59091,7.2,6.243902,7.493827,9.405661,10.2,5.5,6.25,5.259842,9.318841,5.535714,4.695652,7.945946,5.176471,5.485148,4.775862,6.216216,4.578948,5.648485,7.194445,5.362903,7.756457,5.147727,5.27027,5.138889,7.307693,9.705882,4.451613,5.028572,6.148148,6.685393,4,5.155556,4.5
87,5.465117,9.714286,11.89485,7.879581,6.165138,5.037037,4.75,5.5,6.006945,7.054688,4.602941,26.01016,18.70588,27.48307,5.694737,7.979167,7,6.857143,4,4.074074,4.864198,7.4,5.073529,7.818182,7.727273,4.642857,5.1,5,6.373206,4.676471,7.891892,4.68421,4.578948,5,6.5,4.75,6.561224,4.536364,9.972222,4.681035,4.407407,6.071429,6.5,8.517858,9.973684,4.769231,6.557971,26.81457,6.007874,4.822785,4.898438,4.128572,23.34974,7.52,9.511194,5.923077,4.689655,5.715026,11.08955,5.068182,10.17094,9.382608,4,7.939252,3.913793,6.206897,8.644068,8.244445,9.125,5.145833,7.071713,5.467455,7.407982,6.777778,21.88753,6.728155,5.851852,8.062992,7.75,8.459575,5.253334,4,5.9375,3.461539,19.80244,6.007813,6.527273,6.496241,5.4375,5.909091,6.275862,7.173913,7.3,7.455027,6.739583,6.416268,7.008929,7.005952,7.946309,7.058824,8.608109,4.783784,10.7028,5.6,6.219512,7.641975,9.735849,9.7,6.5,6.416667,5.834646,8.565217,5.107143,4.391304,7.603604,4.705883,6.465346,4.534483,5.945946,5.421052,5.684848,7.572222,5.129032,7.904059,4.170455,5.27027,6.222222,7.224359,9.352942,4.758065,4.371428,5.333333,6.88764,4.666667,5.477778,5
88,4.72093,9.653061,11.70693,7.748691,5.954128,4.925926,5.125,5,6.111111,6.609375,4.661765,26.16366,18.79257,27.31194,5.831579,7.848958,6.5,6.714286,4.05,3.851852,5.123457,7.305882,4.867647,7.863636,7.181818,4.607143,5.3,5.25,6.248804,4.691176,7.351351,5.157895,4.421052,4.822222,5.5,4.958333,6.301021,4.663636,9.972222,4.568965,4.407407,5.228571,6.7,8.821428,10.02632,5.223077,6.188406,27,5.72441,4.240506,4.28125,4.557143,23.14767,5.88,9.272388,6,4.678161,5.927461,11.43284,4.75,9.615385,9.017391,4,7.61215,4.465517,5.896552,9.355932,7.555555,8.954545,4.791667,7.159362,5.532545,7.13082,7.111111,21.7824,6.684466,5.962963,7.728346,7.846154,8.238297,5.786667,4,6.125,4.230769,19.90488,5.929688,6.627273,5.947369,5.65625,6.290909,6.258621,6.860869,7,7,6.791667,6.62201,7.1875,6.892857,8.261744,7.029412,8.412162,4.972973,10.82518,6.8,6.146341,7.506173,9.792453,9.7,5.75,6.25,5.149606,8.550725,5.017857,5.304348,7.792793,4.882353,6.128713,4.465517,6,4.578948,4.872727,6.977778,5.040323,7.712177,5.170455,5.027027,6.194445,7.410256,8.588235,4.33871,4.8,5.518518,6.623596,3.833333,4.988889,5.3
89,4.27907,10.06122,11.82327,7.759162,5.981651,5.518518,5.025,5,6.3125,6.625,4.426471,26.05418,18.18885,27.59002,5.6,7.526042,6.5,6,3.45,4,4.654321,6.364706,4.764706,7.136364,7.309091,4.589286,5.85,4.25,6.296651,4.161765,7.054054,5,3.973684,4.881482,5.5,4.458333,6.091837,4.690909,10.23148,4.456897,4.407407,5.057143,6.7,8.464286,9.342105,5.130769,6.615942,26.73179,5.677166,4.468354,4.507813,4.271429,22.83161,7.12,9.593284,5.846154,4.586207,5.663212,11.08955,5.090909,9.555555,9.121739,4.333333,7.429906,4.637931,5.793103,9.20339,7.111111,8.761364,5.208333,6.912351,5.278107,7.217295,5.222222,21.59169,6.902913,5.259259,8.141732,7.769231,8.238297,5.72,4,6.0625,4.307693,19.76097,5.726563,6.254546,6.30827,5.671875,6.018182,6.172414,6.8,7.3,6.973545,7.25,6.263158,7.191964,7.107143,7.510067,6.911765,7.858108,5.5,10.73077,4.4,7.219512,7.135802,9.169811,8.6,5.5,7.583333,5.559055,8.753623,5.178571,4.73913,6.972973,5.117647,5.930693,4.827586,5.864865,5,5.090909,6.844444,5.282258,7.867159,4.238636,5.459459,5.805555,7.375,8.823529,4.935484,4.714286,5.444445,6.674157,4,5.1,4.5
90,4.790698,10.06122,11.93512,7.78534,5.522936,5,4.9,5,6.138889,6.453125,4.75,26.03725,18.60681,27.61854,5.810526,7.510417,5,6,3.6,4,4.777778,6.505882,4.058824,7.295455,7.509091,4.589286,5.3,5.25,6.244019,4.308824,7.148649,5.894737,4.447369,4.888889,5.75,4.652778,6.107143,4.545455,9.416667,4.422414,4.407407,5.271429,6.7,8,8.157895,5.153846,6.021739,26.68874,5.732284,4.594937,4.6875,4.042857,22.78757,5.96,9.238806,5,4.643678,5.559586,11.50746,4.704545,9.282051,8.795652,3,7.341122,4.362069,5.482759,7.881356,6.8,9.045455,5.541667,6.832669,5.656805,6.94235,6.555555,21.77506,6.514563,5.296296,7.456693,6.826923,8.46383,4.946667,4,5.6875,3.461539,19.58293,5.859375,6.163636,5.81203,5.820313,6.163636,5.560345,6.704348,6.8,7.089947,7.479167,6.258373,7.174107,6.910714,7.959732,7.558824,8.216216,5.135135,10.77622,6.4,6.756098,7.148148,8.518867,9.3,4.25,7.25,5.165354,7.826087,5.75,5,7.153153,5.117647,5.762376,4.344828,6.054054,4.157895,4.430303,7.072222,5.056452,7.708487,4.102273,5,5.111111,7.5,8.176471,4.951613,5.114286,7.259259,6.83146,4.333333,5.066667,3.3
91,4.976744,9.836735,11.95526,7.696335,5.834862,4.703704,4.85,5,5.916667,6.328125,4.661765,26.15237,18.44272,27.63102,5.789474,7.567708,5,5.428571,4,3.592592,4.382716,6.494118,3.955882,7.136364,7.309091,5,5.15,5.25,6.253589,4.647059,6.77027,4.421052,4.052631,4.881482,5.5,4.625,6.204082,4.663636,10.13889,4.784483,4.703704,4.5,7.2,7.982143,7.657895,4.823077,6.311594,26.59271,5.622047,4.670886,4.28125,4.3,22.95337,6.2,9.298508,5.076923,4.643678,5.409327,10.46269,4.954545,9.393163,8.926087,4.333333,7.182243,4.275862,5.551724,8.491526,6.822222,8.772727,5.541667,6.557769,5.60355,7.013304,6.222222,21.84597,6.587379,6.481482,7.322834,6.730769,8.344681,5.546667,4,6.1875,5,20.00732,6.359375,6.327273,5.857143,5.570313,6.6,5.689655,6.469565,7.3,6.904762,6.71875,5.952153,7.598214,6.916667,8.087248,7.235294,7.945946,5.013514,10.47902,5.2,7.097561,7.203704,8.830189,8.6,6.5,6.5,5.401575,7.217391,5.071429,3.826087,7.261261,4.823529,5.306931,4.258621,4.972973,4.368421,4.848485,6.827778,5.145161,7.937269,5.022727,5.324324,5.027778,7.326923,8.176471,5.387097,5.885714,6.222222,6.325843,4.333333,4.944445,4.5
92,5.534883,9.346939,11.62864,7.801047,6.431193,5.185185,4.85,5,6.090278,6.367188,4.867647,26.08465,18.52632,27.40998,5.831579,7.458333,5.5,6,3.95,4.666667,4.62963,6.317647,4.794117,7.159091,7.381818,5.125,5.9,4.25,5.990431,4.088235,6.945946,5.421052,3.842105,5.222222,5,4,6.234694,4.4,9.768518,4.060345,4.518518,4.914286,5.5,7.571429,7.894737,5.069231,6.231884,26.68212,5.622047,3.797468,4.710938,4.242857,22.52332,5.76,9.417911,5.769231,4.689655,5.569948,10.65672,5.363636,9.059829,8.930435,4.666667,7.514019,4.362069,5.62069,8.389831,6.822222,8.568182,5.125,6.589642,5.526627,6.995565,6.222222,21.92176,6.718447,4.814815,6.870079,6.326923,8.434043,5.12,5,5.3125,4.153846,19.46342,6.257813,5.945455,6.052631,5.492188,6.127273,5.534483,6.6,7.6,6.962963,7.395833,6.267942,7.035714,7.154762,7.241611,7.323529,7.695946,5.297297,10.81119,4.4,6.146341,7.148148,9.245283,8,6.5,6.083333,5.708662,7.521739,4.982143,4.695652,6.504505,5.088235,5.80198,4.948276,4.945946,5,4.606061,6.75,5.314516,7.904059,4.568182,5.297297,5.027778,7.435897,9,4.806452,5.171429,5.925926,6.550562,4.666667,4.777778,4
93,5.488372,9.571428,11.72707,7.811518,5.963303,5.222222,4.8,4.666667,5.631945,5.796875,4.691176,25.90406,18.45201,27.04813,6.021053,7.114583,5,6.142857,3.6,4.111111,4.876543,5.635294,4.558824,6.522727,6.709091,5,5.35,4.25,6.200957,4.647059,6.878378,4.263158,4.368421,5.148148,4,3.986111,6.178571,4.318182,8.87963,4.37069,4.703704,4.671429,6.3,7.25,6.789474,5.007692,6.050725,26.48344,5.598425,4.303797,4.820313,4.385714,22.81088,5.8,9.220149,4.076923,4.666667,5.720207,10.59702,4.977273,8.931623,9.021739,4,7.869159,4.396552,5.793103,7.81356,6.044445,8.772727,4.583333,6.589642,5.911242,7.031042,6.444445,21.80196,6.864078,5.333333,7.244094,6.057693,8.165957,5.173333,5,5.5,5.153846,19.67561,5.984375,6.245454,5.87218,5.789063,6.290909,5.62069,6.547826,6.5,6.613757,6.666667,6.138756,7.107143,7.029762,7.241611,7.029412,7.662162,5.22973,10.07692,6.8,6.585366,7.012346,8.81132,8,5.5,6.083333,5.496063,7.333333,5.053571,5.130435,6.90991,5.117647,5.584158,4.603448,5.864865,4,4.79394,6.905556,5.274194,7.741697,4.965909,5.621622,6.333333,7.317307,7.411765,5.016129,4.857143,6.222222,6.258427,4,4.744444,3.7
94,4.697674,8.469388,11.6443,7.853403,5.87156,4.111111,4.5,4,6.423611,6.109375,5.088235,26.20316,18.10217,27.13191,5.757895,6.932292,5.5,4,3.95,3.981482,5.135802,5.752941,4.926471,6.386364,7.381818,4.517857,5.4,5.875,6.330143,4.382353,6.648649,4.421052,4.657895,5.311111,4.25,4.013889,5.964286,4.372727,8.898149,4.163793,4.37037,4.557143,6.2,7.392857,6.868421,5.076923,5.898551,26.66225,5.456693,4.341772,4.351563,4.514286,22.557,6.36,9.656716,5.923077,4.666667,5.601036,9.761194,5,8.589744,8.939131,4,7.584112,4.5,5.655172,7.610169,6.844444,8.863636,4.333333,6.669322,5.573965,7.08204,5.333333,21.79707,6.951457,5.555555,6.968504,7.096154,8.217021,5.04,4,6.0625,4.923077,19.89268,5.671875,5.709091,5.992481,5.578125,5.945455,5.387931,6.086957,6.5,6.640212,6.510417,6.038278,7.459821,6.922619,7.18792,6.941176,7.891892,5.162162,10.40559,7.4,6.341464,6.493827,8.45283,7.3,5.75,7.25,5.527559,7.463768,5.214286,4.478261,6.36036,5.411765,5.574257,4.758621,5.864865,4.578948,4.745454,6.955555,5.290323,7.708487,4.590909,5.324324,4.944445,7.121795,6.823529,4.951613,4.857143,6.666667,5.865169,5.666667,5.266667,3.7
95,4.209302,8.22449,11.70022,7.717278,5.908257,4.888889,4.675,4.5,5.784722,5.851563,4.5,25.98307,18.51393,27.44207,5.494737,7.286458,5,6.857143,3,4.111111,4.777778,5.835294,3.794118,6.545455,6.818182,4.910714,5.6,5.75,6.114832,4.573529,7.067567,4.68421,4.31579,5.251852,4.75,4.166667,5.857143,4.590909,8.907408,3.939655,4.851852,4.542857,6.5,7.375,6.578948,4.830769,5.521739,26.88411,5.472441,3.949367,4.78125,4.514286,22.88601,5.68,9.201492,5.923077,4.505747,5.533679,9.492537,4.681818,9.102564,8.847826,3.666667,7.364486,4.672414,5.965517,6.881356,5.466667,8.534091,5.333333,6.557769,5.609468,6.964523,6.444445,21.76528,6.800971,6.148148,7.125984,6.211538,8.374468,5.24,5,5.875,4.615385,19.80488,5.9375,6.081818,5.842105,5.617188,5.072727,5.387931,6.208696,6.5,6.476191,6.6875,6.200957,7.299107,6.869048,7.201342,7.441176,7.445946,5.148649,10.25175,5.4,7.02439,6.679012,8.320755,7,6.5,7.25,5.606299,7.594203,5.089286,5,6.558558,4.882353,5.613862,4.758621,5.945946,5,4.648485,6.872222,5.346774,7.605166,4.136364,5.594594,5.111111,7.407051,8.058824,4.629032,5.085714,6.185185,6.247191,6.166667,4.788889,4
96,4.651163,8.183674,11.70917,7.560209,5.816514,5.62963,4.6,4,5.638889,6.265625,4.235294,25.75395,18.64396,27.26203,5.568421,7.15625,5.5,5,3.7,3.685185,4.790123,5.658823,4.911765,5.818182,6.636364,4.928571,5.5,4.875,6.205741,4.573529,6.324324,4.736842,4.157895,4.962963,5,4.472222,6.040816,4.618182,8.768518,4.327586,4.925926,4.428571,6.7,6.678571,6.578948,5.023077,6.695652,26.90066,5.559055,4.151899,4.179688,4.485714,22.73575,5.68,9.522388,6.538462,4.793103,5.621762,9.835821,5.522727,8.247863,9.060869,4,7.373832,4.224138,5.689655,6.881356,6.222222,8.534091,4.8125,6.386454,5.514793,6.767184,5.555555,21.77995,6.907767,6.074074,7.38189,6.673077,8.319149,5.373333,4,5.5,4.615385,19.65854,5.90625,6.245454,5.819549,6.03125,6.145454,5.344828,6.226087,7.3,6.37037,6.322917,5.688995,7.321429,6.732143,7.449665,6.794117,7.662162,5.243243,10.24825,4.8,7.121951,6.574074,9.075472,7.3,5,6.25,5.133858,7.333333,5.464286,4.73913,6.243243,5.117647,6.158416,4.810345,4.945946,5,4.684848,6.455555,5.137097,7.601476,4.931818,5.432433,5.722222,7.291667,7.647059,4.806452,6.114286,7.185185,5.921348,5.166667,5.166667,4.3
97,5.372093,8.183674,11.76286,7.759162,5.752294,5.037037,4.275,3.833333,5.736111,5.703125,4.720588,26.0158,18.26625,27.44741,5.263158,6.864583,5,4,3.55,4.333333,4.888889,5.6,4.985294,6.204545,6.418182,4.678571,5.5,4.25,6.464115,4.470588,5.932433,4.421052,3.578947,5.014815,4.5,4.527778,6.091837,4.6,8.898149,4.448276,5,4.485714,6.5,7.107143,7.131579,5.092308,5.688406,26.63907,5.535433,4.025316,4.8125,4.7,22.60881,5.08,9.414179,5.307693,4.609195,5.533679,9.761194,4.886364,8.205129,8.656522,3.666667,7.35514,4.103448,5.344828,6.949152,6.311111,8.386364,5.270833,6.450199,5.739645,6.953437,7.111111,21.30562,6.805825,6.259259,6.807086,5.807693,8.272341,5.373333,4.5,6.0625,4,19.74634,5.757813,5.381818,5.902256,5.335938,5.654545,5.689655,6.104348,7.3,6.486773,6.489583,5.717703,7.419643,6.904762,7.28859,7.205883,7.567567,4.837838,10.22727,6.2,7.219512,6.709877,8.292453,7.1,5,5.75,5.637795,7.681159,5.625,4.782609,6.198198,4.294117,5.475247,4.775862,5.864865,4.157895,4.515152,6.377778,5.024194,7.741697,4.965909,5.486486,5.222222,7.307693,6.823529,5.032258,5.914286,6.296296,6.101124,4.666667,5.622222,5.3
98,5.069767,8.163265,11.86353,7.895288,6.284404,5.888889,4.725,4,5.597222,5.585938,4.75,26.13205,18.45511,27.3369,5.726316,6.723958,5,6,3.05,4.111111,4.975308,5.57647,4.397059,5.863636,6.545455,5.142857,5.95,5.25,6.354067,4.5,6.27027,5.105263,3.342105,5.170371,4.75,4.638889,5.612245,3.936364,7.777778,4.008621,5.037037,4.257143,6.7,6.946429,7.157895,4.969231,5.65942,26.5596,5.559055,4.202532,4.726563,4.385714,22.64767,5.6,9.541045,6,4.643678,5.528497,9.238806,5.204545,8.230769,8.526087,4.333333,7.476635,3.827586,6.068965,6.81356,5.933333,8.193182,4.875,6.629482,5.550296,7.113082,6.333333,21.92665,6.694175,5.777778,6.854331,5.884615,8.212766,5.186666,4.5,5.625,4.076923,19.74634,5.773438,5.654545,5.556391,5.6875,6.290909,5.568965,6.313044,6.5,6.682539,6.46875,6,7.214286,7.119048,7.040268,7.5,7.641892,5.472973,10.48252,5.8,6.902439,6.549383,8.405661,7,6.5,7.166667,5.338583,6.826087,5,4.521739,6.099099,4.794117,6.128713,4.706897,5.810811,5,4.424242,6.261111,5.080645,7.867159,4.988636,5.621622,5.666667,7.333333,6.117647,5.725806,6.085714,5.62963,5.898876,5.666667,4.866667,4.7
