Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129
164,13.33333,13,16.125,18.5,15.57391,16.3913,14.73913,14.53333,12,14.77273,13.28571,15.25,11,17.28514,20.28962,11,13.6,12.25,17.22642,14.85714,11,14.06,13.63636,14.66667,15,14.32979,42.40818,12.04,16.30968,16,12.51852,18.225,12.85714,13.66667,18.46931,12.86,18.37853,16.75,12.66667,13.61111,19.16774,12.81818,13.1875,17.58491,27.62404,12.5,19.92617,16.4632,13.7,20.35714,19.66667,22.27273,26.48242,20.52349,15.77778,17,14.16,18.06452,17.9,19.98155,18.02256,17.56667,16.77907,18.14,18.11364,17.2,25.51522,15.30769,20.81859,17.91667,17.40425,19.69893,19,16.54545,11,15.73913,21.16596,20.19231,18.01099,16.73196,17.78572,16.90678,11,20.90909,20.48312,18.07514,18.775,19.88571,18.16667,22.47458,20.7027,17.14286,18.84345,25.85455,25.81535,21.96875,20.83735,24.04067,18.66667,18.6,18.88889,20.10526,19.57627,14,17,23.4,27.9378,17.06939,16.8,17.00943,18.46617,18.16814,21.96269,17.71287,16.64706,17.68367,18.53846,17.92,14.58333,15.09091,16.33333,17.40425,17.24398,18.98785,20.5,16.55,18.67213,11.83333,18.61905,20.62745
165,12.33333,13.66667,15.25,19.33333,16.02609,17.07246,12.17391,13.66667,12,15.63636,14.14286,15.43269,14.66667,16.85944,20.84401,12.5,12.85,13.5,16.88365,15.17143,10,14.12,16.36364,14,11.5,15.2234,41.82969,12.52,16.88387,13,13.5,18.865,13.42857,11.16667,17.54152,12.46,17.53672,18.875,10.66667,12.66667,18.89892,12.09091,13.21875,17.43396,27.53708,13.5,19.2953,16.0303,12.2,20.5,17.96154,21.18182,26.68555,20.67785,14.51852,17.3,13.48,19.25806,18.3,20.23398,18.66165,18.26667,18.63953,17.06286,17.36364,18.01538,25.56545,18.61539,21.31973,17.23333,16.93617,18.1828,20.15385,15.95455,11,15.04348,21.13617,19.91026,18.54396,17.80412,17.76531,16.73729,11,21.54545,20.59705,18.22543,18.485,19.77143,19.125,21.54237,21.05405,18.71428,19.39297,25,25.74481,21.65625,20.15663,24.11962,17.5,18.48,18.33333,19.68421,20.38136,13.6,16.5,23.27273,28.05423,16.99592,17.64,17.50943,18.2406,18.04425,22.02985,17.46535,14.94118,19.03061,18.88461,16.48,14.25,14.09091,15.91667,16.95745,17.48494,17.95142,18,17.55,18.87705,11.33333,18.04286,19.52941
166,14,15.33333,15,17.33333,16.05217,17.2029,14.08696,13.06667,14,13.59091,12.28571,15.125,12.66667,16.89558,20.84948,15.5,14.55,11.5,16.88365,14.22857,13,14.58,13.90909,13,12.5,14.58511,41.92864,13.16,15.94839,13,13.48148,18.36,12.71429,14,18.11191,12.88,16.87006,19.375,13.33333,13.66667,18.66667,13.36364,13.3125,17.33962,27.85422,13.5,20.12081,16.19481,12.6,20.14286,18.28205,21.27273,26.29688,20.68456,12.62963,16.3,13.44,18.51613,17.2,20.37573,17.95489,17.16667,17.11628,17.21143,18.34091,17.26667,25.02511,17.61539,20.47392,17.68333,17.59575,18.73118,17.61539,14.95455,18,17.02174,21.12766,20.6282,17.95055,16.69072,17.4898,17.72034,15,19,20.48945,17.98844,18.84,19.6,18.20833,21.50847,20.64865,16.14286,18.70501,26.18182,25.27386,22.6875,19.93373,23.94976,17.625,17.48,18.11111,19.82895,20.40678,13.4,12.5,23.57273,27.7496,15.80816,18.32,17.59434,17.07519,17.84071,21.92537,17.18812,16.02941,17.85714,17.76923,16.16,13,14.54545,15.66667,16.89362,17.37651,17.76923,18.16667,16.3,17.92623,14.66667,18.35238,19.41176
167,14.33333,11.66667,14,16.83333,15.58261,16.92029,13.30435,13.26667,12,13.86364,13.28571,15.24039,16.33333,16.98795,20.34426,12.5,12.45,15.25,16.66667,15.14286,16,14.72,16.09091,12.66667,14.5,14.5,42.12274,12.8,16.05807,11,13.68519,18.23,15,14.33333,17.29964,12.18,16.89265,17.375,12,12.66667,19.13333,13.36364,14.71875,16.26415,27.61125,13,19.73154,16.44156,13.1,17.35714,18.38461,21,25.98438,20.1745,14.14815,17.5,13.48,18.74194,16.2,20.25631,17.82707,17.63333,18.06977,17.13428,17.25,17.57949,24.75343,14.92308,20.49206,18.38333,17.31915,18.09678,16.61539,16.63636,17,16,20.37872,18.97436,18.04945,16.23711,16.38775,15.91525,20.33333,18.63636,19.64135,18.24277,17.775,18.21428,17.29167,22.28814,20.59459,18.57143,18.93504,23.14545,23.69087,21.3125,18.59036,22.78708,16.97222,17.64,17.55556,19.69737,19.9661,14.6,14,21.86364,27.52552,15.53061,17.64,16.83962,17.81955,17.70796,20.75746,16.80198,16.08824,17.89796,17.69231,16.64,14.83333,13.45455,16,17.7234,16.99699,17.92713,19.33333,15.5,17.43443,12.5,18.3,18.43137
168,12.33333,14,14.75,15.16667,15.30435,16.72464,13,12.13333,14,14.36364,13.85714,15.125,12.33333,17.12048,20.38698,13,13.2,11.5,16.77987,13.77143,11,14.38,16.18182,11.33333,16.5,14.84043,42.28449,14.08,15.69677,13,12.64815,17.22,13.14286,11.83333,17.15884,13.08,15.63842,20.375,15.66667,12.66667,18.32043,11.63636,12.125,16.01887,26.70077,13.5,18.87919,15.60606,10.5,18.78572,17.73077,21.54545,25.07813,19.04027,12.2963,15.9,13.84,16.67742,18.8,20.09223,17.04511,16.5,17.13953,16.29143,18.65909,16.40513,24.36301,13.92308,19.68027,16.83333,15.65957,17.03226,16.92308,16.04545,10,15,20.00426,18.94872,17.10989,16.70103,16.83673,17.35593,14,17.81818,19.43882,17.39306,17.795,18.07143,18,20.35593,19.56757,16.42857,19.00852,23.29091,22.44398,21.5625,19.90361,22.18421,17.33333,17.2,18.11111,19.03947,19.58475,11.6,17,21.01818,26.9992,15.66122,19.84,18.40566,17.69925,17.40708,20.65672,16.33663,15.14706,17.40816,18,16.36,15.5,14.09091,16.41667,16.19149,17.81627,17.417,19,14.7,16.90984,12.83333,18.18571,18.34314
169,12.66667,12.66667,13.75,15.5,15.11304,17.23188,11.95652,13.2,11,14.5,13.42857,15.21154,15,17.16867,20.51664,14.5,14.25,13.25,16.59434,14.31429,11,15.06,16.45455,14.11111,13,14.39362,42.9667,14.28,16.5871,14,13.96296,17.795,13.28571,12,17.19856,13.54,16.85311,19,11,12.72222,18.36774,11.54545,12.71875,15.75472,27.37084,11.5,18.8255,15.66234,14.4,21.64286,17.07692,19.63636,25.04492,18.57718,14.81481,16.1,13.56,16.64516,16,19.80874,17.58647,15.96667,16.89535,17.25143,18.40909,16.87692,24.41553,15.53846,19.24263,17.7,15.53191,16.82796,16.15385,14.5,10,14.82609,20.45532,19.01282,17.17583,16.36082,16.76531,16.81356,14.66667,19.18182,18.97046,17.46243,17.365,17.95714,16.45833,20.81356,19.82432,18.57143,18.88285,20.25455,22.1805,20.84375,18.72289,21.48804,17.18056,18.48,17.44444,18.78947,18.80508,10.6,11,20.62727,26.4705,14.6,17.48,16.87736,16.90977,17.66372,20.6306,15.61386,16.44118,17.52041,16.26923,16.32,12.75,11.45455,17.5,16.17021,17.12952,16.70445,17.5,14.45,17.2541,12.83333,17.53333,17.12745
170,13,12,15.5,17,15.36522,17.44928,12.56522,12.86667,15,14.04545,13,15.02885,13.66667,16.76707,20.4307,15.5,13.2,11.75,16.97799,13.88571,8,13.84,14.72727,10.88889,16,14.60638,42.94386,12.88,15.69677,14,13.5,16.135,10.85714,11.83333,16.87004,12.9,15.80791,14.5,11.33333,14.11111,18.53979,14.45455,13.90625,15.33962,27.32992,12.5,17.95302,16.23377,14.1,17,17.78205,17.45455,24.58008,18.43624,13.7037,17.1,13.88,16.74194,19.8,19.82621,16.35338,15.26667,16.95349,16.87429,16.56818,16.70769,24.39726,14.23077,19.31746,16.28333,15.34043,16.56989,16.46154,14.81818,9,15.21739,19.27234,17.98718,16.40659,16.18557,15.71429,16.08475,12.33333,17.45455,18.61603,17.24277,17.02,18.28572,16.75,20.50847,19.98649,16.28572,18.66241,22.45455,21.78631,20.84375,18.51807,21.20335,17.48611,16.12,18,18.32895,17.66949,11.8,11.5,21.03636,26.07337,14.24898,17.88,17.5,16.65413,16.90265,19.8694,15.66337,15.85294,17.15306,18.65385,16.56,12.91667,12.18182,15.5,16.53192,17.70482,16.91903,18,13.65,16.90164,12,17.70476,18.02941
171,17,13.66667,16.125,15.83333,15.52174,16.55072,14,12.2,13,12.95455,12.85714,15.04808,14.33333,17.21687,20.44163,14,12.4,11,16.5566,13.71429,11,14.6,15.72727,11.33333,17.5,14.37234,42.82969,11.4,15.76774,14,11.57407,16.91,11.42857,12.66667,17.25271,13.16,16.0339,17.875,13,13.16667,17.46452,10.81818,13.34375,14.73585,26.71867,12.5,18.81879,15.82684,14.3,17,16.79487,16.81818,24.20898,17.7047,13,16.8,13.4,18.51613,14.1,19.81359,16.36842,15.43333,16.72093,16.98286,16.52273,16.68205,24.10654,15.07692,19.43991,15.76667,15.48936,17.13979,16.69231,14.86364,11,13.5,19.08085,18.38461,17.53297,16.40206,15.84694,16.31356,13.66667,18.72727,18.22574,17.21387,17.61,17.24286,15.83333,19.67797,18.5,16.14286,18.88711,20.94545,20.84025,20.9375,17.55422,20.54785,15.19444,16.48,15.55556,17.36842,17.31356,12.6,13,20.33636,26.13158,14.53061,17.84,17.41509,16.57895,17.26549,19.27985,15.71287,14.5,16.70408,17.30769,17.32,13.25,13.27273,16.5,16.48936,17.21084,17.02429,12.83333,14.9,17.03279,14,17.76191,17.32353
172,13,14.33333,16.375,16.16667,15.84348,16.7029,13.47826,13.4,14,13.45455,11.28571,15.38461,11.33333,17.71084,20.62643,13.5,14.3,9.75,16.91509,14.6,9,13.62,14.36364,12.55556,16.5,15.58511,42.52141,13.4,16.02581,11,12.09259,16.94,12.71429,11.33333,16.5704,13.1,15.36158,17.5,15,13.88889,17.79355,12,12.21875,14.66038,27.00512,12.5,18.50336,15.77489,13.7,17.64286,17.98718,18.90909,24.52539,17.48322,14.59259,14.2,13.24,17.83871,17.1,19.46602,16.01504,17.06667,16.84884,17.17714,16.65909,16.61539,24.22755,14.76923,19.28572,15.81667,14.38298,15.87097,17.46154,14.95455,11,13.69565,19.34468,17.9359,16.3022,17.05155,14.33673,15.44915,13.33333,17.18182,18.67511,16.93064,17.29,17.51429,14.75,20.01695,19.10811,16.28572,18.79446,20.16364,20.60373,20.59375,18.24699,19.86603,16.40278,15.2,18.44444,18.31579,17.01695,15,14.5,19.67273,26.24402,14.26531,16.44,16.68868,16.56391,17.0885,18.85448,15.85149,14.79412,16.85714,17,16.2,14.08333,14.18182,16.41667,14.57447,17.53313,16.84211,17.33333,14.3,16.36885,13.66667,16.93333,16.7451
173,12,15,15.375,16.83333,15.71304,17.10145,14.95652,14.33333,11,13.22727,14.14286,15.28846,12.66667,17.29317,20.64332,13.5,12.25,11.5,16.99685,13.97143,9,13.98,14.63636,11.44444,12,14.91489,42.73835,12.68,15.14194,11,13,16.625,10.57143,14.16667,15.38989,13.28,15.40678,17.75,11.66667,12.66667,17.3957,13.27273,13.0625,14.67924,27.31969,13.5,16.73825,15.89178,11.5,16.92857,16.8718,17.09091,24.16602,17.61074,14.18519,15,12,17.41936,15.7,19.20388,15.65414,15.06667,16.89535,16.71428,15.84091,15.68205,23.95814,15.07692,18.65533,15.9,14.74468,16.01075,17.38461,14,15,14.3913,18.80425,16.10256,16.89011,17.24742,16.90816,16.32203,14.66667,16.45455,18.08439,17.16185,17.315,18.11429,14.08333,18.20339,18.89189,16.28572,19.02769,20,20.02697,18.875,17.19277,20.2201,16.56944,15.52,18,17.77632,17.77119,13.8,16.5,19.88182,25.97767,14.38367,17.44,16.58491,16.41353,17.16814,19.5597,15.87129,14.79412,17.36735,18.07692,15.8,14.25,11.72727,15.5,15.12766,16.98795,16.88259,16.83333,14.05,16.21312,12.83333,17.30952,16.87255
174,15,13.33333,16.5,16.5,15.67826,16.33333,12.95652,12.46667,11,13.86364,11.85714,15.55769,12,17.30522,20.46746,12,12.1,14,16.91509,14.54286,12,13.96,13.45455,10.77778,20.5,14.70213,42.58992,13.72,15.77419,12,12.7963,16.225,15.85714,14.66667,15.38267,12.92,15.51412,16.625,11.33333,11.61111,17.8172,12.90909,12.75,13.92453,27.1509,15,16.96644,15.7619,13.7,16.21428,16.01282,18.54545,23.87109,17.62416,14.7037,14.7,14.96,17.58064,14.9,19.06796,15.30075,15.06667,16.45349,17.2,16.15909,16.05128,23.93531,14.23077,18.46939,15.43333,13.76596,15.97849,14.92308,15.04545,15,14.84783,17.7617,15.70513,15.86813,16.40206,14.67347,15.66949,12,15.27273,17.41772,16.06358,16.635,17.11429,16.16667,18.72881,18.35135,13.28571,18.8328,19.90909,19.57469,18.96875,17.80723,19.80861,16.04167,15.16,18.88889,17.36842,17.42373,12,15,18.86364,25.99123,14.74286,15.8,17.27358,15.83459,16.74336,18.64552,15.37624,15.26471,17.63265,16.96154,15.36,13,11.27273,15.33333,15.89362,17.59337,16.94737,15.16667,12.95,16.10656,14.33333,17.06667,16.72549
175,14.66667,11,16.25,15.5,16.14783,16.02174,12.91304,13.86667,15,14.59091,12,15.21154,12,16.89157,20.55142,13.5,13,14.25,16.93396,15.05714,16,14.42,14.63636,12.55556,14,14.79787,42.63844,13.12,15.30323,12,12.59259,16.525,12.28571,13,15.65343,11.18,15.11864,17.25,12.66667,11.5,18.02366,12.09091,12.875,14.13208,26.82353,13,16.51007,15.64069,13.6,17.07143,16.47436,15.54545,23.67773,17.24832,14.37037,14.3,12.8,16.25806,14.7,19.22427,15.61654,14.43333,16.69767,16.76286,15.90909,15.78974,23.81583,15,18.68027,15.58333,14.55319,16.07527,17.23077,14.45455,18,14.36957,17.94894,15.76923,15.90659,16.62887,14.34694,15.11017,10.66667,16,17.63291,15.54335,16.94,16.64286,15.125,19,18.09459,17.14286,18.67838,18.92727,19.32988,19.46875,17.22289,18.78469,16.16667,15.08,15.88889,16.85526,16.45763,12.4,13.5,18.63636,26.03349,14.01225,17.12,15.92453,16.53383,16.78761,18.36567,16.66337,15.08823,17.57143,16.38461,14.32,12.91667,13.63636,15.83333,14.31915,17.10542,16.92308,17.5,15.5,16.7459,13.83333,16.76667,15.21569
176,16,14,15.125,18.83333,15.8,16.57246,12.30435,11.53333,15,15.27273,12.28571,15.41346,13.66667,17.37349,20.44908,13,11.55,12,16.99371,14.85714,14,14.8,17.27273,11.55556,15.5,14.69149,42.30923,14.52,15.85161,13,13.03704,16.09,11,11.83333,15.45126,13.06,15.28249,17,16.66667,11.22222,17.35484,12.63636,12.65625,14.54717,27.30179,11.5,16.24161,15.83983,14.5,18.07143,16.39744,17.45455,23.6543,17.9396,12.48148,14.7,13.08,17.58064,17.6,19.27184,15.38346,14.8,15.86047,16.96,17,15.19487,23.6309,15.15385,18.27211,15.7,14.51064,15.33333,15.92308,14.18182,14,13.41304,18.51915,15.25641,16.94506,17.04124,15.34694,15.51695,11.33333,16,17.03798,15.68208,16.96,17.05714,19.16667,19,17.36486,17.14286,18.74441,19.69091,19.42946,18.8125,17.33133,19.26555,15.56944,15.96,16.11111,17.81579,16.23729,11.4,13,19.08182,25.80303,13.87755,15.36,15.96226,15.71429,16.14159,18.76493,15.77228,13.67647,15.79592,17.11539,16.36,14.16667,12.81818,16,13.93617,17.8012,16.93927,14.66667,14.2,15.7459,15.16667,16.7,16.43137
177,15.66667,11.33333,14.625,14,15.28696,17.24638,14.04348,12.46667,11,14.86364,13.28571,15.24039,16,16.94378,20.23696,12.5,12.3,11.75,16.96541,13.74286,12,14.6,15.27273,14,11,14.74468,41.91912,12.88,15.78065,11,12.96296,15.67,12.42857,16,15.63177,13.56,14.9548,16.75,17,12.22222,17.6129,13.45455,12.75,14.96226,27.35294,12.5,16.38255,15.90476,14.3,15.28571,16.53846,16.90909,23.74414,16.69799,13.59259,15.9,12.84,16.45161,14.4,19.18738,14.95489,17.16667,15.48837,16.70286,15.84091,15.89744,23.68721,12.46154,18.81859,15.75,15.08511,15.88172,14.61539,14.95455,15,13.58696,18.13191,15.82051,16.65934,17.89691,15.42857,15.91525,13.66667,16,17.3038,16.52023,17.71,17.1,16.33333,19.30508,17.43243,14.42857,18.48562,19,18.94813,18.75,17.24096,19.52632,15.58333,18.08,16.33333,16.81579,16.90678,9.4,14.5,19.42727,25.84051,14.31429,17.24,17.30189,16.21053,16.65487,19.25746,15.53465,15.11765,16.87755,17.23077,14.52,13.41667,11.54545,13.91667,15.10638,17.16566,16.63563,15.16667,14.4,15.44262,14.66667,17.28095,15.41177
178,15,11,13.375,16.83333,15.06956,16.97101,12.08696,12.86667,13,14.27273,12.28571,14.17308,13,17.17671,20.46349,15,12.3,14.25,16.40881,14.31429,13,13.6,13.09091,12.33333,11,13.78723,42.44434,13.12,15.37419,9,12.90741,15.21,11.85714,11.5,15.44043,11.86,14.25424,16.875,15,11.83333,17.62366,13.09091,14.0625,14.33962,26.52941,10.5,16.69127,15.93939,14.1,16.57143,15.55128,18.09091,24.05664,17.13423,15.33333,13.9,15.12,17.19355,17.2,19.1165,15.05263,17.06667,16.17442,16.58286,15.97727,15.54359,23.83866,16.15385,18.56916,15.66667,14.12766,16.46237,15.92308,16.13636,9,13.65217,17.68511,15.84615,16.66483,16.79381,15.61224,16.0678,10.66667,19.27273,17.88397,16.85549,16.595,15.81429,14.75,18.83051,18.24324,16.71428,18.79659,19.09091,18.57469,19.46875,17.23494,18.35885,15.15278,14.44,16.88889,16.86842,16.61017,12.4,13,18.18182,25.73604,14.47347,15.56,16.66038,16.10526,15.34513,18.52612,15.54455,13.76471,16.44898,16.84615,14.72,14.33333,13.36364,15.75,15.02128,17.2741,16.43725,17.5,13.4,15.20492,17,17.20476,16.22549
179,14.66667,13.66667,13.875,17.66667,15.50435,17.69565,13.82609,15.4,17,13.54545,11.85714,14.81731,12.66667,16.99598,20.31942,12.5,12.25,12.25,17.22642,14.42857,13,14.38,15.54545,12,14.5,14.25532,42.29971,13.36,15.90968,13,12.81481,15.625,11,10.83333,15.18412,13.6,14.22034,17.25,14,12.22222,17.35914,13.09091,13.71875,14.56604,26.70844,15.5,16.47651,15.7013,12.7,15.07143,16.41026,16.63636,24.08008,16.84564,13.62963,14.3,13.72,17.45161,15.1,19.26505,14.47368,15.66667,15.56977,16.87143,16.75,16.53846,23.70396,13.61539,18.69388,15.16667,14.34043,15.51613,15,13.68182,13,13.67391,17.66809,14.88461,16.0055,16.98969,15.32653,16.08475,12.66667,15.09091,16.94093,16.10983,16.97,17.31429,15.66667,18.25424,17.54054,15.71429,18.25346,18.70909,18.71162,18.53125,17.4759,18.98325,15.125,15.4,18,16.73684,16.50847,10,14.5,18.67273,25.77911,13.65714,16.56,15.5,15.2782,15.09735,19.01866,16.19802,14.11765,17.52041,15.61539,15.56,13.5,12.09091,15.83333,14.19149,16.56627,16.95142,18,13.5,15.43443,14.5,17.19524,16.56863
180,15.66667,13,14.25,15.83333,15.50435,16.73188,13.21739,12.6,16,13.40909,10.57143,14.82692,13.33333,17.14458,20.4307,11.5,13.3,16,17.08176,14.57143,9,14.84,13.54545,11.88889,15,15.17021,41.76594,14.48,15.60645,15,12.7963,15.495,11.85714,13.5,15.55957,13.2,14.66102,17.5,12.33333,13.55556,17.85591,14.90909,13.15625,15.60377,27,11,16.22819,15.82684,12.8,14.71429,15.66667,17.72727,24.12305,16.56376,14.22222,15.6,13.88,16.45161,15.6,19.20291,15.13534,16.43333,16.03488,16.64857,16.20455,16.09231,23.47032,14.38461,18.9229,14.41667,14.65957,15.67742,15.38461,14.90909,10,13,17.4,15.30769,16.2967,16.37113,15.46939,15.30509,11.66667,16.90909,17.56118,16.06358,16.555,17.02857,17.375,18.0339,17.54054,14.71429,18.76784,18.23636,18.50622,18.78125,17.44578,18.72249,14.97222,17,16,16.68421,15.80509,11.4,12.5,18.1,25.75598,13.72653,14.76,15.37736,15.26316,15.30973,18.98881,15.21782,13.17647,16.46939,17.80769,15.6,12,14.63636,15.41667,14.76596,17.19578,16.43725,17.66667,16,15.78689,12,17.02381,16.07843
181,12,15,13.25,18.66667,15.36522,16.52899,14.04348,13.66667,12,13.68182,11.85714,15.67308,12.33333,17.45783,20.36662,8.5,12.05,13.5,16.68239,15.2,11,14.26,13.54545,11.22222,16.5,15.25532,41.34919,13.68,15.30968,11,12.64815,15.42,14,11.16667,14.67148,12.2,14.45763,17.75,10.33333,12.66667,17.63011,11.54545,12.28125,14.98113,26.70588,13.5,16.03356,15.75758,11.4,14.64286,15.65385,19,24.1875,15.89933,15,13.8,13.72,17.6129,15.5,19.32136,15.18797,15.43333,15.76744,16.30857,15.77273,16.49231,23.5,14.07692,18.60771,14.9,13.85106,17.02151,15.69231,15.31818,14,14.34783,17.13617,14.92308,16.85165,16.56701,15,16.31356,10.33333,17,17.39451,16.17341,16.92,17.67143,15.91667,17.98305,16.48649,16,18.52183,18.38182,18.3112,19.65625,17.39157,18.87799,15.77778,16.28,16.33333,16.47368,16.76271,12,13,18.74545,25.40431,13.83265,15.56,16.43396,15.94737,16.04425,18.5709,15.75247,14.08823,17.17347,16.34615,14.84,12.91667,13.54545,14.16667,14.76596,16.9488,17.1336,19,15.6,14.58197,12.66667,16.50952,16.62745
182,12.66667,15.33333,14,19,15.88696,16.18116,13.43478,13.93333,13,16.5,12.42857,15.00961,12,17.05221,20.4466,11.5,10.95,12.5,16.75472,14.54286,10,14.28,14.36364,12.44444,16,14.47872,40.92103,12.24,15.89032,13,13.53704,15.545,11,12.5,14.74368,11.3,13.75141,17.875,16.33333,12.88889,17.59355,12.27273,12.34375,15.0566,26.61125,12,15.32215,15.64502,13.6,14.57143,15.26923,16.54545,23.52734,15.39597,13.59259,14.2,15.28,16.77419,15.7,19.26214,14.29323,14.96667,16.01163,16.69429,16.61364,15.55897,23.42085,12.07692,18.2585,14.76667,13.82979,17,14.15385,13.90909,11,15,18.53617,14.01282,16.40659,16.50516,14.67347,16.02542,14,15.81818,17.85865,15.64162,16.97,16.6,15.25,18.40678,17.40541,13.71429,18.73695,17.32727,18.3195,18.21875,17.95181,19.07416,16.11111,16.16,18,16.10526,16.83051,13.2,11,18.12727,25.55183,13.43265,16.24,16.00943,15.83459,15.52212,18.71269,15.29703,15.67647,15.96939,16,14.88,13.33333,12.45455,13.66667,14.97872,17.71386,16.36842,15.66667,14.9,14.51639,11.83333,17.40476,15.82353
183,14.33333,10.33333,14.875,19.33333,15.08696,15.85507,14.78261,13.73333,11,14.40909,10.57143,14.89423,13.33333,16.3253,20.57278,9.5,13.25,12.5,16.38679,14.57143,11,14.64,16.18182,13.44444,15.5,14.14894,41.48145,13.64,15.63871,14,13.38889,15.42,11.42857,12.16667,14.96029,12.98,14.57627,18.75,14.66667,14.22222,17.24946,13.36364,13.78125,14.26415,26.67263,12.5,15.53691,15.8961,11.5,14.42857,16.38461,19.81818,23.55859,15.52349,14.03704,13.6,12.32,16.16129,16.5,19.67864,14.67669,14.83333,16.39535,16.84571,15.61364,15.64615,23.52892,13.30769,18.83447,14.9,13.80851,17.46237,15.07692,14.09091,14,15.73913,17.25532,14.76923,16.41758,16.92784,15.55102,15.17797,12,17.45455,17.28692,15.82659,16.35,17.41429,15.20833,17.01695,17.22973,13.85714,18.24707,17.69091,18.22407,19.34375,16.8012,18.27512,14.15278,16.44,15.22222,16.90789,15.77119,12.4,13,18.62727,25.30542,13.96327,15.96,15.0283,16.2406,15.41593,18.52612,15.21782,13.26471,15.4898,16.92308,14.92,13.25,14.72727,14.33333,14.40425,17.6747,16.583,14.66667,13.95,14.62295,12.16667,17.32857,15.26471
184,14,12,12.875,15.5,16.14783,17.63768,12.08696,13.6,11,13.68182,13.71429,15.55769,13.33333,16.94378,20.62345,16.5,13.85,12.25,16.89308,15.31429,11,14.54,14.09091,12.66667,15.5,14.88298,41.94101,14.8,15.47097,13,12.51852,15.655,13.57143,13.83333,14.97473,12.8,14.87006,19.125,12,13.27778,17.55269,13.63636,14,14.64151,27.0844,11,15.5302,15.4632,12.2,14.28571,15.51282,15.81818,23.96875,15.71812,13.59259,16.3,13.16,16.06452,14.6,19.14175,14.7594,15.5,15.06977,17.03429,17.27273,15.21026,23.48326,14.61539,18.80499,15.8,13.97872,17.23656,14.46154,15.5,12,14.54348,17.80425,14.70513,16.82417,16.75258,15.11224,16.09322,11.66667,17.09091,17.47468,15.92486,16.595,17,14.54167,17.52542,16.66216,14.85714,18.93184,17.81818,18.17842,19.21875,16.93373,19.09091,16.84722,16.64,19.11111,16.32895,16.38136,10,11,18.67273,26.00877,14.4449,15.24,16.08491,15.93233,15.64602,18.73881,15.82178,13.67647,17,15.11539,14.96,14.5,11.90909,15.25,14.29787,17.61145,16.77733,16.83333,14.25,14.51639,12,16.71905,15.44118
185,13.66667,10.33333,15,13.5,15.64348,16.39855,12.73913,13.73333,11,15.40909,11.28571,15.33654,11,17.26908,20.51714,11,11.6,12,17.19182,14.82857,11,14.56,15.45455,12.88889,14.5,15.29787,41.81732,11.4,15.87097,13,12.88889,14.96,13.42857,12.16667,15.0722,11.44,14.57062,17.5,10.66667,14.38889,17.7957,12.27273,14.03125,14.71698,26.97442,13.5,15.7047,16.02164,13.3,15.21429,15.42308,16.27273,23.94141,16.39597,13.88889,13.2,16.08,18.09678,14.9,19.48932,14.30827,15.33333,16.2093,16.84286,14.79545,15.46154,23.5898,16.23077,18.58957,15.81667,14.31915,16.19355,15.30769,13.81818,9,13.86957,17.83404,14.21795,16.23626,16.56701,15.17347,15.32203,12.66667,17.81818,17.31224,14.95954,17.145,16.67143,14.66667,18.77966,16.72973,14.14286,18.04686,18.52727,17.58714,19.84375,16.43373,18.02392,15.68056,16.56,18.55556,16.32895,16.52542,11.4,14.5,17.92727,25.51595,14.22449,16.2,15.87736,15.65414,15.56637,17.96642,15.58416,13.97059,15.9898,15.30769,15.16,12,12.45455,15.08333,14.08511,17.06928,16.01619,16.5,15.2,14.46721,12,17.04762,15.06863
