Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135,ROI136,ROI137,ROI138,ROI139,ROI140,ROI141,ROI142,ROI143,ROI144,ROI145,ROI146,ROI147,ROI148,ROI149,ROI150,ROI151,ROI152,ROI153,ROI154,ROI155,ROI156,ROI157,ROI158,ROI159,ROI160,ROI161,ROI162,ROI163,ROI164,ROI165,ROI166,ROI167,ROI168,ROI169,ROI170,ROI171,ROI172,ROI173,ROI174,ROI175,ROI176,ROI177,ROI178,ROI179,ROI180,ROI181,ROI182,ROI183,ROI184,ROI185,ROI186,ROI187,ROI188,ROI189,ROI190,ROI191,ROI192,ROI193,ROI194,ROI195,ROI196,ROI197,ROI198,ROI199,ROI200,ROI201,ROI202,ROI203,ROI204,ROI205,ROI206,ROI207,ROI208,ROI209,ROI210,ROI211,ROI212,ROI213,ROI214,ROI215,ROI216,ROI217,ROI218,ROI219,ROI220
100,4.6,5,3,5.444445,5.551282,5.5,4,5.75,5.586207,5.952381,6.868613,6.052631,5.513514,5,4.098361,7.890244,3.977778,5.255814,4.9,4,6.8,4,7.705883,7.473684,5.395349,6.378378,3.873563,3.333333,5.663366,3.780488,4.826087,4.932203,4.193548,5.157895,4,3.6,4.545455,4.027778,5.104167,5.466667,5.503497,5.198795,4,5.068965,5.098305,3.928571,4.571429,3.961539,7.104859,5.8583,5.791667,5.16129,6.003448,4.844828,5.594203,6,4.592593,5.804781,5.222222,4.5,4,4,5.6125,5.367347,6.786127,4.689655,4.8,5.798077,5.531531,4.646341,5.588572,4.388889,4,4.403226,5.909091,5.845304,6.020942,6.642857,5.74134,5.146552,4,5.130435,6.473684,4,4.546875,4.301587,4.666667,5.972549,4,4.726191,4.190476,6.880503,4,5.181818,3.423077,4.805281,3.761905,5.428571,3,5.462264,3.722222,5.659722,6.277955,5.037037,4.912088,6.036697,4.789216,5,4.25,5,4.151899,3.657143,3.842105,7.273809,4,5,6.988166,5.010204,5.692708,4.192593,4.092593,5.094828,5.258427,5.418803,3.932203,3.75,4.572727,5.10339,4,4.755656,4.959184,3.5,5.037037,4.203125,5.114865,4,4.5,5.184783,6.066163,11.1369,4.147727,4.121212,6.352941,5.96,5.646489,7.10219,6.065574,6.5,5.171233,8.172249,5.129353,5.37931,5,4.857759,5.309091,6.651007,4.173913,5.635135,4.701755,4,4.166667,4,28.59238,4,3.96875,6.277778,5.013158,7.672317,5.155556,5.392523,7.128926,4,5.692307,6.864,4,7,6.321429,3.853658,5,5.636364,8.397591,7.406977,5.8,5.5625,4,9.5125,27.94837,5.732673,6.333333,8.5,4.847826,5.694445,7.258537,5.25,7.275,5,5,4.366667,7.616438,7.066667,4.070176,5.121212,6.333333,4.416667,6.136364,4,5.434783,4.945652,6.656566,6.2,6.771562,6.84,5.769231,6.085714,5.393939,6,5,6.190476,4.756098,5.833333,7.3
101,6.4,4,3,5.333333,5.35641,5,4,5.321429,5.37931,6,7.043796,6.052631,5.648649,5,4.142076,7.812195,3.866667,5.162791,4.536364,4.2,6.8,4,7.444445,7.157895,4.744186,6.108108,3.850575,4,5.594059,3.95122,5.478261,4.889831,4,5.368421,4.10989,4,3.909091,4,4.8125,5.066667,5.895105,5.325301,4,5.068965,4.776271,3.785714,5.020408,3.653846,7.235294,5.829959,5.895833,4.896774,5.710345,5.017241,4.913043,7.2,4.493827,5.49004,5.666667,5,3,3.722222,5.7375,5.632653,6.696532,5.482759,5.733333,5.278846,5.441442,4.707317,5.497143,5.611111,4.266667,4.193548,6.818182,5.552486,6.219895,5.928571,5.748268,4.405172,4.8,5.272727,6.710526,4.333333,4.328125,4.714286,4.666667,6.015687,4.529412,4.690476,4.285714,6.735849,4,5.545455,4,5.029703,3.539683,4.214286,3.8,5.14151,4.305555,5.659722,6.533546,5.074074,4.648352,5.917431,4.205883,6,4,4,4.405063,3.885714,3.789474,7.035714,4,5,7.065089,5.153061,5.807292,4.148148,4,5.133621,5.325843,5.700855,3.186441,3.95,4.772727,5.067797,3.588235,4.660634,5.102041,3.333333,5.111111,4.984375,5.155406,4,4,5.532609,5.954631,11,4.079545,4.272727,6.488688,5.72,5.547215,6.919708,6.426229,7.1,5.116438,8.071771,5.512438,5.758621,4,4.87069,5.345455,6.95302,4.380435,4.864865,4.192983,4,4,4.285714,28.34857,3.666667,4.21875,7.203704,4.355263,7.644068,5.111111,5.488318,6.978512,4,4.538462,5.936,4.8,6.717391,7.142857,3.804878,4.75,5.242424,7.859438,7.476744,6.266667,4.6875,4,9.615625,28.24185,5.549505,6.439394,9,5.054348,5.694445,7.4,4.666667,6.6625,4,4,4.95,7.027397,7.133333,4.157895,5,5,4.916667,4.818182,5.25,5.956522,4.380435,6.424242,5.885714,6.58042,6.36,5.653846,6.085714,5.121212,7,5,6.119048,4.195122,6.277778,8.3
102,6,4,4,6.333333,5.205128,5,3.4,5.732143,5.896552,5.523809,6.905109,6.210526,5.297297,5,4.092896,7.592683,4.244444,5.046512,4.590909,4,6.7,4,7.692811,7.578948,5.023256,6.378378,3.896552,4,6.019802,3.926829,5,5,3.903226,4.894737,3.868132,3.733333,4.545455,3.972222,4.791667,5.733333,5.671329,5.28012,4,5.448276,4.522034,3.714286,4.244898,3.948718,7.097187,5.65587,5.875,4.72258,5.868966,5.413793,4.318841,5,4.567901,5.438247,5.777778,6,4,4,5.8625,5.469388,6.260116,4.448276,4.733333,5.528846,5.36937,4.207317,5.028572,4.888889,4,3.919355,5.318182,5.270718,5.732984,5.714286,5.445727,5.077586,4,4.87747,5.657895,4,4.671875,4.460318,4.066667,6.14902,3.705882,4.5,4.714286,6.798742,5,7.727273,3.423077,4.90099,3.952381,4.071429,3.6,5.226415,4,5.680555,5.955272,5.065844,4.142857,5.770642,4.215686,5,4,5,4.088608,4,4,6.630952,3.972973,5.03125,6.95858,4.102041,5.083333,3.992593,3.925926,5.271552,4.977528,5.65812,3.813559,4,4.822727,5.027119,3.117647,4.683258,4.816327,3.333333,4.962963,4.453125,5.081081,4,4,5.514493,5.880908,11.54758,3.795455,4,5.719457,5.32,5.404358,6.919708,6.573771,6,5.164383,8.090909,5.238806,5.086207,4,4.905172,5.327273,6.52349,4.543478,5.135135,4.280702,4.666667,4,4,27.86476,4,4.09375,6.481482,5,7.717514,5.377778,5.553738,6.761983,3,5,5.968,4,6.673913,7.892857,3.560976,5,5.606061,8.248996,6.72093,6.171429,6.6875,4,9.69375,27.85326,5.539604,7.151515,8.666667,4.826087,5.944445,7.453659,4.678571,7.275,3.666667,4.6,4.383333,7.164383,5,4.31579,5.636364,7.833333,3.791667,5.409091,4,5,4.586957,6.262626,6.114286,6.652681,6.88,5.423077,5.685714,4.424242,7,4.833333,5.5,4.609756,4.277778,9.1
103,4.6,4.5,4,6.888889,5.276923,4,4,5.285714,5.517241,6.142857,6.350365,6.447369,5.540541,5,3.901639,7.551219,4.133333,4.930233,4.290909,4.6,8.2,4.1,7.320261,6.631579,4.302326,6.175676,3.827586,4,5.851485,4.097561,4.130435,4.5,4,5.31579,3.67033,4.466667,4.363636,4.055555,4.958333,5,5.888112,5.039156,3.897436,5.068965,4.911864,4,4.122449,3.846154,6.879796,5.927125,5.270833,4.612903,5.562069,4.862069,4,4.6,4.358025,5.302789,6.111111,5,4,4,5.175,5.816327,6.33237,5,4.266667,5.456731,5.297297,4,5.462857,4.388889,4.533333,4.435484,5.681818,5.917127,5.560209,6.428571,5.822171,5.232759,5,5.071146,6.473684,3.666667,4.015625,4.444445,4.2,5.823529,3.926471,4.702381,4.222222,7.150943,4.5,5.181818,4,4.782178,3.523809,4.142857,3.6,5.254717,3.555556,5.208333,6.434505,4.888889,4.362638,5.798165,4.544117,5.75,4,5,4.177215,3.685714,4,7.202381,4.027027,5.40625,7.177515,4.693878,5.765625,3.97037,4.666667,5.077586,5.348315,5.042735,3.847458,4,4.613636,5.057627,3.470588,4.40724,4.428571,4,5.148148,4.125,5.317567,4,4,5.416667,5.969754,11.30217,4.227273,3.878788,6.013575,5.04,5.508474,6.722628,7.52459,6.5,4.979452,8.373206,5.597015,5.327586,4,4.668103,5.636364,6.04698,4.054348,4.689189,3.964912,4,4,4,27.55048,4,4,6.925926,4.855263,7.59887,4.777778,5.369159,6.814876,3.4,4.846154,6.176,4,6.456522,5.607143,4.219512,4.75,5.666667,8.253012,7.081395,6.219048,5.125,4.375,9.88125,28.7962,5.603961,6.181818,6.833333,5.152174,5.916667,7.273171,4.761905,7.1875,4,4,4.283333,7.657534,5.533333,4.333333,6.30303,7,4.625,5.954545,4,4.347826,4.51087,6.282828,5.542857,6.543124,6.32,5.307693,6.028572,4.909091,6,5,5.952381,5.121951,5.388889,8.2
104,5,4.125,3.5,5.888889,5.251282,5,3.2,6.607143,5.801724,6,6.737226,6,5.378378,4.5,3.972678,7.514634,4.533333,5.209302,4.490909,4,7.3,4.3,7.522876,6.473684,4.930233,6.567567,3.977011,4,6.059406,4.439024,4.652174,4.525424,4.290323,4.894737,3.857143,3.2,3.909091,4,4.875,4.866667,5.657342,5.072289,3.205128,4.965517,4.99661,3.928571,4.816327,3.794872,6.882353,5.489879,5.166667,4.587097,5.855173,4.844828,4.086957,5,4.37037,5.159362,6.111111,4,4,4,5.2625,5.183673,6.158959,5.034483,4.066667,5.355769,4.882883,4.036585,5.205714,4.888889,3.666667,4,5.954545,5.480663,5.455497,5,5.533487,4.318965,4,4.517787,6.078948,4,4.234375,4.142857,4.533333,6.070588,3.926471,4.654762,4.238095,6.937107,4,5.090909,4,4.778878,3.603175,5,4,4.330189,3.944444,5.076389,5.977636,4.860082,5.252747,5.559633,4.529412,5.5,4,5,3.835443,3.942857,4,7.440476,4,4.5,6.893491,4.948979,5.380208,3.955555,4.12963,5.008621,5.337079,5.25641,3.559322,3.3,4.35,4.998305,4,4.280543,4.122449,4,4.037037,4.140625,4.959459,4,3,5.181159,5.612476,11.21536,3.818182,3.757576,5.841629,5.16,5.355932,6.868613,5.983606,7,5.109589,8.129187,5.288557,5.637931,5,5.00431,4.945455,6.731544,4.358696,4.743243,4.175438,3.333333,4,3.5,26.97143,4.666667,4.21875,6.574074,4.263158,7.677966,4.666667,5.476635,6.447934,4,5.230769,5.848,4,7.652174,6.142857,4.170732,5.5,5.69697,8.108434,6.662791,6.047619,5.75,5.625,9.61875,28.32065,5.613862,6.469697,8.5,5.119565,5.166667,7.356098,4.309524,6.95,4.333333,4,4.066667,7.383562,6.733333,4.280702,5.121212,6.166667,4.041667,6.045455,4,4,4.576087,6.444445,5.142857,6.289044,6.48,4.923077,5.057143,5.242424,6,4.75,5.190476,4.292683,4,8.4
105,5.8,4,4,4.777778,5.248718,4,4,5.017857,5.474138,6.095238,6.547445,6.5,4.783784,4,4.20765,7.663414,4.044445,5.674418,4.363636,3.666667,6.8,4.4,7.418301,6.578948,4.465117,5.932433,3.724138,4.777778,6.029703,4.219512,4.695652,4.542373,3.935484,4,3.879121,4.333333,3.818182,3.944444,4.041667,5,5.06993,5.039156,3.923077,4.344828,4.620339,3.857143,4.551021,4,6.460358,5.688259,5.625,4.109677,5.4,4.431035,4.26087,5,4.333333,4.920319,5.333333,5,4,3.666667,6.125,4.938776,6.127168,4.37931,4,5.052885,5.072072,4.04878,4.96,4.666667,3.933333,4.241935,5.818182,5.226519,5.340314,5.285714,5.503464,4.741379,4,4.470356,6.394737,5,4.25,3.825397,3.533333,5.517647,4.058824,4.607143,4.047619,7.075472,4,6.363636,4,4.702971,3.904762,4.428571,4,4.773585,4.027778,4.8125,6.118211,4.711934,4.758242,5.80734,4.058824,6,4,4,4.012658,4,4,6.345238,3.702703,4.46875,6.952663,4.234694,5.421875,3.881481,3.981482,5.116379,5.033708,5.059829,3.610169,3.55,4.427273,4.833898,3.117647,4.438914,4.265306,3.666667,5.185185,4.609375,5.148649,3,4,4.963768,5.657845,11.11018,4.045455,3.848485,5.556561,5,5.188862,6.919708,6.508197,7.1,5.068493,7.933014,5.054727,5.034483,3,4.293103,5.309091,6.926175,4.032609,4.878378,3.894737,3,4,3.5,26.59429,4,4,7.37037,4.421052,7.536723,4.622222,5.021028,6.32562,3,4.615385,5.872,4,6.782609,7.142857,4.04878,5.25,5.69697,8.192771,6.476744,6.247619,5.6875,4.75,9.328125,28.83152,4.985148,6.393939,8.166667,4.913043,5.138889,7.112195,4.5,7.65,3.333333,5,4.45,7.30137,5.733333,4.122807,5.090909,6.833333,4,5.363636,4.25,4.565217,4.173913,6.111111,5.114286,5.780886,6.04,5.692307,5.257143,4.575758,6,4,6.071429,4.268293,4.722222,7.2
106,5.6,4.375,3,4.888889,4.792308,4.5,4,5.821429,5.327586,5.619048,6.160584,5.763158,4.567567,5,4.174863,7.670732,4.511111,5.604651,4.672727,4,7.2,4.65,7.169935,6.105263,4.72093,5.851351,3.735632,3.555556,5.742574,3.780488,4.782609,4.29661,4.354839,4.421052,4,3.533333,4.727273,3.833333,4.8125,4.6,5.020979,5.024096,4,4.827586,4.566102,3.714286,4.408163,3.910256,6.685422,5.097166,5.4375,4.380645,5.686207,4.931035,4.507246,5,4.098765,4.792829,5.333333,4.25,4,4,5.0375,5.081633,5.99422,4.793103,4.266667,5.043269,4.783784,3.902439,4.548572,4.444445,4,3.83871,5.636364,4.983426,5.225131,6.714286,5.177829,4.258621,4,5.035573,6.131579,4,4.34375,3.888889,4,5.286274,3.882353,4.309524,4.301587,6.993711,4,5.181818,4,4.79868,3.904762,4,4,4.5,4,5.097222,6.01278,4.650206,4,5.779817,4.117647,5,4,4.25,3.924051,3.914286,3.789474,6.726191,3.324324,4,6.810651,4.306122,4.963542,3.859259,3.962963,4.939655,5.089888,5.051282,3.338983,4,4.35,4.784746,4,4.520362,4.612245,3.333333,4,4.359375,4.858108,4,4,4.934783,5.691872,11.1586,3.693182,4,5.773756,5.16,5.053269,6.729927,6.901639,6.7,4.739726,8.253589,5.363184,5.637931,4,4.560345,4.636364,6.563758,4.25,4.608108,4.298245,3.833333,4,4,26.25714,4,3.84375,6.555555,4.302631,7.423729,4.666667,4.810748,6.515702,4,5.538462,5.736,4,6.434783,6.428571,3.707317,4.25,5.393939,8.008032,7.290698,5.771429,5,3.375,9.4625,28.74185,5.118812,6.515152,7.833333,5.021739,5.361111,6.941463,4.511905,6.4875,3.666667,4,4.766667,6.958904,6.6,4.526316,4.969697,4.333333,4.958333,4.909091,4,4,4.369565,6.555555,5.257143,6.083916,6,5.461538,5.628572,4.666667,6,4,5.738095,4.317073,5.055555,8.1
107,4.4,3.375,4,6.333333,5.053846,4,4.2,5.553571,5.336207,5.952381,6.350365,6.421052,5.054054,5,3.797814,7.614634,4.066667,5.116279,4.227273,3.266667,5.7,4.1,7.202614,6.368421,4.348837,5.932433,3.735632,3.777778,5.910891,3.829268,4,4.423729,4.032258,4.421052,3.879121,4.333333,4.272727,3.888889,4.0625,4.333333,5.230769,5.009036,4,4.37931,4.623729,4,4.040816,3.192308,6.350384,5.279352,5.291667,4.406452,5.696552,4.741379,4.144928,5,4.419753,5,5.555555,4,4,3.722222,6.0125,5.22449,6.245665,4.965517,5.333333,5.543269,5.18018,4.5,4.948571,4.444445,4,3.580645,5.545455,5.121547,5.570681,6.071429,5.147806,4.077586,4,4.379447,6.552631,3.333333,4.375,4.079365,4.066667,5.337255,3.632353,4.511905,3.777778,6.559749,4.5,5.272727,4.692307,4.646865,3.571429,5,4,4.962264,4,5.222222,5.84984,4.55144,4.340659,5.752294,4.186275,5,4,4,3.797468,3.885714,4,6.726191,3.756757,4.09375,6.863905,4.32653,5.119792,3.903704,4.574074,4.758621,5.247191,5.042735,3.101695,4.15,4.122727,4.90339,4,4.552036,3.959184,3.583333,4.074074,4,4.858108,4,4,5.054348,5.466919,10.96828,3.693182,4,5.221719,4.92,4.903148,6.605839,6.377049,6.1,5.006849,8.334929,4.716418,5.137931,4,4.62069,4.509091,6.214765,4.271739,4.5,4.035088,3.833333,4,3.785714,26.49905,4,4.21875,6.648148,4.039474,7.627119,5.133333,4.978972,6.252892,3,4,5.456,4.8,6.630435,6.071429,3.804878,5,5.666667,8.024096,7.069767,6.4,5.75,3.625,9.459375,28.75272,4.995049,6.348485,7,4.858696,5.138889,7.131707,4.845238,6.825,4.333333,4.9,4.166667,7.383562,5.533333,3.912281,5.242424,5,4,6.045455,4,4,4.728261,6.464646,5.571429,6.097902,5.68,5.076923,5.285714,4.575758,7,4,5.5,4,4.666667,6.6
108,5.4,4,4,6.666667,4.838461,4.5,3,5.785714,5.060345,5.666667,6.182482,5.947369,4.72973,6,4.005465,7.568293,3.911111,5.093023,4.190909,4,7.4,4.15,7.48366,8.473684,4.860465,6,4,4,5.980198,4.243902,4.73913,4.271186,3.741935,4,3.868132,3.533333,3.727273,4,4.9375,4.266667,5.202797,4.855422,3.717949,4.862069,4.60678,3.785714,4.040816,3.628205,6.764706,5.368421,5.416667,4.412903,5.841379,5.051724,4.26087,5,4.049383,4.988048,5.666667,4,3,3.888889,5.825,4.816327,6.132948,4,4,5.072115,4.900901,4.939024,4.971428,4.388889,4,3.951613,4.954545,5.165746,5.544503,5.428571,5.73903,4.198276,4.8,4.83004,6.578948,4,4.203125,4.317461,4,5.54902,3.676471,4.178571,4.968254,6.849057,4,6.272727,4.038462,4.772277,3.539683,4.357143,3.8,5.009434,3.5,5.069445,5.85623,4.781893,4.131868,6.119266,3.970588,5.5,3.25,4,4,3.914286,4,6.619048,4,4.5625,6.366864,4.642857,5.067708,3.814815,4.203704,4.810345,5.101124,4.974359,3.881356,3.3,4.495454,4.633898,4,4.081448,4.32653,3.416667,5.185185,4.03125,4.871622,3.25,4,5.184783,5.52363,11.23038,4.011364,4,5.429864,5.64,5.27845,6.79562,5.868853,6,4.773973,8.263158,4.955224,5.534483,4,4.193965,4.981818,6.503356,3.923913,4.310811,4.105263,4,4.666667,4.357143,26.11048,4,3.65625,6.759259,4.052631,8.118644,4.666667,5.049066,6.2,4,4.153846,5.4,4,7.326087,6.571429,3.780488,5.25,5.181818,7.963855,7.453488,6.028572,5.25,3.25,9.496875,28.6087,5.034654,6.318182,7.166667,5.065217,4.861111,6.946342,4.547619,7.6375,4,4.9,4.1,8.109589,5.533333,4.035088,5.484848,4.5,4,6.363636,4,4,4.391304,6.020202,4.942857,5.944056,6.32,4.269231,5.628572,5.454545,5,4,5.404762,4.04878,5.166667,8
109,6,3.875,3,5.666667,4.594872,4,4,5.535714,5.482759,5.142857,5.846715,5.947369,5.027027,6,3.830601,7.243902,3.422222,4.325582,4.3,4,6.8,3.9,7.27451,7.052631,3.627907,6.081081,3.908046,4,5.158416,4.073171,4,4.381356,4.032258,3.894737,3.736264,3.933333,4.363636,3.666667,4.916667,4.4,5.048951,4.864458,3.641026,4.689655,4.508474,4,4.204082,3.474359,6.386189,5.246964,5.25,4.232258,5.510345,4.982759,4.086957,7.4,3.925926,4.788845,4.888889,4,4,4,5.3,4.734694,6.083815,4.206897,4,5.057693,4.585586,4.097561,4.857143,4.666667,4.533333,3.967742,5.272727,5.143646,5.293194,5.857143,5.184758,4.206897,4.6,4.501976,5.81579,4,4.109375,3.571429,4.066667,5.286274,3.485294,4.761905,4.174603,6.949686,5,5.909091,3.692308,4.676568,3.904762,3.785714,3,4.811321,3.888889,4.131945,5.769968,4.45679,4.054945,5.899083,4.019608,7,4,4,3.860759,4.057143,4,7.059524,4,4.5625,6.976331,4.030612,4.864583,4,3.907408,4.262931,4.662921,4.350427,3.084746,4.1,4.540909,4.611865,3.941176,4.095023,4.244898,3.5,5.148148,3.984375,4.925676,3,4,5.166667,5.493384,10.98831,3.579545,3.848485,5.19457,4.92,5.232446,7.051095,6.459016,6.5,4.979452,8.16268,5.024876,5.224138,4,4.443965,4.763637,6.879195,3.902174,4.135135,4.456141,3.5,4,3.428571,26.43429,4,3.9375,7.12963,4.052631,8.242938,4.866667,5.009346,6.166942,4,4.153846,5.648,5,7.282609,6.75,3.926829,4.75,5,7.951807,7.441861,5.72381,5.75,4,9.45,28.30707,5.153465,6.681818,9,4.891304,5,7.4,4.714286,7.2125,4,4.9,4.333333,6.479452,5.4,3.859649,4.939394,6.166667,3.625,5.863636,5,3.478261,3.902174,6.030303,5.057143,5.801865,6.04,4.192307,5.342857,4.424242,9,4,5.404762,4.073171,4.888889,6
110,4.6,4.25,3,5.111111,4.748718,3,4,5.625,4.87069,5.761905,6.627737,5.894737,4.918919,6,3.939891,7.665854,4.044445,4.72093,4.190909,3.866667,6.6,4,7.313725,6.526316,4.209302,5.716216,3.827586,4,5.871287,4,4.347826,4.415254,4,4,4.21978,4,4.090909,3.861111,4.0625,4,5.251748,4.972891,4,4.793103,4.525424,3.785714,4.530612,3.807692,6.442455,5.340081,5.3125,4.193548,5.672414,5.086207,4.376812,5,4.148148,4.844622,5.333333,4,4,4,5.375,4.918367,6.147399,4.275862,4.4,5.033654,4.612613,3.902439,4.742857,4.277778,4.333333,3.758065,5.409091,4.906077,5.324607,6.285714,5.127021,4.310345,4,4.320158,5.789474,3.666667,4.171875,3.698413,4.066667,5.721569,3.882353,4.666667,4.333333,7.119497,4.5,6.181818,4.461538,4.706271,3.523809,4,3.8,4.650943,3.777778,4.270833,5.616613,4.716049,4.362638,5.495413,4.240196,5.5,4,4,3.810127,4,3.789474,6.571429,3.54054,4.6875,6.982248,4.193878,5.098958,3.733333,4.018518,4.668103,4.83146,5.196581,3.135593,3.9,4.277273,4.632204,3.588235,4.384615,3.959184,3,4.518518,4.109375,4.810811,4,4,4.405797,5.379962,10.98497,3.784091,4,5.153846,4.48,5.046005,6.686131,6.245902,6,4.972603,8.181818,4.860696,5.258621,4,4.327586,5.109091,6.42953,3.978261,4.527027,4.122807,4,4,3.714286,26.32952,3.666667,3.46875,6.925926,4.381579,8.723164,4,5.063084,6.171901,4.2,4.153846,5.432,4,6.543478,6.857143,4.073171,4.75,5,7.915663,6.72093,6.028572,5.0625,4,9.584375,28.20109,5.158416,6.348485,7.5,5,5,7.195122,4.416667,6.925,4,4.1,4.283333,7.383562,6,4.526316,5.545455,5.333333,4,5.272727,5,4,4.021739,6.525252,5,5.550117,5.52,5.615385,5.857143,5,7,4,6.119048,4,5,7.3
111,4.4,3.75,4,5.444445,4.848718,4,4,5.75,5,5.380952,6.051095,5.368421,4.72973,5,3.803279,7.534146,3.866667,5.27907,3.863636,3.533333,6.6,3.8,6.830065,6.263158,4.255814,6.027027,3.816092,3.666667,5.465346,3.926829,3.913043,4.338983,4,4,3.659341,4.333333,4,3.833333,4.958333,3.933333,5.174825,4.554217,3.846154,5.517241,4.108475,4,3.77551,3.846154,6.480818,4.412955,5.333333,4.070968,5.496552,4.586207,3.927536,4,3.91358,4.370518,5.555555,4,4,3.833333,5.1875,4.22449,5.791907,4,4,4.860577,4.981982,4.353659,4.274286,4,3.866667,4.225806,5.045455,4.718232,5.382199,6.142857,4.967668,4.431035,4,4.252964,5.789474,4,4.390625,3.920635,3.733333,5.341177,3.720588,4.154762,4.444445,6.899371,5,5.363636,4,4.171617,3.619048,4.071429,4,4.688679,4,4.652778,5.507987,3.983539,4.406593,5.972477,4.176471,5.75,4,4,3.873418,4,3.263158,6.404762,3.162162,4.21875,6.988166,4.163265,4.854167,3.785185,3.814815,4.482759,4.853932,4.376069,3.779661,3.5,4.440909,4.664407,3,4.239819,3.938776,3.333333,4.740741,3.984375,4.837838,3.25,4,4.826087,5.954631,10.92154,3.931818,4,5.085973,4.16,4.859564,7.007299,6.655738,5.9,5.095891,8.234449,4.572139,5.327586,4,3.948276,4.690909,6.610738,3.858696,4.162162,3.964912,3.5,4.333333,3.928571,26.05143,4,4.1875,6.833333,4.342105,8.79661,4.488889,5.193925,6.095868,3,4.076923,5.392,4,6.652174,6.392857,3.414634,5.25,4,7.963855,7.023256,5.933333,5.375,4,9.471875,28.44293,5.311881,6.045455,7.166667,4.923913,4.972222,7.092683,4.547619,6.8875,4.333333,4,4.066667,6.657534,5,4,5.121212,6.666667,4,5.136364,4,4,4.326087,5.484848,4.885714,5.808858,5.92,4.076923,5,4.939394,5,4,5.523809,3.95122,5.111111,8
112,5.2,4,4,5,5.005128,4.5,4,5.232143,5.025862,5.904762,6.167883,5.605263,4.594594,5.5,4.076503,7.465854,4.155556,5.069767,3.890909,4.4,6.9,3.8,7.477124,7.157895,4.255814,6.486486,3.885057,4,5.554455,4.243902,4.347826,4.372881,3.645161,3.842105,3.912088,3.533333,4.272727,4.166667,4.041667,4,4.93007,4.361446,3.538461,4.793103,4.416949,4,4.693878,3.858974,6.127877,4.870445,4.979167,4.56129,5.389655,4.172414,4.202899,4.2,4.271605,4.533864,6.222222,4,3,4.222222,5.2625,4.346939,6.066474,3.62069,4,4.951923,4.963964,4.170732,4.754286,4.388889,4,3.83871,5.272727,5.033149,5.17801,6.071429,4.939954,4.198276,4.8,4.288538,6.342105,4,4.03125,3.730159,3.533333,5.372549,3.588235,4.690476,4.253968,7.176101,4,6.272727,3.423077,4.69637,4.079365,5.785714,4,4.754717,4,4.4375,5.731629,4.473251,4.21978,5.816514,4.122549,4.75,4.75,4,3.898734,3.657143,4,6.464286,3.810811,4,6.970414,4.469388,4.916667,4,4,4.409483,4.83146,4.495727,3.576271,3.6,4.381818,4.544068,3.058824,4.239819,4.061224,3.5,4.148148,4.03125,4.966216,3,3,4.956522,5.342155,10.9182,3.897727,4,5.135746,4.32,4.808717,6.992701,6.688525,6,4.520548,7.736842,4.502488,5.758621,4,4.168103,5.018182,6.395973,3.880435,4.189189,4.491228,3.166667,4,3.785714,25.91809,4,3.90625,7.185185,4.447369,7.966102,4.644444,4.780374,6.176859,4,4.615385,5.608,4,7.173913,6.535714,3.658537,4,4.939394,8.361445,7.290698,6.409524,5.375,4,9.575,28.4212,4.965346,6.545455,8,5.01087,4.972222,6.960976,4.166667,6.575,4,4,4,7.780822,5.466667,3.929825,5.515152,7,4,5.318182,4,4.608696,4.141304,6.646465,4.885714,5.470862,5.68,5.346154,5,4,6,4,5.523809,4,3.888889,8.3
