"","RFLU","sample","plate","well","time"
"1",48599.8333333333,"Epi_0.5",1,"B01",48
"2",69942.8333333333,"Mito_0.1",1,"B02",48
"3",72454.8333333333,"Veh_0.01",1,"B03",48
"4",38426.8333333333,"Epi_05",1,"B04",48
"5",64705.8333333333,"Veh_10",1,"B05",48
"6",51886.8333333333,"Mito_0.5",1,"B06",48
"7",51334.8333333333,"Daun_01",1,"B07",48
"8",58740.8333333333,"Tras_05",1,"B08",48
"9",57643.8333333333,"Doxo_0.5",1,"B09",48
"10",6189.83333333333,"Daun_05",1,"B10",48
"11",69096.8333333333,"Mito_0.05",1,"B11",48
"12",57578.8333333333,"Tras_10",1,"B12",48
"13",1182.83333333333,"Doxo_50",1,"C01",48
"14",40775.8333333333,"Daun_05",1,"C02",48
"15",71510.8333333333,"Epi_0.05",1,"C03",48
"16",73620.8333333333,"Veh_0.05",1,"C04",48
"17",211.833333333334,"Mito_50",1,"C05",48
"18",69479.8333333333,"Empty Blank",1,"C06",48
"19",66066.8333333333,"Empty Blank",1,"C07",48
"20",66257.8333333333,"Veh_10",1,"C08",48
"21",34884.8333333333,"Epi_10",1,"C09",48
"22",-896.166666666666,"Mito_50",1,"C10",48
"23",62194.8333333333,"Tras_0.5",1,"C11",48
"24",18555.8333333333,"Epi_10",1,"C12",48
"25",63558.8333333333,"Empty Blank",1,"D01",48
"26",55880.8333333333,"Doxo_0.5",1,"D02",48
"27",49980.8333333333,"Daun_01",1,"D03",48
"28",66953.8333333333,"Tras_0.05",1,"D04",48
"29",69365.8333333333,"Empty Blank",1,"D05",48
"30",-1092.16666666667,"Epi_50",1,"D06",48
"31",65148.8333333333,"Daun_0.05",1,"D07",48
"32",40982.8333333333,"Doxo_05",1,"D08",48
"33",69004.8333333333,"Veh_10",1,"D09",48
"34",69301.8333333333,"Epi_0.01",1,"D10",48
"35",-140.166666666666,"Doxo_50",1,"D11",48
"36",50578.8333333333,"Daun_0.1",1,"D12",48
"37",62035.8333333333,"Tras_0.01",1,"E01",48
"38",67892.8333333333,"Mito_0.5",1,"E02",48
"39",55380.8333333333,"Epi_01",1,"E03",48
"40",68476.8333333333,"Veh_0.01",1,"E04",48
"41",66028.8333333333,"Tras_01",1,"E05",48
"42",68366.8333333333,"Veh_05",1,"E06",48
"43",36040.8333333333,"Doxo_10",1,"E07",48
"44",63734.8333333333,"Veh_05",1,"E08",48
"45",72542.8333333333,"Empty Blank",1,"E09",48
"46",70383.8333333333,"Daun_0.01",1,"E10",48
"47",56942.8333333333,"Epi_0.5",1,"E11",48
"48",91.8333333333339,"Mito_10",1,"E12",48
"49",65816.8333333333,"Doxo_0.05",1,"F01",48
"50",60618.8333333333,"Empty Blank",1,"F02",48
"51",68147.8333333333,"Tras_0.05",1,"F03",48
"52",65775.8333333333,"Empty Blank",1,"F04",48
"53",66836.8333333333,"Mito_0.05",1,"F05",48
"54",41935.8333333333,"Epi_0.1",1,"F06",48
"55",66305.8333333333,"Daun_01",1,"F07",48
"56",58550.8333333333,"Tras_0.1",1,"F08",48
"57",62550.8333333333,"Daun_0.5",1,"F09",48
"58",66337.8333333333,"Doxo_0.1",1,"F10",48
"59",68823.8333333333,"Veh_01",1,"F11",48
"60",60765.8333333333,"Epi_0.05",1,"F12",48
"61",53509.8333333333,"Mito_0.05",1,"G01",48
"62",30350.8333333333,"Doxo_10",1,"G02",48
"63",-112.166666666666,"Daun_10",1,"G03",48
"64",192.833333333334,"Mito_05",1,"G04",48
"65",65617.8333333333,"Tras_0.1",1,"G05",48
"66",54589.8333333333,"Doxo_01",1,"G06",48
"67",67568.8333333333,"Veh_0.05",1,"G07",48
"68",-1294.16666666667,"Mito_10",1,"G08",48
"69",73210.8333333333,"Doxo_0.05",1,"G09",48
"70",25853.8333333333,"Epi_10",1,"G10",48
"71",52968.8333333333,"Daun_0.5",1,"G11",48
"72",63074.8333333333,"Veh_0.5",1,"G12",48
"73",63293.6666666667,"Epi_0.5",1,"B01",0
"74",74057.6666666667,"Mito_0.1",1,"B02",0
"75",73528.6666666667,"Veh_0.01",1,"B03",0
"76",72964.6666666667,"Epi_05",1,"B04",0
"77",77704.6666666667,"Veh_10",1,"B05",0
"78",73540.6666666667,"Mito_0.5",1,"B06",0
"79",80449.6666666667,"Daun_01",1,"B07",0
"80",81270.6666666667,"Tras_05",1,"B08",0
"81",83392.6666666667,"Doxo_0.5",1,"B09",0
"82",76098.6666666667,"Daun_05",1,"B10",0
"83",83686.6666666667,"Mito_0.05",1,"B11",0
"84",78196.6666666667,"Tras_10",1,"B12",0
"85",82505.6666666667,"Doxo_50",1,"C01",0
"86",91725.6666666667,"Daun_05",1,"C02",0
"87",86749.6666666667,"Epi_0.05",1,"C03",0
"88",86105.6666666667,"Veh_0.05",1,"C04",0
"89",86226.6666666667,"Mito_50",1,"C05",0
"90",85825.6666666667,"Empty Blank",1,"C06",0
"91",80061.6666666667,"Empty Blank",1,"C07",0
"92",100546.666666667,"Veh_10",1,"C08",0
"93",81734.6666666667,"Epi_10",1,"C09",0
"94",85255.6666666667,"Mito_50",1,"C10",0
"95",91973.6666666667,"Tras_0.5",1,"C11",0
"96",92139.6666666667,"Epi_10",1,"C12",0
"97",64374.6666666667,"Empty Blank",1,"D01",0
"98",71029.6666666667,"Doxo_0.5",1,"D02",0
"99",71071.6666666667,"Daun_01",1,"D03",0
"100",70093.6666666667,"Tras_0.05",1,"D04",0
"101",75346.6666666667,"Empty Blank",1,"D05",0
"102",74060.6666666667,"Epi_50",1,"D06",0
"103",75811.6666666667,"Daun_0.05",1,"D07",0
"104",77582.6666666667,"Doxo_05",1,"D08",0
"105",76148.6666666667,"Veh_10",1,"D09",0
"106",76963.6666666667,"Epi_0.01",1,"D10",0
"107",78414.6666666667,"Doxo_50",1,"D11",0
"108",71431.6666666667,"Daun_0.1",1,"D12",0
"109",68510.6666666667,"Tras_0.01",1,"E01",0
"110",73136.6666666667,"Mito_0.5",1,"E02",0
"111",74100.6666666667,"Epi_01",1,"E03",0
"112",71119.6666666667,"Veh_0.01",1,"E04",0
"113",74617.6666666667,"Tras_01",1,"E05",0
"114",76731.6666666667,"Veh_05",1,"E06",0
"115",77441.6666666667,"Doxo_10",1,"E07",0
"116",79038.6666666667,"Veh_05",1,"E08",0
"117",85586.6666666667,"Empty Blank",1,"E09",0
"118",85336.6666666667,"Daun_0.01",1,"E10",0
"119",86257.6666666667,"Epi_0.5",1,"E11",0
"120",93737.6666666667,"Mito_10",1,"E12",0
