"sigVMT3.ENTREZID","sigVMT3.SYMBOL","sigVMT3.logFC","sigVMT3.AveExpr","sigVMT3.t","sigVMT3.P.Value","sigVMT3.adj.P.Val","sigVMT3.B"
"51278","IER5",-1.38482390568686,5.94729948000738,-9.19621939132741,2.75479722027121e-13,3.87985640502997e-09,19.5653093670012
"389677","RBM12B",1.5615169683537,4.28419672392849,7.11634680158363,1.20456287269901e-09,8.48253174954644e-06,11.542757797964
"4091","SMAD6",1.22795301423471,6.1758745167916,6.74736808967029,5.31454820241296e-09,2.49500322942614e-05,10.3735243760614
"5915","RARB",1.16286300435046,3.85467036414591,6.60831009817577,9.27603444632852e-09,3.26609172855227e-05,9.60186999614085
"8427","ZNF282",0.919886029526591,5.24755996008931,6.27445776844358,3.5066172428279e-08,9.87743944959764e-05,8.57897643014375
"83667","SESN2",-1.05925770024439,7.01912496210995,-6.07812438349415,7.61909135471962e-08,0.000178845471066452,7.8730842725322
"4690","NCK1",0.470162956949173,4.26063857492032,5.8730421290835,1.70375095712189e-07,0.000342794692572924,7.06678078764179
"23642","SNHG1",-1.31211036450315,5.35127435968601,-5.81275061946727,2.15578153398377e-07,0.000379525339057843,6.88769416575054
"2626","GATA4",1.0426777161206,8.4828562280271,5.6804045460231,3.6056173157141e-07,0.000564239047494637,6.39678910668478
"84872","ZC3H10",0.97108262663647,2.25175552571295,5.40991361260613,1.02086904792433e-06,0.00143779196709663,5.13292783040088
"60468","BACH2",1.31675013516008,3.98846581762416,5.3718222917742,1.1805489658998e-06,0.0015115319668848,5.26652545755044
"9304","SNORD22",-1.90002807884604,1.20095489637022,-5.33469620411763,1.35976024388165e-06,0.00159590527290243,4.62275987083363
"4084","MXD1",-0.888998671100734,3.66633584606588,-5.20037856302223,2.26126844146807e-06,0.00244982344074126,4.64301109612033
"8493","PPM1D",-0.733103568388292,5.52788590085733,-5.15162285801273,2.71681743983302e-06,0.00270761180203926,4.52374352253283
"4792","NFKBIA",-0.817375819724109,4.42889836176576,-5.135751450343,2.88371038274559e-06,0.00270761180203926,4.466991655229
"51307","FAM53C",-0.81908923163287,6.45787452867587,-5.04512902686141,4.04800842220698e-06,0.00335456164139122,4.14686584502216
"54925","ZSCAN32",0.56175081472611,3.43969950502764,5.0450566403026,4.04910166881928e-06,0.00335456164139122,4.10669065359761
"23269","MGA",0.789696551167198,5.15630857832874,4.9968479563966,4.84535187993172e-06,0.00379121865983102,3.98583284977598
"6310","ATXN1",0.601713733905317,5.85668461223699,4.97024449324414,5.3485000618848e-06,0.00396464604587292,3.88571415394378
"54971","BANP",0.723097943561595,3.21456175748568,4.9488463441964,5.79003702796047e-06,0.00399508422473816,3.72995817774935
"57547","ZNF624",0.895730479071963,1.55836134971468,4.9411742392589,5.95688502694557e-06,0.00399508422473816,3.52107088038903
"9462","RASAL2",0.722247922929713,6.60281826694178,4.89244167355529,7.13211756155712e-06,0.00456585198804411,3.61618362292455
"79866","BORA",1.195203176748,0.66013245940598,4.84113343149651,8.61445882841687e-06,0.00527504513649666,3.09763973359499
"27245","AHDC1",0.764523220997814,5.8092415307381,4.80362814934531,9.88464495498094e-06,0.00563331890717085,3.31370817062218
"57507","ZNF608",1.36838435391833,4.83259019002941,4.8004726514172,9.99950104226578e-06,0.00563331890717085,3.31785229071872
"54438","GFOD1",0.980123629116963,6.08523494952555,4.73353117131558,1.27674492722465e-05,0.00691602905962769,3.07486917739364
"54807","ZNF586",1.07508752533204,1.77649194673468,4.68574866253719,1.5187478487272e-05,0.0076804746342104,2.72749949490078
"10614","HEXIM1",-1.08165452792267,6.19736947245674,-4.68426575786405,1.5269333268808e-05,0.0076804746342104,2.90783664643442
"2627","GATA6",0.780331386883096,6.61339766970901,4.655458496074,1.69475877927015e-05,0.00803043644414094,2.80805131963116
"284306","ZNF547",-0.889716939843572,1.77230415673744,-4.65289368889415,1.71054454220554e-05,0.00803043644414094,2.67762352197973
"7803","PTP4A1",-0.548043882696247,7.66269998783862,-4.63429921824162,1.82935561017988e-05,0.00815756674216485,2.74558051524751
"79020","C7orf25",0.557157213017083,3.92492991884146,4.63066995651498,1.85346588859184e-05,0.00815756674216485,2.74719469572838
"4919","ROR1",0.838887096514673,7.25566804697595,4.59909944692539,2.07668750637231e-05,0.00886305055749927,2.63028366636187
"284615","ANKRD34A",1.14584756928877,2.64689751656451,4.55153326676963,2.46324865565328e-05,0.0102036453135944,2.43408896475696
"286006","LSMEM1",-1.39057104820404,0.574518239214792,-4.48321772122383,3.143411417e-05,0.012649087542008,1.98225864613351
"606553","LINC02905",1.01888578765547,3.02833174599447,4.44970610482131,3.5406971943406e-05,0.0138018558250221,2.15167641356822
"4211","MEIS1",0.712990043271212,5.24573381359193,4.4377624925977,3.693760506714e-05,0.0138018558250221,2.10757733824869
"84441","MAML2",1.18377415347669,4.14414615042831,4.43546938243181,3.72387476108235e-05,0.0138018558250221,2.11375886940448
"4800","NFYA",0.775651385758418,4.36932982488225,4.39924666379401,4.23242972873178e-05,0.0152844975126816,1.99409288077129
"7832","BTG2",-0.867791037651385,6.84606783727974,-4.38225048574553,4.49370623579357e-05,0.0158223396562292,1.90198297597357
"55904","KMT2E",0.639631639387821,5.46776255613416,4.36660561107186,4.74800175541092e-05,0.0163099650544408,1.85608473309021
"9298","SNORD31",-1.52180984671116,0.0724002628111201,-4.3571167410121,4.90898151206509e-05,0.0164614513371249,1.52923175639723
"27113","BBC3",-1.38495690930956,5.16551566292589,-4.31475391082883,5.69459741079001e-05,0.0186517930078062,1.71736730819367
"27184","DISC2",1.6149567467476,1.71626216279277,4.28796734147348,6.25286409014963e-05,0.0198829901481051,1.59566542488267
"282996","RBM20",0.877879229809156,7.15530969380617,4.28341614409686,6.35284405470553e-05,0.0198829901481051,1.58659306770883
"6843","VAMP1",-1.00250483539009,2.28419906350365,-4.25137605834318,7.10183837894916e-05,0.0217439764628522,1.47363805759445
"81629","TSSK3",-1.10132164993576,0.547898426756067,-4.23430030746858,7.53524036465543e-05,0.0225800692118738,1.16944149259523
"56920","SEMA3G",-1.2024316588884,2.02659926838666,-4.21676605444407,8.00687871814036e-05,0.0234935166388102,1.37117350299592
"55628","ZNF407",0.662277403434392,4.24788298701488,4.20190751468182,8.42879036122233e-05,0.0242267517239705,1.36685170544602
"144165","PRICKLE1",1.24322730210292,6.90944757395402,4.19127008161097,8.74396694177805e-05,0.0246300060816004,1.28839153235314
"9310","ZNF235",0.922044465057922,1.97799209315217,4.18223191394103,9.02068705673703e-05,0.0249112463739381,1.25536687278167
"57182","ANKRD50",0.787964959047658,6.77024178709463,4.16574796279363,9.54732640563924e-05,0.0254458530930174,1.20315551691483
"1647","GADD45A",-0.683873058470386,7.6192854722866,-4.16488745864176,9.57561924119512e-05,0.0254458530930174,1.21580903808482
"147949","ZNF583",0.792436985739463,1.95392123893609,4.14075340540545,0.000104029629135125,0.0271324684581315,1.13992318956461
"8690","JRKL",0.699968969764256,3.06727005343621,4.11265307454924,0.000114533906885351,0.0293290099013325,1.09680279555061
"100293516","ZNF587B",0.920485285027766,2.79036942181794,4.09957831524843,0.000119763680441564,0.0301205656310534,1.05339375640561
"54936","ADPRS",-0.35646274601103,4.98504639526538,-4.08840282045367,0.000124415771236501,0.0307416091595593,0.986814775675271
"285172","FAM126B",0.6989165665652,4.4672441242668,4.07945494199727,0.000128265767307012,0.0311464666681371,0.982221521924048
"79648","MCPH1",0.676244925658506,3.77527366841777,4.05932216219904,0.000137352969928296,0.032787783533392,0.937561411796784
"56257","MEPCE",-0.65451549417238,5.60091830639027,-4.03100270906106,0.000151192440020004,0.0354899054206955,0.780782501827941
"23414","ZFPM2",0.603308222125563,4.83989285194991,4.02535625077948,0.000154108095065379,0.0355812854246033,0.793048886639829
"79094","CHAC1",1.14591935581492,1.99388006146481,3.9997809461082,0.000168006485143526,0.0381645699477649,0.743766607108038
"27086","FOXP1",0.707862084129065,5.35374724883703,3.99261573063955,0.000172111848924015,0.0384765600039021,0.672486303271743
"400673","VMAC",0.956612224076816,1.05467139824293,3.95751760174533,0.000193656521300109,0.0424062556381772,0.504707575201382
"10743","RAI1",0.591917881874552,5.92676244635155,3.95436808095571,0.000195711915399142,0.0424062556381772,0.54030143629223
"1488","CTBP2",0.542793063263643,5.34017851613421,3.94876618013557,0.000199419699389603,0.0425549552455026,0.542845855766741
"23179","RGL1",0.753740422857972,6.14980175270652,3.94351985254249,0.000202953320513177,0.0426626054642923,0.50620784624646
"7705","ZNF146",0.442279142034958,5.91720527532027,3.92193459557438,0.000218135569387393,0.0441654468811865,0.435363630999531
"5629","PROX1",1.2176802871479,5.32401539631663,3.92170055206073,0.000218306020721491,0.0441654468811865,0.47692294155746
"79767","ELMO3",-1.21802706865692,0.392803524622499,-3.92005213750851,0.000219510173365738,0.0441654468811865,0.376316131595954
"149483","CCDC17",-1.53880181413269,0.0612077236384548,-3.90231263463996,0.000232879238863059,0.0461953690161595,0.246537239681515
"8110","DPF3",0.708399136752291,5.57072333274527,3.89649133943335,0.000237434307846622,0.0464447887737753,0.3619255677969
"4092","SMAD7",0.716629895671328,5.22503482218347,3.88895214081671,0.000243460892299489,0.0469712768102193,0.372490437427776
"57731","SPTBN4",-0.993348853964383,0.618457127030417,-3.88312977762241,0.000248215328300304,0.0472414146456957,0.238784144646079
"121536","AEBP2",0.524547634218349,4.36134336978144,3.87624026443102,0.000253956348233831,0.0476896161136703,0.370160766928943
