"","x"
"1724",8123
"1725",100033416
"1726",653720
"1727",440253
"1728",646278
"1729",321
"1730",653075
"1731",101059918
"1732",728498
"1733",54893
"1734",102725022
"1735",51621
"1736",653125
"1737",100996255
"1738",643699
"1739",6447
"1740",26585
"1741",6263
"1742",57099
"1743",51234
"1744",55505
"1745",254531
"1746",101928174
"1747",54989
"1748",84529
"1749",161742
"1750",10125
"1751",11245
"1752",6727
"1753",100131089
"1754",90427
"1755",100131244
"1756",100505573
"1757",85455
"1758",27079
"1759",643338
"1760",84936
"1761",57617
"1762",54617
"1763",11261
"1764",51103
"1765",3706
"1766",4058
"1767",7301
"1768",51332
"1769",825
"1770",255252
"1771",57519
"1772",197131
"1773",9836
"1774",161823
"1775",146050
"1776",4130
"1777",9677
"1778",1159
"1779",548596
"1780",2923
"1781",10169
"1782",4236
"1783",84978
"1784",728758
"1785",113201
"1786",645212
"1787",8669
"1788",80208
"1789",6652
"1790",7782
"1791",26258
"1792",58472
"1793",2200
"1794",23741
"1795",9728
"1796",9318
"1797",196951
"1798",2252
"1799",54822
"1800",84888
"1801",388121
"1802",29766
"1803",123169
"1804",10681
"1805",4644
"1806",51187
"1807",283659
"1808",4734
"1809",54816
"1810",81488
"1811",102
"1812",79811
"1813",54778
"1814",145773
"1815",663
"1816",302
"1817",6095
"1818",51762
"1819",83464
"1820",84191
"1821",6642
"1822",79856
"1823",5479
"1824",23060
"1825",348094
"1826",123263
"1827",390594
"1828",10845
"1829",54956
"1830",9543
"1831",81556
"1832",5604
"1833",6124
"1834",100506686
"1835",145853
"1836",91860
"1837",10116
"1838",22801
"1839",54852
"1840",55075
"1841",55323
"1842",56906
"1843",79875
"1844",123228
"1845",56965
"1846",3073
"1847",83440
"1848",4756
"1849",27020
"1850",9399
"1851",64220
"1852",80153
"1853",1543
"1854",25989
"1855",10066
"1856",4351
"1857",9377
"1858",54939
"1859",79661
"1860",4123
"1861",25942
"1862",55272
"1863",257364
"1864",92912
"1865",2108
"1866",79834
"1867",10363
"1868",440292
"1869",23102
"1870",10518
"1871",80349
"1872",3658
"1873",1138
"1874",1512
"1875",23423
"1876",2184
"1877",9915
"1878",79631
"1879",647042
"1880",100134869
"1881",440295
"1882",80154
"1883",6218
"1884",53339
"1885",53346
"1886",646
"1887",57188
"1888",648809
"1889",440300
"1890",388152
