"","x"
"1224","1192"
"1225","4758"
"1226","6046"
"1227","3833"
"1228","578"
"1229","117283"
"1230","221491"
"1231","6882"
"1232","5603"
"1233","27154"
"1234","1026"
"1235","105375039"
"1236","2740"
"1237","441150"
"1238","93643"
"1239","5429"
"1240","55362"
"1241","221395"
"1242","27242"
"1243","55166"
"1244","4172"
"1245","85315"
"1246","114327"
"1247","401264"
"1248","51557"
"1249","7803"
"1250","25821"
"1251","27145"
"1252","4646"
"1253","55023"
"1254","100288198"
"1255","7272"
"1256","22832"
"1257","9994"
"1258","79694"
"1259","11149"
"1260","5550"
"1261","639"
"1262","202"
"1263","27244"
"1264","387119"
"1265","5796"
"1266","345930"
"1267","51534"
"1268","51390"
"1269","57621"
"1270","26271"
"1271","54516"
"1272","9444"
"1273","387263"
"1274","90637"
"1275","79778"
"1276","202915"
"1277","114796"
"1278","392617"
"1279","221935"
"1280","9907"
"1281","80028"
"1282","55536"
"1283","9771"
"1284","26031"
"1285","358"
"1286","51251"
"1287","554236"
"1288","101930085"
"1289","54443"
"1290","349114"
"1291","136647"
"1292","79783"
"1293","9263"
"1294","5478"
"1295","64759"
"1296","7378"
"1297","81552"
"1298","154881"
"1299","27342"
"1300","26053"
"1301","5982"
"1302","11257"
"1303","5243"
"1304","55972"
"1305","10926"
"1306","6717"
"1307","7980"
"1308","2791"
"1309","8910"
"1310","55971"
"1311","10898"
"1312","4176"
"1313","79690"
"1314","4034"
"1315","43"
"1316","1174"
"1317","222229"
"1318","100216545"
"1319","168455"
"1320","4897"
"1321","29969"
"1322","7982"
"1323","27044"
"1324","64753"
"1325","51200"
"1326","53844"
"1327","378805"
"1328","91584"
"1329","57016"
"1330","346689"
"1331","90956"
"1332","155054"
"1333","7516"
"1334","54892"
"1335","57488"
"1336","389610"
"1337","286046"
"1338","606553"
"1339","9108"
"1340","23362"
"1341","55790"
"1342","4023"
"1343","55806"
"1344","80346"
"1345","23516"
"1346","10174"
"1347","8794"
"1348","8797"
"1349","91782"
"1350","4747"
"1351","157313"
"1352","23087"
"1353","2185"
"1354","157570"
"1355","55872"
"1356","1846"
"1357","100128750"
"1358","11030"
"1359","5516"
"1360","3084"
"1361","6422"
"1362","286"
"1363","8601"
"1364","137695"
"1365","619279"
"1366","55824"
"1367","85444"
"1368","25788"
"1369","94241"
"1370","7534"
"1371","51123"
"1372","50484"
"1373","9699"
"1374","114788"
"1375","4856"
"1376","79075"
"1377","29028"
"1378","157769"
"1379","9788"
"1380","114"
"1381","7038"
"1382","83696"
"1383","51337"
"1384","66004"
"1385","389692"
"1386","286077"
"1387","100128338"
"1388","23513"
"1389","84875"
"1390","340390"
"1391","2298"
"1392","81704"
"1393","23189"
"1394","6505"
"1395","4781"
"1396","92949"
"1397","10670"
"1398","340485"
"1399","3301"
"1400","360"
"1401","23349"
"1402","2189"
"1403","158381"
"1404","84904"
"1405","9833"
"1406","5079"
"1407","9414"
"1408","55312"
"1409","80010"
"1410","4915"
"1411","79048"
"1412","4814"
"1413","55357"
"1414","9568"
"1415","91283"
