"","RFLU","sample","plate","well","time"
"1",22005.6666666667,"Epi_0.5",1,"B01",48
"2",34988.6666666667,"Mito_0.1",1,"B02",48
"3",55596.6666666667,"Veh_0.01",1,"B03",48
"4",33803.6666666667,"Epi_05",1,"B04",48
"5",51238.6666666667,"Veh_10",1,"B05",48
"6",32682.6666666667,"Mito_0.5",1,"B06",48
"7",13447.6666666667,"Daun_01",1,"B07",48
"8",45467.6666666667,"Tras_05",1,"B08",48
"9",29747.6666666667,"Doxo_0.5",1,"B09",48
"10",-1078.33333333333,"Daun_05",1,"B10",48
"11",28727.6666666667,"Mito_0.05",1,"B11",48
"12",28099.6666666667,"Tras_10",1,"B12",48
"13",-4497.33333333333,"Doxo_50",1,"C01",48
"14",-638.333333333332,"Daun_05",1,"C02",48
"15",47624.6666666667,"Epi_0.05",1,"C03",48
"16",59356.6666666667,"Veh_0.05",1,"C04",48
"17",-5526.33333333333,"Mito_50",1,"C05",48
"18",40280.6666666667,"Empty Blank",1,"C06",48
"19",47588.6666666667,"Empty Blank",1,"C07",48
"20",40348.6666666667,"Veh_10",1,"C08",48
"21",22515.6666666667,"Epi_10",1,"C09",48
"22",-2719.33333333333,"Mito_50",1,"C10",48
"23",35095.6666666667,"Tras_0.5",1,"C11",48
"24",11926.6666666667,"Epi_10",1,"C12",48
"25",51162.6666666667,"Empty Blank",1,"D01",48
"26",29988.6666666667,"Doxo_0.5",1,"D02",48
"27",27017.6666666667,"Daun_01",1,"D03",48
"28",50967.6666666667,"Tras_0.05",1,"D04",48
"29",47889.6666666667,"Empty Blank",1,"D05",48
"30",-4876.33333333333,"Epi_50",1,"D06",48
"31",40731.6666666667,"Daun_0.05",1,"D07",48
"32",28330.6666666667,"Doxo_05",1,"D08",48
"33",48029.6666666667,"Veh_10",1,"D09",48
"34",28071.6666666667,"Epi_0.01",1,"D10",48
"35",-4695.33333333333,"Doxo_50",1,"D11",48
"36",28509.6666666667,"Daun_0.1",1,"D12",48
"37",46099.6666666667,"Tras_0.01",1,"E01",48
"38",40209.6666666667,"Mito_0.5",1,"E02",48
"39",24522.6666666667,"Epi_01",1,"E03",48
"40",46779.6666666667,"Veh_0.01",1,"E04",48
"41",38425.6666666667,"Tras_01",1,"E05",48
"42",44728.6666666667,"Veh_05",1,"E06",48
