"sigVDX24.ENTREZID","sigVDX24.SYMBOL","sigVDX24.logFC","sigVDX24.AveExpr","sigVDX24.t","sigVDX24.P.Value","sigVDX24.adj.P.Val","sigVDX24.B"
"26263","FBXO22",-1.86156634482028,5.85716448465967,-13.10664847853,1.0050254701182e-19,9.43651914742982e-17,34.5619216235568
"121053","NOPCHAP1",-2.82142002841899,3.02873873460358,-13.0745395020403,1.1267285670856e-19,9.91802821177101e-17,34.407985508003
"55632","G2E3",2.59246412525845,3.11256489761471,12.9404746340132,1.81848214134267e-19,1.50655896933354e-16,33.9110695248108
"56474","CTPS2",1.3238802507572,5.27732520710595,12.8691720168477,2.34790930272088e-19,1.83710858997339e-16,33.7271969893886
"60509","AGBL5",-1.8439160234069,5.18377474211197,-12.8465972153532,2.54609381175257e-19,1.88732553919596e-16,33.6461773698312
"57369","GJD2",6.47022710246811,1.01282918643966,12.7921985018437,3.09595958370256e-19,2.18017473884334e-16,33.0462252541553
"100144748","KLLN",-4.0344818120426,2.55615742415872,-12.7492880082601,3.61324536923213e-19,2.42328322763168e-16,33.234900330372
"57763","ANKRA2",-1.72037006518035,4.85865199285506,-12.6688924275809,4.82937790860589e-19,3.09167993021842e-16,33.0133389599505
"100294145","LOC100294145",-2.05058763640537,4.56534430108195,-12.5918941497365,6.38108523853199e-19,3.90744367389063e-16,32.7404271292167
"5437","POLR2H",-2.14577121936621,5.16917118990824,-12.5004804720006,8.89149608160517e-19,5.21782628388863e-16,32.4054935835588
"51557","LGSN",-4.85274603778681,2.62614051265189,-12.4787552806237,9.62241508926455e-19,5.31977905390374e-16,32.2471771315974
"27165","GLS2",-6.00206350350184,2.39252913932927,-12.4731496384058,9.82066567747069e-19,5.31977905390374e-16,32.201238444914
"51191","HERC5",-3.75421132410324,1.21292691381954,-12.4535098816933,1.05483626370239e-18,5.50233849554983e-16,32.0608198661362
"6772","STAT1",-2.05797046774615,7.4643021522928,-12.3717651281146,1.42109714891459e-18,7.14811865904039e-16,31.9437490238324
"57622","LRFN1",2.89822684178068,3.43266356651724,12.3525242855736,1.52455721979255e-18,7.40409099433042e-16,31.837511031086
"642938","INSYN2A",-6.2039854836409,0.276319269377034,-12.1733037643151,2.9403037132517e-18,1.3803745832479e-15,30.9975189976453
"100","ADA",-3.11335723383822,4.33265863698005,-12.1008093912812,3.83945137433681e-18,1.70056937935869e-15,30.9724132557748
"55125","CEP192",2.10948287898219,4.02027474244273,12.0923601333368,3.96089340644553e-18,1.70056937935869e-15,30.9405656565034
"9538","EI24",-2.02234535473754,7.49366074527982,-12.0907428241363,3.98457750062742e-18,1.70056937935869e-15,30.9209590911735
"60492","CCDC90B",-1.80195882320458,6.15819992783205,-12.0464599960359,4.69168294158931e-18,1.94346066321599e-15,30.7434859151888
"8079","MLF2",-1.67507187014742,8.1748174054034,-12.0304644327501,4.97715762584877e-18,2.00280822864155e-15,30.7078729710631
"4782","NFIC",1.91275911416881,6.19056148339048,11.991513931773,5.74784940725574e-18,2.24868641810527e-15,30.5435087139738
"5564","PRKAB1",-1.83624703782203,5.3916083727789,-11.8880083237894,8.43430118807757e-18,3.13003575602096e-15,30.1682411512539
"8671","SLC4A4",2.27810726427372,5.20797915460493,11.887662268468,8.44514049480237e-18,3.13003575602096e-15,30.1848233666966
"23312","DMXL2",1.3506583196416,4.81793753609291,11.8775470437083,8.7682608100376e-18,3.16646628842486e-15,30.1467922628494
"80013","MINDY3",-1.22962809872692,5.39787389927699,-11.8264638011463,1.06010056748694e-17,3.73261409812151e-15,29.9330678675008
"5453","POU3F1",-7.73983755518418,1.8859779783306,-11.8121035411592,1.1182665895824e-17,3.77209206135218e-15,29.7309843214023
"83667","SESN2",-2.14348420076017,7.01912496210995,-11.8105191296673,1.12487834831576e-17,3.77209206135218e-15,29.8822797868506
"55502","HES6",-3.65697514948061,3.30311279900644,-11.777305926278,1.2729299597471e-17,4.16928966350656e-15,29.7846965058861
"2232","FDXR",-3.04901378086282,6.40552132971439,-11.6523945945577,2.02900048209168e-17,6.49464608858619e-15,29.303547788974
"84722","PSRC1",3.98013296354676,0.652448197168095,11.6058950784221,2.4147156161832e-17,7.55752327518315e-15,28.8514420939967
"284252","KCTD1",-1.64725111936653,5.27454105256793,-11.5367657930066,3.12926828880632e-17,9.581003169467e-15,28.8627856680761
"22837","COBLL1",-2.63264717105361,4.5284855118083,-11.4588059442977,4.1946738069012e-17,1.25697416800844e-14,28.5985181955153
"6882","TAF11",-0.867082089625516,5.24615398332532,-11.3863001945856,5.51229662594352e-17,1.61739970166226e-14,28.29595977164
"11334","TUSC2",-1.30104572648448,5.61767981586343,-11.3568851773741,6.15940361203578e-17,1.77038858105943e-14,28.181578814672
"9148","NEURL1",-2.46086259919825,2.63370474200478,-11.3054686308268,7.48010533429464e-17,2.10699607056412e-14,28.0368676465751
"4354","MPP1",1.94277385977987,3.88808571075324,11.276545131788,8.34501852509503e-17,2.28611637300925e-14,27.938235324222
"8797","TNFRSF10A",-4.56616707007504,3.03349523336292,-11.2735347292503,8.44064551238859e-17,2.28611637300925e-14,27.9145773196018
"54566","EPB41L4B",-4.33561454901208,1.56170429494044,-11.2072236170034,1.08515347800533e-16,2.88364180834474e-14,27.6143085022186
"57828","CATSPERG",-3.09935447676059,0.476859074495718,-11.1666102596685,1.26599036719978e-16,3.30189043178549e-14,27.3045637387961
"5141","PDE4A",-3.97456868486335,1.7432485779818,-11.122720769115,1.49576199746477e-16,3.83023854041705e-14,27.3073840104238
"8970","H2BC11",-3.52164336205839,1.62846401459549,-11.1143374059406,1.54421855385552e-16,3.88370966294663e-14,27.2733043847727
"8339","H2BC8",-4.42026188577497,1.93857708427709,-11.098938311968,1.63738805264488e-16,3.98500050588239e-14,27.224996360184
"8531","YBX3",-2.16568804611442,7.79837271731327,-11.0941999541991,1.66718139389949e-16,3.98500050588239e-14,27.2214844909463
"284080","PICART1",-4.64276184599641,-0.150862557963004,-11.0896980833108,1.69599387336155e-16,3.98500050588239e-14,27.051406229113
"29901","SAC3D1",-2.19838981760403,4.64743579113754,-11.0894383648,1.69767133167384e-16,3.98500050588239e-14,27.2078532187424
"105373311","LOC105373311",-3.25508532460493,2.42090549041278,-11.0790485765643,1.76616604698401e-16,4.07781682061028e-14,27.1686836510812
"740","MRPL49",-1.0087528415774,5.86033108951311,-11.0287346452012,2.13940843875573e-16,4.85990781474768e-14,26.9378127013112
"1063","CENPF",3.51207428861147,4.72190961962256,11.0125468250673,2.27566755287572e-16,5.08738124042883e-14,26.9463241265768
"23331","TTC28",1.79108713633879,5.2275393807522,10.9704723553208,2.6721790794907e-16,5.88046408680423e-14,26.75073506205
"126820","DNAI3",-3.39688689545099,4.19333368721411,-10.9425811808297,2.97272845563194e-16,6.38966455368072e-14,26.6733025527476
"701","BUB1B",3.52766881016969,3.30370470437621,10.9406896059593,2.99430460482056e-16,6.38966455368072e-14,26.666746511427
"5333","PLCD1",-3.5870132655108,4.17794693274786,-10.9167602828112,3.28127705766781e-16,6.8975382209244e-14,26.5812759558458
"8463","TEAD2",1.07216730577685,5.57903027069622,10.9048524120894,3.43425422511541e-16,7.11294654507727e-14,26.4772747772426
"54443","ANLN",3.2880576350117,6.54929400045827,10.8418661410331,4.37142546099191e-16,8.92277625979856e-14,26.2570694147414
"43","ACHE",-3.11691947658532,3.95387503331404,-10.8256496931773,4.6519339642968e-16,9.35969113616516e-14,26.241615299957
"151534","LBX2-AS1",-3.71484820540438,-0.0660208223950993,-10.7787417558367,5.56974877763057e-16,1.09638255547216e-13,25.9000225541927
"5347","PLK1",3.82339783737273,3.4143735372265,10.7771035702236,5.60490940031212e-16,1.09638255547216e-13,26.0527087829722
"56999","ADAMTS9",2.45202041234936,7.10462140032964,10.7627370993509,5.92299981988366e-16,1.14273328031838e-13,25.9375704530966
"54855","TENT5C",-3.58017536201634,2.64843385971838,-10.7565281098228,6.06604490148271e-16,1.15451589719571e-13,25.9780611841748
"28960","DCPS",2.16202022207253,2.75689508260992,10.7504887045152,6.20852193273407e-16,1.16587763867502e-13,25.9316281554877
"9493","KIF23",3.18934706842688,4.35144330188331,10.7362979300078,6.55671206039328e-16,1.21506227182341e-13,25.9090674143796
"8930","MBD4",1.66019525740562,4.14853829444629,10.728178859667,6.76470505147356e-16,1.23732605123316e-13,25.8709614321837
"127544","RNF19B",-2.19259148824018,5.3792625890013,-10.7034638457592,7.43967702345264e-16,1.3433386051065e-13,25.725589133469
"127281","PRXL2B",2.05468631706904,4.15437023166956,10.6962135426206,7.65026909728633e-16,1.36387835400229e-13,25.7572485307253
"64901","RANBP17",2.27928340080517,2.40116536851216,10.6746856835912,8.3116315981057e-16,1.46326274284651e-13,25.6344262378589
"441631","TSPAN11",-3.85192476651254,4.6300816000174,-10.6566348651703,8.9103888043066e-16,1.54930760394882e-13,25.5832897021766
"11200","CHEK2",1.99538193948718,2.46075511866787,10.650717874409,9.1159688766564e-16,1.55414562618054e-13,25.5558150178774
"493869","GPX8",3.04846856944273,5.89653946870056,10.6494989290692,9.15890989583815e-16,1.55414562618054e-13,25.5409992641988
"27239","GPR162",3.00552938160307,3.41954713498535,10.6445770532773,9.33438017481749e-16,1.56506440931107e-13,25.545876140935
"4172","MCM3",2.46236334213943,5.78698700869711,10.5936236355441,1.13624958907802e-15,1.86749364789203e-13,25.3072209456496
"5933","RBL1",2.29048906822582,2.44903099870543,10.5898506217343,1.15292593013965e-15,1.86749364789203e-13,25.3310991429476
"4248","MGAT3",1.42132976228806,5.11152839959541,10.5897009877849,1.15359235562771e-15,1.86749364789203e-13,25.2986246990885
"389792","IER5L",-2.44194912318702,5.07003700052838,-10.5745959709855,1.2229015749207e-15,1.95719838422536e-13,25.2446325237181
"84818","IL17RC",1.88179084286017,4.40074332921414,10.5559158760024,1.31444545055881e-15,2.0800730028843e-13,25.2134581369878
"6427","SRSF2",1.31614282637087,6.61918374715446,10.5380918958377,1.40822430150549e-15,2.20371456248926e-13,25.0603385756334
"5881","RAC3",2.87825528679264,3.05763953167751,10.512586611542,1.55426355566425e-15,2.40552174922805e-13,25.028206250602
"57549","IGSF9",3.25934981978878,3.05824164855797,10.48746329169,1.71302974238804e-15,2.62242509693404e-13,24.9508852467397
"157506","RDH10",-2.13531590894541,5.90717076350307,-10.4809338562569,1.75690254355775e-15,2.66066832510402e-13,24.8576272507876
"10668","CGRRF1",-1.47267971283557,3.92694975898486,-10.4732740390669,1.8098153397363e-15,2.71164247285596e-13,24.8835612014404
"340526","RTL5",-2.21661332279918,5.58548679079306,-10.4575878780898,1.92323528527884e-15,2.85124692188075e-13,24.7726193765784
"11340","EXOSC8",2.0101417868088,3.40317033591031,10.4426548479176,2.03785611141536e-15,2.98970473678895e-13,24.7965841357569
"11103","KRR1",-1.35749355638298,5.00362615774905,-10.4079007338864,2.33197693469401e-15,3.38593434517839e-13,24.5872129748894
"7840","ALMS1",1.49027801086913,3.87501611704756,10.3970465634288,2.43232485085376e-15,3.49559828565555e-13,24.6109122474731
"1647","GADD45A",-1.74204193879002,7.6192854722866,-10.3918262812796,2.48212419899637e-15,3.53113507259241e-13,24.5270817807804
"54557","SGTB",-1.3103843177829,4.42130209350175,-10.3783671589589,2.61530658838463e-15,3.68158665153273e-13,24.5014501683415
"55118","CRTAC1",-6.65657980632304,1.58312336026946,-10.3759320227724,2.64016083360413e-15,3.68158665153273e-13,24.48138675731
"148756","OVAAL",-4.66551218728153,2.34593424806153,-10.3288849852891,3.16989506290415e-15,4.37694137901392e-13,24.3572337624404
"28981","IFT81",1.84461153571594,4.66601677083072,10.3232526611342,3.24010238830706e-15,4.43044679970064e-13,24.3038429560756
"92815","H2AW",-2.44662285950563,3.91138781037196,-10.3143675787886,3.35405236787488e-15,4.54216091818748e-13,24.2860701686084
"64782","AEN",-1.75622054120986,6.77463826519455,-10.3061127742573,3.46353222850264e-15,4.623445313046e-13,24.1801096326359
"148808","MFSD4A",-3.94637085802888,0.358346140045635,-10.3049137987184,3.47973021288609e-15,4.623445313046e-13,24.1693608852668
"2876","GPX1",-2.45904658031459,8.16125340982508,-10.2904940231303,3.68061867086922e-15,4.84465732341327e-13,24.1662467713942
"57535","ELAPOR1",-3.43341090218103,0.758791008764228,-10.201575439968,5.20511337443077e-15,6.78785340421138e-13,23.7613812489301
"94241","TP53INP1",-1.98449909046498,6.689759867922,-10.1965270581809,5.30866977463834e-15,6.85938578954187e-13,23.7599788112445
"547","KIF1A",2.33311772992068,7.29303577764227,10.1817446713274,5.62398053605935e-15,7.20074016998726e-13,23.6983650047577
"4598","MVK",1.82277584587564,3.8903464932203,10.1645722186168,6.01402420758758e-15,7.63076729186157e-13,23.7276489855591
"9001","HAP1",-4.02401296543882,1.2841913128603,-10.1513205962867,6.33353463018974e-15,7.96441979746359e-13,23.6294044219551
"55210","ATAD3A",1.39497617588545,5.55728706933755,10.145550630267,6.47794216269869e-15,8.07392366543791e-13,23.5748397015842
"256949","KANK3",-3.81551924628782,0.85237727509979,-10.1340272369563,6.77633831128575e-15,8.3717498926446e-13,23.5513578216026
"23090","ZNF423",-3.42319631810807,1.79099150958164,-10.0988584845038,7.77534887202461e-15,9.52243595770387e-13,23.4716330449896
"79866","BORA",2.63352223546148,0.66013245940598,10.03747864166,9.88739638965006e-15,1.19382563165723e-12,23.1146228889666
"27184","DISC2",4.58875533598714,1.71626216279277,10.0367035904121,9.91746655097247e-15,1.19382563165723e-12,23.1577130216104
"203068","TUBB",2.45391999591748,9.23440469458132,10.0038320341467,1.12812361076828e-14,1.34648245203902e-12,23.0562766302033
"7633","ZNF79",-2.04816442924032,4.23169580980383,-9.9956604605472,1.16486006335835e-14,1.37864614557471e-12,23.0390090766025
"55585","UBE2Q1",-0.786630425176427,6.40853027494511,-9.97729270810926,1.2518895690194e-14,1.46930105750577e-12,22.8858270063666
"8877","SPHK1",-3.41494015362892,4.64493304200999,-9.96737698500264,1.30156154027206e-14,1.51497460604889e-12,22.9371279742269
"7041","TGFB1I1",3.57187633602912,5.36125672603002,9.95780606516186,1.3513864951769e-14,1.56007601623537e-12,22.916223526903
"100302401","RASAL2-AS1",-2.21694040624034,2.02082133525711,-9.93734958679196,1.46441028527329e-14,1.67680930551131e-12,22.8548662440417
"9766","SUSD6",-1.68701866166878,6.24531859742099,-9.9324578164002,1.49281821079472e-14,1.69555255490587e-12,22.7229946176919
"163786","SASS6",2.28339739188858,1.92179560310494,9.91975630104686,1.56919563567601e-14,1.76804410662887e-12,22.767134256065
"23673","STX12",-1.61244206991296,5.73124635128426,-9.90699857777769,1.64986990049243e-14,1.84418791099487e-12,22.623868141492
"22824","HSPA4L",-1.99021163241258,4.91979617464782,-9.87034576629817,1.9056294977184e-14,2.11329809809968e-12,22.5056849277255
"6839","SUV39H1",2.32816009680444,2.41069300547432,9.85167365620779,2.05089650497879e-14,2.25662706063447e-12,22.5171682224804
"25819","NOCT",-2.87504539427896,4.32292193465326,-9.84225130603945,2.1283795418121e-14,2.32372848580477e-12,22.4540914755496
"81688","C6orf62",-1.21109884355648,7.47765420693227,-9.83472408234991,2.19238913796455e-14,2.37520066300713e-12,22.3604654335854
"4796","TONSL",1.66643166143719,3.58982289617626,9.82406169812517,2.28638784590964e-14,2.45812873448789e-12,22.4146731226139
"3958","LGALS3",-2.59293747836782,4.66672608876112,-9.81885791199172,2.33372562186892e-14,2.4900145195759e-12,22.3243065979935
"5536","PPP5C",0.976258587775823,6.72556174930083,9.8021005106884,2.4929680543179e-14,2.63992196067769e-12,22.1987099159702
"11218","DDX20",1.23848789598243,4.66839051481796,9.79805994335828,2.53297299386502e-14,2.66226803325336e-12,22.2521560551574
"124997","WDR81",-2.07654633859804,5.66384148488537,-9.79268604897906,2.587181257503e-14,2.69910080227202e-12,22.1864752105542
"6330","SCN4B",-4.88795787526247,2.87476228475943,-9.7899878516315,2.61483735463647e-14,2.70789480166912e-12,22.2933306879536
"55790","CSGALNACT1",-3.32726843480273,2.19701839156,-9.78084813316306,2.71074666303582e-14,2.78672671548879e-12,22.2580528869067
"55020","TTC38",1.28301481992602,4.24337538422989,9.76742348378916,2.85807398296028e-14,2.91689231710236e-12,22.1695465298079
"3835","KIF22",2.34495773355233,4.1305135491783,9.76123219929019,2.92870748716194e-14,2.96104270609642e-12,22.1573813732456
"5424","POLD1",2.11807328664775,4.3015979051851,9.7599647424597,2.94338241162666e-14,2.96104270609642e-12,22.1448762373437
"221687","RNF182",-4.73885709095471,1.43577352069506,-9.74805627939809,3.08492475523373e-14,3.081424131398e-12,22.1038205158075
"101926888","RALY-AS1",-2.29742817681655,0.0133138101254736,-9.72743709701736,3.34638426649917e-14,3.31904760629396e-12,21.930569943177
"90410","IFT20",-1.59456532760217,3.67287585563491,-9.69534433000368,3.79838833278358e-14,3.74101407544923e-12,21.8883405689348
"83959","SLC4A11",-5.38760664989481,2.41821323560548,-9.68317854641599,3.98536373284289e-14,3.89790713981662e-12,21.8794159860687
"10610","ST6GALNAC2",-4.32693008859312,2.47246222623968,-9.68068436217675,4.02482549828629e-14,3.90935464261132e-12,21.8700060176066
"115201","ATG4A",-0.913180496926213,5.88471685546283,-9.67810438045577,4.06605818627289e-14,3.92235366407311e-12,21.7160278920872
"50484","RRM2B",-2.74960695059892,6.77032963668011,-9.67629317377669,4.09525799616218e-14,3.92364718489443e-12,21.7466637004518
"3268","AGFG2",1.69946760122297,3.01926084199037,9.66737324267194,4.24216858059723e-14,4.03693934386023e-12,21.819417859613
"51278","IER5",-1.44271043823462,5.94729948000738,-9.66138321828699,4.34378689335875e-14,4.10589896684998e-12,21.6611736411346
"7832","BTG2",-1.99063104410785,6.84606783727974,-9.65330194163135,4.48477234481823e-14,4.21090224696133e-12,21.6413798980778
"54991","C1orf159",1.39822288887919,2.96760662707824,9.64437714004704,4.64582735336091e-14,4.31607729802398e-12,21.730433566881
"9452","ITM2A",-3.07785717871448,4.19314381494031,-9.64371104139712,4.65807831084667e-14,4.31607729802398e-12,21.6622745842191
"10198","MPHOSPH9",1.44317982637477,4.16325872416788,9.62018446998078,5.11226553976774e-14,4.70595737660712e-12,21.5845894566835
"219899","TBCEL",-1.46620091833396,5.4276476700809,-9.58255843481071,5.93304899292786e-14,5.42604298807766e-12,21.3524476539208
"1723","DHODH",1.89195536285003,2.36284156459646,9.57409134756107,6.13531230754786e-14,5.55008315294107e-12,21.4477806304986
"23468","CBX5",1.51112643487156,6.49238741601672,9.57359042259362,6.14749340996029e-14,5.55008315294107e-12,21.3065055481555
"79096","CSTPP1",1.74201126952394,3.89357822824729,9.56447082030133,6.37355659480899e-14,5.70376675498443e-12,21.4062503257324
"9824","ARHGAP11A",3.20666736670785,3.30267139523452,9.56347604606507,6.39871589951391e-14,5.70376675498443e-12,21.414915295101
"4953","ODC1",-1.47013189144491,7.69890588722901,-9.54895856707886,6.77745285759203e-14,6.00337396517774e-12,21.2460740262751
"5111","PCNA",-2.32468917175221,6.55974408061802,-9.54212769167902,6.96337732429642e-14,6.12951288971192e-12,21.2096578777596
"6004","RGS16",-5.55497189252191,2.08874093070983,-9.53485551409153,7.16695216247023e-14,6.24731482642867e-12,21.2923648335543
"59349","KLHL12",-1.12170603408626,5.62176998858287,-9.53418853714726,7.1859202064857e-14,6.24731482642867e-12,21.1561965661273
"159091","PABIR3",-1.77245228617155,1.93790578944968,-9.53056829184241,7.28975955692451e-14,6.29871003679293e-12,21.287910493088
"8927","BSN",1.96754013908828,1.79694028751092,9.51416697270632,7.77942317989686e-14,6.6808168332724e-12,21.1992897609065
"6547","SLC8A3",-5.7122916566992,0.351776044383627,-9.50405476296492,8.0976667140323e-14,6.91197200002611e-12,21.1458985729801
"390660","ADAMTS7P1",-2.44336965664406,1.52371206648557,-9.49516382221498,8.38827079168341e-14,7.11689191747405e-12,21.1448728599059
"11095","ADAMTS8",-3.62616437987618,3.34874015258378,-9.49240998021562,8.4803904458191e-14,7.15196521191115e-12,21.1133367561612
"340485","ACER2",-3.86609438751726,2.75524357560668,-9.48471200341388,8.74332823287877e-14,7.2885234113685e-12,21.1083744853315
"26256","CABYR",-4.73294229348688,2.37098359802572,-9.48437548894422,8.75500759555361e-14,7.2885234113685e-12,21.1100637296058
"55367","PIDD1",-2.92228276211494,5.14297457592197,-9.48315311464187,8.7975644698427e-14,7.2885234113685e-12,21.0028716867387
"2905","GRIN2C",-4.10165638490546,0.66717827883344,-9.48015690662475,8.90275877918297e-14,7.29143487762071e-12,21.0415512218807
"3012","H2AC8",-3.70579727645231,2.14998925161853,-9.48010419141341,8.90462083890061e-14,7.29143487762071e-12,21.0934602811679
"125111","GJD3",-1.94600876547118,3.85221893825285,-9.47679220378757,9.02239851970899e-14,7.34517114170991e-12,21.0246104797725
"55191","NADSYN1",-2.6691010371833,5.68733685707955,-9.45609819950042,9.79459648875859e-14,7.92799407745264e-12,20.8761925268178
"11116","CEP43",-1.33529582374604,4.83220078603965,-9.44772437013239,1.01256387352646e-13,8.14911405414098e-12,20.8429221079673
"10929","SRSF8",-1.43056877958321,5.5568007185231,-9.43913365720083,1.04769462220178e-13,8.38393810175562e-12,20.7866373252661
"196394","AMN1",-2.11627719223937,3.27476537764597,-9.40862363766725,1.18266347261728e-13,9.41052675047558e-12,20.7827265511536
"80020","FOXRED2",1.38071806928682,4.75738207515837,9.40717774561079,1.18947680671967e-13,9.41156817182015e-12,20.7203828541414
"4780","NFE2L2",-1.19523660174874,7.07578894216603,-9.40445312305692,1.20242316371981e-13,9.46085354068702e-12,20.6583650742668
"309","ANXA6",0.974984357638627,9.16816879905669,9.39195557966372,1.26364521321994e-13,9.8873217683276e-12,20.6634226522932
"10890","RAB10",0.873011348832207,6.83224694228059,9.38370383616393,1.30577580390409e-13,1.01605228851852e-11,20.554054629946
"10592","SMC2",2.20820615784848,5.57807818359983,9.38111272189203,1.31929419481926e-13,1.02093073845244e-11,20.5905934426313
"9656","MDC1",1.52355810497888,4.40639913163666,9.36806708678574,1.38952294448164e-13,1.06940115574205e-11,20.5897917932032
"699","BUB1",2.80991844533575,4.52769819909766,9.3630983919912,1.41724837803095e-13,1.08481120414065e-11,20.5863028650309
"105371405",NA,-2.36326498341851,2.33861933539927,-9.36011967139007,1.43413554634307e-13,1.09180351538897e-11,20.6256897522223
"25807","RHBDD3",-1.29555118879271,6.00739669270437,-9.35841725884931,1.44387763265253e-13,1.09331035367087e-11,20.4599348333276
"6382","SDC1",-4.19816823976047,5.54066318876354,-9.35700211155185,1.45202643446731e-13,1.09360108572393e-11,20.52608985369
"80723","SLC35G2",-3.04338712555989,2.5978256528275,-9.35401503356099,1.46937888251579e-13,1.10078362666768e-11,20.5987059213339
"388407","LINC02875",-3.43748571030954,1.03562571071792,-9.34929875823288,1.49720177071482e-13,1.11569257876971e-11,20.5682373042698
"8720","MBTPS1",1.50084634028537,6.75875788775765,9.34012876941654,1.55282311521666e-13,1.15105056603744e-11,20.3857753286904
"100216545","KMT2E-AS1",-2.02244290563475,1.55889532093759,-9.33864044825009,1.56204451173816e-13,1.15182381692776e-11,20.5296605981201
"83479","DDX59",-1.08238076483056,3.94998265106216,-9.32966166108943,1.61885473106623e-13,1.18749739751754e-11,20.4371217601807
"440359","YBX3P1",-2.13058929504223,3.83744612352484,-9.3253782494984,1.64668349530075e-13,1.20165234962776e-11,20.4380701558359
"475","ATOX1",-1.14504755448998,4.57323608916438,-9.32280469255029,1.6636342009235e-13,1.20776412813436e-11,20.3687210834888
"529","ATP6V1E1",-1.09030269488048,7.76267754309922,-9.31596648073164,1.70953076335693e-13,1.23471955236507e-11,20.3274249910773
"11113","CIT",2.71367100217186,2.25419924031797,9.31414919739386,1.72194052650871e-13,1.2373372640484e-11,20.4423611786316
"4294","MAP3K10",-1.61334615701095,4.65262302537227,-9.31146037669441,1.74046802777845e-13,1.24366788066529e-11,20.3208321038434
"387119","CEP85L",-1.98315522188487,3.69306647908027,-9.31031640586077,1.74841124944425e-13,1.24366788066529e-11,20.3807343976304
"645","BLVRB",-2.08590197364611,5.30147961548264,-9.29287536328643,1.87412510974195e-13,1.32429347176758e-11,20.2272970357354
"54663","WDR74",-1.03654314457003,5.10297384746934,-9.29201393415542,1.88056443022945e-13,1.32429347176758e-11,20.2237827507243
"4436","MSH2",1.47379382939019,5.1386174471802,9.28382698437081,1.94288370855236e-13,1.36137184832097e-11,20.1993813288937
"10585","POMT1",1.44043836819811,5.62806631253144,9.27685613261035,1.99757900694307e-13,1.39276746206862e-11,20.1652113263944
"10926","DBF4",2.11008726828224,2.45550775722975,9.26753274929373,2.07315906423673e-13,1.43834346111873e-11,20.2664785592705
"25896","INTS7",1.20835789182635,4.14953046964615,9.26074596728246,2.12997706616981e-13,1.47051946078116e-11,20.175182781907
"84989","JMJD1C-AS1",-2.91393339145595,1.1607793591449,-9.25779009723194,2.15520978814799e-13,1.48068169055006e-11,20.2066823648908
"56180","MOSPD1",-1.81491203508589,6.33565205121878,-9.24806137960451,2.24039904784146e-13,1.53173690241743e-11,20.0333774337672
"585","BBS4",-1.526025808963,5.14599845816978,-9.24328611515063,2.28344318652254e-13,1.54780602938523e-11,20.0263279784019
"3619","INCENP",2.36816056711179,3.4677177838433,9.24301824377699,2.2858822359566e-13,1.54780602938523e-11,20.1597042273179
"5128","CDK17",-1.16575349801656,5.78292170343041,-9.23932244499154,2.31980198031798e-13,1.56325794692815e-11,19.9868030278828
"221527","ZBTB12",2.57082053870519,1.91877215794955,9.2142801555771,2.56335022652521e-13,1.71915355192291e-11,20.0337429485455
"6331","SCN5A",2.05080965410252,7.54717708691314,9.20084381916672,2.7044505835973e-13,1.80518872129784e-11,19.8507563693061
"24137","KIF4A",3.21669047750631,2.60059543054983,9.19855610321654,2.72924060757441e-13,1.81314267533387e-11,19.9982587241953
