"sigVEP24.ENTREZID","sigVEP24.SYMBOL","sigVEP24.logFC","sigVEP24.AveExpr","sigVEP24.t","sigVEP24.P.Value","sigVEP24.adj.P.Val","sigVEP24.B"
"27165","GLS2",-5.56684200286769,2.39252913932927,-11.573730598826,2.72404789582419e-17,1.91827452823939e-14,28.9433741375177
"121053","NOPCHAP1",-2.54004362706106,3.02873873460358,-11.5391486115346,3.10140329813708e-17,2.0800078119506e-14,28.8871498621723
"57369","GJD2",5.75683273988128,1.01282918643966,11.3817561554189,5.60759409941448e-17,3.58987978618879e-14,28.0286919925526
"132","ADK",-1.5022724789488,5.17880879967672,-11.2326847360766,9.85299732050602e-17,5.70870578387917e-14,27.7420685412829
"5437","POLR2H",-1.92009683407693,5.16917118990824,-11.2258349903664,1.01121508335696e-16,5.70870578387917e-14,27.7216655065072
"5453","POU3F1",-7.33974738127995,1.8859779783306,-11.2252833674615,1.01333175658179e-16,5.70870578387917e-14,27.5626629418009
"3628","INPP1",-2.2501282331637,4.22754542134584,-11.2108214143244,1.07044721517463e-16,5.79853022250752e-14,27.6879514281287
"105373311","LOC105373311",-3.3000696302533,2.42090549041278,-11.1517392163539,1.33955855120775e-16,6.82141759491361e-14,27.4091772915304
"55125","CEP192",1.93384229657995,4.02027474244273,11.1484999620824,1.35614663914784e-16,6.82141759491361e-14,27.4612370348157
"29901","SAC3D1",-2.20267656470069,4.64743579113754,-11.0948422870229,1.66311080447622e-16,7.87777648163473e-14,27.2428622026532
"60509","AGBL5",-1.59413978041961,5.18377474211197,-11.0924962517163,1.67802679955298e-16,7.87777648163473e-14,27.2210718877245
"284252","KCTD1",-1.58025394780285,5.27454105256793,-11.0770861382921,1.77941285755229e-16,8.08427441476337e-14,27.1543013559389
"55502","HES6",-3.44343554858835,3.30311279900644,-11.0093992102724,2.30316122963412e-16,1.01367883619271e-13,26.9342691215301
"8079","MLF2",-1.50710895230175,8.1748174054034,-10.9862891642974,2.51554504506537e-16,1.04522227591082e-13,26.8297390072799
"57763","ANKRA2",-1.49991145707863,4.85865199285506,-10.9854874218711,2.52325741131553e-16,1.04522227591082e-13,26.8215910281395
"56474","CTPS2",1.12271055999231,5.27732520710595,10.9243788434122,3.18702403249542e-16,1.28245847067616e-13,26.5855527783756
"83667","SESN2",-1.94491666501899,7.01912496210995,-10.8776869874515,3.81069448898885e-16,1.49082836619219e-13,26.3966553334463
"7155","TOP2B",0.936275016327587,7.63014889643793,10.8076798380541,4.98401463612387e-16,1.89715843608564e-13,26.1310458606493
"28981","IFT81",1.98655929183451,4.66601677083072,10.7989138444906,5.15457642645492e-16,1.91044879974187e-13,26.1413049403874
"2232","FDXR",-2.75904399998073,6.40552132971439,-10.7432702372115,6.38324488191796e-16,2.30516976710084e-13,25.8917134137337
"284080","PICART1",-4.57649498098076,-0.150862557963004,-10.7292795434486,6.73612303060181e-16,2.3717889190749e-13,25.6526536130681
"5141","PDE4A",-3.84323505229217,1.7432485779818,-10.6092550398207,1.06970885331512e-15,3.67458036343663e-13,25.3629263819293
"7840","ALMS1",1.55903668036054,3.87501611704756,10.5742516649507,1.22452938617238e-15,4.0273073253871e-13,25.2970354664827
"26263","FBXO22",-1.4820694442375,5.85716448465967,-10.5731860615481,1.22958119136357e-15,4.0273073253871e-13,25.2252927567723
"8797","TNFRSF10A",-4.27535454453936,3.03349523336292,-10.5106058766492,1.56622393121011e-15,5.01334041980983e-13,25.0452689394098
"23090","ZNF423",-3.58017876925341,1.79099150958164,-10.4991059895489,1.63751866170105e-15,5.12506951808835e-13,24.9684260352612
"54443","ANLN",3.18295627611541,6.54929400045827,10.4689045600253,1.84071483392757e-15,5.63578863500782e-13,24.8508077116024
"256949","KANK3",-3.93812545007286,0.85237727509979,-10.417027077698,2.25083518866811e-15,6.74484314834079e-13,24.5735958629804
"199699","DAND5",4.42089868315362,0.28098783419464,10.3691453349671,2.71069149882212e-15,7.95362063946058e-13,24.2457748831091
"54566","EPB41L4B",-4.0503814583383,1.56170429494044,-10.2807556403612,3.82285480950365e-15,1.04950723202108e-12,24.1228576869595
"43","ACHE",-2.97213338066676,3.95387503331404,-10.2795273415712,3.84118367162723e-15,1.04950723202108e-12,24.1677321692354
"100","ADA",-2.64079291682904,4.33265863698005,-10.2782415493833,3.86046524140808e-15,1.04950723202108e-12,24.1454917317408
"5333","PLCD1",-3.36796639678435,4.17794693274786,-10.277281852935,3.87492019774893e-15,1.04950723202108e-12,24.1524798780312
"8531","YBX3",-1.97435591226219,7.79837271731327,-10.2715392376429,3.96256119573171e-15,1.05299456378652e-12,24.0918620074201
"3006","H1-2",-2.32807808399134,5.37880822655472,-10.2493954738667,4.31960535886519e-15,1.12661707174551e-12,23.9973767368933
"6547","SLC8A3",-6.15145856488212,0.351776044383627,-10.2438388824652,4.41417345280322e-15,1.13034943471419e-12,23.9174915499882
"8339","H2BC8",-4.13654918992797,1.93857708427709,-10.2347823064171,4.5727959470655e-15,1.13425314812036e-12,23.9603113577033
"4782","NFIC",1.62350734555234,6.19056148339048,10.2337918558004,4.59048774800202e-15,1.13425314812036e-12,23.922026797132
"389792","IER5L",-2.35183476086737,5.07003700052838,-10.2031747590122,5.17273284390637e-15,1.25608223057892e-12,23.8333289464164
"55118","CRTAC1",-6.54219332222268,1.58312336026946,-10.1918391254867,5.40668860552465e-15,1.29064071729168e-12,23.7573219605133
"51278","IER5",-1.51892315681516,5.94729948000738,-10.1796059037807,5.67113624083588e-15,1.33120471359888e-12,23.7099443219683
"54855","TENT5C",-3.42329656370986,2.64843385971838,-10.1504003081159,6.35634804496719e-15,1.46758698139865e-12,23.6692708568317
"9148","NEURL1",-2.256424245264,2.63370474200478,-10.1311836705784,6.85207607405013e-15,1.54470741391548e-12,23.6023584892473
"1063","CENPF",3.20454801581885,4.72190961962256,10.1290403692317,6.90972501254441e-15,1.54470741391548e-12,23.584987025984
"23331","TTC28",1.65801195208914,5.2275393807522,10.1048912788045,7.59400825710385e-15,1.67115644207892e-12,23.4521336620137
"8970","H2BC11",-3.26800513386296,1.62846401459549,-10.0917597145763,7.99432137003988e-15,1.72341374054469e-12,23.4079860322896
"8671","SLC4A4",1.88529280929629,5.20797915460493,10.0830069141081,8.27287857932677e-15,1.72341374054469e-12,23.3669484756547
"740","MRPL49",-0.921247714008694,5.86033108951311,-10.081721173895,8.31461199479581e-15,1.72341374054469e-12,23.3225402668691
"57535","ELAPOR1",-3.43546144185211,0.758791008764228,-10.0815267517384,8.32094109322914e-15,1.72341374054469e-12,23.254936265421
"23308","ICOSLG",-3.02683297872834,0.965668362999082,-10.027487958393,1.028214294548e-14,2.09874929339333e-12,23.0765602103107
"5564","PRKAB1",-1.54142760623154,5.3916083727789,-9.99866524950926,1.15121372404465e-14,2.30576219325605e-12,23.0192727646356
"28960","DCPS",1.99093651300512,2.75689508260992,9.99391235304545,1.17287391430055e-14,2.30576219325605e-12,23.0576072621931
"60492","CCDC90B",-1.47101110032124,6.15819992783205,-9.99263860614052,1.17874806812295e-14,2.30576219325605e-12,22.977735278681
"168455","CCDC71L",-1.91195359626408,4.55313792839293,-9.97470935955167,1.26464391122041e-14,2.43989655419566e-12,22.9563019706835
"27239","GPR162",2.76097153645801,3.41954713498535,9.96310233767212,1.32358224744558e-14,2.51909896932751e-12,22.9511056192936
"11200","CHEK2",1.8674147916546,2.46075511866787,9.95851357007647,1.34763851183944e-14,2.53068544009956e-12,22.9175229649389
"8877","SPHK1",-3.40316178050698,4.64493304200999,-9.94489724988991,1.42164191553564e-14,2.63452693926368e-12,22.8654510772828
"151534","LBX2-AS1",-3.51088254611707,-0.0660208223950993,-9.93406164127433,1.4834437665218e-14,2.71335350749261e-12,22.6846531743481
"2905","GRIN2C",-4.29795077367327,0.66717827883344,-9.91885610895605,1.57475561001456e-14,2.84344333480066e-12,22.6729422344396
"701","BUB1B",3.10622452516568,3.30370470437621,9.89183889010299,1.75117701230206e-14,3.12197177737496e-12,22.6844107827556
"27184","DISC2",4.49398737520569,1.71626216279277,9.87029207567106,1.90603200499379e-14,3.35556934479156e-12,22.4954356096949
"57132","CHMP1B",-0.852634170538884,6.50273395460247,-9.85906063931115,1.99214001208521e-14,3.46386418891457e-12,22.4500989707893
"8463","TEAD2",0.973640676175926,5.57903027069622,9.84583791826604,2.09854447417219e-14,3.60437809441964e-12,22.4175849008031
"100294145","LOC100294145",-1.61082692928526,4.56534430108195,-9.8188248545005,2.33402946888368e-14,3.96053867948889e-12,22.3433244743108
"6004","RGS16",-5.71859420867223,2.08874093070983,-9.80256577549659,2.48840254000189e-14,4.13769878033669e-12,22.3005096430745
"11334","TUSC2",-1.12166642877678,5.61767981586343,-9.80167090739415,2.49719111281325e-14,4.13769878033669e-12,22.2364411476584
"100216545","KMT2E-AS1",-2.12929983849845,1.55889532093759,-9.79091597585164,2.60529083905155e-14,4.26661816013978e-12,22.2435066853345
"4172","MCM3",2.25942966069294,5.78698700869711,9.75322628112668,3.02265279157894e-14,4.8470908349403e-12,22.072017846662
"5347","PLK1",3.37039006815739,3.4143735372265,9.75273031729118,3.02857138224046e-14,4.8470908349403e-12,22.1483106548792
"80013","MINDY3",-1.01593317148039,5.39787389927699,-9.74960467717235,3.06614036681029e-14,4.85208100293889e-12,22.0371358924882
"9538","EI24",-1.5823212230574,7.49366074527982,-9.70772166905157,3.61720896008165e-14,5.6605301104211e-12,21.8864490661335
"80723","SLC35G2",-3.17012051933757,2.5978256528275,-9.68950962679045,3.88693464005398e-14,5.93823767246602e-12,21.9047761183356
"79830","ZMYM1",1.62860113683245,2.82613015478268,9.68740158667039,3.91943379339844e-14,5.93823767246602e-12,21.8958569864214
"6427","SRSF2",1.21484233076928,6.61918374715446,9.68729014181008,3.9211594968712e-14,5.93823767246602e-12,21.7814186188974
"7633","ZNF79",-1.9970758555469,4.23169580980383,-9.6716280372117,4.17144285319519e-14,6.25006395153203e-12,21.7977964121636
"55790","CSGALNACT1",-3.31755180523018,2.19701839156,-9.66120623096874,4.34682635528461e-14,6.38445750590035e-12,21.7942727231622
"3068","HDGF",1.12679801519574,7.34991479484661,9.66091671610614,4.35180290092611e-14,6.38445750590035e-12,21.6849755548624
"22837","COBLL1",-2.2156942073501,4.5284855118083,-9.642593735319,4.67870090702475e-14,6.79328078088006e-12,21.6642170254209
"529","ATP6V1E1",-1.11901494356782,7.76267754309922,-9.62980267965272,4.92143517480753e-14,7.07280540836625e-12,21.5855496748441
"83959","SLC4A11",-5.35927235738367,2.41821323560548,-9.62517398231827,5.01236012975563e-14,7.13071515833114e-12,21.6495350503339
"493869","GPX8",2.66543521571743,5.89653946870056,9.60378304163877,5.45499959350881e-14,7.6828214274978e-12,21.4975549507573
"116236","ABHD15",-2.11866477109618,4.96252357073935,-9.5944295898433,5.66070406914543e-14,7.86387174328102e-12,21.4561530003403
"92815","H2AW",-2.29805645827288,3.91138781037196,-9.59289364490263,5.69522094443811e-14,7.86387174328102e-12,21.5060107665569
"9911","TMCC2",-1.8729227783951,3.60933176916649,-9.55468359803469,6.6254765665145e-14,9.05953514201847e-12,21.364647349826
"56999","ADAMTS9",2.17135283126148,7.10462140032964,9.54825982441235,6.79624001120188e-14,9.20367733824685e-12,21.249767750265
"390660","ADAMTS7P1",-2.48556819425394,1.52371206648557,-9.5433355878316,6.93013129134736e-14,9.28752484284494e-12,21.3144392466789
"1647","GADD45A",-1.57566252354166,7.6192854722866,-9.54116306142263,6.99004283826728e-14,9.28752484284494e-12,21.2303444139486
"7486","WRN",1.5785815687146,3.20966322848397,9.521810133454,7.54725150590659e-14,9.93415796347555e-12,21.2551362134949
"6882","TAF11",-0.726005935384881,5.24615398332532,-9.46179347672777,9.57568139163337e-14,1.24873978444226e-11,20.9118258172068
"10890","RAB10",0.877930508755287,6.83224694228059,9.42171573805082,1.12272872946287e-13,1.4506891216289e-11,20.7346116600269
"64782","AEN",-1.58098527385091,6.77463826519455,-9.40275597065563,1.21055885796644e-13,1.54283461969658e-11,20.6685170181604
"127281","PRXL2B",1.77311430495718,4.15437023166956,9.40163729048594,1.21595173804545e-13,1.54283461969658e-11,20.7689915416869
"57549","IGSF9",2.82454514693878,3.05824164855797,9.39740178629558,1.23658972744752e-13,1.54300644126437e-11,20.7712718627347
"441631","TSPAN11",-3.35190267638783,4.6300816000174,-9.39617168491196,1.24264924240408e-13,1.54300644126437e-11,20.7100407408249
"127544","RNF19B",-1.91684706567662,5.3792625890013,-9.39489810504987,1.24895437591691e-13,1.54300644126437e-11,20.6621922710028
"6772","STAT1",-1.51520786307973,7.4643021522928,-9.37915392150581,1.32960694144366e-13,1.62836384028631e-11,20.5935828227748
"23468","CBX5",1.49011248699531,6.49238741601672,9.37611442756819,1.3457699677905e-13,1.6339503643415e-11,20.5606991207424
"1019","CDK4",1.27484945783189,5.83382905596919,9.36851363686692,1.38705803605449e-13,1.66968592989671e-11,20.545223482464
"2491","CENPI",3.53822721010724,0.934446189065317,9.35970507069005,1.43650200514672e-13,1.71455035936326e-11,20.5141481272189
"4598","MVK",1.66937509729428,3.8903464932203,9.35039171368213,1.49070729804227e-13,1.76429593156533e-11,20.5755786302165
"9001","HAP1",-3.78616193810932,1.2841913128603,-9.32459474535783,1.65182558175252e-13,1.9386926244502e-11,20.4406712372353
"9493","KIF23",2.64124211559896,4.35144330188331,9.29676000551398,1.8453608698784e-13,2.14793904887334e-11,20.3499876890603
"64901","RANBP17",1.94732579940084,2.40116536851216,9.28563356707927,1.92895590253855e-13,2.22683728945516e-11,20.3289649378937
"8811","GALR2",-4.79584464893167,1.74749362630812,-9.26323375064868,2.10897029555724e-13,2.3999767122465e-11,20.2289515277456
"2013","EMP2",2.06522019427827,8.47775393746686,9.26275274886858,2.1130155660222e-13,2.3999767122465e-11,20.1492926731545
"5986","RFNG",-1.50425852897948,5.41237888709555,-9.25452299730897,2.18344887341354e-13,2.4601355146525e-11,20.0960747409346
"9404","LPXN",-1.49752291705699,2.17104070024105,-9.24094269482534,2.30486965163725e-13,2.57633207727453e-11,20.1624370302877
"3012","H2AC8",-3.64914259087383,2.14998925161853,-9.23567948709844,2.35373158972995e-13,2.60947530450851e-11,20.1424669309845
"25896","INTS7",1.22495836009551,4.14953046964615,9.23378462210033,2.37157653349254e-13,2.60947530450851e-11,20.0950085999205
"26256","CABYR",-4.62290430459021,2.37098359802572,-9.22740998152439,2.43261364309653e-13,2.65545296601564e-11,20.1105215758244
"116843","SLC18B1",2.35007941255761,3.69790940189117,9.22551389725722,2.45107132620018e-13,2.65545296601564e-11,20.098318572416
"5933","RBL1",1.95515044606841,2.44903099870543,9.19384480367497,2.78101436046218e-13,2.98990887425568e-11,19.9778880670023
"25807","RHBDD3",-1.26571581481147,6.00739669270437,-9.17955834941284,2.94412268539692e-13,3.14128968947957e-11,19.7795528711811
"6330","SCN4B",-4.57826205137889,2.87476228475943,-9.14115090644728,3.43187445687416e-13,3.63417442485832e-11,19.773796273833
"2876","GPX1",-2.12713346672434,8.16125340982508,-9.13344517398197,3.53910849341137e-13,3.69752902330028e-11,19.6529661865614
"124997","WDR81",-1.9234050709036,5.66384148488537,-9.13308451137391,3.5442091603631e-13,3.69752902330028e-11,19.6113427942111
"8930","MBD4",1.38852481934512,4.14853829444629,9.11558149530232,3.80082641819434e-13,3.93609112307714e-11,19.6292005998942
"55367","PIDD1",-2.78717632721131,5.14297457592197,-9.10511267679538,3.96314872681989e-13,4.07423260354243e-11,19.5329651656399
"8883","NAE1",1.01588265684264,5.38545507895078,9.04805337273112,4.97838766258733e-13,5.08084143767246e-11,19.290428157894
"154007","SNRNP48",1.26439909592312,3.92819036761762,9.04020749420721,5.13707113425853e-13,5.20507265143145e-11,19.3472372570658
"23623","RUSC1",-1.0474979021441,5.04881142871921,-9.03702960923698,5.20278030069703e-13,5.23399698250121e-11,19.2440112617803
"7041","TGFB1I1",3.01374843922488,5.36125672603002,9.02712184198613,5.41311020957189e-13,5.40696767316386e-11,19.2627285888786
"26232","FBXO2",-2.24757848247163,5.38089740126803,-9.01781511144334,5.61845199454462e-13,5.57255478106806e-11,19.1684933902385
"7091","TLE4",-2.00480101020687,4.29505383512173,-9.01545876287487,5.67167130670884e-13,5.58600130655156e-11,19.2045250665116
"1062","CENPE",3.66446364750331,3.34931729583995,8.98979980940842,6.28500949130031e-13,6.14708844968566e-11,19.1826399198105
"79857","FLJ13224",-4.16801613390019,-0.120134169500988,-8.98581845553954,6.38597340956879e-13,6.20276203450806e-11,19.0813817473434
"84818","IL17RC",1.55900662052447,4.40074332921414,8.97916808362141,6.55826640958197e-13,6.32648110359948e-11,19.0841182535748
"157506","RDH10",-1.79856988063962,5.90717076350307,-8.96473971832537,6.94828344550629e-13,6.65711728207555e-11,18.9361049296878
"10038","PARP2",1.91200663979826,4.21266385974839,8.94457794093323,7.53259953704628e-13,7.16818458647026e-11,18.9667195217269
"100302401","RASAL2-AS1",-2.04404707775578,2.02082133525711,-8.92048713950752,8.29583776416039e-13,7.83676124307145e-11,18.9101900156495
"639","PRDM1",-5.19529900990205,-0.178915026442894,-8.91896917514253,8.34645119611416e-13,7.83676124307145e-11,18.8423266615764
"6382","SDC1",-3.93848008159842,5.54066318876354,-8.90064497146905,8.98245338322256e-13,8.37807108935805e-11,18.739435292329
"80019","UBTD1",-1.66583490128836,4.51063013647975,-8.8768564767937,9.88124488717115e-13,9.15575348624464e-11,18.6397457913252
"996","CDC27",0.916635909907611,6.14769390551315,8.8714898346411,1.00961828487219e-12,9.29376727067972e-11,18.5549967295881
"29843","SENP1",1.05464935184145,3.60573711422307,8.86733375099894,1.02658561423414e-12,9.38454377574952e-11,18.674992299306
"145282","MIPOL1",2.58025213527337,2.63509539990144,8.86582728519189,1.03280622354528e-12,9.38454377574952e-11,18.6958125976556
"253980","KCTD13",-2.24863841682621,3.38154186922756,-8.84547609955108,1.12064550809718e-12,1.00484464389064e-10,18.5918990389019
"4683","NBN",1.23361031084983,4.79004670711112,8.84474399970267,1.12394143512868e-12,1.00484464389064e-10,18.5158990916528
"7483","WNT9A",-3.34832151005292,3.48238045086117,-8.84400566087983,1.12727530342745e-12,1.00484464389064e-10,18.5916326636324
"4354","MPP1",1.4715184691652,3.88808571075324,8.83628033510158,1.16275877488799e-12,1.0266180836727e-10,18.5525575941172
"23595","ORC3",1.64362712792329,5.22927760117341,8.83552662413723,1.16628012913683e-12,1.0266180836727e-10,18.467747469516
"10198","MPHOSPH9",1.33016740230911,4.16325872416788,8.80992194562852,1.29248137699617e-12,1.13064023065926e-10,18.4153043606055
"132320","SCLT1",1.64666641461247,2.98345617550694,8.79136208890928,1.39244705136864e-12,1.20360712573688e-10,18.4032123542195
"6303","SAT1",-2.40537823435499,7.40204183075385,-8.79126593111842,1.39298467406356e-12,1.20360712573688e-10,18.2751415176601
"28964","GIT1",-1.52871447189912,6.07045078250618,-8.7868844355658,1.41770407577697e-12,1.21749659775871e-10,18.2232424269768
"7832","BTG2",-1.78359726210599,6.84606783727974,-8.77968405577139,1.45928673513937e-12,1.24561178046684e-10,18.2042622695861
"148756","OVAAL",-4.02212539776415,2.34593424806153,-8.75978838119492,1.58065988423386e-12,1.33315270142389e-10,18.2834111753182
"124930","ANKRD13B",-1.99202962746727,3.80881830362959,-8.75941734003696,1.58301711818871e-12,1.33315270142389e-10,18.2131797889951
"891","CCNB1",2.26038840773498,4.77106495603087,8.75694690086322,1.59880205875759e-12,1.33315270142389e-10,18.1950362230023
"9824","ARHGAP11A",2.89699823671471,3.30267139523452,8.75680593440903,1.5997075159091e-12,1.33315270142389e-10,18.2633032832778
"101926888","RALY-AS1",-2.11551679265572,0.0133138101254736,-8.75182169443056,1.63205521071147e-12,1.35210974045061e-10,18.1579629799437
"80746","TSEN2",1.31102475530236,2.93950692098821,8.74800208731276,1.65728794983519e-12,1.36498499915081e-10,18.2346556690508
"440359","YBX3P1",-2.02391834120113,3.83744612352484,-8.74493634931798,1.67782343152377e-12,1.37332172826096e-10,18.1711684044145
"387119","CEP85L",-1.88622578042274,3.69306647908027,-8.74359154626313,1.68691180764801e-12,1.37332172826096e-10,18.1676714616693
"3835","KIF22",2.05667795802402,4.1305135491783,8.73919405600838,1.71697695169099e-12,1.38976456250666e-10,18.151102277676
"2643","GCH1",-2.8211924268367,2.96792660409993,-8.7164460129671,1.88130397807038e-12,1.51407344155104e-10,18.1097745425336
"220359","TIGD3",-2.7585892378668,0.106596629017501,-8.71132416511342,1.92042804789851e-12,1.52835516364807e-10,18.0161069249045
"3397","ID1",-2.78388636369138,4.8873729373396,-8.71128205393079,1.92075308126745e-12,1.52835516364807e-10,17.9775376607696
"11218","DDX20",1.10432656670858,4.66839051481796,8.69113703063198,2.08274462709438e-12,1.64794243415715e-10,17.9118299815556
"4436","MSH2",1.39304996285636,5.1386174471802,8.68444644408473,2.13952266273468e-12,1.68340989843326e-10,17.8543809680528
"148808","MFSD4A",-3.44079404195373,0.358346140045635,-8.67385468603489,2.23259887839116e-12,1.74688458907006e-10,17.9002887064407
"64773","PCED1A",-0.860407297383259,4.07709607358969,-8.65998973894015,2.36060539380873e-12,1.8368379207957e-10,17.806166577213
"55781","RIOK2",1.42387434727132,4.98952709429053,8.65535696952883,2.40499756825244e-12,1.85371129667423e-10,17.7627993190032
"10610","ST6GALNAC2",-3.91038696028608,2.47246222623968,-8.65498336580472,2.40861379786555e-12,1.85371129667423e-10,17.8669748542531
"340526","RTL5",-1.81063884694832,5.58548679079306,-8.64167003730104,2.54110084091602e-12,1.94504696975333e-10,17.6582181752031
"79866","BORA",2.22702858795463,0.66013245940598,8.6182304590807,2.79237371271184e-12,2.12447257505733e-10,17.6792021215372
"126820","DNAI3",-2.66881388833175,4.19333368721411,-8.61704896209358,2.80567948708224e-12,2.12447257505733e-10,17.6399735757861
"10939","AFG3L2",1.06621106715507,7.37857004819475,8.59412247415819,3.07683983741464e-12,2.31733755455336e-10,17.4594272614105
"54663","WDR74",-0.963721043472619,5.10297384746934,-8.57327430997101,3.34617680164865e-12,2.50678479119253e-10,17.401558561753
"3958","LGALS3",-2.25893623550145,4.66672608876112,-8.57074335720064,3.38044405345525e-12,2.51905682798221e-10,17.4182174785113
"699","BUB1",2.52099738751518,4.52769819909766,8.56667736694857,3.43623293641436e-12,2.54715287770841e-10,17.4500668895539
"10570","DPYSL4",-2.49131176160474,6.9203013922575,-8.55750982538076,3.56543088679851e-12,2.61876287009313e-10,17.3358759094079
"84628","NTNG2",-3.71207104658086,0.460670330275115,-8.55718993091802,3.57002606544931e-12,2.61876287009313e-10,17.4508202886307
"84722","PSRC1",2.86928640027012,0.652448197168095,8.55583135439631,3.58960783199182e-12,2.61948376713849e-10,17.4401729186621
"5138","PDE2A",-3.58242184646596,0.00365951451869083,-8.5496890869802,3.6794920512313e-12,2.67123536337843e-10,17.410166232258
"94241","TP53INP1",-1.63220498709002,6.689759867922,-8.54608190050901,3.73332698064597e-12,2.69140268439776e-10,17.2677185492006
"4168","MCF2",-2.68043609974718,0.676479716738984,-8.54527409382337,3.7454908132772e-12,2.69140268439776e-10,17.4295878366759
"340485","ACER2",-3.53182419029911,2.75524357560668,-8.54372330932841,3.76895378493443e-12,2.6945149800516e-10,17.4284660888628
"729614","SPEN-AS1",-1.97695828289379,3.62586474713344,-8.54130504791803,3.8058359158318e-12,2.7071410625543e-10,17.3697441128399
"11173","ADAMTS7",-2.57172150320436,6.09407690724308,-8.53766307602317,3.86206557351191e-12,2.7333332430825e-10,17.2506301723404
"11095","ADAMTS8",-3.27314536156081,3.34874015258378,-8.52408525182409,4.07914039632551e-12,2.87253066709242e-10,17.3149491146969
"6524","SLC5A2",-2.82466757145946,0.171016052032275,-8.51356405118788,4.2557265651343e-12,2.98197278325131e-10,17.2647345965966
"284106","CISD3",1.85794436345843,4.20151277267434,8.51200386800509,4.28255717842691e-12,2.98591758915666e-10,17.2621934954877
"11340","EXOSC8",1.58345162686979,3.40317033591031,8.50690683288499,4.37139918067138e-12,3.03284660396925e-10,17.2683978779144
"105375039",NA,-3.09595498506352,1.37194302082366,-8.50466409379511,4.41107362197904e-12,3.04525452221533e-10,17.2750550386516
"54908","SPDL1",1.38907495763727,4.07124003498497,8.50345974594454,4.43252752807542e-12,3.04525452221533e-10,17.2062741438119
"24137","KIF4A",2.96630859598321,2.60059543054983,8.49904059706077,4.51214911780675e-12,3.08490816384419e-10,17.2615718336122
"9766","SUSD6",-1.42471440346725,6.24531859742099,-8.4964773541963,4.5589875783803e-12,3.10187348086513e-10,17.062196028519
"645","BLVRB",-1.89727236753828,5.30147961548264,-8.49123251348943,4.65635199399328e-12,3.15288757131737e-10,17.0669564143727
"9937","DCLRE1A",1.42583152484269,3.11373941838429,8.47904492379973,4.89072806832895e-12,3.29574230212177e-10,17.159944069058
"4248","MGAT3",1.12514812026897,5.11152839959541,8.47285031165735,5.01435208961794e-12,3.3629588014371e-10,17.0102196519931
"8720","MBTPS1",1.36403392271927,6.75875788775765,8.46537001578016,5.16781725521844e-12,3.44945678779604e-10,16.938095807577
"9928","KIF14",3.35705166270633,2.12513023796605,8.45844529140853,5.31407855009404e-12,3.52176050539853e-10,17.0973249253734
