"sigVEP3.ENTREZID","sigVEP3.SYMBOL","sigVEP3.logFC","sigVEP3.AveExpr","sigVEP3.t","sigVEP3.P.Value","sigVEP3.adj.P.Val","sigVEP3.B"
"9530","BAG4",0.688002496698255,3.88111259844792,4.46485591339691,3.3553923002123e-05,0.00762215244454678,2.20512245945379
"26009","ZZZ3",0.48529559803556,5.12724102311754,4.44602028690354,3.587262958248e-05,0.00791149510210987,2.09761519708594
"79866","BORA",1.09344911692508,0.66013245940598,4.44540353212277,3.59511279845947e-05,0.00791149510210987,2.00974918371625
"163081","ZNF567",0.722113785344012,2.47582700865529,4.42864957896679,3.81485219186732e-05,0.00826590434927066,2.07138351353712
"54439","RBM27",0.430188423152477,5.05522604092306,4.42431344252103,3.8738160578487e-05,0.00826648869071835,2.02488931010495
"4084","MXD1",-0.764060215927452,3.66633584606588,-4.4134196696229,4.02588506641772e-05,0.00846277093663093,2.04404331429675
"81629","TSSK3",-1.14597803578983,0.547898426756067,-4.39194944693173,4.34274869572559e-05,0.0089594872724618,1.7263011876844
"85459","CEP295",0.527328807280053,4.04604615086618,4.38891692433539,4.38941083356905e-05,0.0089594872724618,1.94185844673784
"157638","LRATD2",1.11792007821814,7.09096932299011,4.37845595294708,4.55414118183849e-05,0.00916293205785905,1.85505080653818
"55602","CDKN2AIP",0.750162697916781,5.29041965451913,4.36527763535437,4.77021877166728e-05,0.00938874582893124,1.82071785507053
"7574","ZNF26",0.785462914718473,2.26736813566469,4.36352471233872,4.7996996569373e-05,0.00938874582893124,1.84372400148984
"90321","ZNF766",0.64551091615204,3.43852281178452,4.32651705876863,5.46499594890109e-05,0.0104322712054506,1.76714837355922
"57541","ZNF398",0.569405054446188,3.46275300479319,4.3246444397258,5.50093665359744e-05,0.0104322712054506,1.76016271782927
"3280","HES1",0.737559982556623,5.56376812019917,4.31809344206191,5.6284803311503e-05,0.0104322712054506,1.68197177942609
"9298","SNORD31",-1.51159476516118,0.0724002628111201,-4.31804387548524,5.62945620288445e-05,0.0104322712054506,1.52891709568344
"220359","TIGD3",-1.49156559316062,0.106596629017501,-4.31336497109361,5.72231720340177e-05,0.0104666383756767,1.44242714297564
"101928793",NA,1.92955487198661,0.0394814257716136,4.29472062868694,6.10731301116594e-05,0.0109033439500093,1.43121196330566
"9972","NUP153",0.529259354793537,5.42562984772815,4.29365600034649,6.13003855976884e-05,0.0109033439500093,1.58132883664468
"64864","RFX7",0.698850448291461,4.85169247191786,4.28905734568225,6.22914628854664e-05,0.0109033439500093,1.60986508754059
"25976","TIPARP",0.706340997017683,6.36934432261082,4.28714851092573,6.27073885224901e-05,0.0109033439500093,1.54840731082059
"26040","SETBP1",1.13121909012616,3.75065854217827,4.26577716125593,6.75516965325594e-05,0.0115054553869988,1.56931797727182
"55628","ZNF407",0.677022943400035,4.24788298701488,4.26287026611857,6.82379860359644e-05,0.0115054553869988,1.54034448677742
"83667","SESN2",-0.734771695167113,7.01912496210995,-4.258762702905,6.92192636763711e-05,0.0115054553869988,1.45889076667325
"4091","SMAD6",0.763287151004563,6.1758745167916,4.2578550942963,6.94379230257667e-05,0.0115054553869988,1.45431609892943
"114799","ESCO1",0.745904937155009,4.16245461413824,4.23427701547257,7.53584867024268e-05,0.012299183887188,1.45959337569374
"55914","ERBIN",0.484668358743039,6.30474976349842,4.23192655845425,7.59747939637428e-05,0.012299183887188,1.3690020325668
"284615","ANKRD34A",1.05908894142475,2.64689751656451,4.20988359719355,8.1997038130955e-05,0.013014345634573,1.39889393847179
"105373311","LOC105373311",-1.37428657433921,2.42090549041278,-4.20902538109706,8.22406107268529e-05,0.013014345634573,1.35485219060149
"162967","ZNF320",0.606873746332364,4.39908495416782,4.19301341283511,8.69154425199347e-05,0.0136013010272307,1.31004423168379
"7840","ALMS1",0.557078298564923,3.87501611704756,4.17915941945751,9.1166710473237e-05,0.0139221535247042,1.27594035837404
"6173","RPL36A",0.968004668702197,1.16962735366462,4.17448762856589,9.26451112494597e-05,0.0139221535247042,1.20139279995092
"4848","CNOT2",0.35210633998309,5.56457981476663,4.17130676019013,9.36649377239382e-05,0.0139221535247042,1.18391288472244
"51742","ARID4B",0.745594872896379,5.79517305097035,4.16922573265497,9.43380037271925e-05,0.0139221535247042,1.18499020709319
"151987","PPP4R2",0.46392144145566,4.76124567601499,4.16880345518212,9.44751501406788e-05,0.0139221535247042,1.21781374178823
"26148",NA,0.957681199439386,1.9841640660258,4.16750883974987,9.48968147097132e-05,0.0139221535247042,1.24978905983906
"84078","KBTBD7",0.704289257993636,2.9974183967139,4.16202151268109,9.67043525190081e-05,0.0140410732049248,1.25434399621199
"152518","NFXL1",0.645204002113693,2.97418175562202,4.15073470453142,0.00010052742880365,0.0144472276252102,1.21958399668755
"9937","DCLRE1A",0.699241811339328,3.11373941838429,4.14103220517842,0.000103930224255042,0.0147210526441843,1.18929176747935
"285349","ZNF660",0.898011790091509,1.14328811721871,4.13894977315497,0.000104674928818585,0.0147210526441843,1.11506885081765
"51542","VPS54",0.369821563225416,5.03155367307559,4.13417502977634,0.000106401945670474,0.0147210526441843,1.09041206809708
"5782","PTPN12",0.414622060553687,5.783255529769,4.13359474055972,0.000106613701342431,0.0147210526441843,1.06093071992146
"79660","PPP1R3B",0.902669089060394,5.11029680862681,4.11553844001519,0.000113409844715856,0.0154699585265382,1.03298165038983
"51735","RAPGEF6",0.625933166730518,3.85636742485927,4.11341949244011,0.000114234286194261,0.0154699585265382,1.08618003646181
"8733","GPAA1",-0.462783835308546,7.54606820805654,-4.10546063783188,0.0001173829036872,0.0157306737884443,0.982526408057666
"57659","ZBTB4",0.514275865541001,6.39751801156649,4.10295022471886,0.000118393313091103,0.0157306737884443,0.954459533504196
"6843","VAMP1",-0.972646212572797,2.28419906350365,-4.09441866197312,0.000121890273884904,0.0160439496952802,1.03474145177188
"7549","ZNF2",0.643855495008077,2.49948971283531,4.08497246035564,0.000125878385961348,0.0164154739618484,1.01380695356091
"9860","LRIG2",0.799919224063829,3.58596315674348,4.06321327951479,0.000135549600003277,0.0175145006095978,0.94339779254768
"7771","ZNF112",0.923739693757282,2.34209193190383,4.05427246286156,0.000139727807411751,0.0178902403598828,0.918077058758244
"7561","ZNF14",0.7627351201799,2.18552396026477,4.04120954815632,0.000146056277735434,0.0180983402432654,0.875115062600964
"7644","ZNF91",0.715177631631384,4.19231503513472,4.03884687516473,0.000147230022289083,0.0180983402432654,0.838864536764081
"221937","FOXK1",0.680041875836685,5.377429426939,4.03586147218087,0.000148726134643298,0.0180983402432654,0.765814015156765
"51426","POLK",0.468048289958145,4.30896703118699,4.03334848770972,0.000149996843990596,0.0180983402432654,0.816108124094463
"57551","TAOK1",0.456481025760248,6.7095488288396,4.03024308017548,0.000151581571824763,0.0180983402432654,0.724771821463459
"79830","ZMYM1",0.656460695887262,2.82613015478268,4.02896285305666,0.000152239572720652,0.0180983402432654,0.848449706319143
"79169","C1orf35",-0.572133541349293,4.08981363325588,-4.02800237047891,0.000152735039757666,0.0180983402432654,0.799177481320409
"10743","RAI1",0.602714221718493,5.92676244635155,4.02638556527828,0.000153572582787925,0.0180983402432654,0.718669707892428
"7584","ZNF35",0.51892183796467,3.1015298938139,4.02607220152996,0.000153735423653443,0.0180983402432654,0.835792163993542
"23138","N4BP3",0.972486829640151,4.22844890731234,4.02517340574125,0.000154203410195388,0.0180983402432654,0.785012227303306
"10773","ZBTB6",0.561296868769477,3.66716406674127,4.01831137666052,0.000157821855686357,0.0183699422767492,0.804202715143717
"9310","ZNF235",0.882626630452423,1.97799209315217,4.00624262113364,0.000164385198832726,0.0189770585275419,0.769753423317892
"112840","WDR89",0.681082641510107,3.1128692433813,3.98237050575093,0.000178150063214451,0.0202839211596242,0.704560282582913
"7016","TESK1",-0.636496156394797,5.34508368245768,-3.98164371179496,0.000178586070987887,0.0202839211596242,0.602022982920836
"889","KRIT1",0.37971118833429,4.56726051656238,3.97821055807602,0.000180659559078868,0.0203552738405342,0.633180589252239
"196528","ARID2",0.516058982568373,5.06692083019827,3.97345837972316,0.000183567947484553,0.0204240277902977,0.583396792637632
"152815","THAP6",0.505402995851621,3.55059326334518,3.97248356511862,0.000184170088708308,0.0204240277902977,0.669337766967751
"115560","ZNF501",1.40839466809767,0.0683098584213808,3.96994148572545,0.00018574927935539,0.0204382253940728,0.540057166455306
"9859","CEP170",0.481160646783978,6.44392428680886,3.94973529509615,0.000198773466014623,0.0215865060657083,0.472295556185742
"84133","ZNRF3",0.632882595290725,4.59443630591444,3.94901943968138,0.000199250624008952,0.0215865060657083,0.545784005467125
"5914","RARA",0.819779072094143,5.08641072108059,3.94217203974193,0.000203870803076351,0.0218585629259073,0.478051974361583
"152485","ZNF827",0.527885668526194,5.44957087380857,3.94071689205993,0.000204865826911372,0.0218585629259073,0.470112584494951
"55814","BDP1",0.581190103532233,5.47209975254898,3.93405572614343,0.00020948061502654,0.0221828946017578,0.445800418122756
"10023","FRAT1",-1.53576647544443,2.59995624117939,-3.9239818589102,0.000216650012091552,0.0227487940224151,0.532718486602838
"121536","AEBP2",0.532034282426123,4.36134336978144,3.92204522914794,0.000218055040686313,0.0227487940224151,0.47962912634338
"79027","ZNF655",0.426920717546921,5.73159231884346,3.9143446150251,0.000223728968434142,0.0231691087604887,0.373886808462918
"9874","TLK1",0.452937634806403,5.46812671266876,3.91071109419494,0.000226455201789753,0.0232802559270576,0.367008061729556
"324","APC",0.576292239665689,5.98472577408286,3.88224525322023,0.000248945368843365,0.0252346978044424,0.265399586966274
"51043","ZBTB7B",0.48832723222783,4.78512759195131,3.8820622305901,0.000249096683385058,0.0252346978044424,0.313991540928428
"27327","TNRC6A",0.447357159343293,5.76785083739465,3.87553198816655,0.00025455372666241,0.0252346978044424,0.249859056662365
"170082","TCEANC",1.00846727391184,1.06292351005801,3.8753951614014,0.000254669285213623,0.0252346978044424,0.312979604198678
"80095","ZNF606",0.984749581118107,3.36326903998771,3.87504074965258,0.000254968841721619,0.0252346978044424,0.38297289607161
"23506","BICRAL",0.634875308648909,3.50930348259121,3.87356818543098,0.000256217110624486,0.0252346978044424,0.373777675312714
"55105","GPATCH2",0.528663402617125,3.853876207465,3.86861707315526,0.00026045724375896,0.0254741654243138,0.335257843055284
"79094","CHAC1",1.11368741969511,1.99388006146481,3.85933805676723,0.000268585822314656,0.0260467026411846,0.346002617974386
"388558","ZNF808",0.813882036808668,1.9564959337418,3.85774028476586,0.000270009839932757,0.0260467026411846,0.333699986522865
"8028","MLLT10",0.511800864088578,4.70908972689093,3.84959911982838,0.000277378866230255,0.0265755370883463,0.228562671568159
"11218","DDX20",0.457766327463822,4.66839051481796,3.84017653995512,0.000286148645635571,0.0270989055638798,0.17833358300693
"56905","C15orf39",0.666455205837587,4.70158044310534,3.83872101802422,0.000287526815923389,0.0270989055638798,0.191286732497344
"23414","ZFPM2",0.574945348431216,4.83989285194991,3.83757780558026,0.000288613734349757,0.0270989055638798,0.176384432123584
"359948","IRF2BP2",0.655138836217064,6.34275888695446,3.83498532732126,0.000291093169819002,0.0271507033359658,0.127517841020581
"55632","G2E3",0.683412144306389,3.11256489761471,3.83158440267984,0.000294376782261766,0.027276332903781,0.239604000725009
"54826","GIN1",0.782820072682884,2.84726937576636,3.82707648116447,0.000298783970274504,0.0275037479565105,0.251355234461395
"8204","NRIP1",0.690758022687445,5.21889594122922,3.82429018947274,0.000301539553314587,0.0275771627849523,0.129413698556584
"1106","CHD2",0.5917144673547,5.93724076365436,3.81380076712526,0.000312133443373049,0.0283618542997808,0.0582848507973432
"65260","COA7",0.485481891519071,3.6683316796902,3.80930353582025,0.000316783883978304,0.0285998988586567,0.160714816045611
"8554","PIAS1",0.602098613268446,5.40691086209411,3.80316196090643,0.000323242025775274,0.0289070987015185,0.0405264677043586
"57579","FAM135A",0.512486219658689,4.50860380217776,3.80217504141599,0.000324291507727913,0.0289070987015185,0.107406214996324
"203523","ZNF449",0.718038235125193,2.87135435639925,3.79242646723443,0.000334834929574671,0.0296592147681111,0.147479105852899
"27443","CECR2",0.683827323148015,3.48444953936806,3.78760785853991,0.000340166897224083,0.0299431911281499,0.11362039265433
"84261","FBXW9",-0.406052616379097,3.51794045932244,-3.78196685851097,0.000346512185647879,0.0303122833705884,0.0926853801890939
"9709","HERPUD1",0.95472676589755,5.9959816657939,3.77553686387399,0.000353883175802356,0.0307083943056226,-0.0603585769777606
"7738","ZNF184",0.775436163101015,2.71902041931158,3.77422870402474,0.000355401041736473,0.0307083943056226,0.0952921655765975
"25807","RHBDD3",-0.525049012536285,6.00739669270437,-3.77088502820119,0.00035930910170462,0.0308567645634626,-0.0632176454779927
"9698","PUM1",0.380079491382057,6.62864354168776,3.76320987497572,0.000368435912871193,0.0314487963447144,-0.100120879369134
"57700","FHIP2A",0.387204012136208,5.39524731445688,3.75287900645278,0.000381071528063961,0.0323313939834507,-0.107515953566848
"550631","CCDC157",-0.704285048713264,0.57536607877951,-3.75017539359653,0.000384446122369402,0.0324223903440159,-0.0363089120668354
"55629","PNRC2",0.542016086080445,5.32900983860495,3.73792086857773,0.000400103646164921,0.0335420223368259,-0.145915247673154
"9534","ZNF254",0.734103958507518,4.03482492880737,3.73025906842664,0.000410200925882969,0.0341850286398565,-0.0878619501370563
"79673","ZNF329",0.557519748221936,3.37506619989848,3.70885786894263,0.000439711717531694,0.0364288225277434,-0.106567688095264
"6940","ZNF354A",0.551595625481786,3.39675593826706,3.68389316835832,0.000476700347914119,0.0391428814175482,-0.185956080600707
"80314","EPC1",0.478686840138014,5.01201656633103,3.68303056130019,0.000478030076953869,0.0391428814175482,-0.293969402920556
"23271","CAMSAP2",0.414549043544902,6.56908417144461,3.67456471074657,0.000491269668977554,0.039583716863793,-0.366665592992507
"26036","ZNF451",0.405063003876972,5.28362731399988,3.67409581931007,0.000492013096852395,0.039583716863793,-0.32680855648538
"84622","ZNF594",1.06607821755074,2.11568158047581,3.67270162646581,0.000494229939160144,0.039583716863793,-0.190958591243586
"149420","PDIK1L",0.559845220359721,2.32612508781135,3.67243439841834,0.000494655933543566,0.039583716863793,-0.189771499449252
"28952","CCDC22",-0.401376162526987,4.05642739644059,-3.6681031310611,0.000501609566641955,0.0399133849524593,-0.270069389337405
"607","BCL9",0.478287579837887,4.6254523933984,3.66310415036689,0.000509751138709639,0.0401766504507219,-0.331410537851963
"100289678","ZNF783",0.731335615156496,2.35742874411351,3.66257308169291,0.000510623433021813,0.0401766504507219,-0.216456025882303
"2033","EP300",0.602823947197248,6.35739999679941,3.65717917786158,0.000519564125941076,0.0406530063875228,-0.4176685704596
"26057","ANKRD17",0.457644735930393,6.63964137688294,3.65351232282739,0.000525727197731363,0.0409079660378371,-0.427377180810545
"10427","SEC24B",0.375936262497885,5.96473893423152,3.64237442036146,0.000544877686123271,0.041778475093857,-0.456912354395025
"10395","DLC1",0.776129016174704,6.66924775032538,3.64215175417094,0.000545267237352373,0.041778475093857,-0.457095467181119
"389692","MAFA",-2.62472210767055,0.990176770879934,-3.64183968316451,0.000545813647917473,0.041778475093857,-0.337932177846631
"168850","ZNF800",0.580787180861775,4.09808888317408,3.63240159600906,0.000562587788425838,0.0427235022018233,-0.380746083540983
"7690","ZNF131",0.474983688118683,4.31832436040285,3.63149378465142,0.000564226882245039,0.0427235022018233,-0.405887066534919
"126017","ZNF813",0.987418344039137,1.70150436383439,3.62748536915924,0.000571518832757835,0.0428609384265531,-0.318612228552581
"657","BMPR1A",0.673546351664771,5.41547041352024,3.62686491381204,0.000572655537023137,0.0428609384265531,-0.491066089854685
"94134","ARHGAP12",0.471095175740268,4.96938970750876,3.62062099127531,0.000584215290895031,0.0428609384265531,-0.468337011651985
"10179","RBM7",0.37401975598367,4.85942673514518,3.6205709380389,0.000584308849701611,0.0428609384265531,-0.471355090523938
"9202","ZMYM4",0.396131801918155,6.02328611489061,3.62008716181974,0.00058521385356179,0.0428609384265531,-0.524928869345621
"606553","LINC02905",0.820312524335901,3.02833174599447,3.61974206320861,0.000585860248207234,0.0428609384265531,-0.373054998149482
"83475","DOHH",-0.488911727220405,4.5234576632382,-3.61895097400997,0.00058734458366407,0.0428609384265531,-0.44551529919
"5144","PDE4D",1.00604437858273,5.00969586169306,3.61394891558354,0.000596813324203055,0.0430784179786936,-0.48771260864527
"9462","RASAL2",0.53311517139027,6.60281826694178,3.61343398170025,0.000597796292294703,0.0430784179786936,-0.544534596062799
"57182","ANKRD50",0.682886006920583,6.77024178709463,3.6125429496255,0.000599500846621978,0.0430784179786936,-0.543108961011286
"4040","LRP6",0.41899014029399,5.43220163599921,3.60800772068916,0.000608248790549621,0.0434851571883293,-0.54755137318872
"7637","ZNF84",0.562600386672305,4.92682085032347,3.60194131112849,0.000620140448709763,0.0441114044425672,-0.52058653326597
"54880","BCOR",0.857969358236522,5.66328375693775,3.59825868406568,0.00062746695765515,0.044408264480478,-0.578575787627005
"441478","NRARP",-0.859510590416475,2.26763954790931,-3.5846618874686,0.000655237818390483,0.0461418471710578,-0.435131233993347
"133957","CCDC127",0.377787029345691,4.53120926950267,3.57976512460007,0.000665522794446542,0.0466329504327617,-0.576170249745409
"10560","SLC19A2",-0.639415444510289,4.95151118980671,-3.5768478528295,0.00067172295830532,0.0467959099559835,-0.595058310598623
"26811","SNORD55",-1.1042018296044,0.195560573310989,-3.57555243672781,0.000674493731969941,0.0467959099559835,-0.513043513348535
"23268","DNMBP",0.780541320211948,4.69824407102696,3.57328321272497,0.000679373619153364,0.046903421824294,-0.596171652871258
"54555","DDX49",-0.296521854255611,5.88749503250588,-3.56985909012638,0.000686800709296688,0.0470922244469763,-0.668886660846317
"81856","ZNF611",0.664805264698268,3.0450920562176,3.56894535191333,0.000688795671405646,0.0470922244469763,-0.500680836185541
"134266","GRPEL2",0.632056562261482,3.10373398574926,3.56477659954577,0.000697967451086542,0.0474887612613665,-0.513159415807168
"9935","MAFB",-1.64328282630989,3.27283333981517,-3.55897733571725,0.000710919943570929,0.0481374831021777,-0.514167381168558
"84132","USP42",0.421796342702122,4.21627090748547,3.54799554708637,0.0007360762641543,0.0496023832743979,-0.63071192154025
"11277","TREX1",-1.12606227234059,1.85274779247804,-3.5447486526195,0.000743674658879765,0.0498757804555362,-0.547340047476209
