"","ind1a","ind1b","ind2a","ind2b","ind3a","ind3b","ind4a","ind4b","ind5a","ind5b","ind6a","ind6b"
"DNR",0.971101601968725,0.882610349098256,2.01838233963228,4.18971818215585,0.539452913240208,0.78969920443923,0.668267959399232,0.252826054376284,1.37330780044359,0.705079290893714,1.23516621234685,0.882360624246527
"DOX",15.3725301266217,0.634388069183373,18.0746395766968,35.9268203180946,25.8028735553093,21.2817723708308,2.0335392655342,0.354228069452738,28.0833592003813,12.0087645982312,3.93976046568382,0.944244121155771
"EPI",15.1261386917212,2.86103482604901,11.5074949393043,9.02056202083313,0.544852034212719,2.77242880705636,2.47837330247914,0.219512797715107,7.39016024533735,4.44319642191321,2.49187321192665,0.53760913080759
"MTX",0.955612330040468,1.39153566271283,1.52657990961963,4.15701082559778,0.95464499175678,2.35992259208614,1.39990507796794,0.254045092473817,0.974458296336366,0.91983422815957,1.21004236826611,1.10297599710138
