SampleID,Drug,Conc,Percent,Name
ind5a,Veh,0.5,0.8959916147183759,Vehicle
ind5a,Veh,0.5,0.8343597947812654,Vehicle
ind5a,Veh,0.5,0.807059083135654,Vehicle
ind5a,Veh,1,1,Vehicle
ind5a,Veh,1,0.9020359460064136,Vehicle
ind5a,Veh,1,0.8815422477440524,Vehicle
ind5a,Veh,1,0.7638984477376601,Vehicle
ind5a,Veh,5,1.1177225387947605,Vehicle
ind5a,Veh,5,1.0588294352873764,Vehicle
ind5a,Veh,5,1,Vehicle
ind5a,Veh,5,0.9987413282659959,Vehicle
ind5a,Veh,10,1.3267159989793313,Vehicle
ind5a,Veh,10,1.297632949581976,Vehicle
ind5a,Veh,10,1.221166864296114,Vehicle
ind5a,Veh,10,1,Vehicle
ind5a,Veh,50,1.0348461822811845,Vehicle
ind5a,Veh,50,1,Vehicle
ind5a,Veh,50,0.9710190167166386,Vehicle
ind5a,Veh,50,0.6263194644103997,Vehicle
ind5b,Daun,0.01,1.0863905792646817,Daunorubicin
ind5b,Daun,0.01,0.6754290483951927,Daunorubicin
ind5b,Daun,0.01,1.0556423459345445,Daunorubicin
ind5b,Daun,0.05,0.7836863452005408,Daunorubicin
ind5b,Daun,0.05,1.2450613090473726,Daunorubicin
ind5b,Daun,0.05,1.3782798490647261,Daunorubicin
ind5b,Daun,0.05,1.5546400489665242,Daunorubicin
ind5b,Daun,0.1,0.48099049631311463,Daunorubicin
ind5b,Daun,0.1,0.5330371329621598,Daunorubicin
ind5b,Daun,0.1,0.9592078415001427,Daunorubicin
ind5b,Daun,0.5,0.76462965449207,Daunorubicin
ind5b,Daun,0.5,0.5387273586943196,Daunorubicin
ind5b,Daun,0.5,0.7424713827905647,Daunorubicin
ind5b,Daun,1,0.249782429800309,Daunorubicin
ind5b,Daun,1,0.42760388607017896,Daunorubicin
ind5b,Daun,1,0.502838773081682,Daunorubicin
ind5b,Daun,1,0.1893008744249931,Daunorubicin
ind5b,Daun,5,0,Daunorubicin
ind5b,Daun,5,0,Daunorubicin
ind5b,Daun,5,0.04011592767627639,Daunorubicin
ind5b,Daun,5,0.04321801248115817,Daunorubicin
ind5b,Daun,10,0.01048001223517754,Daunorubicin
ind5b,Daun,10,0,Daunorubicin
ind5b,Daun,10,0,Daunorubicin
ind5b,Daun,10,0.0025417124878923253,Daunorubicin
ind5b,Daun,50,0,Daunorubicin
ind5b,Daun,50,0,Daunorubicin
