"sigVDA24.ENTREZID","sigVDA24.SYMBOL","sigVDA24.logFC","sigVDA24.AveExpr","sigVDA24.t","sigVDA24.P.Value","sigVDA24.adj.P.Val","sigVDA24.B"
"3958","LGALS3",-2.84165421139359,4.66672608876112,-10.7137669912871,7.15041629899214e-16,1.24328966858031e-13,25.7684520885083
"7633","ZNF79",-2.20825658500048,4.23169580980383,-10.690958408741,7.80665411204969e-16,1.340840445294e-13,25.7054339098693
"127281","PRXL2B",2.10475870521576,4.15437023166956,10.6683137215205,8.51821964246262e-16,1.44542898125836e-13,25.6499378765081
"57549","IGSF9",3.43926046806629,3.05824164855797,10.6342503905621,9.71362221355232e-16,1.61331238984469e-13,25.5040673964271
"389792","IER5L",-2.46321058952649,5.07003700052838,-10.6336354068601,9.73669079358128e-16,1.61331238984469e-13,25.4560662105583
"56999","ADAMTS9",2.46768416159616,7.10462140032964,10.628639489867,9.92614877495427e-16,1.62557999240065e-13,25.4147044746245
"740","MRPL49",-0.975893154204408,5.86033108951311,-10.6154984027583,1.04424146743762e-15,1.67690685530289e-13,25.3433942864457
"55118","CRTAC1",-6.82389036275215,1.58312336026946,-10.613476715989,1.05242058803331e-15,1.67690685530289e-13,25.3926569400504
"203068","TUBB",2.58135694011849,9.23440469458132,10.6116966501096,1.05967559018714e-15,1.67690685530289e-13,25.3830495625524
"54443","ANLN",3.29862492652113,6.54929400045827,10.5930920639367,1.13858429811996e-15,1.78175791719128e-13,25.3010963856749
"23090","ZNF423",-3.60247059114529,1.79099150958164,-10.5611359775979,1.28819014679835e-15,1.99372198104484e-13,25.2338498276931
"92815","H2AW",-2.51985387422119,3.91138781037196,-10.5135714980254,1.54835074442855e-15,2.37032303092736e-13,25.0426322951636
"8877","SPHK1",-3.61165982838218,4.64493304200999,-10.5080542853801,1.58176805285951e-15,2.39544314585735e-13,25.0114789345285
"11159","RABL2A",-2.03192965211163,3.28453517738922,-10.4765133025343,1.78724594941786e-15,2.67782680336182e-13,24.9162178578007
"23174","ZCCHC14",-1.47528514796841,5.81668164354243,-10.4616621112671,1.8931055914747e-15,2.80657885792943e-13,24.7535512843367
"64782","AEN",-1.7637145465335,6.77463826519455,-10.4491050243776,1.98752602375712e-15,2.91586630402033e-13,24.7076181054825
"256949","KANK3",-3.95455326464633,0.85237727509979,-10.4393738963365,2.06394750568751e-15,2.99676666702092e-13,24.720206739259
"23468","CBX5",1.68340652576325,6.49238741601672,10.4335814256919,2.11083541736277e-15,3.02282291315054e-13,24.6510533584603
"6427","SRSF2",1.32420141639981,6.61918374715446,10.431879009665,2.1248187191274e-15,3.02282291315054e-13,24.6390080591671
"10610","ST6GALNAC2",-4.6724410881434,2.47246222623968,-10.4196296713721,2.22822095178684e-15,3.12884526825219e-13,24.7093022336288
"57535","ELAPOR1",-3.53598847814169,0.758791008764228,-10.4178366902577,2.24377571778949e-15,3.12884526825219e-13,24.5951018271983
"79866","BORA",2.75310843113828,0.66013245940598,10.4099258900901,2.3137207802217e-15,3.19474935967082e-13,24.5349474484573
"23331","TTC28",1.72598132416819,5.2275393807522,10.4046285307559,2.36178185469345e-15,3.22895604599632e-13,24.5777240063865
"10890","RAB10",0.976934893003714,6.83224694228059,10.4021787028011,2.38434698085499e-15,3.22895604599632e-13,24.5200962489667
"639","PRDM1",-5.87745421202049,-0.178915026442894,-10.3901381721978,2.49844673809255e-15,3.35124989136148e-13,24.5096003741445
"105371405",NA,-2.62562604619352,2.33861933539927,-10.3587643635879,2.82226402622617e-15,3.74988363635561e-13,24.4766517297615
"475","ATOX1",-1.28221433706458,4.57323608916438,-10.329046746763,3.16790147830598e-15,4.16978732901509e-13,24.2868214684853
"1647","GADD45A",-1.70364203214943,7.6192854722866,-10.3229375068552,3.24407674017292e-15,4.23051637116624e-13,24.2344103049235
"84818","IL17RC",1.90004278327104,4.40074332921414,10.3027488836909,3.5091713194959e-15,4.45950883598249e-13,24.2418110571971
"11340","EXOSC8",2.0340457226948,3.40317033591031,10.3024142527245,3.51374435530723e-15,4.45950883598249e-13,24.2620453071916
"339453","TMEM240",2.99098796170769,0.970101914297912,10.3023469054717,3.5146654415937e-15,4.45950883598249e-13,24.1108496158806
"5881","RAC3",2.82833828274861,3.05763953167751,10.2776839752306,3.86885680798261e-15,4.86508743603813e-13,24.1518682360221
"2905","GRIN2C",-4.4417957991218,0.66717827883344,-10.2712912571899,3.96639037813308e-15,4.90040359653698e-13,24.0668479364188
"7840","ALMS1",1.50862378456218,3.87501611704756,10.2712822542953,3.96652946609781e-15,4.90040359653698e-13,24.1246510818321
"27239","GPR162",2.95566542788959,3.41954713498535,10.2662648760236,4.04481308528461e-15,4.95366499940421e-13,24.1180892202248
"83959","SLC4A11",-5.7081213936346,2.41821323560548,-10.2295053130353,4.6678534125989e-15,5.66741788474507e-13,23.9803515215031
"25819","NOCT",-3.00454573561029,4.32292193465326,-10.2262933808325,4.72668300364978e-15,5.68979516439346e-13,23.9316256827551
"26031","OSBPL3",-2.17721397099444,5.33718753367206,-10.2108085015256,5.02094801557606e-15,5.99279930943841e-13,23.8036795516574
"1063","CENPF",3.25589278442085,4.72190961962256,10.1906528922891,5.43177874948496e-15,6.42866990821397e-13,23.8014679442348
"23491","CES3",-4.61729712190695,1.07756288112551,-10.1872173508177,5.50510742623921e-15,6.46116108259608e-13,23.7974877362989
"9766","SUSD6",-1.71745443798808,6.24531859742099,-10.1692739626551,5.90460174324218e-15,6.87276123568784e-13,23.6210720244673
"10376","TUBA1B",1.86930717166492,8.68824070400378,10.1656001369584,5.98992870562683e-15,6.9149308106597e-13,23.6483504046477
"60492","CCDC90B",-1.49209289810868,6.15819992783205,-10.1166980478771,7.25132834110861e-15,8.26843364928885e-13,23.4139913905164
"5138","PDE2A",-4.12670354335845,0.00365951451869083,-10.115696223556,7.27979105731197e-15,8.26843364928885e-13,23.4648431342783
"309","ANXA6",1.03477427532314,9.16816879905669,10.1046315334799,7.6017275818868e-15,8.5650185010635e-13,23.4266053055271
"4598","MVK",1.86355676964097,3.8903464932203,10.0931906794714,7.9496871812276e-15,8.84297838020078e-13,23.4509561227092
"28981","IFT81",1.86333600597911,4.66601677083072,10.0924101933771,7.97400066945114e-15,8.84297838020078e-13,23.4095707129884
"23621","BACE1",-2.17185071386865,7.21469210506544,-10.0812947956414,8.32849839104516e-15,9.10446797787832e-13,23.304110027369
"529","ATP6V1E1",-1.16785282863999,7.76267754309922,-10.0809702956495,8.33908242790616e-15,9.10446797787832e-13,23.3017661918424
"387119","CEP85L",-2.1611582695785,3.69306647908027,-10.0622474757225,8.97324180711866e-15,9.72147212395841e-13,23.3060560921864
"4172","MCM3",2.37997167797172,5.78698700869711,10.0477299120598,9.49819559153365e-15,1.02116478405466e-12,23.1886447330723
"80013","MINDY3",-1.05261453381746,5.39787389927699,-10.0353884785065,9.96870048917465e-15,1.06363013401163e-12,23.109693269852
"125111","GJD3",-2.07866060815189,3.85221893825285,-10.0229247284459,1.04676817842029e-14,1.10847240788506e-12,23.1450990774876
"79830","ZMYM1",1.70841127836881,2.82613015478268,10.0122853152083,1.09134669627215e-14,1.14705424405201e-12,23.1499534984103
"4094","MAF",-2.78206328673257,4.36416783905467,-9.99635837081767,1.16167604155258e-14,1.21192928660937e-12,23.0146217752894
"3006","H1-2",-2.2716199696703,5.37880822655472,-9.97954137825002,1.24089297472083e-14,1.28505416588002e-12,22.9074565375503
"6494","SIPA1",1.50460459573544,3.60553094004302,9.96906797084116,1.29295256486595e-14,1.32919298712205e-12,22.9739217712217
"8878","SQSTM1",-1.6979197874316,9.12376811927536,-9.93520235341196,1.47681230351177e-14,1.50720467265651e-12,22.7875617598703
"100506119","LINC01503",-2.45613144524104,1.60101173939829,-9.93333626167001,1.48767629211043e-14,1.5073692732434e-12,22.8394040391651
"55020","TTC38",1.3336588005324,4.24337538422989,9.89393516032941,1.73680389382903e-14,1.74722471719201e-12,22.6575200310565
"84904","ARHGEF39",2.69050609791491,0.0557573430986341,9.8866920515262,1.78697604278446e-14,1.78494826855152e-12,22.5301646942604
"8811","GALR2",-5.09239698552465,1.74749362630812,-9.87775953051655,1.85086315782026e-14,1.83574343061553e-12,22.6188413559903
"11334","TUSC2",-1.1371602659084,5.61767981586343,-9.87524330958249,1.86927097213381e-14,1.84103583017711e-12,22.4789331013311
"9493","KIF23",2.94942853871809,4.35144330188331,9.86736036982215,1.92814070799292e-14,1.88582873134529e-12,22.5672291857547
"4782","NFIC",1.57124101077625,6.19056148339048,9.85250344749109,2.04421032042038e-14,1.98556263122763e-12,22.3936695963264
"55367","PIDD1",-3.02884862942279,5.14297457592197,-9.84129267483474,2.13642588248195e-14,2.05855622723076e-12,22.3872460755721
"6330","SCN4B",-4.93194476945382,2.87476228475943,-9.83985003612722,2.14859248369016e-14,2.05855622723076e-12,22.4842475807792
"54663","WDR74",-1.11022343204356,5.10297384746934,-9.83706340817885,2.17229140440884e-14,2.06719946889825e-12,22.3530163996028
"6004","RGS16",-5.74800655838839,2.08874093070983,-9.82591719299073,2.2697433798883e-14,2.14544065519106e-12,22.419614504399
"159091","PABIR3",-1.85082834605034,1.93790578944968,-9.82150916785081,2.3094857777327e-14,2.16079461282073e-12,22.4132799725217
"148808","MFSD4A",-3.82734634994801,0.358346140045635,-9.82072033645838,2.31667130457207e-14,2.16079461282073e-12,22.3555426109266
"83479","DDX59",-1.15572629538231,3.94998265106216,-9.81526155558359,2.36701583411516e-14,2.19277910264043e-12,22.3305596625788
"7879","RAB7A",-1.15300370568727,8.0494080966844,-9.8130320769815,2.38789275115026e-14,2.19277910264043e-12,22.2669677282091
"7041","TGFB1I1",3.54767353786654,5.36125672603002,9.81199457696225,2.39767098698258e-14,2.19277910264043e-12,22.3399742832472
"5111","PCNA",-2.36142653614918,6.55974408061802,-9.8009832076565,2.50396627725532e-14,2.27225150973588e-12,22.1982503145632
"85358","SHANK3",-1.916582503758,4.23486618999211,-9.7988904441203,2.52469797222958e-14,2.27225150973588e-12,22.2446745693834
"94241","TP53INP1",-1.87955901695836,6.689759867922,-9.79693750997546,2.54420016667585e-14,2.27225150973588e-12,22.1725754703287
"4953","ODC1",-1.49060974672941,7.69890588722901,-9.79644886159435,2.54910351134812e-14,2.27225150973588e-12,22.1900373957439
"5347","PLK1",3.46426280095304,3.4143735372265,9.79482278731877,2.56548890521215e-14,2.27247457490616e-12,22.311435136127
"51542","VPS54",0.887083676397459,5.03155367307559,9.76988626728705,2.83045580485894e-14,2.49150872222708e-12,22.0985416776226
"28964","GIT1",-1.70599990102602,6.07045078250618,-9.75231303758211,3.03356002208701e-14,2.63761361905984e-12,21.9932367720599
"5371","PML",-2.28493782600208,5.23081510284781,-9.7522852596312,3.0338924047692e-14,2.63761361905984e-12,22.0205591118419
"4354","MPP1",1.66591702560861,3.88808571075324,9.73035878666035,3.30802261235498e-14,2.85829389401273e-12,22.0421679091783
"3068","HDGF",1.13964720659915,7.34991479484661,9.71761978044363,3.47859289869704e-14,2.98734770641763e-12,21.8606139136093
"55191","NADSYN1",-2.72276667409327,5.68733685707955,-9.70676135518145,3.6309496162706e-14,3.09929056942758e-12,21.8369828980246
"5424","POLD1",2.19119038219354,4.3015979051851,9.70151711714187,3.70691812282891e-14,3.14507438806761e-12,21.9172170600413
"105375039",NA,-3.47222911852197,1.37194302082366,-9.67731844033133,4.07870311166732e-14,3.43978770207919e-12,21.8428216665651
"337873","H2BC20P",-2.74805097317885,0.601013448102874,-9.67429132028469,4.12777675029426e-14,3.45953189875196e-12,21.8003362873023
"100216545","KMT2E-AS1",-2.11536025434725,1.55889532093759,-9.67285663978109,4.1512417700162e-14,3.45953189875196e-12,21.8249345511996
"374786","EFCAB5",-3.03965025662067,0.0215563959710697,-9.6707670196817,4.18565886615268e-14,3.46769526299378e-12,21.7531037662815
"4780","NFE2L2",-1.21613001642889,7.07578894216603,-9.6633264146404,4.31055594040603e-14,3.5502847874081e-12,21.6497351996403
"85360","SYDE1",3.08716218636166,5.11147334536263,9.64911585083319,4.55960246388455e-14,3.73357215705523e-12,21.7082820713772
"90634","N4BP2L1",-2.91499731100033,0.297737630961566,-9.64334568956004,4.66481168966181e-14,3.79764207151427e-12,21.6758475135837
"400617","KCNJ2-AS1",-4.22311152897309,0.0705083538741392,-9.6417008317616,4.695247587474e-14,3.80045212770022e-12,21.6639664293447
"4437","MSH3",1.1952619305723,4.38093457783838,9.63811421672698,4.76230727897954e-14,3.83270489812274e-12,21.640532583373
"7442","TRPV1",-2.65442907375278,2.65466349451362,-9.63583751802263,4.80537401543606e-14,3.8424427451957e-12,21.6824692213833
"25946","ZNF385A",-2.93540414416139,4.94219546299797,-9.63459872749853,4.82897164086651e-14,3.8424427451957e-12,21.578595896977
"987","LRBA",1.86398436671291,5.69614872569343,9.61748882772846,5.16707114712447e-14,4.08837247393826e-12,21.505679430098
"11095","ADAMTS8",-3.68804410251847,3.34874015258378,-9.6032877739015,5.46570082994429e-14,4.30049890999639e-12,21.5363931570269
"3835","KIF22",2.3991459104723,4.1305135491783,9.59085468900156,5.74136896995418e-14,4.49230225404637e-12,21.4932943576559
"11200","CHEK2",1.80772145408203,2.46075511866787,9.56417814592719,6.38094841772532e-14,4.96515345388085e-12,21.4187303859375
"116843","SLC18B1",2.50542965423876,3.69790940189117,9.5605004659639,6.47457026909491e-14,4.98499378452326e-12,21.3964459492385
"9404","LPXN",-1.54571570738452,2.17104070024105,-9.56039654982168,6.47723560471284e-14,4.98499378452326e-12,21.4044923105339
"2117","ETV3",-1.4247235699866,5.16903416618433,-9.55583585560169,6.59530543051815e-14,5.04827617844661e-12,21.2479888965517
"6882","TAF11",-0.737323779097375,5.24615398332532,-9.53300380965501,7.21973698518482e-14,5.49636625401854e-12,21.1467672298196
"80723","SLC35G2",-3.12864243791387,2.5978256528275,-9.51847175740379,7.64779016317415e-14,5.76227753607807e-12,21.235935062522
"701","BUB1B",2.97129096020497,3.30370470437621,9.51751160416436,7.67695467970432e-14,5.76227753607807e-12,21.2313242084348
"22871","NLGN1",2.61115692148305,5.06724559291463,9.51702542346265,7.69176495869552e-14,5.76227753607807e-12,21.1717112028498
"9911","TMCC2",-1.87428424512101,3.60933176916649,-9.51011966560351,7.90525959398684e-14,5.89088233448205e-12,21.164490508341
"5433","POLR2D",-1.26772231335308,5.00615915320543,-9.49739727946567,8.31429784025376e-14,6.16308267274389e-12,21.021566194976
"7508","XPC",-2.20824170583112,5.98651526167899,-9.4939016115142,8.43036789021958e-14,6.21640321287186e-12,20.9843197305699
"163071","ZNF114",-4.1599839288559,1.1194836122923,-9.4887257027077,8.60522670814092e-14,6.31229234153421e-12,21.1246062331763
"5218","CDK14",1.47956599523405,5.54671773734128,9.48699872995665,8.66437681889134e-14,6.32275042058371e-12,20.9796335229716
"378805","LINC-PINT",-2.28199926661143,1.94960455761427,-9.48083923419361,8.87869220633779e-14,6.44574747598255e-12,21.0963599563937
"59349","KLHL12",-1.12115636480561,5.62176998858287,-9.4737974936243,9.13024095098673e-14,6.59437505403575e-12,20.8980919937383
"93134","ZNF561",-2.64132638827301,5.977149808633,-9.46891530544796,9.30883828329925e-14,6.65604313311682e-12,20.8933092196244
"23673","STX12",-1.53980819079892,5.73124635128426,-9.46887999505607,9.31014269542753e-14,6.65604313311682e-12,20.879737515188
"115399","LRRC56",-3.31633384568652,1.42166417785988,-9.46332247618501,9.51775160436059e-14,6.77010169675831e-12,21.0278240370519
"56180","MOSPD1",-1.84416134900318,6.33565205121878,-9.46032157904103,9.63178250089763e-14,6.81678516294684e-12,20.8449116632674
"6382","SDC1",-4.193970712704,5.54066318876354,-9.45524310147122,9.8278962979146e-14,6.92080457299146e-12,20.887776693924
"26232","FBXO2",-2.36546080461552,5.38089740126803,-9.45086246537407,1.00002830839707e-13,7.00716353008178e-12,20.833686859517
"5933","RBL1",2.04595631353857,2.44903099870543,9.44848905463935,1.00949475502926e-13,7.03847729199611e-12,20.9708306898827
"9452","ITM2A",-3.02095155433188,4.19314381494031,-9.4405135207302,1.04197033298167e-13,7.22911831020384e-12,20.8477750654707
"440359","YBX3P1",-2.18126236749833,3.83744612352484,-9.43864945143899,1.04971080609789e-13,7.24712107504053e-12,20.8721495407379
"240","ALOX5",-5.42138761450644,-0.280581848647159,-9.4331073613539,1.07306713789305e-13,7.37223296101745e-12,20.879148738431
"116236","ABHD15",-2.08344373745332,4.96252357073935,-9.38698902951925,1.28883618207246e-13,8.81163533413038e-12,20.5959799813112
"84250","SLF1",2.35960227893867,3.55068813481607,9.38008373350855,1.32470158001272e-13,9.01309036371938e-12,20.6891586247668
"11116","CEP43",-1.33776929871331,4.83220078603965,-9.36017050988144,1.4338456400406e-13,9.70878942035186e-12,20.4815362239981
"11173","ADAMTS7",-2.83086260034798,6.09407690724308,-9.35462438107689,1.46582224084836e-13,9.83204254985128e-12,20.4469476940936
"11218","DDX20",1.21127856019097,4.66839051481796,9.3545921208239,1.46601032055437e-13,9.83204254985128e-12,20.5041022885605
"11158","RABL2B",-1.76600446723084,3.68480095297102,-9.33951564377363,1.55661529839277e-13,1.03596173190465e-11,20.4847940265158
"5790","PTPRCAP",-2.72408927448689,0.323976145801532,-9.33826392169432,1.56438611746984e-13,1.03596173190465e-11,20.4947190241582
