"sigVMT24.ENTREZID","sigVMT24.SYMBOL","sigVMT24.logFC","sigVMT24.AveExpr","sigVMT24.t","sigVMT24.P.Value","sigVMT24.adj.P.Val","sigVMT24.B"
"7516","XRCC2",2.76094326232218,0.00138225031351569,7.52315455544003,2.32880091679834e-10,4.61955381861799e-08,13.3834426113407
"283431","GAS2L3",1.987237156263,2.53163614464437,7.51798601273731,2.3779935227116e-10,4.65161955192641e-08,13.4130594732175
"4175","MCM6",2.20339924178547,4.94235185141891,7.49752276759292,2.58316254632302e-10,4.98373442498813e-08,13.1787226729636
"83461","CDCA3",2.96916362653558,2.47751108084729,7.48422043450022,2.72592600999604e-10,5.18810026010597e-08,13.2840602832596
"1026","CDKN1A",-2.10458230305342,10.8157354157415,-7.47696246647032,2.80711621962185e-10,5.27138997828722e-08,13.2049605819258
"51514","DTL",3.20692343657912,2.74980489879875,7.46138007174784,2.98967935588525e-10,5.54034790109051e-08,13.190441040895
"147841","SPC24",3.71283849826482,1.6432559670461,7.44229714333212,3.22948657573492e-10,5.90702453670787e-08,13.1026735733702
"55771","PRR11",2.87811368186191,3.6575604445971,7.43739160706762,3.29417692407913e-10,5.94810099983723e-08,13.0645905304687
"51203","NUSAP1",3.67201193121922,3.8260917316752,7.4310242148645,3.38007908363111e-10,5.97896977093336e-08,13.0512363746318
"5427","POLE2",2.91064191345734,0.670132599625254,7.42984897163584,3.39617709226547e-10,5.97896977093336e-08,13.0402033845012
"55388","MCM10",3.43685819823647,1.51593753923831,7.40629115903757,3.73551059015402e-10,6.49517668539866e-08,12.9710430370075
"90381","TICRR",2.62696059528577,0.835019829228443,7.38099524810529,4.13766364381882e-10,7.10668960482247e-08,12.8640345369583
"3014","H2AX",1.29421707769016,5.0675691034068,7.3637089073376,4.43707074150829e-10,7.52912100281961e-08,12.6169647983037
"5888","RAD51",2.56001989677386,1.59141763307908,7.33664115665208,4.94993301624927e-10,8.29938769057794e-08,12.7072949729621
"6941","TCF19",3.04666800399602,2.08387840074677,7.33224507297367,5.03864193883025e-10,8.34873330193944e-08,12.6913065611669
"57082","KNL1",3.34349906003817,2.37859057089117,7.30409312792742,5.64557882278497e-10,9.24562001629111e-08,12.5808781245884
"8318","CDC45",3.34802879156764,1.71154032614864,7.27011596787347,6.47605686928024e-10,1.04837683847061e-07,12.4447022905257
"81620","CDT1",2.97255315822141,2.48939352347742,7.18907545782996,8.9826222885036e-10,1.43762786717369e-07,12.1289246656183
"55165","CEP55",3.58272833357547,2.73712054475233,7.18474934991212,9.14082533307357e-10,1.44650993248324e-07,12.1109129308048
"220134","SKA1",3.03112093699523,1.24868915647278,7.15380439948538,1.03564903727221e-09,1.62067567121576e-07,11.9930042049806
"4085","MAD2L1",2.82226409511767,3.01323228086721,7.1445108213756,1.07521462533577e-09,1.66410140475043e-07,11.935225658278
"146956","EME1",2.11010691706848,0.801077301987489,7.13379541772901,1.12270806846132e-09,1.71871961263143e-07,11.8997606753215
"5983","RFC3",1.89274151407462,3.08838294435811,7.08531947584944,1.36509160735072e-09,2.06730647289544e-07,11.677851716489
"57549","IGSF9",1.88843499788217,3.05824164855797,7.07831468299945,1.40418821049318e-09,2.10389220814744e-07,11.6341554029188
"221150","SKA3",3.42670725985212,0.986709999629801,7.06777976593457,1.46509998604991e-09,2.17204928458178e-07,11.6557934283555
"51659","GINS2",2.83684862472706,2.2955256634358,7.05793452248774,1.52440305312643e-09,2.23642631252424e-07,11.6231430999411
"79019","CENPM",2.82708913699115,2.01577150951532,7.01961100304266,1.77893167559629e-09,2.58293543495857e-07,11.4755812244855
"83990","BRIP1",3.01703116951191,1.78138133347762,7.01362990080151,1.82230984837838e-09,2.60683384613324e-07,11.4517241872056
"5933","RBL1",1.38680674895008,2.44903099870543,7.0122577104035,1.83240947718824e-09,2.60683384613324e-07,11.4064427140209
"990","CDC6",2.8900578504056,3.4551817810265,6.99530603833403,1.96187673096429e-09,2.76310718789011e-07,11.329592613001
"57650","CIP2A",1.72976219273815,2.99047877030687,6.98249531635702,2.06573098800597e-09,2.88056982525506e-07,11.2815737473911
"2491","CENPI",2.48957881619508,0.934446189065317,6.97775006199398,2.10557531307146e-09,2.90734536365671e-07,11.3135260241147
"4172","MCM3",1.51217374110566,5.78698700869711,6.94527742132445,2.39957360126653e-09,3.28112568934347e-07,10.9145053236274
"89958","SAPCD2",3.14687321184844,2.11585022834281,6.9383793989344,2.46711095599695e-09,3.34103756771741e-07,11.162190332984
"55215","FANCI",2.19309918078159,3.81149223575664,6.9157551670124,2.7021969627426e-09,3.62454685935874e-07,10.9763270004976
"219790","RTKN2",2.35463361931145,1.42118954603907,6.90381411095458,2.83514083248113e-09,3.7669927815721e-07,11.0283329192522
"9156","EXO1",3.03478120980062,1.82166018633501,6.88165019619696,3.09940674624973e-09,4.07963033777394e-07,10.9429907618659
"29127","RACGAP1",2.29373190720913,3.8419749544592,6.85397553743025,3.46407022013173e-09,4.51740416484587e-07,10.7198014740513
"9088","PKMYT1",3.6937231815305,2.69426144083832,6.84273503369774,3.6241119272312e-09,4.68275159478204e-07,10.7900858041519
"400954","EML6",-1.92661218083485,0.456665849153661,-6.83365985345539,3.75867967599374e-09,4.81247677788143e-07,10.7545997787421
"2305","FOXM1",2.8773052957112,3.60987109966656,6.8110233552554,4.11641596821694e-09,5.22302725192499e-07,10.6139791519532
"81930","KIF18A",2.6713271831281,2.01438490605582,6.80421030103583,4.23058073801083e-09,5.31995527804862e-07,10.6257514411362
"26227","PHGDH",1.47650747300917,5.73771660869856,6.78409075142255,4.58644887031464e-09,5.71641999022224e-07,10.3048721762556
"79866","BORA",1.65161843665007,0.66013245940598,6.77527869762094,4.75155323215713e-09,5.87025225628957e-07,10.5331019266644
"10036","CHAF1A",1.70503138396192,4.04405309645453,6.73461836300896,5.5933598558958e-09,6.8501634965597e-07,10.2069643133486
"84057","MND1",2.997338334766,0.742336572280784,6.72249675124957,5.8719207782029e-09,7.07469788399481e-07,10.3261194037238
"54821","ERCC6L",2.23960397006074,1.3423865616695,6.72227415832724,5.87716311010645e-09,7.07469788399481e-07,10.3265575082892
"54982","CLN6",0.778891702903466,4.72777564922242,6.71408013582528,6.07341822295958e-09,7.19729122018573e-07,10.0837643484238
"56963","RGMA",-3.45792201684425,1.53838335967072,-6.71376026673286,6.08121027550484e-09,7.19729122018573e-07,10.2967548071598
"10376","TUBA1B",1.26173336033469,8.68824070400378,6.69093114565761,6.66380423525286e-09,7.82108490410844e-07,9.98672954249434
"90417","KNSTRN",1.20084427651936,3.86257679889298,6.66966255455402,7.25641575566879e-09,8.44622805808589e-07,9.95542772118059
"63967","CLSPN",2.95599455480609,2.66717749187331,6.66430963835051,7.41364591764698e-09,8.55850730361804e-07,10.0799478885488
"6310","ATXN1",0.797974025249355,5.85668461223699,6.63985454840363,8.17618054725284e-09,9.32275724764804e-07,9.69367540109616
"10733","PLK4",2.57636683024276,1.81022225066983,6.6388825119595,8.20805097066428e-09,9.32275724764804e-07,9.99740081491159
"11339","OIP5",2.23746383312797,1.29985532651814,6.62527966122348,8.66723435076641e-09,9.76554628769553e-07,9.95736354004553
"6241","RRM2",3.32111077324628,4.39680370425554,6.58579840433443,1.0149759247441e-08,1.13451753365841e-06,9.68491569383002
"9833","MELK",2.58677894183869,2.34071360105441,6.58169620474561,1.03175701081633e-08,1.14419415278246e-06,9.75268716186973
"4176","MCM7",1.76953061192799,5.8572369263257,6.56270851253276,1.11309613983354e-08,1.22475359636059e-06,9.41524315596899
"55835","CENPJ",1.54563674561426,2.47045095506647,6.55756178084761,1.13622131317614e-08,1.24050705230796e-06,9.65413327949519
"4174","MCM5",2.43397658033207,4.57929812294448,6.53227387577921,1.25697084463184e-08,1.36178287506114e-06,9.40065002222117
"81610","FAM83D",2.81128053334377,2.89390471227991,6.5302616042849,1.26711023311669e-08,1.36228858955844e-06,9.56087099360125
"10635","RAD51AP1",3.03645376193689,2.13533287005473,6.52134654232321,1.31301813377831e-08,1.40095056031316e-06,9.54461204142389
"201255","LRRC45",1.03543870299918,3.59014798256808,6.4647078000195,1.64584353655381e-08,1.74286168186646e-06,9.20190191273133
"8208","CHAF1B",1.95057836407233,2.14391485556437,6.45955490311458,1.67999599114114e-08,1.76575101039044e-06,9.29640711154231
"641","BLM",2.60771255638054,1.26943584820859,6.45431105283023,1.71547415454547e-08,1.78968429574951e-06,9.29826531874073
"145508","CEP128",2.11097673151304,0.846959688091847,6.45153226667804,1.73457523846331e-08,1.79630571018509e-06,9.29350168505213
"5557","PRIM1",2.13259314479173,1.2653917397257,6.44817588043636,1.75792863419609e-08,1.80720196233707e-06,9.27508650840995
"64105","CENPK",2.59591143941209,1.70045327846556,6.44187585177003,1.80261025241176e-08,1.83970744891067e-06,9.24706834187446
"84904","ARHGEF39",1.69278345300155,0.0557573430986341,6.41309031090216,2.02155242851679e-08,2.04831254699499e-06,9.14707189784287
"157570","ESCO2",3.40598392027892,1.35535500266092,6.39469636987033,2.17508598882677e-08,2.18813650475973e-06,9.07794249996597
"1870","E2F2",3.26492196530986,0.267533108519144,6.38404184179373,2.26925903677754e-08,2.26668399106205e-06,9.03693175216601
"5984","RFC4",1.28603638321045,3.5153199291397,6.37984885520923,2.30742051085835e-08,2.27136967421116e-06,8.89174470804122
"11200","CHEK2",1.09823610413246,2.46075511866787,6.37860723594237,2.3188426275764e-08,2.27136967421116e-06,8.94414578757598
"672","BRCA1",1.57513092838174,2.84538115459477,6.37815830935258,2.32298627606905e-08,2.27136967421116e-06,8.92120172524023
"3838","KPNA2",1.14051688235868,7.28413633668785,6.37648895197235,2.3384592641339e-08,2.27136967421116e-06,8.67658564624867
"10926","DBF4",1.35108126312798,2.45550775722975,6.37060622358071,2.39380554442066e-08,2.30920255394661e-06,8.91633057878539
"3992","FADS1",0.807491204017005,7.18690857346024,6.36819325684883,2.41688180666797e-08,2.3156029500076e-06,8.63451456063657
"9518","GDF15",-3.09799325640179,6.87102803247135,-6.35934368043106,2.50342073022928e-08,2.38230929490197e-06,8.65468037013097
"113130","CDCA5",2.75534288886048,2.81764749268034,6.33441473418107,2.76408958188358e-08,2.61271393766767e-06,8.80310983500156
"675","BRCA2",2.6518078537523,1.65859056055786,6.32182233343319,2.90583080225139e-08,2.72838140126058e-06,8.787930475606
"9585","KIF20B",2.05591720808406,3.94945849801595,6.31932097344369,2.93483367087235e-08,2.73736406758717e-06,8.60673130139972
"983","CDK1",3.45840922154863,4.10367770101446,6.3082062968746,3.06722084919852e-08,2.84202226579684e-06,8.64285099016265
"105376779",NA,-2.67564856231312,0.389574570535509,-6.28335117446346,3.38510509416219e-08,3.11606667622094e-06,8.65677046988047
"51477","ISYNA1",-1.15477647190619,8.8558151380173,-6.27290587473984,3.52826023188812e-08,3.22675435752677e-06,8.36576322192843
"2177","FANCD2",2.21807975471094,2.32953410476766,6.266713529938,3.61594745094412e-08,3.28561315478045e-06,8.54046550612484
"54892","NCAPG2",2.0032028408837,3.277509118281,6.2482554955858,3.89035930359399e-08,3.51229618152678e-06,8.40219336810505
"29899","GPSM2",1.93404438244016,0.862416009253104,6.22570610259758,4.25377090116324e-08,3.81593053324733e-06,8.43713319681276
"4605","MYBL2",3.52036849625449,3.5228901464335,6.18787456035388,4.9406138299486e-08,4.40402564436684e-06,8.21503501268493
"9557","CHD1L",0.954364485185673,4.3152209066099,6.18589458052661,4.97944525184336e-08,4.41072370609823e-06,8.05452866189075
"10051","SMC4",1.74026636026395,5.86899330493273,6.15352054922421,5.65903780330486e-08,4.9813680263591e-06,7.80971589106935
"3835","KIF22",1.3186559766918,4.1305135491783,6.1400128211551,5.96907861083222e-08,5.22164615869323e-06,7.85820023461147
"29028","ATAD2",1.64641225803865,5.20923546373928,6.12110567939264,6.43152049922504e-08,5.59145275994355e-06,7.70859901076534
"3274","HRH2",1.77629957411844,4.30630786627411,6.10255193827046,6.91980256972895e-08,5.97904904245783e-06,7.7282591207958
"10293","TRAIP",2.20220795828335,0.696495842509238,6.06985158576543,7.8714438430946e-08,6.75984238330148e-06,7.85318256961572
"54478","PIMREG",3.53809404665642,2.17047802213182,6.0607531721278,8.15855082734315e-08,6.96394120316975e-06,7.80935930209434
"100268168","RPL26L1-AS1",-1.45721412469306,1.00578910258811,-6.05454991096154,8.36022341233345e-08,7.09309557465689e-06,7.78440057245918
"6434","TRA2B",0.622636233978322,6.17018820095465,6.05176949448075,8.45221234496256e-08,7.12820111775165e-06,7.39415261499632
"54908","SPDL1",0.923786847565076,4.07124003498497,6.04744687194088,8.59721960033511e-08,7.2073357649476e-06,7.50204206572783
"7112","TMPO",1.1801929124145,5.84156682536389,6.03911818515838,8.88359879705309e-08,7.40334943536661e-06,7.36134307453462
"23464","GCAT",1.00280250520986,5.27092104419469,6.01721036181617,9.68280172468872e-08,8.02191644061858e-06,7.32337323197549
"8493","PPM1D",-0.84727800924227,5.52788590085733,-6.01495064529803,9.76918254278833e-08,8.04615011301934e-06,7.2918234165701
"151056","PLB1",-1.55780929561003,0.0613364068578928,-6.00841489204094,1.00233402148458e-07,8.20748392941215e-06,7.62516889237027
"2189","FANCG",1.41616988931958,2.72849448633621,6.00491273357867,1.01622130992251e-07,8.27309880286048e-06,7.49283026532047
"26147","PHF19",1.74398972462375,3.6396182020855,6.00301848105906,1.02381191698774e-07,8.28699255106631e-06,7.41667457312294
"55010","PARPBP",2.18722173400985,1.38543492787265,5.99819549339833,1.04339290432355e-07,8.39722609399592e-06,7.57238153871205
"1894","ECT2",1.24681220598716,4.6676939121106,5.99516776889627,1.05587426275907e-07,8.44939381630608e-06,7.25202498775161
"375444","C5orf34",2.10545800694117,0.690242484889577,5.97796415800333,1.1296519204246e-07,8.98871053517516e-06,7.50263785295877
"64787","EPS8L2",-1.70213114583314,5.83716150455982,-5.94414442160413,1.28988392446455e-07,1.02060253888532e-05,7.01110769345412
"2175","FANCA",1.69853703175534,1.91461548501584,5.90371623314614,1.51116256395938e-07,1.18334315067108e-05,7.18636494922075
"10535","RNASEH2A",1.42183845481275,3.54068612876871,5.90244160872714,1.51871835519557e-07,1.18334315067108e-05,7.03988556116224
"9837","GINS1",1.44427379120418,2.61811044052598,5.90075818302407,1.52875477827351e-07,1.18334315067108e-05,7.11421473947378
"6882","TAF11",-0.451219954416675,5.24615398332532,-5.90068859424616,1.52917106945567e-07,1.18334315067108e-05,6.84746176089354
"25894","PLEKHG4",-1.30981142008436,0.314337198129656,-5.88418865923075,1.63110994571765e-07,1.25533073636543e-05,7.15170439986308
"51278","IER5",-0.870779211174094,5.94729948000738,-5.86847800046574,1.73441030337242e-07,1.32757797351615e-05,6.70974874575275
"7468","NSD2",0.589365385967048,6.27582381833826,5.86138775979799,1.78312447389029e-07,1.35748784271734e-05,6.66048388490042
"60509","AGBL5",-0.845110768292733,5.18377474211197,-5.85244277679479,1.84651660447221e-07,1.39819031491326e-05,6.69135223661457
"8438","RAD54L",1.28358223052749,2.33007657937973,5.8272920218426,2.03694943517937e-07,1.53413881524418e-05,6.87310124291022
"130940","CCDC148",-2.65174475528091,0.832110652376939,-5.80014940971553,2.26428467213655e-07,1.69628645331761e-05,6.83711204220026
"151246","SGO2",1.93804897979368,3.78208773224133,5.79593002051607,2.3018089110633e-07,1.71527389965162e-05,6.61762987660434
"23479","ISCU",-0.926758476827834,6.92511876111296,-5.78832226199004,2.37102685424883e-07,1.75755485343371e-05,6.40265214121115
"995","CDC25C",2.52404115290478,1.29950969350616,5.78491698921109,2.40267200659008e-07,1.77168756758192e-05,6.780248658563
"201134","CEP112",0.844644955643894,2.87145314000044,5.77688478879202,2.47897845933089e-07,1.81843399068835e-05,6.60901156872258
"5985","RFC5",1.26820325736288,3.01184094118545,5.75802563593334,2.66768425402541e-07,1.94186764575995e-05,6.54243591585109
"4354","MPP1",0.887229415413769,3.88808571075324,5.75733817763651,2.67482478896216e-07,1.94186764575995e-05,6.43760944156248
"11270","NRM",1.23917058116956,2.77677970650027,5.75261251982355,2.72442334784231e-07,1.96773222723134e-05,6.53449273062333
"3619","INCENP",1.30877039557434,3.4677177838433,5.73667272726778,2.89851872824931e-07,2.08279274329915e-05,6.38762495876964
"83463","MXD3",1.79224042730613,1.82406157011132,5.70323312937546,3.30025315726249e-07,2.35383913099805e-05,6.45192662318613
"253714","MMS22L",1.51853118071967,2.78376689644553,5.70253929673078,3.30914617961952e-07,2.35383913099805e-05,6.36198359763913
"26271","FBXO5",1.71640852938147,2.32299411894443,5.69996349527809,3.34236839368922e-07,2.36552344003613e-05,6.37389045372854
"4436","MSH2",0.865846145056858,5.1386174471802,5.6972574540104,3.37762529007578e-07,2.37852372927136e-05,6.06476375861759
"29128","UHRF1",2.63589634042662,1.98040314895311,5.69339407389971,3.42859855377007e-07,2.40240706623372e-05,6.40252376462883
"1468","SLC25A10",0.958186746515806,4.09405585293421,5.66505808892566,3.82641446233514e-07,2.6648430967893e-05,6.07572169041763
"105375039",NA,-2.13592363789364,1.37194302082366,-5.66377644414073,3.84544705802498e-07,2.6648430967893e-05,6.31935048941655
"126432","RINL",-1.71185805421963,0.399755457429377,-5.66280752213817,3.85989769770674e-07,2.6648430967893e-05,6.32273165201102
"3397","ID1",-1.79606693144096,4.8873729373396,-5.65396029863359,3.99435112295503e-07,2.74421664466822e-05,5.96176039054757
"11130","ZWINT",2.13922537458661,3.60118509109573,5.64351938893306,4.1589821744267e-07,2.84345169634105e-05,6.07276785101956
"8914","TIMELESS",1.47827484971676,3.99262683375366,5.6366340255746,4.27119684682691e-07,2.90606455993769e-05,5.96546525317445
"80206","FHOD3",1.36065494947276,9.06736876056364,5.62282200758922,4.505386584468e-07,3.05066656998305e-05,5.86982198905213
"157313","CDCA2",2.72475475791904,2.73364339014738,5.61426371433999,4.65680984833168e-07,3.13367272676745e-05,6.05833930275292
"79172","CENPO",0.925688446918522,2.96970359423017,5.61339410679226,4.67247424468307e-07,3.13367272676745e-05,6.00273161244162
"4193","MDM2",-1.26731511042344,7.96914704265538,-5.60315905068385,4.86079415124323e-07,3.24452250360709e-05,5.76819552744506
"7083","TK1",2.47530188812422,4.05459896619977,5.60043653362499,4.91213576766028e-07,3.26332642225129e-05,5.91387655170567
"55561","CDC42BPG",-1.77115482009191,3.55821657998543,-5.59353650090379,5.04466668573359e-07,3.33563782168412e-05,5.860863648812
"4001","LMNB1",1.09792237516275,5.21640976677881,5.58262960986112,5.26138897659048e-07,3.46268235263086e-05,5.6634788033239
"355","FAS",-1.61675070963281,5.23336592947507,-5.56956705535292,5.53305986554359e-07,3.62454023936353e-05,5.61261320202286
"79075","DSCC1",2.8383356136816,1.16605397492949,5.56577935044103,5.61439173264568e-07,3.66079135011952e-05,5.97226803431312
"51249","TMEM69",-0.448475232155216,5.21949893430617,-5.53108655071303,6.41637858964342e-07,4.16443668463308e-05,5.44115306164093
"6284","S100A13",-1.1413533547837,5.53472703003236,-5.51961299945611,6.70569825766617e-07,4.33225019545736e-05,5.39346594056212
"7803","PTP4A1",-0.650791816670836,7.66269998783862,-5.51619923529857,6.79423708370303e-07,4.36940799483441e-05,5.3842115458092
"6240","RRM1",1.08032371962847,6.16361028051866,5.50976478766405,6.9642649242245e-07,4.44017345127305e-05,5.33464115337971
"5424","POLD1",1.06532725828009,4.3015979051851,5.50965033387143,6.96732698616404e-07,4.44017345127305e-05,5.43533387722551
"440081","DDX12P",1.5050845461211,1.15767443818392,5.50829552157484,7.00367423073047e-07,4.44323188583819e-05,5.74467512163297
"6491","STIL",1.98984757879211,1.8469604064177,5.50486807274025,7.09646349437203e-07,4.48190994864285e-05,5.68675255345212
"83879","CDCA7",1.59379973758416,2.11517740552327,5.50168961827235,7.18359446247544e-07,4.51668501828144e-05,5.68202925413951
"1647","GADD45A",-0.891635463215219,7.6192854722866,-5.49514094006353,7.3664517977681e-07,4.61107142754515e-05,5.30716797841851
"22995","CEP152",1.19346341468414,2.10676154951769,5.49373585868436,7.40627942193548e-07,4.61548846807696e-05,5.63645858570366
"1756","DMD",1.45963743572053,8.45357259620957,5.48995707936623,7.51444662606148e-07,4.66226723706828e-05,5.32615066873319
"57132","CHMP1B",-0.472125360391646,6.50273395460247,-5.48490752901131,7.66142369180194e-07,4.73260926646222e-05,5.23690638601611
"3795","KHK",1.27508877233062,1.49793862822465,5.47163279592249,8.06146277646565e-07,4.95797562199748e-05,5.59155873330544
"25886","POC1A",1.34765413100642,2.81275397038338,5.44777783598659,8.83273011030643e-07,5.40870308145894e-05,5.41891996919991
"199699","DAND5",2.27716076359684,0.28098783419464,5.44116467889177,9.05912216235768e-07,5.52331933050414e-05,5.53272213853902
"8833","GMPS",0.645235795126867,5.65270460809475,5.43610505184985,9.2361826924019e-07,5.60699987240467e-05,5.06716713677723
"994","CDC25B",1.07244347550682,4.1345255365634,5.43497989194601,9.27601842403707e-07,5.6070147418085e-05,5.21240582454192
"80020","FOXRED2",0.751651452470722,4.75738207515837,5.42582054966118,9.60666031099974e-07,5.78205999231283e-05,5.08456206605215
"23594","ORC6",1.77028163789077,3.1980007528639,5.41547056818784,9.99426799166864e-07,5.98975618700686e-05,5.27281058154129
"60492","CCDC90B",-0.786258836425666,6.15819992783205,-5.40228324164275,1.05105172908836e-06,6.27246294596631e-05,4.93266507223944
"64773","PCED1A",-0.537683456682519,4.07709607358969,-5.39965627115505,1.06164499022316e-06,6.30894854105612e-05,5.06403776963205
"2702","GJA5",2.26847043019887,3.19322467955,5.39030231055877,1.10022559683822e-06,6.51074676717208e-05,5.06680147701917
"100128191","TMPO-AS1",2.15456189118301,0.995994165733295,5.37892512683236,1.14901549883499e-06,6.77101852953641e-05,5.30628921572344
"10082","GPC6",1.63852647301186,6.21722546714063,5.35801295813505,1.2443141018799e-06,7.30204992119852e-05,4.77444478061279
"55345","ZGRF1",1.58482978578486,1.28439345418152,5.35619763565222,1.25294463531458e-06,7.32218765301681e-05,5.17996718027263
"56999","ADAMTS9",1.20023420063532,7.10462140032964,5.33715395675833,1.34711074968406e-06,7.8399619002274e-05,4.70954424120158
"57828","CATSPERG",-1.59777652771828,0.476859074495718,-5.33274185820985,1.36990218565032e-06,7.93979521921775e-05,5.1487067730913
"309","ANXA6",0.561482370203336,9.16816879905669,5.31803876500028,1.44862701326712e-06,8.36166510444841e-05,4.74779854309011
"374786","EFCAB5",-1.75526242020875,0.0215563959710697,-5.30268649017534,1.53557780327344e-06,8.82737868624617e-05,5.04162324849451
"79980","DSN1",1.38350656360225,2.7243908257984,5.29762320419761,1.56536539980291e-06,8.9620350775708e-05,4.83515107187756
"55083","KIF26B",1.04116417289194,7.59609820788959,5.29516228884355,1.5800476572235e-06,9.00947012321287e-05,4.57292172415785
"1786","DNMT1",0.655852558223173,5.89823294967885,5.28911594533231,1.61669894160353e-06,9.18128544094519e-05,4.50629971699456
"374378","GALNT18",1.41638102851085,4.30889052770476,5.28800309919527,1.62353524908497e-06,9.1830805012501e-05,4.63953848361011
"132671","SPATA18",-1.52763277655911,5.00726979423078,-5.28628837897923,1.63412461625906e-06,9.20600443815702e-05,4.56192548674502
"57369","GJD2",2.28761325929242,1.01282918643966,5.28090912549182,1.66778732328917e-06,9.35821380924491e-05,4.87026655096895
"993","CDC25A",1.27897121834645,3.60175208472038,5.25494614783486,1.84009294975376e-06,0.000102840750414016,4.61629047562362
"50940","PDE11A",-1.56599159637238,0.547761829186809,-5.25315950670892,1.85257382790032e-06,0.00010312905056185,4.83568220181254
"51191","HERC5",-1.74519801678176,1.21292691381954,-5.2514105370724,1.8648721521003e-06,0.000103404958229058,4.81938723878925
"53616","ADAM22",1.11358047064058,2.82035372790972,5.24450488208011,1.91422004833249e-06,0.000105725000630254,4.67295736990557
"4052","LTBP1",1.00549547287426,9.85609055339436,5.22728398138549,2.0429418695664e-06,0.000112393723792864,4.4410222262958
"388650","DIPK1A",0.695139531211887,4.49524503716672,5.21310403524909,2.1552893243e-06,0.000118113209507553,4.32182626709213
"899","CCNF",1.14319116124974,3.03505056062239,5.20803530509794,2.19690419783386e-06,0.000119927126830589,4.46906729517946
"64782","AEN",-0.861207300263461,6.77463826519455,-5.204845246342,2.22349875161754e-06,0.00012091025643931,4.20407744441398
"79682","CENPU",2.57301441245408,3.20990944102388,5.1977787582536,2.28354155867214e-06,0.00012369768966284,4.49859056848887
"100216545","KMT2E-AS1",-1.18060707866645,1.55889532093759,-5.1884224940495,2.36549701345479e-06,0.000127646206657078,4.58068446743422
"51763","INPP5K",-0.508101083596974,4.92344241115793,-5.18606577444165,2.38659199054184e-06,0.000128292983186226,4.19120348977769
"116444","GRIN3B",-1.4584040900195,1.6947405938707,-5.17970717595359,2.4444341046304e-06,0.000130648765722378,4.50297567642241
"8470","SORBS2",1.0977663832084,9.65406164664224,5.17921496040775,2.44896862757084e-06,0.000130648765722378,4.26051435802803
"55367","PIDD1",-1.5638993361727,5.14297457592197,-5.15651937651454,2.66727074321188e-06,0.000141757891122249,4.0964316644569
"1763","DNA2",1.38334931216124,2.67956366583289,5.15012316266928,2.73217250111919e-06,0.000144661344006626,4.32161362018405
"84892","POMGNT2",0.613888050425698,5.09344335053127,5.14606327618052,2.77416973378208e-06,0.000146334855919801,4.03989709300908
"126820","DNAI3",-1.61130575655606,4.19333368721411,-5.13159046726201,2.92910453014126e-06,0.000153931000755632,4.09381919144705
"28232","SLCO3A1",0.868752287387611,6.50426409123786,5.12226381844698,3.03341722114614e-06,0.000158820253318298,3.896595578526
"163786","SASS6",1.03934697639981,1.92179560310494,5.07078354413721,3.6782393401843e-06,0.000191867862470947,4.05905610729625
"84958","SYTL1",-2.4227320316799,3.83094319344126,-5.04391502637147,4.06638168712286e-06,0.000211331806942577,3.82003414601602
"8671","SLC4A4",0.863342185446293,5.20797915460493,5.03746031871094,4.16545223675916e-06,0.000215684666553368,3.59812336967132
"283463","MUC19",-2.93411141233164,0.283865871321185,-5.03605899308683,4.18727126582082e-06,0.000216020250944397,4.07750054412793
"55559","HAUS7",0.931724644806296,2.10931592179324,5.029774238056,4.28651300238052e-06,0.000220333026005574,3.93589335583242
"9319","TRIP13",2.18594580796402,3.03970986405706,5.01350878765516,4.55419096721553e-06,0.00023324082029914,3.83947427852593
"23331","TTC28",0.756212822598345,5.2275393807522,5.00367818041422,4.7238456463534e-06,0.000241053051026236,3.48063249214907
"8309","ACOX2",1.21874787381431,3.35302353750332,4.99908142389224,4.80528634872269e-06,0.000244323656806536,3.70650248652756
"84303","CHCHD6",1.01610464978073,4.16533679509139,4.99463635345148,4.88534774691899e-06,0.000246848014148481,3.59074585370813
"115703","ARHGAP33",1.38716994064781,1.893411686066,4.99438089736369,4.88998835184792e-06,0.000246848014148481,3.80814500972561
"240","ALOX5",-3.13093592384835,-0.280581848647159,-4.98359367204856,5.08994130431929e-06,0.00025602404760726,3.90124370604623
"100288637","LOC100288637",1.65563714051645,0.122772949559956,4.98165395696593,5.12673630587809e-06,0.000256957132142302,3.8967304551522
"85236","H2BC12",-0.993528693630164,5.28573521040258,-4.97923930358142,5.17290488377322e-06,0.000258351746039227,3.41209722245608
"27044","SND1",0.683165746297736,8.03760446739307,4.97035621120807,5.34628371594573e-06,0.000266067349312296,3.39980352428968
"1896","EDA",1.24788809667504,4.3895341385429,4.9685950711607,5.3813275002931e-06,0.000266868368007493,3.46059419152496
"5982","RFC2",1.23176141022627,3.64568280428292,4.9650084805147,5.45339199988596e-06,0.000269493238338224,3.56102695162063
"8878","SQSTM1",-0.829968080146298,9.12376811927536,-4.95968342335469,5.56213414117056e-06,0.000273905934420441,3.43604465209756
"55632","G2E3",0.821148013074708,3.11256489761471,4.95238794967672,5.71456907364151e-06,0.000279809248143848,3.46303979335559
"51065","RPS27L",-1.06635689221393,7.33365366531987,-4.9520492054981,5.721745488883e-06,0.000279809248143848,3.32217896234241
