"sigVMT24.ENTREZID","sigVMT24.SYMBOL","sigVMT24.logFC","sigVMT24.AveExpr","sigVMT24.t","sigVMT24.P.Value","sigVMT24.adj.P.Val","sigVMT24.B"
"128239","IQGAP3",3.28000674335057,3.27431540066097,8.26807176948694,1.14540026467673e-11,3.29220761789941e-09,16.355920561962
"7272","TTK",3.96776999762273,2.69594276144726,8.23053330096081,1.33286427200508e-11,3.68185439206391e-09,16.2047642578076
"332","BIRC5",3.81441553502709,3.80873752808926,8.2304621200527,1.33324747227534e-11,3.68185439206391e-09,16.2072200049625
"374393","FAM111B",4.43332530535833,2.09821906493824,8.14684618407495,1.86897827872632e-11,5.06205578415030e-09,15.8526074698425
"84722","PSRC1",2.66727976689435,0.652448197168095,8.14071205474363,1.9158825891126e-11,5.07345791539469e-09,15.8096725580748
"259266","ASPM",3.88524935250718,3.80662913859644,8.13694955562495,1.94523379317888e-11,5.07345791539469e-09,15.8300353174909
"9700","ESPL1",3.59927372150402,1.72720683010435,8.12669791876366,2.02751199403125e-11,5.19190525889747e-09,15.7557899034987
"56992","KIF15",2.86524527856921,0.869531008982024,8.08525819625106,2.39718058212459e-11,5.91494739157779e-09,15.5996536361577
"8347","H2BC4",-1.79045419353584,2.24188076415416,-8.08230542897381,2.42596333487746e-11,5.91494739157779e-09,15.624938271272
"79968","WDR76",2.94049917980379,1.47042640866653,8.08129793989163,2.4358630269207e-11,5.91494739157779e-09,15.5908095243345
"4751","NEK2",3.68857375171811,1.89426891535154,7.9624971357704,3.93788681863148e-11,9.40020304298404e-09,15.1295939583999
"55143","CDCA8",3.66685176945641,2.28137172692253,7.94813598050646,4.17337694853269e-11,9.79630682385574e-09,15.0924527422579
"79801","SHCBP1",2.98723602160132,3.30348912916456,7.92192374610249,4.64013474584171e-11,1.0713386518104e-08,14.9914497794644
"4171","MCM2",2.23568960289658,4.58462968327588,7.86159240047408,5.92267289850941e-11,1.34540201778398e-08,14.6583643798242
"55789","DEPDC1B",3.34249831146915,0.995308177919069,7.84691979035549,6.28486570489645e-11,1.40501664425019e-08,14.6449612901717
"83540","NUF2",3.77784125262789,2.13597943887435,7.82160510151939,6.96262168238676e-11,1.53221193398024e-08,14.5967034010301
"3832","KIF11",3.01586670990321,3.26482004202746,7.81668732244818,7.10253385542098e-11,1.53895518184229e-08,14.5668659450736
"3833","KIFC1",3.56101152142795,2.84896434980052,7.75377485971589,9.16123348312261e-11,1.9549517026712e-08,14.3387731813898
"10460","TACC3",1.53169062010892,4.74464422868079,7.73481313549066,9.89171258709537e-11,2.07932656830823e-08,14.1357784295827
"10615","SPAG5",2.60585089466059,3.67498443813006,7.69082356696616,1.18185731357935e-10,2.44783505947818e-08,14.0600854682805
"64151","NCAPG",3.6558519097881,3.12037090975671,7.65179439009969,1.38401536813035e-10,2.8249960064852e-08,13.9359169587006
"2232","FDXR",-1.89385971054757,6.40552132971439,-7.5539459149229,2.05610633261198e-10,4.13688594121531e-08,13.3544886180016
