"","x"
"1390","54329"
"1391","57542"
"1392","387496"
"1393","100507487"
"1394","54707"
"1395","10465"
"1396","723972"
"1397","5116"
"1398","64927"
"1399","100505641"
"1400","64319"
"1401","266727"
"1402","10933"
"1403","215"
"1404","80114"
"1405","3308"
"1406","9031"
"1407","467"
"1408","114327"
"1409","399665"
"1410","9987"
"1411","617"
"1412","114783"
"1413","1161"
"1414","26993"
"1415","100506922"
"1416","5305"
"1417","83641"
"1418","4343"
"1419","4704"
"1420","56204"
"1421","2950"
"1422","286223"
"1423","22843"
"1424","9374"
"1425","51134"
"1426","1655"
"1427","2959"
"1428","51272"
"1429","2171"
"1430","9080"
"1431","79763"
"1432","157574"
"1433","27253"
"1434","23764"
"1435","5045"
"1436","8880"
"1437","5971"
"1438","83468"
"1439","6949"
"1440","114880"
"1441","2355"
"1442","3955"
"1443","11031"
"1444","78994"
"1445","3716"
"1446","118813"
"1447","22835"
"1448","9120"
"1449","83694"
"1450","152877"
"1451","54328"
"1452","54969"
"1453","644815"
"1454","2180"
"1455","4741"
"1456","84455"
"1457","23550"
"1458","4047"
"1459","100128640"
"1460","57666"
"1461","78991"
"1462","22928"
"1463","6405"
"1464","10213"
"1465","55651"
"1466","7174"
"1467","79925"
"1468","23078"
"1469","10423"
"1470","9581"
"1471","23212"
"1472","2332"
"1473","389"
"1474","9064"
"1475","222183"
"1476","125058"
"1477","7593"
"1478","23294"
"1479","653"
"1480","10109"
"1481","7068"
"1482","1795"
"1483","23484"
"1484","57659"
"1485","9076"
"1486","51616"
"1487","57688"
"1488","60680"
"1489","4636"
"1490","338707"
"1491","2771"
"1492","57406"
"1493","51478"
"1494","178"
"1495","53354"
"1496","10809"
"1497","64147"
"1498","9907"
"1499","7347"
"1500","51805"
"1501","83988"
"1502","22807"
"1503","100506688"
"1504","4212"
"1505","221895"
"1506","9812"
"1507","2936"
"1508","23189"
"1509","140886"
"1510","780"
"1511","286827"
"1512","84750"
"1513","23234"
"1514","171586"
"1515","51564"
"1516","22868"
"1517","55904"
"1518","55793"
"1519","4240"
"1520","4625"
"1521","100861548"
"1522","51523"
"1523","9786"
"1524","283248"
"1525","10018"
"1526","145783"
"1527","79776"
"1528","1464"
"1529","79161"
"1530","114757"
"1531","80143"
"1532","10434"
"1533","10248"
"1534","80305"
"1535","90678"
"1536","59345"
"1537","56949"
"1538","55593"
"1539","9796"
"1540","100861541"
"1541","4775"
"1542","3597"
"1543","441172"
"1544","51603"
"1545","51071"
"1546","23085"
"1547","55622"
"1548","4013"
"1549","9943"
"1550","22832"
"1551","3084"
"1552","3839"
"1553","3145"
"1554","5028"
"1555","90423"
"1556","4643"
"1557","23380"
"1558","55054"
"1559","54785"
"1560","2977"
"1561","256309"
"1562","10573"
"1563","100287098"
"1564","64965"
"1565","84033"
"1566","51109"
"1567","8189"
"1568","6883"
"1569","51265"
"1570","85437"
"1571","51601"
"1572","64771"
"1573","54148"
"1574","23245"
"1575","5501"
"1576","79672"
"1577","115207"
"1578","55333"
"1579","53938"
"1580","57171"
"1581","151473"
"1582","18"
"1583","606495"
"1584","4758"
"1585","51426"
"1586","5625"
"1587","6774"
"1588","10290"
"1589","56853"
"1590","222389"
"1591","6631"
"1592","692099"
"1593","4781"
"1594","23066"
"1595","8416"
"1596","57409"
"1597","1363"
"1598","23059"
"1599","125893"
"1600","100630918"
"1601","642475"
"1602","26999"
"1603","9021"
"1604","7430"
"1605","144455"
"1606","369"
"1607","728537"
"1608","6484"
"1609","283849"
"1610","143686"
"1611","140838"
"1612","1267"
"1613","54996"
"1614","114819"
"1615","1627"
"1616","23254"
"1617","1108"
"1618","2300"
"1619","112597"
"1620","79590"
"1621","84952"
"1622","57507"
"1623","159371"
"1624","376497"
"1625","440456"
"1626","84890"
"1627","55203"
"1628","79134"
"1629","27012"
"1630","116064"
"1631","136051"
"1632","9831"
"1633","27086"
"1634","3487"
"1635","10466"
"1636","83933"
"1637","5977"
"1638","6888"
"1639","10529"
"1640","257019"
"1641","80279"
"1642","101410533"
"1643","26100"
"1644","9479"
"1645","10144"
"1646","9392"
"1647","132001"
"1648","5682"
"1649","9654"
"1650","11179"
"1651","253769"
"1652","121642"
"1653","1880"
"1654","399474"
"1655","55157"
"1656","150094"
"1657","9472"
"1658","4929"
"1659","29088"
"1660","80351"
"1661","4885"
"1662","604"
"1663","1153"
"1664","60412"
"1665","51373"
"1666","7542"
"1667","9589"
"1668","9169"
"1669","5775"
"1670","57217"
"1671","5728"
"1672","375133"
"1673","9994"
"1674","55110"
"1675","646450"
"1676","162967"
"1677","6059"
"1678","5250"
"1679","90231"
"1680","5991"
"1681","57175"
"1682","80339"
"1683","8739"
"1684","84910"
"1685","9895"
"1686","10382"
"1687","56980"
"1688","8662"
"1689","7314"
"1690","389432"
"1691","342979"
"1692","6632"
"1693","127700"
"1694","90271"
"1695","1821"
"1696","285381"
"1697","286204"
"1698","54885"
"1699","57645"
"1700","51645"
"1701","9882"
"1702","4594"
"1703","100287896"
"1704","9314"
"1705","7738"
"1706","8153"
"1707","8420"
"1708","22936"
"1709","5824"
"1710","81611"
"1711","80331"
"1712","170688"
"1713","84514"
"1714","26027"
"1715","10608"
"1716","9638"
"1717","9498"
"1718","83891"
"1719","389336"
"1720","22"
"1721","6092"
"1722","25854"
"1723","57556"
"1724","102724200"
"1725","90990"
"1726","5537"
"1727","126792"
"1728","79612"
"1729","100134229"
"1730","79094"
"1731","156"
"1732","54470"
"1733","257396"
"1734","79018"
"1735","3566"
"1736","100130705"
"1737","7296"
"1738","1006"
"1739","6462"
"1740","134145"
"1741","79873"
"1742","28978"
"1743","10473"
"1744","23171"
"1745","25987"
"1746","254170"
"1747","4213"
"1748","11154"
"1749","94239"
"1750","7639"
"1751","4591"
"1752","85364"
"1753","26064"
"1754","10067"
"1755","8622"
"1756","8943"
"1757","144983"
"1758","9200"
"1759","119369"
"1760","9736"
"1761","644538"
"1762","25831"
"1763","2983"
"1764","10526"
"1765","7431"
"1766","253152"
"1767","26090"
"1768","84065"
"1769","146"
"1770","167681"
"1771","148345"
"1772","10392"
"1773","132789"
"1774","84869"
"1775","91624"
"1776","80067"
"1777","4650"
"1778","79154"
"1779","137682"
"1780","55144"
"1781","56243"
"1782","10444"
"1783","643783"
"1784","134359"
"1785","4084"
"1786","23071"
"1787","147906"
"1788","388962"
"1789","7349"
"1790","137835"
"1791","283349"
"1792","368"
"1793","3741"
"1794","5908"
"1795","285989"
"1796","3382"
"1797","51128"
"1798","653583"
"1799","402778"
"1800","79896"
"1801","9117"
"1802","83999"
"1803","80195"
"1804","93010"
"1805","114299"
"1806","1808"
"1807","404672"
"1808","29074"
"1809","3398"
"1810","79675"
"1811","55068"
"1812","3739"
"1813","541578"
"1814","9409"
"1815","401265"
"1816","7071"
"1817","23788"
"1818","100652853"
"1819","166378"
"1820","51161"
"1821","201514"
"1822","57224"
"1823","51308"
"1824","100652758"
"1825","11017"
"1826","10206"
"1827","729683"
"1828","22841"
"1829","54753"
"1830","734"
"1831","57060"
"1832","7089"
"1833","9455"
"1834","55374"
"1835","284615"
"1836","7203"
"1837","26108"
"1838","2788"
"1839","5272"
"1840","6487"
"1841","51318"
"1842","84451"
"1843","51259"
"1844","29062"
"1845","10768"
"1846","30008"
"1847","25996"
"1848","84678"
"1849","3475"
"1850","84446"
"1851","10950"
"1852","81491"
"1853","11163"
"1854","54938"
"1855","54964"
"1856","374383"
"1857","374882"
"1858","169611"
"1859","5770"
"1860","645676"
"1861","1773"
"1862","6433"
"1863","6385"
"1864","6714"
"1865","79837"
"1866","9804"
"1867","11201"
"1868","51073"
