"","x"
"1352","283232"
"1353","171391"
"1354","105369190"
"1355","79751"
"1356","6181"
"1357","283229"
"1358","977"
"1359","7106"
"1360","66005"
"1361","161"
"1362","9024"
"1363","81532"
"1364","1850"
"1365","1509"
"1366","7136"
"1367","6150"
"1368","283120"
"1369","3481"
"1370","51214"
"1371","975"
"1372","10078"
"1373","10984"
"1374","5003"
"1375","4676"
"1376","650368"
"1377","116969"
"1378","57053"
"1379","391"
"1380","6240"
"1381","55128"
"1382","117854"
"1383","85363"
"1384","84067"
"1385","112464"
"1386","6609"
"1387","322"
"1388","23647"
"1389","26515"
"1390","144132"
"1391","23378"
"1392","1200"
"1393","8495"
"1394","51700"
"1395","8665"
"1396","7275"
"1397","79608"
"1398","9866"
"1399","6157"
"1400","6764"
"1401","56674"
"1402","493900"
"1403","57758"
"1404","283102"
"1405","644656"
"1406","7465"
"1407","440028"
"1408","283104"
"1409","81846"
"1410","133"
"1411","100463486"
"1412","50862"
"1413","10894"
"1414","10335"
"1415","58486"
"1416","729013"
"1417","283106"
"1418","55031"
"1419","27122"
"1420","9645"
"1421","84953"
"1422","55742"
"1423","7003"
"1424","10418"
"1425","22800"
"1426","120227"
"1427","55553"
"1428","10944"
"1429","10819"
"1430","6207"
"1431","5286"
"1432","4925"
"1433","26297"
"1434","6288"
"1435","11234"
"1436","2965"
"1437","3939"
"1438","55293"
"1439","100506540"
"1440","144108"
"1441","144110"
"1442","54503"
"1443","8048"
"1444","79733"
"1445","89797"
"1446","10196"
"1447","2188"
"1448","258010"
"1449","159963"
"1450","55327"
"1451","497258"
"1452","120534"
"1453","120526"
"1454","5954"
"1455","10480"
"1456","55346"
"1457","10114"
"1458","25758"
"1459","26273"
"1460","4005"
"1461","4076"
"1462","55226"
"1463","847"
"1464","8050"
"1465","960"
"1466","6506"
"1467","25891"
"1468","24147"
"1469","54765"
"1470","143458"
"1471","29099"
"1472","7189"
"1473","5896"
"1474","8539"
"1475","55761"
"1476","51144"
"1477","221120"
"1478","729799"
"1479","84680"
"1480","2132"
"1481","90139"
"1482","56981"
"1483","57586"
"1484","8534"
"1485","55343"
"1486","1408"
"1487","9479"
"1488","51317"
"1489","1132"
"1490","55626"
"1491","79797"
"1492","9793"
"1493","4038"
"1494","84364"
"1495","29763"
"1496","53"
"1497","8567"
"1498","4607"
"1499","91252"
"1500","5702"
"1501","10658"
"1502","55709"
"1503","4722"
"1504","114900"
"1505","5795"
"1506","29015"
"1507","26519"
"1508","9246"
"1509","710"
"1510","219539"
"1511","25921"
"1512","280636"
"1513","1500"
"1514","80829"
"1515","63901"
"1516","5007"
"1517","219988"
"1518","255649"
"1519","79080"
"1520","27339"
"1521","54972"
"1522","55048"
"1523","643834"
"1524","643847"
"1525","26007"
"1526","79869"
"1527","54949"
"1528","9066"
"1529","747"
"1530","746"
"1531","3992"
"1532","5866"
"1533","7439"
"1534","80150"
"1535","79026"
"1536","1937"
"1537","64852"
"1538","256364"
"1539","26229"
"1540","23193"
"1541","102288414"
"1542","79081"
"1543","751071"
"1544","790955"
"1545","51035"
"1546","26580"
"1547","221092"
"1548","283237"
"1549","79842"
"1550","5436"
"1551","10629"
"1552","26855"
"1553","9304"
"1554","9298"
"1555","9297"
"1556","9303"
"1557","11145"
"1558","25923"
"1559","65998"
"1560","144097"
"1561","2011"
"1562","1351"
"1563","28992"
"1564","10963"
"1565","84304"
"1566","3338"
"1567","7423"
"1568","2286"
"1569","26472"
"1570","5331"
"1571","56834"
"1572","572"
"1573","2101"
"1574","51504"
"1575","25824"
"1576","8986"
"1577","5871"
"1578","4221"
"1579","23130"
"1580","5526"
"1581","402"
"1582","738"
"1583","7108"
"1584","2197"
"1585","378938"
"1586","57410"
"1587","4054"
"1588","254100"
"1589","10534"
"1590","4296"
"1591","399909"
"1592","5970"
"1593","10524"
"1594","84153"
"1595","254122"
"1596","80198"
"1597","11007"
"1598","83638"
"1599","9092"
"1600","84285"
"1601","8815"
"1602","89792"
"1603","10992"
"1604","55690"
"1605","64837"
"1606","81876"
"1607","10897"
"1608","256472"
"1609","57124"
"1610","9610"
"1611","65003"
"1612","10072"
"1613","254359"
"1614","89"
"1615","8722"
"1616","55231"
"1617","10432"
"1618","5936"
"1619","83759"
"1620","6712"
"1621","79703"
"1622","9986"
"1623","5091"
"1624","54961"
"1625","23529"
"1626","5883"
"1627","9049"
"1628","9600"
"1629","4723"
"1630","347853"
"1631","645332"
"1632","81622"
"1633","221"
"1634","10312"
"1635","51111"
"1636","53838"
"1637","55291"
"1638","51083"
"1639","1374"
"1640","219927"
"1641","3508"
"1642","116535"
"1643","219931"
"1644","8500"
"1645","2017"
"1646","1717"
"1647","55199"
"1648","55298"
"1649","10068"
"1650","4926"
"1651","220074"
"1652","55004"
"1653","25906"
"1654","2348"
"1655","116985"
"1656","9873"
"1657","9828"
"1658","23201"
"1659","58473"
"1660","5870"
"1661","51642"
"1662","80227"
"1663","7352"
"1664","26005"
"1665","283208"
"1666","283209"
"1667","387787"
"1668","254225"
"1669","143570"
"1670","11309"
"1671","408"
"1672","6188"
"1673","283212"
"1674","81544"
"1675","871"
"1676","4135"
"1677","84649"
"1678","7405"
"1679","100506127"
"1680","56946"
"1681","2615"
"1682","726"
"1683","5058"
"1684","1207"
"1685","51773"
"1686","28971"
"1687","92105"
"1688","4718"
"1689","79053"
"1690","283219"
"1691","57558"
"1692","9846"
"1693","26011"
"1694","5547"
"1695","27314"
"1696","100506233"
"1697","51585"
"1698","338699"
"1699","1740"
"1700","55863"
"1701","58487"
"1702","8301"
"1703","51501"
"1704","10873"
"1705","11098"
"1706","100506368"
"1707","23682"
"1708","50507"
"1709","10003"
"1710","26973"
"1711","56935"
"1712","619383"
"1713","684959"
"1714","692063"
"1715","654320"
"1716","692072"
"1717","677805"
"1718","677822"
"1719","79101"
"1720","9440"
"1721","24145"
"1722","4361"
"1723","54851"
"1724","2526"
"1725","143689"
"1726","51503"
"1727","143684"
"1728","9702"
"1729","8898"
"1730","84441"
"1731","8690"
"1732","143872"
"1733","83935"
"1734","5241"
"1735","330"
"1736","329"
"1737","4319"
"1738","4312"
"1739","84259"
"1740","84437"
"1741","143879"
"1742","91801"
"1743","55531"
"1744","6588"
"1745","54733"
"1746","8065"
"1747","38"
"1748","5962"
"1749","2230"
"1750","143903"
"1751","23235"
"1752","5519"
"1753","79796"
"1754","64776"
"1755","1410"
"1756","3316"
"1757","85458"
"1758","55216"
"1759","26521"
"1760","3606"
"1761","5805"
"1762","101928847"
"1763","54494"
"1764","10179"
"1765","23705"
"1766","84811"
"1767","335"
"1768","5049"
"1769","100652768"
"1770","6876"
"1771","9159"
"1772","257160"
"1773","53826"
"1774","196264"
"1775","9354"
"1776","10632"
"1777","4297"
"1778","84866"
"1779","56912"
"1780","372"
"1781","23187"
"1782","1656"
"1783","283149"
"1784","338657"
"1785","6230"
"1786","51399"
"1787","10525"
"1788","1798"
"1789","867"
"1790","9099"
"1791","7070"
"1792","5818"
"1793","220323"
"1794","219902"
"1795","23365"
"1796","7007"
"1797","6309"
"1798","6653"
"1799","399959"
"1800","79864"
"1801","3312"
"1802","85390"
"1803","55800"
"1804","7753"
"1805","84897"
"1806","54414"
"1807","53340"
"1808","90952"
"1809","63876"
"1810","3703"
"1811","219844"
"1812","84881"
"1813","79607"
"1814","6734"
"1815","114609"
"1816","399972"
"1817","2313"
"1818","3762"
"1819","9743"
"1820","8538"
"1821","4798"
"1822","29068"
"1823","170689"
"1824","103611081"
"1825","399979"
"1826","50863"
"1827","4978"
"1828","22997"
"1829","83700"
"1830","27034"
"1831","100288778"
"1832","6539"
"1833","6540"
"1834","5927"
"1835","84318"
"1836","283358"
"1837","4815"
"1838","100049716"
"1839","65125"
"1840","81029"
"1841","79602"
"1842","2288"
"1843","55846"
"1844","83714"
"1845","83695"
"1846","7289"
"1847","57097"
"1848","103752584"
"1849","894"
"1850","57102"
"1851","10566"
"1852","4908"
"1853","4055"
"1854","55080"
"1855","51258"
"1856","9918"
"1857","2597"
"1858","25900"
"1859","4839"
"1860","57121"
"1861","51147"
"1862","171017"
"1863","196500"
"1864","50813"
"1865","5763"
"1866","10536"
"1867","8078"
"1868","7167"
"1869","84727"
"1870","171220"
