"","RFLU","sample","plate","well","time"
"45",63312.5,"Empty Blank",1,"E09",0
"46",64821.5,"Daun_0.01",1,"E10",0
"47",72186.5,"Epi_0.5",1,"E11",0
"48",68076.5,"Mito_10",1,"E12",0
"49",629.5,"Doxo_0.05",1,"F01",0
"50",70532.5,"Empty Blank",1,"F02",0
"51",69024.5,"Tras_0.05",1,"F03",0
"52",69558.5,"Empty Blank",1,"F04",0
"53",67320.5,"Mito_0.05",1,"F05",0
"54",63498.5,"Epi_0.1",1,"F06",0
"55",57417.5,"Daun_01",1,"F07",0
"56",58566.5,"Tras_0.1",1,"F08",0
"57",82422.5,"Daun_0.5",1,"F09",0
"58",65381.5,"Doxo_0.1",1,"F10",0
"59",78405.5,"Veh_01",1,"F11",0
"60",64836.5,"Epi_0.05",1,"F12",0
"61",65211.5,"Mito_0.05",1,"G01",0
"62",62377.5,"Doxo_10",1,"G02",0
"63",65838.5,"Daun_10",1,"G03",0
"64",66967.5,"Mito_05",1,"G04",0
"65",63345.5,"Tras_0.1",1,"G05",0
"66",58208.5,"Doxo_01",1,"G06",0
"67",60798.5,"Veh_0.05",1,"G07",0
"68",58370.5,"Mito_10",1,"G08",0
"69",71547.5,"Doxo_0.05",1,"G09",0
"70",77650.5,"Epi_10",1,"G10",0
"71",78854.5,"Daun_0.5",1,"G11",0
"72",64953.5,"Veh_0.5",1,"G12",0
"73",18320,"Epi_0.5",1,"B01",48
"74",32400,"Mito_0.1",1,"B02",48
"75",32740,"Veh_0.01",1,"B03",48
"76",12163,"Epi_05",1,"B04",48
"77",29641,"Veh_10",1,"B05",48
"78",17902,"Mito_0.5",1,"B06",48
"79",13445,"Daun_01",1,"B07",48
"80",24520,"Tras_05",1,"B08",48
"81",24382,"Doxo_0.5",1,"B09",48
"82",9092,"Daun_05",1,"B10",48
"83",27769,"Mito_0.05",1,"B11",48
"84",19485,"Tras_10",1,"B12",48
"85",198,"Doxo_50",1,"C01",48
"86",6132,"Daun_05",1,"C02",48
"87",33313,"Epi_0.05",1,"C03",48
"88",29037,"Veh_0.05",1,"C04",48
"89",-1063,"Mito_50",1,"C05",48
"90",27581,"Empty Blank",1,"C06",48
"91",30314,"Empty Blank",1,"C07",48
"92",25349,"Veh_10",1,"C08",48
"93",11305,"Epi_10",1,"C09",48
"94",-231,"Mito_50",1,"C10",48
"95",25306,"Tras_0.5",1,"C11",48
"96",7450,"Epi_10",1,"C12",48
"97",12275,"Empty Blank",1,"D01",48
"98",24033,"Doxo_0.5",1,"D02",48
"99",21267,"Daun_01",1,"D03",48
"100",26771,"Tras_0.05",1,"D04",48
"101",27304,"Empty Blank",1,"D05",48
"102",-598,"Epi_50",1,"D06",48
"103",23705,"Daun_0.05",1,"D07",48
"104",9846,"Doxo_05",1,"D08",48
"105",31616,"Veh_10",1,"D09",48
"106",30781,"Epi_0.01",1,"D10",48
"107",1494,"Doxo_50",1,"D11",48
"108",22340,"Daun_0.1",1,"D12",48
"109",29704,"Tras_0.01",1,"E01",48
"110",27190,"Mito_0.5",1,"E02",48
"111",19305,"Epi_01",1,"E03",48
"112",31118,"Veh_0.01",1,"E04",48
"113",23481,"Tras_01",1,"E05",48
"114",21811,"Veh_05",1,"E06",48
"115",9868,"Doxo_10",1,"E07",48
"116",27155,"Veh_05",1,"E08",48
"117",32182,"Empty Blank",1,"E09",48
"118",36628,"Daun_0.01",1,"E10",48
"119",22889,"Epi_0.5",1,"E11",48
"120",298,"Mito_10",1,"E12",48
"121",1213,"Doxo_0.05",1,"F01",48
"122",41487,"Empty Blank",1,"F02",48
"123",31646,"Tras_0.05",1,"F03",48
"124",36349,"Empty Blank",1,"F04",48
"125",29230,"Mito_0.05",1,"F05",48
"126",27425,"Epi_0.1",1,"F06",48
"127",13287,"Daun_01",1,"F07",48
"128",26887,"Tras_0.1",1,"F08",48
"129",41452,"Daun_0.5",1,"F09",48
"130",40043,"Doxo_0.1",1,"F10",48
"131",38331,"Veh_01",1,"F11",48
"132",22015,"Epi_0.05",1,"F12",48
"133",27340,"Mito_0.05",1,"G01",48
"134",13127,"Doxo_10",1,"G02",48
"135",936,"Daun_10",1,"G03",48
"136",1632,"Mito_05",1,"G04",48
"137",26090,"Tras_0.1",1,"G05",48
"138",12304,"Doxo_01",1,"G06",48
"139",24715,"Veh_0.05",1,"G07",48
"140",566,"Mito_10",1,"G08",48
"141",35584,"Doxo_0.05",1,"G09",48
"142",20688,"Epi_10",1,"G10",48
"143",27758,"Daun_0.5",1,"G11",48
"144",27631,"Veh_0.5",1,"G12",48
"145",73981.8333333333,"Tras_0.1",2,"B01",0
"146",67206.8333333333,"Empty Blank",2,"B02",0
"147",74328.8333333333,"Mito_05",2,"B03",0
"148",70353.8333333333,"Daun_50",2,"B04",0
"149",73246.8333333333,"Empty Blank",2,"B05",0
"150",73657.8333333333,"Mito_01",2,"B06",0
"151",69567.8333333333,"Veh_50",2,"B07",0
"152",70124.8333333333,"Daun_0.01",2,"B08",0
"153",57573.8333333333,"Epi_0.05",2,"B09",0
"154",59607.8333333333,"Doxo_50",2,"B10",0
"155",55801.8333333333,"Mito_0.01",2,"B11",0
"156",55099.8333333333,"Daun_0.5",2,"B12",0
"157",77405.8333333333,"Epi_01",2,"C01",0
"158",67308.8333333333,"Mito_0.01",2,"C02",0
"159",66787.8333333333,"Epi_50",2,"C03",0
"160",69368.8333333333,"Tras_0.01",2,"C04",0
"161",70672.8333333333,"Doxo_01",2,"C05",0
"162",67035.8333333333,"Epi_05",2,"C06",0
"163",63587.8333333333,"Tras_01",2,"C07",0
"164",61934.8333333333,"Empty Blank",2,"C08",0
"165",54956.8333333333,"Veh_0.05",2,"C09",0
"166",60978.8333333333,"Epi_10",2,"C10",0
"167",53957.8333333333,"Veh_05",2,"C11",0
"168",55298.8333333333,"Mito_05",2,"C12",0
"169",82196.8333333333,"Tras_10",2,"D01",0
"170",64296.8333333333,"Empty Blank",2,"D02",0
"171",68484.8333333333,"Doxo_0.01",2,"D03",0
"172",67873.8333333333,"Empty Blank",2,"D04",0
"173",69866.8333333333,"Veh_0.05",2,"D05",0
"174",69824.8333333333,"Daun_01",2,"D06",0
"175",59923.8333333333,"Epi_0.01",2,"D07",0
"176",59176.8333333333,"Veh_0.01",2,"D08",0
"177",53939.8333333333,"Daun_0.5",2,"D09",0
"178",63231.8333333333,"Empty Blank",2,"D10",0
"179",55478.8333333333,"Mito_0.1",2,"D11",0
"180",54443.8333333333,"Doxo_01",2,"D12",0
"181",75500.8333333333,"Doxo_0.1",2,"E01",0
"182",65546.8333333333,"Mito_01",2,"E02",0
"183",71503.8333333333,"Daun_10",2,"E03",0
"184",64600.8333333333,"Veh_50",2,"E04",0
"185",68381.8333333333,"Tras_05",2,"E05",0
"186",64559.8333333333,"Daun_50",2,"E06",0
"187",63081.8333333333,"Empty Blank",2,"E07",0
"188",56985.8333333333,"Epi_0.5",2,"E08",0
"189",57425.8333333333,"Doxo_01",2,"E09",0
"190",65927.8333333333,"Mito_0.1",2,"E10",0
"191",56744.8333333333,"Doxo_0.1",2,"E11",0
"192",58155.8333333333,"Mito_50",2,"E12",0
"193",73031.8333333333,"Epi_0.1",2,"F01",0
"194",71383.8333333333,"Doxo_0.5",2,"F02",0
"195",72649.8333333333,"Veh_01",2,"F03",0
"196",72008.8333333333,"Daun_0.05",2,"F04",0
"197",67413.8333333333,"Epi_01",2,"F05",0
"198",66407.8333333333,"Veh_50",2,"F06",0
"199",62291.8333333333,"Doxo_0.05",2,"F07",0
"200",58351.8333333333,"Veh_0.01",2,"F08",0
"201",57498.8333333333,"Epi_50",2,"F09",0
"202",73931.8333333333,"Veh_0.5",2,"F10",0
"203",60208.8333333333,"Tras_05",2,"F11",0
"204",64465.8333333333,"Daun_0.1",2,"F12",0
"205",73679.8333333333,"Tras_0.05",2,"G01",0
"206",71693.8333333333,"Mito_0.01",2,"G02",0
"207",71683.8333333333,"Tras_0.01",2,"G03",0
"208",67741.8333333333,"Epi_05",2,"G04",0
"209",73139.8333333333,"Doxo_05",2,"G05",0
"210",64955.8333333333,"Mito_0.1",2,"G06",0
"211",63115.8333333333,"Daun_05",2,"G07",0
"212",65551.8333333333,"Empty Blank",2,"G08",0
"213",71232.8333333333,"Doxo_0.5",2,"G09",0
"214",82841.8333333333,"Tras_0.5",2,"G10",0
"215",60696.8333333333,"Daun_0.01",2,"G11",0
"216",81514.8333333333,"Veh_0.5",2,"G12",0
"217",44155.6666666667,"Tras_0.1",2,"B01",48
"218",53568.6666666667,"Empty Blank",2,"B02",48
"219",258.666666666668,"Mito_05",2,"B03",48
"220",19.6666666666679,"Daun_50",2,"B04",48
"221",42485.6666666667,"Empty Blank",2,"B05",48
"222",29914.6666666667,"Mito_01",2,"B06",48
"223",43137.6666666667,"Veh_50",2,"B07",48
"224",43908.6666666667,"Daun_0.01",2,"B08",48
"225",30877.6666666667,"Epi_0.05",2,"B09",48
"226",748.666666666668,"Doxo_50",2,"B10",48
"227",30226.6666666667,"Mito_0.01",2,"B11",48
"228",15196.6666666667,"Daun_0.5",2,"B12",48
"229",23103.6666666667,"Epi_01",2,"C01",48
"230",49498.6666666667,"Mito_0.01",2,"C02",48
"231",-147.333333333332,"Epi_50",2,"C03",48
"232",39800.6666666667,"Tras_0.01",2,"C04",48
"233",20868.6666666667,"Doxo_01",2,"C05",48
"234",20253.6666666667,"Epi_05",2,"C06",48
"235",40113.6666666667,"Tras_01",2,"C07",48
"236",45903.6666666667,"Empty Blank",2,"C08",48
"237",36779.6666666667,"Veh_0.05",2,"C09",48
"238",11347.6666666667,"Epi_10",2,"C10",48
"239",32203.6666666667,"Veh_05",2,"C11",48
"240",1054.66666666667,"Mito_05",2,"C12",48
"241",39178.6666666667,"Tras_10",2,"D01",48
"242",58459.6666666667,"Empty Blank",2,"D02",48
"243",57530.6666666667,"Doxo_0.01",2,"D03",48
"244",50459.6666666667,"Empty Blank",2,"D04",48
"245",35746.6666666667,"Veh_0.05",2,"D05",48
"246",22964.6666666667,"Daun_01",2,"D06",48
"247",30526.6666666667,"Epi_0.01",2,"D07",48
"248",30236.6666666667,"Veh_0.01",2,"D08",48
"249",16301.6666666667,"Daun_0.5",2,"D09",48
"250",36897.6666666667,"Empty Blank",2,"D10",48
"251",26679.6666666667,"Mito_0.1",2,"D11",48
"252",12731.6666666667,"Doxo_01",2,"D12",48
"253",46845.6666666667,"Doxo_0.1",2,"E01",48
"254",35958.6666666667,"Mito_01",2,"E02",48
"255",1883.66666666667,"Daun_10",2,"E03",48
"256",47727.6666666667,"Veh_50",2,"E04",48
"257",30832.6666666667,"Tras_05",2,"E05",48
"258",410.666666666668,"Daun_50",2,"E06",48
"259",36387.6666666667,"Empty Blank",2,"E07",48
"260",23099.6666666667,"Epi_0.5",2,"E08",48
"261",18534.6666666667,"Doxo_01",2,"E09",48
"262",36590.6666666667,"Mito_0.1",2,"E10",48
"263",37979.6666666667,"Doxo_0.1",2,"E11",48
"264",-313.333333333332,"Mito_50",2,"E12",48
"265",34301.6666666667,"Epi_0.1",2,"F01",48
"266",31208.6666666667,"Doxo_0.5",2,"F02",48
"267",39248.6666666667,"Veh_01",2,"F03",48
"268",38362.6666666667,"Daun_0.05",2,"F04",48
"269",16953.6666666667,"Epi_01",2,"F05",48
"270",37321.6666666667,"Veh_50",2,"F06",48
"271",33094.6666666667,"Doxo_0.05",2,"F07",48
"272",40776.6666666667,"Veh_0.01",2,"F08",48
"273",631.666666666668,"Epi_50",2,"F09",48
"274",40245.6666666667,"Veh_0.5",2,"F10",48
"275",29196.6666666667,"Tras_05",2,"F11",48
"276",35955.6666666667,"Daun_0.1",2,"F12",48
"277",55998.6666666667,"Tras_0.05",2,"G01",48
"278",55692.6666666667,"Mito_0.01",2,"G02",48
"279",51718.6666666667,"Tras_0.01",2,"G03",48
"280",18150.6666666667,"Epi_05",2,"G04",48
"281",15085.6666666667,"Doxo_05",2,"G05",48
"282",36656.6666666667,"Mito_0.1",2,"G06",48
"283",7944.66666666667,"Daun_05",2,"G07",48
"284",40370.6666666667,"Empty Blank",2,"G08",48
"285",36761.6666666667,"Doxo_0.5",2,"G09",48
"286",58083.6666666667,"Tras_0.5",2,"G10",48
"287",40621.6666666667,"Daun_0.01",2,"G11",48
"288",60007.6666666667,"Veh_0.5",2,"G12",48
"289",131604,"Tras_10",3,"B01",0
"290",60399,"Mito_01",3,"B02",0
"291",24347,"Doxo_0.01",3,"B03",0
"292",46885,"Empty Blank",3,"B04",0
"293",36929,"Veh_0.1",3,"B05",0
"294",31759,"Empty Blank",3,"B06",0
"295",53056,"Doxo_10",3,"B07",0
"296",40365,"Daun_50",3,"B08",0
"297",54444,"Tras_0.01",3,"B09",0
"298",63168,"Veh_01",3,"B10",0
"299",50341,"Epi_0.01",3,"B11",0
"300",52520,"Tras_0.5",3,"B12",0
"301",81119,"Daun_0.1",3,"C01",0
"302",109749,"Empty Blank",3,"C02",0
"303",18628,"Epi_05",3,"C03",0
"304",27598,"Veh_50",3,"C04",0
"305",18822,"Daun_0.1",3,"C05",0
"306",23213,"Mito_10",3,"C06",0
"307",32566,"Empty Blank",3,"C07",0
"308",45263,"Epi_01",3,"C08",0
"309",50302,"Empty Blank",3,"C09",0
"310",57595,"Mito_01",3,"C10",0
"311",50183,"Veh_05",3,"C11",0
"312",55837,"Doxo_50",3,"C12",0
"313",57672,"Empty Blank",3,"D01",0
"314",110008,"Epi_0.01",3,"D02",0
"315",45181,"Doxo_0.01",3,"D03",0
"316",34632,"Epi_0.1",3,"D04",0
"317",34414,"Doxo_10",3,"D05",0
"318",36272,"Empty Blank",3,"D06",0
"319",35250,"Empty Blank",3,"D07",0
"320",44580,"Daun_10",3,"D08",0
"321",50943,"Epi_0.5",3,"D09",0
"322",62964,"Daun_50",3,"D10",0
"323",53472,"Mito_0.05",3,"D11",0
"324",62709,"Daun_0.05",3,"D12",0
"325",54571,"Doxo_05",3,"E01",0
"326",67992,"Tras_05",3,"E02",0
"327",93231,"Veh_0.1",3,"E03",0
"328",48296,"Empty Blank",3,"E04",0
"329",50326,"Empty Blank",3,"E05",0
"330",51821,"Veh_0.5",3,"E06",0
"331",45246,"Tras_0.05",3,"E07",0
"332",57670,"Veh_0.1",3,"E08",0
"333",61079,"Tras_01",3,"E09",0
"334",63996,"Epi_0.05",3,"E10",0
"335",55644,"Tras_0.5",3,"E11",0
"336",66767,"Doxo_0.01",3,"E12",0
"337",104971,"Veh_0.1",3,"F01",0
"338",91398,"Mito_0.5",3,"F02",0
"339",36796,"Tras_10",3,"F03",0
"340",39436,"Doxo_0.5",3,"F04",0
"341",27567,"Veh_01",3,"F05",0
"342",36668,"Epi_50",3,"F06",0
"343",49360,"Empty Blank",3,"F07",0
"344",58878,"Daun_05",3,"F08",0
"345",70637,"Mito_10",3,"F09",0
"346",61773,"Tras_01",3,"F10",0
"347",57176,"Epi_0.1",3,"F11",0
"348",57198,"Empty Blank",3,"F12",0
"349",80126,"Doxo_0.1",3,"G01",0
"350",74040,"Daun_0.01",3,"G02",0
"351",41021,"Mito_05",3,"G03",0
"352",42860,"Daun_10",3,"G04",0
"353",13175,"Mito_0.01",3,"G05",0
"354",24892,"Veh_10",3,"G06",0
"355",42656,"Mito_50",3,"G07",0
"356",59559,"Tras_0.1",3,"G08",0
"357",67906,"Daun_0.05",3,"G09",0
"358",68935,"Mito_0.5",3,"G10",0
"359",54404,"Doxo_0.05",3,"G11",0
"360",51505,"Empty Blank",3,"G12",0
"361",92519.6666666667,"Tras_10",3,"B01",48
"362",14887.6666666667,"Mito_01",3,"B02",48
"363",10980.6666666667,"Doxo_0.01",3,"B03",48
"364",23437.6666666667,"Empty Blank",3,"B04",48
"365",16903.6666666667,"Veh_0.1",3,"B05",48
"366",18860.6666666667,"Empty Blank",3,"B06",48
"367",9824.66666666667,"Doxo_10",3,"B07",48
"368",-1133.33333333333,"Daun_50",3,"B08",48
"369",32215.6666666667,"Tras_0.01",3,"B09",48
"370",37747.6666666667,"Veh_01",3,"B10",48
"371",38052.6666666667,"Epi_0.01",3,"B11",48
"372",31394.6666666667,"Tras_0.5",3,"B12",48
"373",33120.6666666667,"Daun_0.1",3,"C01",48
"374",89804.6666666667,"Empty Blank",3,"C02",48
"375",1503.66666666667,"Epi_05",3,"C03",48
"376",5211.66666666667,"Veh_50",3,"C04",48
"377",2666.66666666667,"Daun_0.1",3,"C05",48
"378",-81.3333333333321,"Mito_10",3,"C06",48
"379",-92.3333333333321,"Empty Blank",3,"C07",48
"380",7795.66666666667,"Epi_01",3,"C08",48
"381",25934.6666666667,"Empty Blank",3,"C09",48
"382",13882.6666666667,"Mito_01",3,"C10",48
"383",19595.6666666667,"Veh_05",3,"C11",48
"384",1727.66666666667,"Doxo_50",3,"C12",48
"385",17009.6666666667,"Empty Blank",3,"D01",48
"386",90081.6666666667,"Epi_0.01",3,"D02",48
"387",14131.6666666667,"Doxo_0.01",3,"D03",48
"388",6708.66666666667,"Epi_0.1",3,"D04",48
"389",1189.66666666667,"Doxo_10",3,"D05",48
"390",4906.66666666667,"Empty Blank",3,"D06",48
"391",4810.66666666667,"Empty Blank",3,"D07",48
"392",-486.333333333332,"Daun_10",3,"D08",48
"393",16798.6666666667,"Epi_0.5",3,"D09",48
"394",1092.66666666667,"Daun_50",3,"D10",48
"395",35260.6666666667,"Mito_0.05",3,"D11",48
"396",37686.6666666667,"Daun_0.05",3,"D12",48
"397",8893.66666666667,"Doxo_05",3,"E01",48
"398",33771.6666666667,"Tras_05",3,"E02",48
"399",66111.6666666667,"Veh_0.1",3,"E03",48
"400",21411.6666666667,"Empty Blank",3,"E04",48
"401",5584.66666666667,"Empty Blank",3,"E05",48
"402",9794.66666666667,"Veh_0.5",3,"E06",48
"403",11325.6666666667,"Tras_0.05",3,"E07",48
"404",24182.6666666667,"Veh_0.1",3,"E08",48
"405",37221.6666666667,"Tras_01",3,"E09",48
"406",43231.6666666667,"Epi_0.05",3,"E10",48
"407",42045.6666666667,"Tras_0.5",3,"E11",48
"408",47923.6666666667,"Doxo_0.01",3,"E12",48
"409",76622.6666666667,"Veh_0.1",3,"F01",48
"410",46935.6666666667,"Mito_0.5",3,"F02",48
"411",10156.6666666667,"Tras_10",3,"F03",48
"412",10974.6666666667,"Doxo_0.5",3,"F04",48
"413",4646.66666666667,"Veh_01",3,"F05",48
"414",410.666666666668,"Epi_50",3,"F06",48
"415",16873.6666666667,"Empty Blank",3,"F07",48
"416",5312.66666666667,"Daun_05",3,"F08",48
"417",546.666666666668,"Mito_10",3,"F09",48
"418",43704.6666666667,"Tras_01",3,"F10",48
"419",47667.6666666667,"Epi_0.1",3,"F11",48
"420",39404.6666666667,"Empty Blank",3,"F12",48
"421",38079.6666666667,"Doxo_0.1",3,"G01",48
"422",35548.6666666667,"Daun_0.01",3,"G02",48
"423",1001.66666666667,"Mito_05",3,"G03",48
"424",1078.66666666667,"Daun_10",3,"G04",48
"425",1413.66666666667,"Mito_0.01",3,"G05",48
"426",7266.66666666667,"Veh_10",3,"G06",48
"427",447.666666666668,"Mito_50",3,"G07",48
"428",32990.6666666667,"Tras_0.1",3,"G08",48
"429",42007.6666666667,"Daun_0.05",3,"G09",48
"430",42027.6666666667,"Mito_0.5",3,"G10",48
"431",43771.6666666667,"Doxo_0.05",3,"G11",48
"432",37289.6666666667,"Empty Blank",3,"G12",48
