"","entrezgene_id","ensembl_gene_id","hgnc_symbol"
"1",1933,"ENSG00000283391","EEF1B2"
"2",10818,"ENSG00000166225","FRS2"
"3",51020,"ENSG00000111906","HDDC2"
"4",23522,"ENSG00000281813","KAT6B"
"5",23254,"ENSG00000189337","KAZN"
"6",23030,"ENSG00000127663","KDM4B"
"7",5916,"ENSG00000172819","RARG"
"8",80010,"ENSG00000178966","RMI1"
"9",64078,"ENSG00000197506","SLC28A3"
"10",23371,"ENSG00000111077","TNS2"
"11",283337,"ENSG00000139651","ZNF740"
