"","entrezgene_id","ensembl_gene_id","hgnc_symbol"
"401",1808,"ENSG00000092964","DPYSL2"
"402",55350,"ENSG00000093134","VNN3P"
"403",9117,"ENSG00000093183","SEC22C"
"404",2568,"ENSG00000094755","GABRP"
"405",2327,"ENSG00000094963","FMO2"
"406",51430,"ENSG00000094975","SUCO"
"407",4436,"ENSG00000095002","MSH2"
"408",54566,"ENSG00000095203","EPB41L4B"
"409",55151,"ENSG00000095209","TMEM38B"
"410",5711,"ENSG00000095261","PSMD5"
"411",23511,"ENSG00000095319","NUP188"
"412",1384,"ENSG00000095321","CRAT"
"413",54187,"ENSG00000095380","NANS"
"414",55357,"ENSG00000095383","TBC1D2"
"415",25861,"ENSG00000095397","WHRN"
"416",6732,"ENSG00000096063","SRPK1"
"417",114327,"ENSG00000096093","EFHC1"
"418",3710,"ENSG00000096433","ITPR3"
"419",80173,"ENSG00000096872","IFT74"
"420",3717,"ENSG00000096968","JAK2"
"421",25,"ENSG00000097007","ABL1"
"422",11332,"ENSG00000097021","ACOT7"
"423",51100,"ENSG00000097033","SH3GLB1"
"424",8317,"ENSG00000097046","CDC7"
"425",84144,"ENSG00000097096","SYDE2"
"426",79956,"ENSG00000099219","ERMP1"
"427",8829,"ENSG00000099250","NRP1"
"428",NA,"ENSG00000099251","HSD17B7P2"
"429",54873,"ENSG00000099260","PALMD"
"430",4507,"ENSG00000099810","MTAP"
"431",5157,"ENSG00000104213","PDGFRL"
"432",51201,"ENSG00000104219","ZDHHC2"
"433",23087,"ENSG00000104228","TRIM35"
"434",79752,"ENSG00000104231","ZFAND1"
"435",760,"ENSG00000104267","CA2"
"436",7976,"ENSG00000104290","FZD3"
"437",4683,"ENSG00000104320","NBN"
"438",793,"ENSG00000104327","CALB1"
"439",55353,"ENSG00000104341","LAPTM4B"
"440",10940,"ENSG00000104356","POP1"
"441",79815,"ENSG00000104361","NIPAL2"
"442",5862,"ENSG00000104388","RAB2A"
"443",9694,"ENSG00000104412","EMC2"
"444",54845,"ENSG00000104413","ESRP1"
"445",8840,"ENSG00000104415","CCN4"
"446",3574,"ENSG00000104432","IL7"
"447",55156,"ENSG00000104442","ARMC1"
"448",54108,"ENSG00000104472","CHRAC1"
"449",83988,"ENSG00000104490","NCALD"
"450",64089,"ENSG00000104497","SNX16"
"451",79792,"ENSG00000104518","GSDMD"
"452",7264,"ENSG00000104522","GFUS"
"453",6713,"ENSG00000104549","SQLE"
"454",63898,"ENSG00000104611","SH2D4A"
"455",90459,"ENSG00000104626","ERI1"
"456",23484,"ENSG00000104660","LEPROTL1"
"457",203069,"ENSG00000104679","R3HCC1"
"458",2936,"ENSG00000104687","GSR"
"459",8797,"ENSG00000104689","TNFRSF10A"
"460",157697,"ENSG00000104714","ERICH1"
"461",7991,"ENSG00000104723","TUSC3"
"462",4173,"ENSG00000104738","MCM4"
"463",427,"ENSG00000104763","ASAH1"
"464",22898,"ENSG00000105339","DENND3"
"465",79846,"ENSG00000105792","CFAP69"
"466",85865,"ENSG00000105793","GTPBP10"
"467",101927446,"ENSG00000105793","GTPBP10"
"468",10156,"ENSG00000105808","RASA4"
"469",10282,"ENSG00000105829","BET1"
"470",10135,"ENSG00000105835","NAMPT"
"471",5445,"ENSG00000105854","PON2"
"472",26959,"ENSG00000105856","HBP1"
"473",29062,"ENSG00000105875","WDR91"
"474",79872,"ENSG00000105879","CBLL1"
"475",1749,"ENSG00000105880","DLX5"
"476",5764,"ENSG00000105894","PTN"
"477",51678,"ENSG00000105926","PALS2"
"478",1687,"ENSG00000105928","GSDME"
"479",56829,"ENSG00000105939","ZC3HAV1"
"480",11033,"ENSG00000105963","ADAP1"
"481",22797,"ENSG00000105967","TFEC"
"482",94239,"ENSG00000105968","H2AZ2"
"483",858,"ENSG00000105971","CAV2"
"484",4233,"ENSG00000105976","MET"
"485",140545,"ENSG00000105982","RNF32"
"486",221927,"ENSG00000106009","BRAT1"
"487",23288,"ENSG00000106012","IQCE"
"488",7434,"ENSG00000106018","VIPR2"
"489",11112,"ENSG00000106049","HIBADH"
"490",8887,"ENSG00000106052","TAX1BP1"
"491",54504,"ENSG00000106066","CPVL"
"492",1124,"ENSG00000106069","CHN2"
"493",2887,"ENSG00000106070","GRB10"
"494",10392,"ENSG00000106100","NOD1"
"495",1395,"ENSG00000106113","CRHR2"
"496",2051,"ENSG00000106123","EPHB6"
"497",84182,"ENSG00000106125","MINDY4"
"498",NA,"ENSG00000106133","NSUN5P2"
"499",51142,"ENSG00000106153","CHCHD2"
"500",6369,"ENSG00000106178","CCL24"
"501",3315,"ENSG00000106211","HSPB1"
"502",4885,"ENSG00000106236","NPTX2"
"503",8662,"ENSG00000106263","EIF3B"
"504",4521,"ENSG00000106268","NUDT1"
"505",6878,"ENSG00000106290","TAF6"
"506",55131,"ENSG00000106344","RBM28"
"507",84132,"ENSG00000106346","USP42"
"508",3268,"ENSG00000106351","AGFG2"
"509",23658,"ENSG00000106355","LSM5"
"510",56913,"ENSG00000106392","C1GALT1"
"511",8985,"ENSG00000106397","PLOD3"
"512",6119,"ENSG00000106399","RPA3"
"513",24146,"ENSG00000106404","CLDN15"
"514",4899,"ENSG00000106459","NRF1"
"515",54664,"ENSG00000106460","TMEM106B"
"516",2146,"ENSG00000106462","EZH2"
"517",95681,"ENSG00000106477","CEP41"
"518",643641,"ENSG00000106479","ZNF862"
"519",57037,"ENSG00000106524","ANKMY2"
"520",653857,"ENSG00000106526","ACTR3C"
"521",27075,"ENSG00000106537","TSPAN13"
"522",5919,"ENSG00000106538","RARRES2"
"523",26157,"ENSG00000106560","GIMAP2"
"524",28959,"ENSG00000106565","TMEM176B"
"525",55744,"ENSG00000106603","COA1"
"526",644,"ENSG00000106605","BLVRA"
"527",55665,"ENSG00000106608","URGCP"
"528",55069,"ENSG00000106609","TMEM248"
"529",NA,"ENSG00000106610","STAG3L4"
"530",165,"ENSG00000106624","AEBP1"
"531",5425,"ENSG00000106628","POLD2"
"532",2645,"ENSG00000106633","GCK"
"533",10652,"ENSG00000106636","YKT6"
"534",26608,"ENSG00000106638","TBL2"
"535",7461,"ENSG00000106665","CLIP2"
"536",3984,"ENSG00000106683","LIMK1"
"537",55064,"ENSG00000106686","SPATA6L"
"538",6505,"ENSG00000106688","SLC1A1"
"539",2218,"ENSG00000106692","FKTN"
"540",10927,"ENSG00000106723","SPIN1"
"541",54981,"ENSG00000106733","NMRK1"
"542",23731,"ENSG00000106771","TMEM245"
"543",158471,"ENSG00000106772","PRUNE2"
"544",9830,"ENSG00000106785","TRIM14"
"545",7464,"ENSG00000106789","CORO2A"
"546",4969,"ENSG00000106809","OGN"
"547",1842,"ENSG00000106823","ECM2"
"548",22949,"ENSG00000106853","PTGR1"
"549",64420,"ENSG00000106868","SUSD1"
"550",80709,"ENSG00000106948","AKNA"
"551",203,"ENSG00000106992","AK1"
"552",55664,"ENSG00000106993","CDC37L1"
"553",55848,"ENSG00000107020","PLGRKT"
"554",81704,"ENSG00000107099","DOCK8"
"555",57582,"ENSG00000107147","KCNT1"
"556",10488,"ENSG00000107175","CREB3"
"557",9827,"ENSG00000107185","RGP1"
"558",320,"ENSG00000107282","APBA1"
"559",23064,"ENSG00000107290","SETX"
"560",6456,"ENSG00000107295","SH3GL2"
"561",20,"ENSG00000107331","ABCA2"
"562",5264,"ENSG00000107537","PHYH"
"563",8029,"ENSG00000107611","CUBN"
"564",1787,"ENSG00000107614","TRDMT1"
"565",22852,"ENSG00000107890","ANKRD26"
"566",10531,"ENSG00000107959","PITRM1"
"567",219771,"ENSG00000108100","CCNY"
"568",2557,"ENSG00000109158","GABRA4"
"569",54940,"ENSG00000109180","OCIAD1"
"570",23142,"ENSG00000109184","DCUN1D4"
"571",8649,"ENSG00000109270","LAMTOR3"
"572",374,"ENSG00000109321","AREG"
"573",7323,"ENSG00000109332","UBE2D3"
"574",5602,"ENSG00000109339","MAPK10"
"575",4717,"ENSG00000109390","NDUFC1"
"576",23158,"ENSG00000109436","TBC1D9"
"577",27309,"ENSG00000109445","ZNF330"
"578",8821,"ENSG00000109452","INPP4B"
"579",1363,"ENSG00000109472","CPE"
"580",6164,"ENSG00000109475","RPL34"
"581",7466,"ENSG00000109501","WFS1"
"582",1182,"ENSG00000109572","CLCN3"
"583",51166,"ENSG00000109576","AADAT"
"584",6649,"ENSG00000109610","SOD3"
"585",51091,"ENSG00000109618","SEPSECS"
"586",23321,"ENSG00000109654","TRIM2"
"587",56606,"ENSG00000109667","SLC2A9"
"588",55296,"ENSG00000109680","TBC1D19"
"589",10227,"ENSG00000109736","MFSD10"
"590",2743,"ENSG00000109738","GLRB"
"591",9693,"ENSG00000109756","RAPGEF2"
"592",55805,"ENSG00000109771","LRP2BP"
"593",55325,"ENSG00000109775","UFSP2"
"594",51088,"ENSG00000109790","KLHL5"
"595",25854,"ENSG00000109794","FAM149A"
"596",7358,"ENSG00000109814","UGDH"
"597",10384,"ENSG00000111801","BTN3A3"
"598",2444,"ENSG00000111816","FRK"
"599",29940,"ENSG00000111817","DSE"
"600",51389,"ENSG00000111832","RWDD1"
"601",345895,"ENSG00000111834","RSPH4A"
"602",4117,"ENSG00000111837","MAK"
"603",51522,"ENSG00000111843","TMEM14C"
"604",55003,"ENSG00000111845","PAK1IP1"
"605",57150,"ENSG00000111850","SMIM8"
"606",63914,"ENSG00000111850","SMIM8"
"607",25842,"ENSG00000111875","ASF1A"
"608",254394,"ENSG00000111877","MCM9"
