"","V1","V2","V3","V4"
"10277",0.967579934879653,1.09124266661419e-05,0.000197467849537218,0.0322116848441434
"23095",0.694082229489271,0.00741313616996136,0.288216891902675,0.0102877424380936
"5226",9.64507539592297e-08,0.00364504753018219,4.78181785926963e-09,0.996354851237246
"378708",0.996220585237591,9.98777059569323e-07,0.000166784665385038,0.00361163131996443
"1676",0.307280884889402,0.000435705127082078,0.000151222465269809,0.692132187518246
"5195",0.694434786988867,0.0280548270990329,0.231888089123133,0.0456222967889665
"54897",5.09434979897881e-06,0.884941397058481,0.115028509578555,2.49990131651584e-05
"148345",5.19193293542079e-06,0.000448626415074659,2.33503596713101e-08,0.99954615830163
"23435",0.949660045232245,1.51928145315135e-05,0.000179423017412829,0.050145338935811
"10747",1.44432513248132e-05,0.991028537221661,0.00329269531675676,0.00566432421025743
"6723",0.996684875617069,1.1119192976601e-06,0.000217079434621423,0.00309693302901198
"5394",0.0176845796995163,0.000302796557464267,3.62314098052941e-06,0.982009000602039
"2475",0.997844662474714,7.68802918284797e-07,0.000231650819655638,0.00192291790271243
"29914",0.235584712826074,0.00427510111606462,0.00082317786057217,0.759317008197289
"26232",2.31890101237915e-11,0.00234379750601544,8.36059650569792e-11,0.99765620238719
"93611",4.55408438660166e-07,0.000385598802859291,3.88442053786605e-09,0.999613941904281
"26270",0.997369160297357,1.82792938909987e-06,0.000507929902906283,0.00212108187034794
"10459",0.993814460358761,5.41364306948166e-06,0.00557114629135683,0.000608979706812436
"57085",2.03752131538015e-07,0.000654008906575812,1.27591564094615e-08,0.999345774582136
"4524",0.978236095706602,0.000197706390775192,0.0128916773992471,0.00867452050337604
"1185",0.994227544809565,3.24187945564275e-06,0.000351611325983161,0.00541760198499568
"4878",0.996091860866346,1.44993919470682e-06,0.000238473358595991,0.00366821583586336
"4879",0.0504701032435078,0.000319597454085165,1.27622492547043e-05,0.949197537053152
"90231",0.000733233751603948,0.353991711003959,0.000300850162437699,0.644974205082
"5351",0.981168792767562,4.55910832491631e-05,0.00163926630945535,0.0171463498397336
"9927",0.00183128875487928,0.000283887631290824,4.3872100704701e-07,0.997884384892823
"60672",0.93267741116529,3.77751075582291e-05,0.00032237329113378,0.0669624404360182
"55187",0.997830562854639,1.9778796298266e-06,0.00141240382918803,0.000755055436543625
"9249",7.5796326850813e-11,0.000230373352471381,1.82016069077608e-11,0.999769626553531
"343069",0.924408156163219,6.8289989182991e-05,0.000513892054923338,0.0750096617926744
"126755",0.985666458868877,3.47570099884994e-06,0.000153918315112723,0.0141761471150116
"10630",0.798006344697378,6.09856488835489e-05,0.00014967799183762,0.201782991661901
"7799",0.994365602382955,1.3445440744585e-05,0.00234623756394005,0.00327471461235993
"23254",1.20453639276937e-06,0.0919422143609286,1.87004917352456e-06,0.908054711053505
"55092",0.00228706732269155,0.000665778441473907,1.20610298137163e-06,0.997045948132853
"79180",0.868164641875893,0.0023474289506579,0.119675536269924,0.00981239290352459
"842",0.992819020050792,6.61357255273171e-06,0.000601686474060507,0.00657267990259464
"23341",0.998860511752722,4.1116573350248e-07,0.00028120904548445,0.000857868036059703
"84301",0.971907785975204,0.00013288540310017,0.024977162981124,0.00298216564057196
"6248",0.000785932303379979,0.219511921967915,0.7795652403329,0.000136905395804643
"23207",0.00126099048905966,0.000386103868414428,1.06430219489394e-06,0.998351841340331
"284723",0.000144082763602,0.97479797711074,0.0176716739873809,0.00738626613827742
"54751",0.0177379339695106,0.00045876109064025,5.52234351329435e-06,0.981797782596336
"440567",0.999197750295923,3.00507023766134e-07,0.000385579973636907,0.000416369223416678
"729614",2.84105974461778e-11,0.000347933838919313,1.77845712395882e-11,0.999652066114886
"23013",0.989842708363932,2.99273768432006e-05,0.00220320164190036,0.00792416261732451
"7709",0.998036981642634,8.74786256514106e-07,0.000312762275530681,0.00164938129557904
"27129",0.000564485501102501,0.000259395788937044,1.18354093045776e-07,0.999176000355867
"1187",1.23065305271141e-06,0.000434009740576237,2.30943614694314e-09,0.999564757296935
"1188",3.6557505755287e-06,0.000304757182565012,3.55799736406061e-09,0.999691583508862
"348487",0.935914410822608,4.69689026179347e-05,0.000410488041859832,0.0636281322329142
"1969",1.69214307721814e-07,0.00285231321509565,4.24253324552159e-09,0.997147513328063
"128272",0.904934135400226,2.70342249451675e-05,0.000159739926914162,0.0948790904479149
"79363",0.961020550517461,4.48445483170974e-05,0.000699035222950231,0.0382355697112719
"54455",0.0456461180322043,0.039939699029333,0.913362963159713,0.00105121977874979
"26099",0.152132974863622,0.000290512932872434,3.74364597954535e-05,0.84753907574371
"55707",0.990839900488395,5.98258464808437e-06,0.000431276475350526,0.00872284045160613
"114819",0.000404530716722866,0.00232343799705672,4.83337048097075e-06,0.997267197915739
"55672",0.998797413187746,4.66504349799401e-07,0.000303477883184474,0.000898642424719738
"84809",0.999243062515688,2.44341862725565e-07,0.000321383226354967,0.000435309916094834
"11209",0.814709824642831,0.00216657072301138,0.173560191156217,0.00956341347794096
"26869",0.998925303551668,3.54973865232208e-07,0.000257656039897236,0.000816685434569666
"11223",3.36312932253803e-09,0.0193762613439988,3.90713883635069e-09,0.980623731385733
"9696",0.000145032850735564,0.000488466396351327,1.92968866739633e-07,0.999366307784046
"26870",0.998947671966091,3.18947891739445e-07,0.000230539803310163,0.000821469282707293
"4237",0.996207223532602,2.65917126974089e-06,0.000468821666331007,0.00332129562979722
"23400",0.999214492333484,2.57002330958329e-07,0.000316466796734896,0.000468783867450568
"6390",0.977184054425559,1.09002871018323e-05,0.000272727603769673,0.0225323176835693
"11240",0.995730395950176,1.36525090714126e-06,0.000204652421629481,0.00406358637728775
"55920",3.17502434778098e-05,0.000774864099396343,3.90734285713164e-08,0.999193346583697
"55160",0.0199624221428328,0.0161098569823468,0.000216318043851098,0.963711402830969
"127707",1.52603607185957e-08,0.00216735964956629,4.05709666654163e-09,0.997832621032976
"8659",0.998773974291684,6.64292634122418e-07,0.000686802275107846,0.000538559140573786
"126917",0.000222466644464301,0.00042856991399734,8.2497652731358e-08,0.999348880943886
"23352",0.996946358954266,3.79132782705202e-06,0.00107349704113011,0.00197635267677666
"23065",0.999423111137762,1.29896258475509e-07,0.000199280450565493,0.000377478515414599
"51154",0.907670280251397,4.72011346260654e-05,0.000285039427901381,0.0919974791860759
"22977",0.48623484319714,0.00468970461953335,0.00253815810340796,0.506537294079919
"100506730",0.999111702017125,2.61835594662931e-07,0.000239383578844059,0.000648652568436788
"8574",0.926980907011425,0.000227984781324075,0.0710928048721091,0.00169830333514189
"54896",0.263663122752663,0.000302733222416673,7.65251249965747e-05,0.735957618899924
"832",0.988378740464527,3.39100872726313e-06,0.000181732189161926,0.011436136337584
"440574",0.997857598803351,8.82089164663669e-07,0.000277262654466069,0.00186425645301765
"644068",0.998291625416508,1.25432330607121e-06,0.00099410976179076,0.000713010498395204
"255104",0.996445853364833,1.09704882033861e-06,0.000245839435146726,0.00330721015119966
"23252",5.48592398705569e-05,0.000204345262818976,1.71413629491658e-08,0.999740778355948
"127733",0.389301636931559,0.141345209224043,0.395097196063675,0.074255957780723
"55450",0.999229454833946,1.56441446501488e-07,0.000161760462720406,0.000608628261887429
"79594",0.930941562541743,8.76622994832213e-05,0.000718887511731509,0.0682518876470428
"163933",0.000137483817826844,0.000395901484243681,5.25565646986464e-08,0.999466562141365
"65018",0.922206012416788,0.000992635305539487,0.00782672334246229,0.0689746289352103
"100861548",2.44394155970216e-06,0.0021854382747158,1.58025216753399e-08,0.997812101981203
"1650",0.776984292836452,0.00116888788211364,0.00249680192529484,0.21935001735614
"57576",2.75047035591249e-11,0.000213587410478148,7.3750154351121e-12,0.999786412554642
"400745",9.4066159168908e-09,0.00020170876850594,7.27810827030411e-11,0.999798281752097
"50809",0.99922661851614,2.05625731074795e-07,0.000223101008360391,0.000550074849768776
"8672",0.99877758712824,4.62286930879796e-07,0.000284778153180183,0.000937172431649011
"1889",0.708961405919529,0.000116467126926665,0.000179938809727542,0.290742188143817
"84224",0.00350674965574744,0.00125699700634961,3.36591486383952e-06,0.995232887423039
"249",0.000966225685032777,0.00047797813616611,6.50879987116479e-07,0.998555145298814
"5909",2.55180826812191e-07,0.000788183052996227,7.99297774281873e-10,0.999211560966879
"84196",0.998402588890936,4.34444770615708e-07,0.000183140454651012,0.00141383620964212
"3339",0.99941750470704,1.18962531950429e-07,0.000168200871014606,0.000414175459413378
"29092",0.985261353065918,6.35000867050941e-05,0.0116696917903594,0.00300545505701683
"998",0.964443564248944,9.51161364575372e-06,0.000208767261162575,0.0353381568762476
"54361",6.8107065018977e-09,0.000343119500683843,6.75098233265393e-11,0.9996568736211
"9923",0.988079244409831,4.1733964552138e-05,0.009474046630637,0.00240497499498016
"2048",0.000849247298392095,0.000262687416889485,1.78691038150077e-07,0.99888788659368
"23028",0.998857707056727,5.08135690001372e-07,0.000372993254519153,0.000768791553063479
"7798",0.0254343068109188,0.0502714490681489,0.923549409407766,0.000744834713166391
"100996511",0.0100119907213859,0.813320641716022,0.1433660378842,0.0333013296783923
"10236",0.0296489483928723,0.000997041605207968,2.172562440484e-05,0.969332284377515
"80818",0.994614432156362,4.35500217216833e-06,0.000495924393936219,0.00488528844752992
"148898",0.000357039163793296,0.000750208006078512,2.50042276834005e-07,0.998892502787851
"6920",0.357535973503526,0.00027635555174592,0.000103162360397699,0.64208450858433
"55616",0.997919343253013,1.88468239313798e-06,0.000771346345820209,0.00130742571877362
"1870",1.37065728948961e-07,0.000274322601288342,5.95491247347941e-10,0.999725539737492
"3399",1.13244867281713e-08,0.974421732601566,3.96481864047903e-06,0.0255742912553072
"6135",0.999281714065874,2.1313473653125e-07,0.000284497868549368,0.000433574930840155
"6924",0.00598581977449198,0.000550760662051309,3.75869784051094e-06,0.993459660865616
"57095",2.569231061087e-06,0.0123266813196079,6.07386452346989e-07,0.987670142062879
"11313",1.65505140593092e-10,0.00400705379493051,3.91657883071056e-10,0.995992945647907
"2582",3.937594794955e-09,0.00189436491838176,7.81241828956767e-10,0.998105630362782
"3155",9.73511218305013e-08,0.0727645667311069,3.24368580520628e-08,0.927235303480913
"2517",3.84921241457312e-08,0.00434863326254702,2.88485675988445e-09,0.995651325360472
"55629",0.00148290053163041,0.00116073897663072,0.997355366745617,9.93746121861657e-07
"10772",0.00265963064893664,0.00152051610685941,2.92468686487712e-06,0.995816928557339
"163702",0.00661732845241681,0.000520894840284924,2.7136581768135e-06,0.992859063049121
"57822",8.4309227088817e-12,0.0327507464330141,4.86894617064956e-10,0.96724925307166
"90529",0.972209954517514,0.00012803393647594,0.00314128839289872,0.0245207231531115
"57185",0.993498715025403,3.74184392133633e-06,0.000380840894961062,0.00611670223571439
"11123",0.972399088249913,1.98411483995244e-05,0.00042100759740202,0.027160063004286
"100506985",0.998877898543349,3.44932018300882e-07,0.000221200294360796,0.000900556230272417
"10250",0.977536125724542,8.22329655289457e-06,0.000220717134479348,0.022234933844426
"25932",0.449211837419636,0.000158355161405065,9.40455919196953e-05,0.550535761827039
"25949",6.3794148492865e-05,0.0305747577420442,2.86378875109474e-06,0.969358584320712
"57035",0.0030063775826959,0.522661831553383,0.00204161336073764,0.472290177503184
"23585",0.973535072182557,9.13805687854356e-05,0.0235721041099111,0.00280144313874621
"55219",0.99895411548237,4.79043040010903e-07,0.000486641572452464,0.000558763902137856
"26119",0.0125675889279309,0.000410969456517366,5.26118928278949e-06,0.987016180426269
"57134",0.552515998389426,0.000513212080297688,0.000589382099945715,0.446381407430331
"57190",0.0533434153559577,0.000794491599336002,2.93772869375208e-05,0.945832715757769
"56181",0.999301185799094,1.54068186115194e-07,0.000167751243279712,0.000530908889440237
"646471",0.0169401860440947,0.000372776815967672,4.52859670961937e-06,0.982682508543228
"79000",0.000417023873199657,0.00170538258251297,8.09918862107185e-07,0.997876783625425
"164091",1.32041175879819e-09,0.000208708149181764,7.24670178663775e-11,0.999791290457939
"3925",0.471596584400233,0.00021013087105296,0.000126285047313785,0.5280669996814
"5051",0.953421049365302,2.22936496829961e-05,0.00069011623480652,0.0458665407502086
"2134",0.0345688202340354,0.000277921517808719,9.09139847478907e-06,0.965144166849681
"7780",1.19571008207333e-08,0.000306649736566611,1.40114070994974e-10,0.999693338166218
"84676",0.224214868498077,0.000232180831609958,5.27130523119441e-05,0.775500237618001
"149420",6.90102348201237e-10,0.912438287986264,2.15671921058403e-07,0.0875614956517125
"79927",0.910269213243008,0.000259681893563213,0.0879663805566691,0.00150472430675953
"51042",0.674220553600768,0.000216877190977125,0.000282394861954325,0.3252801743463
"10256",0.989714379965205,3.92027450230544e-06,0.00023656346242106,0.0100451362978715
"64793",4.14523748996337e-08,0.00143689430589216,5.67854514995075e-10,0.998563063673878
"83442",0.999278029985614,1.68103159426681e-07,0.00020509366353322,0.000516708247693008
"91544",0.522398964843438,0.000834403304121242,0.000587215836893961,0.476179416015547
"79947",0.976119506689937,1.37416484417373e-05,0.000401523443337538,0.0234652282182841
"3151",0.996994605545394,2.5215048073578e-06,0.00241244243024508,0.000590430519553961
"6195",8.75477608704012e-08,0.000271788400876786,1.28489209597498e-10,0.999728123922873
"101928728",4.59469166880884e-05,0.0013325297714784,8.19226623681811e-08,0.998621441389171
"8289",0.854592499509247,0.000145402814108717,0.144803113445306,0.000458984231338305
"55650",0.0201486987892302,0.00251095333532525,0.000115336711152524,0.977225011164292
"84243",0.001037430611571,0.0371094724614248,3.04611851511099e-05,0.961822635741853
"54707",6.28133757328523e-05,0.000314658173053891,3.60587632733213e-08,0.99962249239245
"63906",0.992172856156908,2.26860460731304e-05,0.00411524947485299,0.00368920832216634
"10726",0.482682677258841,0.000773280094140579,0.000459783108814057,0.516084259538204
"388610",0.292825650587419,0.000413184902135237,0.000105609140535475,0.70665555536991
"115572",0.000213008393037601,0.577931022782922,0.000461680929913163,0.421394287894127
"6548",6.88875489553208e-10,0.0180502779917743,2.50116685083173e-09,0.981949718818183
"23038",0.863449785547072,4.16899015232358e-05,0.00016482156443061,0.136343702986974
"84065",1.60855317149661e-07,0.00148936090160395,1.58160287406307e-08,0.99851046242705
"644961",0.978566439375389,6.74157456603421e-06,0.00019004677020098,0.0212367722798444
"84958",1.21910605325919e-10,0.0337964413129633,2.83253257157743e-09,0.966203555732593
"9064",2.58129079394324e-05,0.0822196768379449,3.67500275444834e-06,0.917750835251361
"2827",0.964356438526126,0.000415206351472534,0.00881006591171755,0.026418289210684
"10163",0.913403047897533,0.00104392372040507,0.0789360192734469,0.0066170091086151
"27245",4.63823963701806e-12,0.0297647466452319,0.970235253349947,1.83432395747523e-13
"2537",0.549430446301766,0.000212744666123495,0.000162681745154005,0.450194127286956
"199870",0.432917476988358,0.0127253619455676,0.00575531511049724,0.548601845955577
"23673",5.99305949100954e-10,0.000184190416453287,7.73464236370393e-11,0.999815808906894
"5511",0.998283267895272,9.36452793151458e-07,0.000530809342064267,0.00118498630987091
"6118",0.0793800680206312,0.0013608078115158,7.81321677666137e-05,0.919180992000086
"27293",0.993006180596785,2.66375370058704e-06,0.000238481895350496,0.00675267375416365
"55113",0.999279851969457,1.93512560509447e-07,0.000229910099626004,0.000490044418356117
"2140",0.983530904917564,2.4051214818962e-05,0.0156066599678474,0.000838383899769273
"22826",7.12534433476281e-06,0.000233300683171089,9.26807986333682e-09,0.999759564704414
"93974",0.993879847402996,1.87460412708907e-06,0.000205270510711205,0.0059130074821654
"83667",5.0921515942904e-19,0.999999770316428,1.11107702901297e-08,2.18572801947484e-07
"54797",0.000744207076612142,0.0241062731165797,1.51469675870135e-05,0.975134372839221
"65979",0.834661717535751,0.000689260803749453,0.00224297723278094,0.162406044427719
"1104",0.998893047811069,4.86403778990062e-07,0.000406027565898891,0.000700438219252994
"8420",1.16312942856921e-09,0.999379937427849,4.04806174125138e-06,0.000616013347280483
"54952",0.960263742783078,5.49814091634397e-05,0.000859252014627183,0.0388220237931312
"85028",1.58908482302638e-05,0.993782349063778,0.0030367277786654,0.00316503230932634
"6883",5.1254315665143e-05,0.000200507128879888,2.45988781072248e-08,0.999748213956577
"10691",0.0116351981270187,0.478169914792064,0.0101236174506615,0.500071269630256
"51441",0.98948320933633,4.34863782092001e-05,0.00371494215032249,0.00675836213513843
"2035",0.999263826927465,1.93790129607453e-07,0.000218407486190556,0.000517571796214961
"399474",1.02575011315735e-08,0.00795460686229869,2.94353595920207e-09,0.992045379936664
"6429",0.397333933770419,0.00111897292022332,0.601148225527596,0.000398867781762256
"51102",0.991060216376967,6.53704754988396e-06,0.000429770240887458,0.00850347633459581
"10076",2.12010531896131e-08,0.00099903974543415,1.6603162804623e-09,0.999000937393196
"9672",3.45706306924595e-06,0.000941742002402045,7.10356841231757e-09,0.99905479383096
"9698",0.011915253011527,0.00724998655588102,0.980788379323263,4.63811093286065e-05
"79570",0.120366187239186,0.000228647090624752,2.09814514053006e-05,0.879384184218784
"9410",1.40874381781655e-08,0.00872525577713643,4.01292631197181e-09,0.991274726122499
"51538",2.66391967853649e-05,0.000434928926650461,1.55056053047701e-08,0.999538416370959
"2170",0.00112308057250836,0.000570550782978543,4.99073448988605e-07,0.998305869571064
"347735",0.791015288768657,0.000255996190509293,0.000612449160215006,0.208116265880619
"64129",0.99841989578435,5.23169475860774e-07,0.000230260181626927,0.00134932086454724
"553115",0.477250511225292,0.000128387607215201,9.89434374741774e-05,0.522522157730019
"1307",0.25154984010234,0.000549879605736981,0.000113922570449195,0.747786357721474
"576",0.000191205016665144,0.0241373136078371,4.91385725136669e-06,0.975666567518246
"90853",0.999421145675957,1.08495583694186e-07,0.000151714602257409,0.000427031226201827
"8073",0.997985397431635,1.70843049387583e-06,0.00115785572338478,0.000855038414486512
"10657",0.430404707380324,0.000192570923588154,9.16308963690271e-05,0.569311090799719
"55116",6.60311621612529e-06,0.00150317844590006,1.28740689551285e-08,0.998490205563815
"23633",0.4888738658787,0.000130787109661795,8.30935178873038e-05,0.510912253493751
"200081",2.13081573703516e-05,0.000414255502834941,4.28297776741805e-08,0.999564393510017
"79140",2.25704250225799e-08,0.00299377625803768,1.54553991196911e-09,0.997006199625997
"56063",0.995136860449959,6.80039865648378e-06,0.00167068189030083,0.00318565726108348
"55721",8.62927490086357e-12,0.996077778378816,1.47013854498058e-07,0.00392207459870011
"8668",0.504559352282984,0.000637121360314616,0.000495421779822447,0.494308104576879
"339483",4.16693686947382e-06,0.0137032334641141,2.45314764589224e-07,0.986292354284252
"3065",4.81086881836857e-05,0.00040708122466651,4.20824060582686e-08,0.999544768004744
"65108",0.999291105219848,1.86719332049024e-07,0.000216091673608032,0.000492616387212175
"100128071",2.0705075253706e-06,0.934124693859915,0.000149062116108859,0.0657241735164505
"81629",1.66861113208452e-17,0.999999740096556,5.41818516256214e-08,2.05721592480205e-07
"55108",0.0146881774026975,0.00118141214432484,1.33548575496591e-05,0.984117055595428
"653121",0.00012223872695053,0.000594484764193095,1.3349964840201e-07,0.999283143009208
"339487",0.997845530976288,1.63013044027367e-06,0.000635607500214812,0.00151723139305729
"5928",0.999167534698813,2.41135719776117e-07,0.000222427848543451,0.000609796316923535
"81493",8.07948259649564e-07,0.00483190108102579,3.21367168680516e-08,0.995167258833998
"57648",0.986998815432838,3.89572572122885e-05,0.0021529384851734,0.0108092888247759
