"","ensembl_gene_id","gene_version","gene_name","qval"
"2577","ENSG00000253816","3","RP11-1415C14.3",3.52954e-09
"2578","ENSG00000226259","10","GTF2H2B",3.35605e-46
"2579","ENSG00000172062","16","SMN1",0.000837232
"2580","ENSG00000249437","7","NAIP",0.0245408
"2581","ENSG00000145736","14","GTF2H2",1.27457e-46
"2582","ENSG00000230847","4","RP11-195E2.1",3.40213e-38
"2583","ENSG00000251634","2","RP11-1280N14.3",5.1814e-05
"2584","ENSG00000215630","6","GUSBP9",1.351e-16
"2585","ENSG00000145734","18","BDP1",0.0161314
"2586","ENSG00000131711","14","MAP1B",6.33849e-10
"2587","ENSG00000113048","16","MRPS27",0.000518927
"2588","ENSG00000157107","13","FCHO2",0.00115348
"2589","ENSG00000145741","15","BTF3",7.73391e-05
"2590","ENSG00000164331","9","ANKRA2",0.00517522
"2591","ENSG00000164338","9","UTP15",2.21169e-09
"2592","ENSG00000214944","9","ARHGEF28",7.85295e-07
"2593","ENSG00000049860","13","HEXB",3.26203e-13
"2594","ENSG00000164347","17","GFM2",0.0196838
"2595","ENSG00000164346","9","NSA2",1.0549e-106
"2596","ENSG00000176928","5","GCNT4",7.88764e-14
"2597","ENSG00000122008","15","POLK",0.000175497
"2598","ENSG00000189045","13","ANKDD1B",0.0319502
"2599","ENSG00000152359","14","POC5",6.15109e-06
"2600","ENSG00000254893","5","AC113404.1",0.0417208
"2601","ENSG00000164220","6","F2RL2",4.24692e-05
"2602","ENSG00000181104","6","F2R",1.81581e-07
"2603","ENSG00000164251","4","F2RL1",2.11171e-05
"2604","ENSG00000164252","12","AGGF1",0.000991389
"2605","ENSG00000250802","6","ZBED3-AS1",0.0158241
"2606","ENSG00000113231","13","PDE8B",0.0408497
"2607","ENSG00000164253","13","WDR41",1.53638e-06
"2608","ENSG00000171530","13","TBCA",6.0744e-09
"2609","ENSG00000132842","13","AP3B1",0.0135042
"2610","ENSG00000245556","2","SCAMP1-AS1",8.53695e-05
"2611","ENSG00000132840","9","BHMT2",2.37045e-09
"2612","ENSG00000132837","14","DMGDH",4.69279e-06
"2613","ENSG00000152413","14","HOMER1",0.00167044
"2614","ENSG00000164309","14","CMYA5",0.000779952
"2615","ENSG00000113296","14","THBS4",0.00124425
"2616","ENSG00000164300","16","SERINC5",0.00976699
"2617","ENSG00000249042","5","CTD-2015H6.3",0.0243342
"2618","ENSG00000228716","6","DHFR",3.84667e-40
"2619","ENSG00000113318","9","MSH3",3.09787e-17
"2620","ENSG00000113319","12","RASGRF2",1.43301e-06
"2621","ENSG00000131730","15","CKMT2",2.71233e-08
"2622","ENSG00000247572","7","CKMT2-AS1",1.27331e-09
"2623","ENSG00000131732","11","ZCCHC9",3.84564e-27
"2624","ENSG00000152348","15","ATG10",2.05092e-30
"2625","ENSG00000186468","12","RPS23",6.51224e-33
"2626","ENSG00000205464","11","ATP6AP1L",4.49407e-67
"2627","ENSG00000271862","1","RP11-343L5.2",0.00569411
"2628","ENSG00000145681","10","HAPLN1",4.42841e-06
"2629","ENSG00000250320","5","CTD-2269F5.1",0.00235147
"2630","ENSG00000247828","7","TMEM161B-AS1",1.10277e-24
"2631","ENSG00000250156","3","LINC02060",0.0424757
"2632","ENSG00000081189","15","MEF2C",0.00285934
"2633","ENSG00000113356","11","POLR3G",1.16723e-14
"2634","ENSG00000234292","3","RP11-213H15.1",0.0349109
"2635","ENSG00000281357","2","ARRDC3-AS1",0.0140433
"2636","ENSG00000248864","1","RP11-348J24.1",0.0111518
"2637","ENSG00000133302","12","SLF1",0.00155083
"2638","ENSG00000175471","19","MCTP1",2.84187e-12
"2639","ENSG00000198677","10","TTC37",1.67674e-10
"2640","ENSG00000164291","16","ARSK",0.0339263
"2641","ENSG00000251000","1","AC008592.3",0.00379723
"2642","ENSG00000175426","10","PCSK1",0.000911897
"2643","ENSG00000248734","2","CTD-2260A17.1",6.82159e-09
"2644","ENSG00000272109","1","CTD-2260A17.3",2.44042e-06
"2645","ENSG00000164307","12","ERAP1",1.13456e-28
"2646","ENSG00000164308","16","ERAP2",1.16266e-116
"2647","ENSG00000247121","6","CTD-2260A17.2",0.0157825
"2648","ENSG00000058729","10","RIOK2",0.000806685
"2649","ENSG00000246763","6","RGMB-AS1",0.0307237
"2650","ENSG00000248489","1","LINC02062",0.00296876
"2651","ENSG00000113532","12","ST8SIA4",0.0140161
"2652","ENSG00000173930","8","SLCO4C1",0.0224248
"2653","ENSG00000145730","20","PAM",0.00748846
"2654","ENSG00000175749","11","EIF3KP1",1.3433e-15
"2655","ENSG00000145723","16","GIN1",5.00904e-05
"2656","ENSG00000145725","19","PPIP5K2",0.00299578
"2657","ENSG00000181751","9","C5orf30",0.0336566
"2658","ENSG00000184349","12","EFNA5",0.0260276
"2659","ENSG00000145743","15","FBXL17",0.00262617
"2660","ENSG00000244245","1","RP11-120B7.1",0.0394315
"2661","ENSG00000151422","12","FER",3.11547e-05
"2662","ENSG00000249476","1","CTD-2587M2.1",3.5066e-21
"2663","ENSG00000198961","9","PJA2",0.00786604
"2664","ENSG00000186952","14","TMEM232",2.8685e-05
"2665","ENSG00000214784","4","AC010468.1",0.041387
"2666","ENSG00000246859","2","STARD4-AS1",0.0190902
"2667","ENSG00000164211","12","STARD4",0.0120426
"2668","ENSG00000129595","12","EPB41L4A",1.41701e-14
"2669","ENSG00000153037","13","SRP19",8.15686e-09
"2670","ENSG00000129625","12","REEP5",0.0134981
"2671","ENSG00000172795","15","DCP2",3.0318e-05
"2672","ENSG00000171444","17","MCC",0.000213572
"2673","ENSG00000047188","15","YTHDC2",4.67928e-12
"2674","ENSG00000164219","9","PGGT1B",0.00159927
"2675","ENSG00000249249","1","AC010226.4",0.00246053
"2676","ENSG00000243414","5","TICAM2",0.0113545
"2677","ENSG00000134970","13","TMED7",0.0362226
"2678","ENSG00000129596","4","CDO1",0.0218899
"2679","ENSG00000145782","12","ATG12",7.30128e-05
"2680","ENSG00000172901","19","LVRN",0.0370799
"2681","ENSG00000185641","6","CTD-2287O16.1",0.0205978
"2682","ENSG00000271918","1","CTD-2287O16.5",0.000756112
"2683","ENSG00000145781","8","COMMD10",8.09777e-10
"2684","ENSG00000249797","1","LINC02147",0.041414
"2685","ENSG00000250891","1","LINC02208",7.87857e-24
"2686","ENSG00000169570","9","DTWD2",8.96514e-06
"2687","ENSG00000145779","7","TNFAIP8",0.0336661
"2688","ENSG00000064692","18","SNCAIP",0.0201048
"2689","ENSG00000205302","6","SNX2",0.00777083
"2690","ENSG00000064652","10","SNX24",0.00180727
"2691","ENSG00000263432","2","RN7SL689P",8.76376e-06
"2692","ENSG00000249996","1","RP11-359P5.1",8.05011e-05
"2693","ENSG00000168938","5","PPIC",1.81011e-14
"2694","ENSG00000061455","10","PRDM6",1.24565e-13
"2695","ENSG00000168944","15","CEP120",0.0112429
"2696","ENSG00000253807","5","LINC01170",1.93875e-21
"2697","ENSG00000155324","9","GRAMD3",0.000155943
"2698","ENSG00000279118","1","RP11-517I3.2",0.00829561
"2699","ENSG00000164904","17","ALDH7A1",2.12258e-23
"2700","ENSG00000173926","5","MARCH3",5.07334e-05
"2701","ENSG00000164241","13","C5orf63",0.0473146
"2702","ENSG00000164244","20","PRRC1",0.00531341
"2703","ENSG00000230561","4","CCDC192",0.0370465
"2704","ENSG00000245937","7","LINC01184",2.32377e-21
"2705","ENSG00000138829","11","FBN2",4.48216e-09
"2706","ENSG00000113396","12","SLC27A6",7.85063e-39
"2707","ENSG00000066583","11","ISOC1",0.0086064
"2708","ENSG00000169567","11","HINT1",4.93674e-09
"2709","ENSG00000158987","20","RAPGEF6",2.82836e-05
"2710","ENSG00000131435","12","PDLIM4",6.02052e-16
"2711","ENSG00000233006","6","AC034220.3",8.37479e-35
"2712","ENSG00000197375","12","SLC22A5",0.0356711
"2713","ENSG00000197536","11","C5orf56",1.5155e-12
"2714","ENSG00000125347","13","IRF1",0.00678722
"2715","ENSG00000113522","13","RAD50",0.00277218
"2716","ENSG00000131437","15","KIF3A",1.93142e-11
"2717","ENSG00000205089","7","CCNI2",0.0174388
"2718","ENSG00000164404","8","GDF9",2.34098e-07
"2719","ENSG00000072364","12","AFF4",0.0363274
"2720","ENSG00000113583","7","C5orf15",0.0458367
"2721","ENSG00000081059","19","TCF7",0.00783447
"2722","ENSG00000237190","3","CDKN2AIPNL",1.02944e-05
"2723","ENSG00000152700","13","SAR1B",0.0173237
"2724","ENSG00000164615","4","CAMLG",4.07827e-16
"2725","ENSG00000132570","14","PCBD2",0.00867109
"2726","ENSG00000224186","8","C5orf66",0.0402133
"2727","ENSG00000270021","1","CTC-203F4.2",1.34369e-08
"2728","ENSG00000145824","12","CXCL14",0.00156207
"2729","ENSG00000152377","13","SPOCK1",0.0138867
"2730","ENSG00000246323","2","RP11-325L7.1",1.40293e-10
"2731","ENSG00000031003","10","FAM13B",0.000210452
"2732","ENSG00000112981","4","NME5",1.51652e-10
"2733","ENSG00000132563","15","REEP2",5.98852e-09
"2734","ENSG00000253404","1","AC034243.1",2.74075e-55
"2735","ENSG00000120725","12","SIL1",0.00218753
"2736","ENSG00000170482","16","SLC23A1",0.0131581
"2737","ENSG00000228672","3","PROB1",0.00258663
"2738","ENSG00000170469","10","SPATA24",2.16593e-13
"2739","ENSG00000170464","9","DNAJC18",4.15704e-25
"2740","ENSG00000184584","12","TMEM173",2.5121e-10
"2741","ENSG00000113068","9","PFDN1",1.19252e-37
"2742","ENSG00000131503","20","ANKHD1",0.0219275
"2743","ENSG00000243056","1","EIF4EBP3",8.36256e-05
"2744","ENSG00000213523","10","SRA1",1.64275e-28
"2745","ENSG00000113108","19","APBB3",0.000172513
"2746","ENSG00000283602","1","AC011380.8",0.000181535
"2747","ENSG00000113119","12","TMCO6",0.00374287
"2748","ENSG00000113141","17","IK",0.0144126
"2749","ENSG00000120314","18","WDR55",0.0317284
"2750","ENSG00000112855","14","HARS2",0.00401887
"2751","ENSG00000113205","5","PCDHB3",0.0331694
"2752","ENSG00000113209","8","PCDHB5",0.0418433
"2753","ENSG00000113212","6","PCDHB7",0.0010209
"2754","ENSG00000120322","3","PCDHB8",2.50421e-24
"2755","ENSG00000272674","3","PCDHB16",1.59716e-15
"2756","ENSG00000177839","6","PCDHB9",0.000129554
"2757","ENSG00000120324","8","PCDHB10",0.00290581
"2758","ENSG00000197479","6","PCDHB11",9.47013e-12
"2759","ENSG00000120328","6","PCDHB12",4.27954e-12
"2760","ENSG00000187372","11","PCDHB13",0.00546163
"2761","ENSG00000146001","5","PCDHB18P",0.00681467
"2762","ENSG00000253305","2","PCDHGB6",0.0060215
"2763","ENSG00000253159","2","PCDHGA12",0.0492846
"2764","ENSG00000240764","3","PCDHGC5",0.0292919
"2765","ENSG00000164620","8","RELL2",0.000426701
"2766","ENSG00000278925","1","AC005753.1",0.0465483
"2767","ENSG00000081791","8","KIAA0141",0.000142622
"2768","ENSG00000013561","17","RNF14",0.00649075
"2769","ENSG00000131507","10","NDFIP1",9.72702e-08
"2770","ENSG00000280047","1","CTC-463A16.1",1.59884e-10
"2771","ENSG00000113578","17","FGF1",0.0436779
"2772","ENSG00000145817","16","YIPF5",0.0188589
"2773","ENSG00000156463","17","SH3RF2",0.00526292
"2774","ENSG00000133706","17","LARS",2.05393e-08
"2775","ENSG00000251320","1","CTC-327F10.4",0.049033
"2776","ENSG00000178776","4","C5orf46",1.72275e-05
"2777","ENSG00000133710","15","SPINK5",1.31215e-39
"2778","ENSG00000164270","17","HTR4",0.0341942
"2779","ENSG00000169247","11","SH3TC2",6.06155e-21
"2780","ENSG00000173210","19","ABLIM3",6.00527e-06
"2781","ENSG00000145882","10","PCYOX1L",4.78412e-07
"2782","ENSG00000183111","11","ARHGEF37",0.0258735
"2783","ENSG00000132915","10","PDE6A",0.0170999
"2784","ENSG00000164296","6","TIGD6",0.0394175
"2785","ENSG00000113716","12","HMGXB3",0.00320718
"2786","ENSG00000241907","1","RPS20P4",0.0467228
"2787","ENSG00000070808","15","CAMK2A",0.000457086
"2788","ENSG00000164587","11","RPS14",2.40382e-05
"2789","ENSG00000070614","14","NDST1",2.92223e-12
"2790","ENSG00000145908","12","ZNF300",0.0390347
"2791","ENSG00000197083","11","ZNF300P1",7.95597e-58
"2792","ENSG00000211445","11","GPX3",0.000588771
"2793","ENSG00000197043","13","ANXA6",4.72645e-11
"2794","ENSG00000196743","8","GM2A",4.10146e-37
"2795","ENSG00000198624","12","CCDC69",6.04205e-14
"2796","ENSG00000186335","8","SLC36A2",0.0100866
"2797","ENSG00000123643","12","SLC36A1",2.73001e-10
"2798","ENSG00000260581","1","CTB-113P19.4",2.00437e-24
"2799","ENSG00000113140","10","SPARC",0.00442382
"2800","ENSG00000177556","11","ATOX1",0.0348402
"2801","ENSG00000213433","5","RPLP1P6",3.20776e-07
"2802","ENSG00000275765","5","RP11-54C4.3",3.86115e-13
"2803","ENSG00000254226","5","LINC01933",0.0336298
"2804","ENSG00000155511","17","GRIA1",0.00250385
"2805","ENSG00000164576","11","SAP30L",8.94353e-09
"2806","ENSG00000155508","13","CNOT8",1.40548e-06
"2807","ENSG00000170271","10","FAXDC2",0.00533508
"2808","ENSG00000170624","13","SGCD",0.0203101
"2809","ENSG00000055163","19","CYFIP2",3.87068e-05
"2810","ENSG00000248544","2","CTB-47B11.3",1.9859e-05
"2811","ENSG00000251405","2","CTB-109A12.1",4.09248e-07
"2812","ENSG00000135074","15","ADAM19",3.27457e-07
"2813","ENSG00000113272","13","THG1L",2.34191e-11
"2814","ENSG00000279204","1","RP11-175K6.2",0.0171027
"2815","ENSG00000164332","7","UBLCP1",0.0103938
"2816","ENSG00000113312","10","TTC1",5.29085e-12
"2817","ENSG00000170231","15","FABP6",1.3924e-07
"2818","ENSG00000135083","14","CCNJL",0.00180485
"2819","ENSG00000221886","3","ZBED8",0.0339282
"2820","ENSG00000113328","18","CCNG1",7.29397e-07
"2821","ENSG00000038274","16","MAT2B",3.23586e-08
"2822","ENSG00000253978","1","CTB-178M22.2",0.0276326
"2823","ENSG00000113643","8","RARS",0.0123811
"2824","ENSG00000188573","7","FBLL1",7.39304e-52
"2825","ENSG00000120137","6","PANK3",0.00919969
"2826","ENSG00000040275","16","SPDL1",3.51843e-05
"2827","ENSG00000134516","15","DOCK2",0.0297419
"2828","ENSG00000145936","8","KCNMB1",0.00340543
"2829","ENSG00000253647","1","CTD-2270F17.1",0.0109938
"2830","ENSG00000253858","1","CTB-147C13.1",9.32655e-08
"2831","ENSG00000253591","1","CTC-265N9.1",0.00318517
"2832","ENSG00000094755","16","GABRP",2.51938e-07
"2833","ENSG00000204764","13","RANBP17",2.5958e-05
"2834","ENSG00000072786","12","STK10",0.0309253
"2835","ENSG00000174705","12","SH3PXD2B",4.37468e-07
"2836","ENSG00000113719","15","ERGIC1",0.0269972
"2837","ENSG00000254200","1","RPL7AP33",0.0159748
"2838","ENSG00000253955","1","CTB-33O18.3",0.000340321
"2839","ENSG00000113742","12","CPEB4",2.2309e-13
"2840","ENSG00000185056","9","C5orf47",5.00506e-07
"2841","ENSG00000170091","10","HMP19",1.54186e-12
"2842","ENSG00000164466","12","SFXN1",0.00968557
"2843","ENSG00000051596","9","THOC3",2.07883e-26
"2844","ENSG00000182230","11","FAM153B",2.22819e-33
"2845","ENSG00000251414","1","RP11-843P14.1",0.0412128
"2846","ENSG00000122203","14","KIAA1191",0.000687509
"2847","ENSG00000175414","6","ARL10",1.11003e-06
"2848","ENSG00000146066","2","HIGD2A",3.21355e-31
"2849","ENSG00000146083","11","RNF44",0.0149418
"2850","ENSG00000160883","10","HK3",0.0282046
"2851","ENSG00000087206","16","UIMC1",0.0471919
"2852","ENSG00000169228","13","RAB24",0.0362546
"2853","ENSG00000213347","10","MXD3",4.9597e-14
"2854","ENSG00000169220","17","RGS14",1.03489e-30
"2855","ENSG00000198055","10","GRK6",0.0475124
"2856","ENSG00000196923","13","PDLIM7",0.00011441
"2857","ENSG00000146094","13","DOK3",0.000362535
"2858","ENSG00000146067","15","FAM193B",0.00211617
"2859","ENSG00000272459","1","RP11-1277A3.3",0.0144678
"2860","ENSG00000184840","11","TMED9",2.4818e-06
"2861","ENSG00000027847","13","B4GALT7",1.09272e-23
"2862","ENSG00000247679","2","RP11-1277A3.1",1.8148e-05
"2863","ENSG00000246596","6","RP11-1277A3.2",0.000462774
"2864","ENSG00000249109","1","RP11-1026M7.2",3.08213e-31
"2865","ENSG00000170074","19","FAM153A",3.57068e-40
"2866","ENSG00000170089","15","RP11-423H2.1",1.03853e-25
"2867","ENSG00000249684","5","RP11-423H2.3",0.000104326
"2868","ENSG00000204677","10","FAM153C",1.04674e-11
"2869","ENSG00000218227","3","RP11-889L3.1",0.0312542
"2870","ENSG00000197451","11","HNRNPAB",0.0397847
"2871","ENSG00000175309","14","PHYKPL",0.000528817
"2872","ENSG00000245688","1","CTB-26E19.1",2.93184e-07
"2873","ENSG00000050767","15","COL23A1",9.19775e-14
"2874","ENSG00000113240","12","CLK4",0.000750921
"2875","ENSG00000178338","10","ZNF354B",1.62716e-07
"2876","ENSG00000178187","7","ZNF454",0.00245392
"2877","ENSG00000087116","14","ADAMTS2",0.000980636
"2878","ENSG00000176783","14","RUFY1",0.00187361
"2879","ENSG00000127022","14","CANX",2.51007e-10
"2880","ENSG00000161021","11","MAML1",0.00293795
"2881","ENSG00000161011","19","SQSTM1",0.00193543
"2882","ENSG00000161010","14","MRNIP",5.32773e-06
"2883","ENSG00000197226","12","TBC1D9B",3.02948e-17
"2884","ENSG00000113269","13","RNF130",2.50489e-19
"2885","ENSG00000050748","17","MAPK9",0.00138986
"2886","ENSG00000161055","3","SCGB3A1",3.76864e-05
"2887","ENSG00000037280","15","FLT4",0.0482184
"2888","ENSG00000280161","1","CTC-205M6.1",0.000523874
"2889","ENSG00000278970","1","HEIH",2.63723e-22
"2890","ENSG00000245060","6","LINC00847",3.09785e-09
"2891","ENSG00000196670","13","ZFP62",2.3537e-15
"2892","ENSG00000113303","11","BTNL8",1.05404e-07
"2893","ENSG00000168903","8","BTNL3",1.44228e-22
"2894","ENSG00000165810","16","BTNL9",2.50518e-11
"2895","ENSG00000146054","17","TRIM7",2.09871e-05
"2896","ENSG00000204628","11","RACK1",4.83752e-06
"2897","ENSG00000248275","1","TRIM52-AS1",4.21482e-78
"2898","ENSG00000112685","13","EXOC2",7.6859e-19
"2899","ENSG00000272463","1","RP11-532F6.3",1.73714e-17
"2900","ENSG00000272279","1","RP11-157J24.2",1.06827e-19
"2901","ENSG00000112699","10","GMDS",0.000389619
"2902","ENSG00000164385","8","LINC01600",0.0476185
"2903","ENSG00000145949","9","MYLK4",1.36078e-13
"2904","ENSG00000124535","15","WRNIP1",0.0119893
"2905","ENSG00000021355","12","SERPINB1",0.0465094
"2906","ENSG00000230438","6","SERPINB9P1",1.39557e-44
"2907","ENSG00000170542","5","SERPINB9",0.00014981
"2908","ENSG00000124570","17","SERPINB6",7.51605e-06
"2909","ENSG00000124588","19","NQO2",3.39553e-70
"2910","ENSG00000137275","13","RIPK1",0.000295442
"2911","ENSG00000272277","1","RP1-40E16.12",4.33863e-26
"2912","ENSG00000137274","12","BPHL",1.26829e-17
"2913","ENSG00000137285","9","TUBB2B",0.0143788
"2914","ENSG00000180822","11","PSMG4",4.98821e-14
"2915","ENSG00000272320","1","RP11-506K6.4",0.0228058
"2916","ENSG00000260604","2","RP1-140K8.5",6.15458e-12
"2917","ENSG00000185689","15","C6orf201",5.19753e-12
"2918","ENSG00000198721","12","ECI2",5.15662e-10
"2919","ENSG00000231811","2","RP3-527G5.1",0.034445
"2920","ENSG00000220685","3","RP11-530A18.1",0.000767856
"2921","ENSG00000219607","3","PPP1R3G",3.72988e-17
"2922","ENSG00000214113","10","LYRM4",1.07089e-20
"2923","ENSG00000124785","8","NRN1",2.84718e-05
"2924","ENSG00000124782","19","RREB1",0.00845408
"2925","ENSG00000261189","1","RP3-512B11.3",1.0265e-16
"2926","ENSG00000239264","8","TXNDC5",0.00629181
"2927","ENSG00000188428","19","BLOC1S5",0.00292791
"2928","ENSG00000124786","9","SLC35B3",0.00593224
"2929","ENSG00000230939","1","RP11-314C16.1",4.08267e-05
"2930","ENSG00000237685","1","RP11-360O19.4",5.95743e-05
"2931","ENSG00000111845","4","PAK1IP1",0.00598608
"2932","ENSG00000111843","13","TMEM14C",4.88528e-08
"2933","ENSG00000111837","11","MAK",3.4732e-05
"2934","ENSG00000153157","12","SYCP2L",2.66059e-16
"2935","ENSG00000224531","5","SMIM13",0.00903936
"2936","ENSG00000205269","5","TMEM170B",3.70616e-05
"2937","ENSG00000145979","17","TBC1D7",5.06833e-09
"2938","ENSG00000124523","15","SIRT5",0.000181797
"2939","ENSG00000112149","9","CD83",1.40612e-08
"2940","ENSG00000047579","19","DTNBP1",0.0195129
"2941","ENSG00000137198","9","GMPR",1.26841e-05
"2942","ENSG00000112186","11","CAP2",0.000316869
"2943","ENSG00000137414","5","FAM8A1",0.0117585
"2944","ENSG00000137364","4","TPMT",2.55072e-06
"2945","ENSG00000165097","13","KDM1B",6.40204e-21
"2946","ENSG00000124795","14","DEK",6.70532e-29
"2947","ENSG00000172197","10","MBOAT1",0.01471
"2948","ENSG00000124766","6","SOX4",0.0498602
"2949","ENSG00000124532","14","MRS2",5.90581e-19
"2950","ENSG00000112294","12","ALDH5A1",2.31878e-05
"2951","ENSG00000112304","10","ACOT13",7.86187e-06
"2952","ENSG00000112308","12","C6orf62",5.48289e-14
"2953","ENSG00000168405","15","CMAHP",1.55166e-13
"2954","ENSG00000079691","17","CARMIL1",4.40934e-05
"2955","ENSG00000079689","13","SCGN",6.55336e-10
"2956","ENSG00000112343","10","TRIM38",0.0338377
"2957","ENSG00000272462","2","U91328.19",2.21787e-30
"2958","ENSG00000272810","1","U91328.22",0.000373384
"2959","ENSG00000274290","2","HIST1H2BE",0.0429439
"2960","ENSG00000276966","2","HIST1H4E",0.00181862
"2961","ENSG00000277075","2","HIST1H2AE",0.0359521
"2962","ENSG00000274750","2","HIST1H3E",4.07271e-31
"2963","ENSG00000186470","13","BTN3A2",1.22227e-72
"2964","ENSG00000124508","16","BTN2A2",2.21243e-16
"2965","ENSG00000026950","16","BTN3A1",6.50285e-09
"2966","ENSG00000111801","15","BTN3A3",0.00747116
"2967","ENSG00000112763","15","BTN2A1",0.00497263
"2968","ENSG00000182952","4","HMGN4",4.88367e-09
"2969","ENSG00000146109","4","ABT1",0.00221306
"2970","ENSG00000181315","10","ZNF322",7.42963e-23
"2971","ENSG00000241549","8","GUSBP2",8.00216e-15
"2972","ENSG00000224843","6","LINC00240",1.63591e-07
"2973","ENSG00000124635","8","HIST1H2BJ",0.00255904
"2974","ENSG00000196787","3","HIST1H2AG",0.038989
"2975","ENSG00000204789","4","ZNF204P",5.87844e-14
"2976","ENSG00000124613","8","ZNF391",6.67069e-38
"2977","ENSG00000271755","1","RP1-153G14.4",0.0188056
"2978","ENSG00000233822","4","HIST1H2BN",0.019203
"2979","ENSG00000197279","3","ZNF165",0.0025081
"2980","ENSG00000219891","2","ZSCAN12P1",3.09627e-09
"2981","ENSG00000219392","1","ZNF602P",4.2283e-19
"2982","ENSG00000196812","4","ZSCAN16",0.0146271
"2983","ENSG00000269293","2","ZSCAN16-AS1",1.14526e-08
"2984","ENSG00000261839","1","RP1-265C24.8",0.0298213
"2985","ENSG00000226314","7","ZNF192P1",0.0108941
"2986","ENSG00000280107","1","AL022393.9",0.0271374
"2987","ENSG00000216901","1","ZNF603P",6.98205e-59
"2988","ENSG00000197062","11","ZSCAN26",3.12097e-18
"2989","ENSG00000189298","13","ZKSCAN3",0.00466961
"2990","ENSG00000235109","7","ZSCAN31",2.50216e-09
"2991","ENSG00000158691","14","ZSCAN12",0.0300783
"2992","ENSG00000187987","9","ZSCAN23",3.14135e-10
"2993","ENSG00000204713","10","TRIM27",0.0116919
"2994","ENSG00000197935","6","ZNF311",0.00464429
"2995","ENSG00000204657","3","OR2H2",1.93261e-11
"2996","ENSG00000204681","10","GABBR1",0.0094964
"2997","ENSG00000235238","1","SUMO2P1",0.0106225
"2998","ENSG00000204655","11","MOG",0.00179831
"2999","ENSG00000204644","9","ZFP57",3.00474e-67
"3000","ENSG00000233916","1","ZDHHC20P1",0.00330599
"3001","ENSG00000239257","1","RPL23AP1",2.93171e-30
"3002","ENSG00000273340","1","MICE",1.41487e-08
"3003","ENSG00000214922","9","HLA-F-AS1",4.9558e-06
"3004","ENSG00000235821","1","IFITM4P",2.29176e-14
"3005","ENSG00000181126","13","HLA-V",3.42443e-33
"3006","ENSG00000176998","4","HCG4",4.22328e-13
"3007","ENSG00000204632","11","HLA-G",0.00384386
"3008","ENSG00000281831","1","HCP5B",3.147e-18
"3009","ENSG00000230521","1","HCG4P7",3.29203e-25
"3010","ENSG00000206341","7","HLA-H",2.79965e-18
"3011","ENSG00000231130","1","HLA-T",6.16965e-08
"3012","ENSG00000227262","3","HCG4B",5.03786e-10
"3013","ENSG00000230795","3","HLA-K",1.80003e-21
"3014","ENSG00000228078","1","HLA-U",3.54157e-16
"3015","ENSG00000206503","12","HLA-A",1.38718e-30
"3016","ENSG00000235290","1","HLA-W",1.36767e-15
"3017","ENSG00000204625","10","HCG9",4.06155e-21
"3018","ENSG00000204622","11","HLA-J",1.40465e-18
"3019","ENSG00000237669","1","HCG4P3",6.60903e-26
"3020","ENSG00000204623","9","ZNRD1ASP",3.49361e-07
"3021","ENSG00000066379","14","ZNRD1",4.96802e-16
"3022","ENSG00000204618","8","RNF39",0.00138986
"3023","ENSG00000270604","5","HCG17",0.00982802
"3024","ENSG00000243753","5","HLA-L",3.90839e-16
"3025","ENSG00000280128","1","XXbac-BPG283O16.9",5.0571e-28
"3026","ENSG00000231074","8","HCG18",5.49798e-18
"3027","ENSG00000241370","5","RPP21",0.00383681
"3028","ENSG00000204574","12","ABCF1",6.84106e-06
"3029","ENSG00000204560","9","DHX16",0.0319571
"3030","ENSG00000146112","11","PPP1R18",0.0294501
"3031","ENSG00000137404","14","NRM",0.000446292
"3032","ENSG00000137312","14","FLOT1",0.000237982
"3033","ENSG00000137331","11","IER3",0.00541816
"3034","ENSG00000228022","5","HCG20",5.2522e-11
"3035","ENSG00000204580","13","DDR1",0.00533877
"3036","ENSG00000213780","10","GTF2H4",4.78768e-15
"3037","ENSG00000137411","16","VARS2",7.71788e-42
"3038","ENSG00000228789","6","HCG22",5.15538e-25
"3039","ENSG00000204540","10","PSORS1C1",1.93077e-26
"3040","ENSG00000204538","3","PSORS1C2",2.48899e-08
"3041","ENSG00000204536","13","CCHCR1",7.91645e-14
"3042","ENSG00000137310","11","TCF19",0.044319
"3043","ENSG00000204528","3","PSORS1C3",1.25126e-34
"3044","ENSG00000204531","17","POU5F1",1.38471e-18
"3045","ENSG00000272501","1","XXbac-BPG299F13.17",8.87873e-16
"3046","ENSG00000206344","7","HCG27",5.35365e-20
"3047","ENSG00000204525","16","HLA-C",1.04294e-43
"3048","ENSG00000277402","1","MIR6891",1.13391e-40
"3049","ENSG00000234745","10","HLA-B",3.03137e-06
"3050","ENSG00000272221","1","XXbac-BPG181B23.7",1.45642e-61
"3051","ENSG00000204520","12","MICA",7.04351e-47
"3052","ENSG00000206337","10","HCP5",0.0123075
"3053","ENSG00000204516","9","MICB",3.50912e-11
"3054","ENSG00000198563","13","DDX39B",0.00181007
"3055","ENSG00000213760","10","ATP6V1G2",7.66338e-05
"3056","ENSG00000204475","9","NCR3",0.0377024
"3057","ENSG00000204472","12","AIF1",0.00472656
"3058","ENSG00000204463","12","BAG6",1.70801e-06
"3059","ENSG00000204435","13","CSNK2B",3.90941e-08
"3060","ENSG00000204438","10","GPANK1",0.00501315
"3061","ENSG00000240053","8","LY6G5B",6.27981e-19
