"","ensembl_gene_id","gene_version","gene_name","qval"
"6961","ENSG00000162073","13","PAQR4",0.00508448
"6962","ENSG00000272079","2","LA16c-380H5.5",1.47036e-38
"6963","ENSG00000213937","3","CLDN9",3.29465e-05
"6964","ENSG00000008516","16","MMP25",4.31068e-10
"6965","ENSG00000261971","6","MMP25-AS1",0.00489862
"6966","ENSG00000008517","16","IL32",5.3147e-16
"6967","ENSG00000262370","5","RP11-473M20.9",1.6467e-06
"6968","ENSG00000122386","10","ZNF205",0.0393437
"6969","ENSG00000085644","13","ZNF213",0.0163256
"6970","ENSG00000263072","6","ZNF213-AS1",5.16169e-22
"6971","ENSG00000228146","7","CASP16P",4.05169e-15
"6972","ENSG00000103313","12","MEFV",0.0156719
"6973","ENSG00000281005","1","LINC00921",2.64348e-11
"6974","ENSG00000279330","1","AJ003147.11",0.0027289
"6975","ENSG00000006194","9","ZNF263",0.0139248
"6976","ENSG00000263177","1","MTND1P8",0.0250943
"6977","ENSG00000167981","5","ZNF597",0.0140731
"6978","ENSG00000122390","17","NAA60",3.19991e-08
"6979","ENSG00000103351","12","CLUAP1",4.03066e-61
"6980","ENSG00000262312","2","LA16c-390H2.4",0.0272635
"6981","ENSG00000167984","17","NLRC3",2.36658e-07
"6982","ENSG00000213918","10","DNASE1",0.00178203
"6983","ENSG00000126602","10","TRAP1",7.65921e-14
"6984","ENSG00000185739","13","SRL",1.93401e-06
"6985","ENSG00000262468","5","LINC01569",2.56401e-06
"6986","ENSG00000262686","1","GLIS2-AS1",0.0232388
"6987","ENSG00000280063","1","RP11-295D4.3",1.08411e-07
"6988","ENSG00000153406","13","NMRAL1",3.5371e-57
"6989","ENSG00000089486","16","CDIP1",8.36365e-06
"6990","ENSG00000153443","12","UBALD1",0.0256043
"6991","ENSG00000102858","12","MGRN1",1.77533e-33
"6992","ENSG00000168101","14","NUDT16L1",1.69971e-08
"6993","ENSG00000166246","13","C16orf71",0.00183632
"6994","ENSG00000103199","13","ZNF500",5.90323e-18
"6995","ENSG00000140623","13","SEPT12",1.24743e-09
"6996","ENSG00000267795","5","SMIM22",0.0399288
"6997","ENSG00000267077","1","RP11-127I20.5",7.13741e-07
"6998","ENSG00000067836","12","ROGDI",0.0473384
"6999","ENSG00000118900","14","UBN1",0.00112859
"7000","ENSG00000103184","11","SEC14L5",7.84583e-19
"7001","ENSG00000118898","15","PPL",0.00154133
"7002","ENSG00000103174","11","NAGPA",1.06673e-08
"7003","ENSG00000078328","19","RBFOX1",0.00532887
"7004","ENSG00000261319","1","LINC02152",0.0253984
"7005","ENSG00000067365","14","METTL22",1.29637e-10
"7006","ENSG00000140650","11","PMM2",8.61139e-05
"7007","ENSG00000184857","7","TMEM186",0.000624391
"7008","ENSG00000260276","2","RP11-77H9.2",1.40024e-08
"7009","ENSG00000153048","10","CARHSP1",0.0314112
"7010","ENSG00000213853","9","EMP2",7.26606e-07
"7011","ENSG00000280153","1","RP11-876N24.3",0.000302072
"7012","ENSG00000175643","8","RMI2",3.81259e-33
"7013","ENSG00000188897","8","CTD-3088G3.8",0.0177518
"7014","ENSG00000189067","12","LITAF",5.46738e-08
"7015","ENSG00000184602","5","SNN",2.58195e-06
"7016","ENSG00000153066","12","TXNDC11",0.0455465
"7017","ENSG00000122299","11","ZC3H7A",0.0280189
"7018","ENSG00000261560","1","RP11-166B2.3",0.0419117
"7019","ENSG00000234719","8","NPIPB2",1.44616e-68
"7020","ENSG00000048471","13","SNX29",0.000274747
"7021","ENSG00000103381","11","CPPED1",9.0149e-06
"7022","ENSG00000262097","1","LINC02185",0.0137293
"7023","ENSG00000140694","16","PARN",0.0489587
"7024","ENSG00000254852","8","NPIPA2",0.000279166
"7025","ENSG00000255277","3","ABCC6P2",0.00184183
"7026","ENSG00000103512","14","NOMO1",5.34423e-14
"7027","ENSG00000183458","13","RP11-958N24.1",3.71129e-09
"7028","ENSG00000183426","16","NPIPA1",8.33713e-17
"7029","ENSG00000179889","18","PDXDC1",6.06938e-06
"7030","ENSG00000261819","1","RP11-680G24.4",4.46655e-05
"7031","ENSG00000275910","1","RP11-680G24.6",7.97774e-05
"7032","ENSG00000157045","8","NTAN1",7.68744e-10
"7033","ENSG00000085721","12","RRN3",8.06072e-24
"7034","ENSG00000260735","1","RP11-72I8.1",4.44261e-16
"7035","ENSG00000188599","17","NPIPP1",2.13373e-18
"7036","ENSG00000250251","6","PKD1P6",9.42648e-05
"7037","ENSG00000183793","13","NPIPA5",1.36805e-28
"7038","ENSG00000156968","8","MPV17L",1.2482e-05
"7039","ENSG00000166780","10","C16orf45",0.00273621
"7040","ENSG00000072864","14","NDE1",2.09062e-21
"7041","ENSG00000263335","1","AF001548.5",3.10961e-54
"7042","ENSG00000103222","18","ABCC1",0.00614767
"7043","ENSG00000091262","15","ABCC6",1.49257e-17
"7044","ENSG00000103226","17","NOMO3",1.05959e-23
"7045","ENSG00000183889","12","AC138969.4",4.91081e-08
"7046","ENSG00000227827","3","RP11-958N24.2",1.79148e-25
"7047","ENSG00000279415","1","RP11-1102P22.1",0.025111
"7048","ENSG00000103489","11","XYLT1",0.00210591
"7049","ENSG00000205746","9","RP11-1212A22.1",2.1231e-24
"7050","ENSG00000254681","6","PKD1P5",6.95817e-51
"7051","ENSG00000185164","14","NOMO2",0.00796971
"7052","ENSG00000170540","14","ARL6IP1",0.000349999
"7053","ENSG00000170537","12","TMC7",0.00184506
"7054","ENSG00000167186","10","COQ7",0.0245596
"7055","ENSG00000103540","16","CCP110",0.0174789
"7056","ENSG00000103550","13","KNOP1",2.17898e-53
"7057","ENSG00000183549","10","ACSM5",1.58437e-40
"7058","ENSG00000005189","19","AC004381.6",0.0193082
"7059","ENSG00000188215","9","DCUN1D3",0.0234733
"7060","ENSG00000196678","13","ERI2",1.26717e-06
"7061","ENSG00000011638","10","TMEM159",1.28056e-07
"7062","ENSG00000158486","13","DNAH3",0.0289216
"7063","ENSG00000103316","10","CRYM",9.52247e-05
"7064","ENSG00000169246","16","NPIPB3",0.0103938
"7065","ENSG00000261596","2","CTB-31N19.3",0.0120268
"7066","ENSG00000260306","1","RP11-645C24.5",1.00193e-19
"7067","ENSG00000248124","7","RRN3P1",2.0511e-13
"7068","ENSG00000185864","16","NPIPB4",0.00655266
"7069","ENSG00000140743","7","CDR2",0.0010725
"7070","ENSG00000237296","9","SMG1P1",0.00726268
"7071","ENSG00000103404","14","USP31",0.000148669
"7072","ENSG00000168434","12","COG7",0.000275728
"7073","ENSG00000103365","15","GGA2",9.29022e-09
"7074","ENSG00000103356","15","EARS2",6.02052e-16
"7075","ENSG00000103353","15","UBFD1",1.67647e-09
"7076","ENSG00000004779","9","NDUFAB1",3.68027e-09
"7077","ENSG00000083093","9","PALB2",0.0142864
"7078","ENSG00000166847","9","DCTN5",1.60835e-17
"7079","ENSG00000140750","16","ARHGAP17",0.00753116
"7080","ENSG00000262587","2","RP11-266L9.4",4.16642e-07
"7081","ENSG00000271105","1","SCML2P2",0.00199782
"7082","ENSG00000263326","1","RP11-266L9.6",0.00197728
"7083","ENSG00000262700","1","RP11-266L9.3",0.000137056
"7084","ENSG00000205629","11","LCMT1",0.0377382
"7085","ENSG00000155592","15","ZKSCAN2",0.000120426
"7086","ENSG00000169189","16","NSMCE1",0.0414595
"7087","ENSG00000077238","13","IL4R",0.00549044
"7088","ENSG00000259954","1","IL21R-AS1",9.53226e-14
"7089","ENSG00000047578","12","KIAA0556",0.0301105
"7090","ENSG00000169181","12","GSG1L",0.00378302
"7091","ENSG00000169180","11","XPO6",0.00335518
"7092","ENSG00000188322","4","SBK1",0.00038471
"7093","ENSG00000205609","12","EIF3CL",0.0116259
"7094","ENSG00000176046","8","NUPR1",0.000948158
"7095","ENSG00000197165","10","SULT1A2",2.97984e-33
"7096","ENSG00000196502","11","SULT1A1",3.26977e-11
"7097","ENSG00000184110","14","EIF3C",1.18893e-05
"7098","ENSG00000251417","2","RP11-1348G14.4",2.16883e-10
"7099","ENSG00000240634","1","RP11-1348G14.1",0.0400146
"7100","ENSG00000178188","14","SH2B1",5.95089e-08
"7101","ENSG00000261766","1","RP11-22P6.2",0.0192144
"7102","ENSG00000176953","12","NFATC2IP",0.0204663
"7103","ENSG00000260953","1","RP11-426C22.6",1.32372e-10
"7104","ENSG00000277999","1","RP11-426C22.8",2.11301e-43
"7105","ENSG00000271699","5","SNX29P2",1.03994e-07
"7106","ENSG00000254634","4","SMG1P6",0.00187882
"7107","ENSG00000183336","8","BOLA2",3.35496e-08
"7108","ENSG00000169203","16","NPIPB12",3.41952e-06
"7109","ENSG00000205534","6","SMG1P2",0.00362826
"7110","ENSG00000103485","17","QPRT",2.2875e-07
"7111","ENSG00000167371","17","PRRT2",0.00470284
"7112","ENSG00000013364","18","MVP",0.00544179
"7113","ENSG00000174938","14","SEZ6L2",0.000475784
"7114","ENSG00000149932","16","TMEM219",0.0499012
"7115","ENSG00000169592","14","INO80E",2.56444e-19
"7116","ENSG00000149927","17","DOC2A",0.00143619
"7117","ENSG00000149922","10","TBX6",1.30625e-23
"7118","ENSG00000090238","11","YPEL3",1.97125e-16
"7119","ENSG00000250616","2","RP11-455F5.3",0.0361801
"7120","ENSG00000275371","1","RP11-455F5.6",4.74204e-08
"7121","ENSG00000102886","14","GDPD3",1.45276e-09
"7122","ENSG00000132207","17","SLX1A",0.0408294
"7123","ENSG00000198064","13","NPIPB13",0.0104057
"7124","ENSG00000169217","8","CD2BP2",0.00171874
"7125","ENSG00000180096","11","SEPT1",0.00255286
"7126","ENSG00000179958","8","DCTPP1",0.0382253
"7127","ENSG00000005844","17","ITGAL",0.014219
"7128","ENSG00000260487","1","RP11-297C4.3",2.0589e-08
"7129","ENSG00000278922","1","AC002310.14",9.92021e-06
"7130","ENSG00000235560","3","AC002310.12",0.0227563
"7131","ENSG00000156860","15","FBRS",0.00277187
"7132","ENSG00000103549","21","RNF40",0.00398186
"7133","ENSG00000099385","11","BCL7C",0.0382839
"7134","ENSG00000260852","1","FBXL19-AS1",0.0471919
"7135","ENSG00000099381","17","SETD1A",0.00845903
"7136","ENSG00000099377","13","HSD3B7",5.77967e-17
"7137","ENSG00000260911","2","RP11-196G11.2",2.94567e-09
"7138","ENSG00000167395","10","ZNF646",6.75343e-05
"7139","ENSG00000151006","7","PRSS53",4.3732e-06
"7140","ENSG00000167397","14","VKORC1",2.86111e-12
"7141","ENSG00000103507","13","BCKDK",0.0328496
"7142","ENSG00000103510","19","KAT8",2.12117e-15
"7143","ENSG00000278133","1","RP11-196G11.5",0.000696558
"7144","ENSG00000260304","1","RP11-388M20.6",0.000358631
"7145","ENSG00000177238","13","TRIM72",0.0065583
"7146","ENSG00000140678","16","ITGAX",0.000250271
"7147","ENSG00000156885","5","COX6A2",0.0237046
"7148","ENSG00000176723","9","ZNF843",0.000173334
"7149","ENSG00000140682","18","TGFB1I1",6.02871e-08
"7150","ENSG00000169877","9","AHSP",0.0029125
"7151","ENSG00000131797","12","CLUHP3",0.000598025
"7152","ENSG00000197302","10","ZNF720",1.63822e-07
"7153","ENSG00000259810","2","AC002519.8",0.0231174
"7154","ENSG00000230267","7","HERC2P4",0.0306511
"7155","ENSG00000214617","9","SLC6A10P",3.82885e-05
"7156","ENSG00000259882","2","RP11-293B20.2",0.0144329
"7157","ENSG00000259856","1","RAB43P1",0.020453
"7158","ENSG00000102893","15","PHKB",0.0214437
"7159","ENSG00000102910","13","LONP2",0.00226181
"7160","ENSG00000102924","11","CBLN1",0.000303406
"7161","ENSG00000275155","1","CTD-2595P9.4",0.0262224
"7162","ENSG00000205423","11","CNEP1R1",0.00232481
"7163","ENSG00000155393","12","HEATR3",6.25224e-34
"7164","ENSG00000121281","12","ADCY7",0.0244126
"7165","ENSG00000140807","6","NKD1",0.0383623
"7166","ENSG00000261644","2","RP11-327F22.1",0.0398674
"7167","ENSG00000277639","2","RP11-467J12.4",0.0384522
"7168","ENSG00000103479","15","RBL2",7.87511e-40
"7169","ENSG00000279344","1","RP11-44F14.7",4.46816e-07
"7170","ENSG00000279722","1","RP11-44F14.6",1.23694e-11
"7171","ENSG00000166971","16","AKTIP",0.00528909
"7172","ENSG00000140718","20","FTO",0.000952317
"7173","ENSG00000277559","1","RP11-434E6.4",0.00554858
"7174","ENSG00000159387","7","IRX6",0.0117899
"7175","ENSG00000263207","2","RP11-26L20.4",0.0327657
"7176","ENSG00000260135","6","RP11-212I21.2",5.56552e-13
"7177","ENSG00000087253","12","LPCAT2",0.000258922
"7178","ENSG00000261997","1","RP11-212I21.4",0.00489302
"7179","ENSG00000228695","10","CES1P1",3.4758e-36
"7180","ENSG00000198848","12","CES1",1.27933e-09
"7181","ENSG00000087258","14","GNAO1",1.32375e-06
"7182","ENSG00000159461","14","AMFR",0.0198734
"7183","ENSG00000274031","1","RP11-413H22.3",5.71004e-19
"7184","ENSG00000125124","11","BBS2",2.35157e-23
"7185","ENSG00000125148","6","MT2A",0.0449322
"7186","ENSG00000260549","1","MT1L",2.46925e-23
"7187","ENSG00000169715","14","MT1E",1.15648e-14
"7188","ENSG00000205364","3","MT1M",0.0134075
"7189","ENSG00000205362","11","MT1A",0.00528446
"7190","ENSG00000051108","14","HERPUD1",0.000838932
"7191","ENSG00000087237","10","CETP",0.0409296
"7192","ENSG00000172775","16","FAM192A",0.0240309
"7193","ENSG00000102931","7","ARL2BP",0.0179485
"7194","ENSG00000102934","9","PLLP",0.00436206
"7195","ENSG00000005194","14","CIAPIN1",0.0031795
"7196","ENSG00000088682","13","COQ9",0.0395462
"7197","ENSG00000102978","12","POLR2C",0.0334686
"7198","ENSG00000125170","10","DOK4",2.32052e-06
"7199","ENSG00000135736","5","CCDC102A",5.03598e-11
"7200","ENSG00000159648","11","TEPP",0.00825924
"7201","ENSG00000103021","9","CCDC113",0.0270184
"7202","ENSG00000181938","13","GINS3",0.0233424
"7203","ENSG00000260186","5","LINC02137",0.0259412
"7204","ENSG00000103034","14","NDRG4",4.75844e-09
"7205","ENSG00000103037","11","SETD6",4.04283e-13
"7206","ENSG00000276259","1","RP11-481J2.4",1.97984e-06
"7207","ENSG00000125166","12","GOT2",1.19705e-08
"7208","ENSG00000269986","1","RP11-96H17.3",0.000191752
"7209","ENSG00000261502","3","RP11-96H17.1",3.13472e-09
"7210","ENSG00000140937","13","CDH11",0.028095
"7211","ENSG00000166546","13","BEAN1",8.53309e-06
"7212","ENSG00000261656","5","BEAN1-AS1",0.000240044
"7213","ENSG00000166548","15","TK2",0.000520493
"7214","ENSG00000089505","17","CMTM1",0.0408327
"7215","ENSG00000140931","19","CMTM3",0.0394892
"7216","ENSG00000172831","11","CES2",1.59683e-12
"7217","ENSG00000135722","8","FBXL8",0.0199543
"7218","ENSG00000102890","14","ELMO3",4.98701e-05
"7219","ENSG00000125122","15","LRRC29",0.00248384
"7220","ENSG00000135723","13","FHOD1",8.68718e-09
"7221","ENSG00000196155","12","PLEKHG4",6.19502e-05
"7222","ENSG00000159713","10","TPPP3",2.76476e-09
"7223","ENSG00000159714","10","ZDHHC1",0.0101106
"7224","ENSG00000159720","11","ATP6V0D1",0.0136134
"7225","ENSG00000276075","1","CTD-2012K14.8",8.06535e-14
"7226","ENSG00000102981","9","PARD6A",0.0397017
"7227","ENSG00000124074","11","ENKD1",0.0107584
"7228","ENSG00000159761","14","C16orf86",0.0218494
"7229","ENSG00000141084","10","RANBP10",6.95438e-06
"7230","ENSG00000102904","14","TSNAXIP1",0.00460304
"7231","ENSG00000141086","17","CTRL",0.0493069
"7232","ENSG00000205220","11","PSMB10",0.00757883
"7233","ENSG00000213398","7","LCAT",0.000864906
"7234","ENSG00000072736","18","NFATC3",1.55833e-05
"7235","ENSG00000103066","12","PLA2G15",0.0404189
"7236","ENSG00000103061","12","SLC7A6OS",0.0303242
"7237","ENSG00000132600","16","PRMT7",2.20847e-24
"7238","ENSG00000103056","11","SMPD3",0.0150512
"7239","ENSG00000184939","15","ZFP90",8.49675e-05
"7240","ENSG00000039068","18","CDH1",0.0413202
"7241","ENSG00000103044","10","HAS3",0.00220373
"7242","ENSG00000141076","17","UTP4",2.27132e-10
"7243","ENSG00000168807","16","SNTB2",0.000816179
"7244","ENSG00000132612","15","VPS4A",0.0145168
"7245","ENSG00000258429","1","PDF",0.00872147
"7246","ENSG00000132604","10","TERF2",0.0138129
"7247","ENSG00000181019","12","NQO1",0.0303533
"7248","ENSG00000141101","12","NOB1",0.037278
"7249","ENSG00000226232","8","NPIPB14P",2.10349e-44
"7250","ENSG00000255185","5","PDXDC2P",1.19576e-40
"7251","ENSG00000090857","13","PDPR",0.000673386
"7252","ENSG00000261556","9","SMG1P7",1.75455e-48
"7253","ENSG00000223496","2","EXOSC6",1.00302e-92
"7254","ENSG00000261777","5","RP11-529K1.2",3.79452e-09
"7255","ENSG00000168872","16","DDX19A",0.00123834
"7256","ENSG00000157353","16","FUK",0.0249827
"7257","ENSG00000103051","18","COG4",0.000655527
"7258","ENSG00000189091","12","SF3B3",0.000131024
"7259","ENSG00000157368","10","IL34",0.000500531
"7260","ENSG00000103043","14","VAC14",0.00576921
"7261","ENSG00000167377","17","ZNF23",7.38158e-07
"7262","ENSG00000040199","18","PHLPP2",7.83086e-13
"7263","ENSG00000182149","20","IST1",1.03398e-08
"7264","ENSG00000102967","11","DHODH",1.15134e-12
"7265","ENSG00000257017","8","HP",8.07796e-07
"7266","ENSG00000261701","6","HPR",1.02093e-17
"7267","ENSG00000140830","8","TXNL4B",1.14629e-06
"7268","ENSG00000140836","14","ZFHX3",0.0216494
"7269","ENSG00000260884","1","AC009120.5",0.000741105
"7270","ENSG00000259972","2","AC009120.6",2.54187e-09
"7271","ENSG00000214331","8","RP11-252A24.2",9.84206e-06
"7272","ENSG00000261079","1","RP11-252A24.3",0.0128677
"7273","ENSG00000090863","11","GLG1",3.6133e-19
"7274","ENSG00000168411","13","RFWD3",0.000212228
"7275","ENSG00000168404","12","MLKL",7.22465e-06
"7276","ENSG00000103089","8","FA2H",0.0263367
"7277","ENSG00000103091","14","WDR59",7.9795e-25
"7278","ENSG00000166816","13","LDHD",0.000740813
"7279","ENSG00000184517","11","ZFP1",4.6198e-09
"7280","ENSG00000280152","1","RP11-331F4.5",1.31675e-34
"7281","ENSG00000261783","1","RP11-252K23.2",2.79461e-12
"7282","ENSG00000153774","8","CFDP1",0.000189637
"7283","ENSG00000274220","1","RP11-77K12.9",0.0139897
"7284","ENSG00000135702","14","CHST5",0.000279543
"7285","ENSG00000205084","10","TMEM231",3.1661e-05
"7286","ENSG00000065457","10","ADAT1",2.91824e-36
"7287","ENSG00000103111","14","MON1B",0.00125012
"7288","ENSG00000205078","5","SYCE1L",1.5475e-25
"7289","ENSG00000140876","11","NUDT7",0.000281727
"7290","ENSG00000261707","1","RP11-264M12.2",1.54823e-16
"7291","ENSG00000171724","2","VAT1L",9.19435e-05
"7292","ENSG00000186153","16","WWOX",3.42646e-05
"7293","ENSG00000178573","6","MAF",0.0389505
"7294","ENSG00000166446","14","CDYL2",0.000659137
"7295","ENSG00000278985","1","RP11-303E16.9",0.0304553
"7296","ENSG00000166451","13","CENPN",3.98536e-08
"7297","ENSG00000261061","1","RP11-303E16.2",0.00410074
"7298","ENSG00000166455","13","C16orf46",0.0217716
"7299","ENSG00000140905","10","GCSH",1.05764e-15
"7300","ENSG00000166473","17","PKD1L2",2.72264e-15
"7301","ENSG00000197943","9","PLCG2",4.88912e-08
"7302","ENSG00000135698","9","MPHOSPH6",2.25767e-27
"7303","ENSG00000140945","16","CDH13",6.96323e-23
"7304","ENSG00000230989","6","HSBP1",0.045835
"7305","ENSG00000260300","5","RP11-505K9.4",3.52965e-06
"7306","ENSG00000103154","9","NECAB2",4.42342e-07
"7307","ENSG00000166558","10","SLC38A8",3.40508e-15
"7308","ENSG00000103160","11","HSDL1",0.0296262
"7309","ENSG00000154099","17","DNAAF1",0.000220791
"7310","ENSG00000103168","16","TAF1C",2.39069e-46
"7311","ENSG00000140955","10","ADAD2",7.41436e-20
"7312","ENSG00000250685","7","RP11-486L19.2",4.23388e-12
"7313","ENSG00000103175","10","WFDC1",0.0297125
"7314","ENSG00000261286","1","RP11-517C16.2",4.98823e-06
"7315","ENSG00000140950","15","TLDC1",0.00251625
"7316","ENSG00000135686","12","KLHL36",1.25244e-08
"7317","ENSG00000103196","11","CRISPLD2",0.00230215
"7318","ENSG00000279622","1","RP11-254F19.4",1.83817e-18
"7319","ENSG00000153786","12","ZDHHC7",3.56931e-14
"7320","ENSG00000135709","12","KIAA0513",0.00929637
"7321","ENSG00000278214","1","LINC02139",3.26508e-09
"7322","ENSG00000275088","1","RP11-442O1.3",7.05801e-10
"7323","ENSG00000278716","1","LA16c-352F7.1",1.31676e-13
"7324","ENSG00000131153","8","GINS2",0.0392843
"7325","ENSG00000275393","1","RP11-568J23.8",5.88588e-11
"7326","ENSG00000154102","10","C16orf74",0.0106586
"7327","ENSG00000103241","6","FOXF1",0.0347762
"7328","ENSG00000270020","1","RP11-463O9.9",6.42874e-21
"7329","ENSG00000103248","18","MTHFSD",1.2146e-14
"7330","ENSG00000261175","5","LINC02188",1.85739e-26
"7331","ENSG00000260456","6","C16orf95",0.0147525
"7332","ENSG00000103264","17","FBXO31",9.85149e-08
"7333","ENSG00000226180","3","RP11-278A23.1",0.0107584
"7334","ENSG00000104731","13","KLHDC4",1.41074e-23
"7335","ENSG00000103257","8","SLC7A5",0.000846483
"7336","ENSG00000225614","2","ZNF469",0.014313
"7337","ENSG00000261744","1","RP11-21B21.4",0.0206875
"7338","ENSG00000051523","10","CYBA",3.06605e-08
"7339","ENSG00000260630","6","SNAI3-AS1",1.48976e-31
"7340","ENSG00000158717","10","RNF166",7.50492e-20
"7341","ENSG00000174177","12","CTU2",0.0035744
"7342","ENSG00000278341","1","RP5-1142A6.10",0.000240319
"7343","ENSG00000260121","1","RP5-1142A6.9",4.83481e-08
"7344","ENSG00000103335","21","PIEZO1",9.12658e-19
"7345","ENSG00000198931","10","APRT",6.23835e-13
"7346","ENSG00000141012","12","GALNS",2.79254e-07
"7347","ENSG00000167515","10","TRAPPC2L",0.0343389
"7348","ENSG00000205022","9","PABPN1L",0.00935413
"7349","ENSG00000259881","1","RP11-830F9.5",1.52195e-09
"7350","ENSG00000176715","15","ACSF3",1.11244e-11
"7351","ENSG00000180422","3","LINC00304",0.0131424
"7352","ENSG00000259803","6","SLC22A31",9.53749e-08
"7353","ENSG00000259877","2","RP11-46C24.7",1.09451e-10
"7354","ENSG00000170100","13","ZNF778",2.41444e-08
"7355","ENSG00000261253","2","AC137932.6",0.00047816
"7356","ENSG00000197912","14","SPG7",0.000628543
"7357","ENSG00000274627","1","RP11-104N10.2",4.52284e-42
"7358","ENSG00000167526","13","RPL13",1.3721e-10
"7359","ENSG00000131165","14","CHMP1A",0.0111518
"7360","ENSG00000185324","21","CDK10",1.09435e-35
"7361","ENSG00000158792","15","SPATA2L",0.00141792
"7362","ENSG00000261373","1","VPS9D1-AS1",7.9598e-08
"7363","ENSG00000158805","11","ZNF276",0.0209357
"7364","ENSG00000075399","13","VPS9D1",4.87581e-12
"7365","ENSG00000187741","14","FANCA",4.52791e-24
"7366","ENSG00000204991","10","SPIRE2",8.45676e-19
"7367","ENSG00000141002","19","TCF25",0.0354045
"7368","ENSG00000258839","3","MC1R",0.00901131
"7369","ENSG00000140995","16","DEF8",1.55581e-05
"7370","ENSG00000177946","5","CENPBD1",0.000891969
"7371","ENSG00000141013","16","GAS8",8.11582e-12
"7372","ENSG00000003249","13","DBNDD1",4.19653e-22
"7373","ENSG00000222019","7","URAHP",0.000504836
"7374","ENSG00000260528","4","FAM157C",1.37061e-39
"7375","ENSG00000261172","1","RP11-356C4.5",1.32364e-50
"7376","ENSG00000272636","3","DOC2B",0.000129868
"7377","ENSG00000273172","1","LINC02091",0.00175176
"7378","ENSG00000262061","5","RP11-1260E13.4",0.000324719
"7379","ENSG00000181031","15","RPH3AL",2.89142e-44
"7380","ENSG00000187624","8","C17orf97",4.28018e-101
"7381","ENSG00000141252","19","VPS53",2.2185e-28
"7382","ENSG00000167695","14","FAM57A",0.00244594
"7383","ENSG00000231784","8","DBIL5P",2.91093e-06
"7384","ENSG00000262228","2","RP11-676J12.4",0.0441399
"7385","ENSG00000171861","10","MRM3",2.51252e-05
"7386","ENSG00000167699","13","GLOD4",0.00555441
"7387","ENSG00000167693","16","NXN",0.00435018
"7388","ENSG00000177370","4","TIMM22",6.16879e-05
"7389","ENSG00000197879","14","MYO1C",0.0111044
"7390","ENSG00000167703","14","SLC43A2",0.0101908
"7391","ENSG00000167711","13","SERPINF2",1.77505e-17
"7392","ENSG00000132383","11","RPA1",0.000443087
"7393","ENSG00000185924","6","RTN4RL1",7.66208e-07
"7394","ENSG00000108963","17","DPH1",2.02161e-09
"7395","ENSG00000263050","1","RP11-667K14.3",0.0451971
"7396","ENSG00000167720","12","SRR",2.96406e-39
"7397","ENSG00000127804","12","METTL16",9.82308e-09
"7398","ENSG00000272911","1","RP11-74E22.6",4.03098e-10
"7399","ENSG00000277200","1","RP11-74E22.8",4.53073e-37
"7400","ENSG00000132359","14","RAP1GAP2",0.0305333
"7401","ENSG00000141255","12","SPATA22",0.00173559
"7402","ENSG00000108381","10","ASPA",9.47306e-19
"7403","ENSG00000167723","14","TRPV3",1.6157e-18
"7404","ENSG00000196689","11","TRPV1",0.000326789
"7405","ENSG00000197417","7","SHPK",4.87977e-10
"7406","ENSG00000040531","14","CTNS",2.04128e-06
"7407","ENSG00000262903","1","RP11-235E17.6",0.000409312
"7408","ENSG00000240898","1","RP11-48B14.1",0.00123071
"7409","ENSG00000213977","7","TAX1BP3",0.00472527
"7410","ENSG00000083454","21","P2RX5",5.06309e-19
"7411","ENSG00000004660","14","CAMKK1",0.0404501
"7412","ENSG00000108405","3","P2RX1",4.7956e-08
"7413","ENSG00000074370","17","ATP2A3",0.000162074
"7414","ENSG00000074755","14","ZZEF1",1.72678e-08
"7415","ENSG00000167740","9","CYB5D2",1.86535e-09
"7416","ENSG00000185722","16","ANKFY1",0.00390162
"7417","ENSG00000274363","1","RP11-104O19.4",0.0102231
"7418","ENSG00000182557","7","SPNS3",0.00682018
"7419","ENSG00000132382","14","MYBBP1A",0.000176801
"7420","ENSG00000161905","12","ALOX15",1.46978e-10
"7421","ENSG00000141456","14","PELP1",2.88579e-16
"7422","ENSG00000141480","17","ARRB2",1.52701e-25
"7423","ENSG00000161920","9","MED11",0.039024
"7424","ENSG00000161921","14","CXCL16",0.000837161
"7425","ENSG00000182853","11","VMO1",0.0219148
"7426","ENSG00000262165","2","RP11-81A22.5",9.17002e-06
"7427","ENSG00000129219","13","PLD2",3.65693e-14
"7428","ENSG00000205710","3","C17orf107",4.01085e-07
"7429","ENSG00000108556","7","CHRNE",2.12833e-25
"7430","ENSG00000108523","15","RNF167",0.00354642
"7431","ENSG00000091640","7","SPAG7",1.56627e-21
"7432","ENSG00000108509","20","CAMTA2",1.43634e-06
"7433","ENSG00000196388","8","INCA1",0.00468856
"7434","ENSG00000234327","7","AC012146.7",1.52381e-13
"7435","ENSG00000129204","16","USP6",9.2585e-14
"7436","ENSG00000167840","13","ZNF232",1.55269e-23
"7437","ENSG00000263164","1","RP11-333E1.2",0.0393437
"7438","ENSG00000167842","15","MIS12",0.00174514
"7439","ENSG00000179314","13","WSCD1",0.00122174
"7440","ENSG00000198920","9","KIAA0753",0.0343074
"7441","ENSG00000262089","1","RP11-589P10.5",0.00220749
"7442","ENSG00000161944","16","ASGR2",0.000353205
"7443","ENSG00000072778","19","ACADVL",0.0403827
"7444","ENSG00000170296","9","GABARAP",0.000718003
"7445","ENSG00000175826","11","CTDNEP1",1.89419e-07
"7446","ENSG00000170291","14","ELP5",5.29354e-59
